Case,Theta,Phi,timeErr,total_Phi,init X,init Y,7,8,9,10,11,12
Case1,0.6013204688511713,5.620505606812989,0.6221826075664161,6.242688214379405,(-0.02832026949445711+0j),(-0.5639681179654206-3.469446951953614e-18j),(0.8253108046392601-2.3442468029557454e-18j),(-0.02961607978545545+3.96508223080413e-18j),(-0.5626847198998007+0j),(0.8257627799321667+1.378092231712279e-19j),42 / 166570,0.01368173942023621
