Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17,18,19
Case1,2.061670178918302,6.086835766330224,4.074252980074844,(-0.4352247185384775+0j),(0.7310125658112676+0j),(-0.5255474031894081-9.42553271618631e-19j),(-0.5922621274118021+0j),(0.653460548880686+0j),(-0.4713967368259979-6.43021314504752e-18j),(-0.5870287090762618+2.351181734531559e-19j),(0.6573238215386825-2.6327294372130203e-19j),(-0.47257029991107136-6.582654377046932e-19j),(-0.5922621274118021+0j),(0.653460548880686+0j),(-0.4713967368259979-6.43021314504752e-18j),0.2887400921673163,0.010270244797253136,2.061670178918302,3.8779034392254808
Case1,2.1598449493429825,1.6689710972195777,1.9144080307318607,(-0.4352247185384775+0j),(0.7310125658112676+0j),(-0.5255474031894081-9.42553271618631e-19j),(-0.35549907337260694+0j),(0.7516396244303271+0j),(-0.5555702330196018-5.533873661082669e-18j),(-0.36069505048258704+1.9174818783893038e-19j),(0.757288715166892-4.025803476089938e-19j),(-0.5444381346289422-6.870058372007356e-19j),(-0.4738806003922045+0j),(0.7025500866555066+0j),(-0.5134834849227998-5.9820434030650945e-18j),0.07918227927609628,0.021977169188681867,2.110757564130642,3.7306412835884597
Case1,2.1598449493429825,1.6689710972195777,1.9144080307318607,(-0.4352247185384775+0j),(0.7310125658112676+0j),(-0.5255474031894081-9.42553271618631e-19j),(-0.35549907337260694+0j),(0.7516396244303271+0j),(-0.5555702330196018-5.533873661082669e-18j),(-0.36069505048258704+1.9174818783893038e-19j),(0.757288715166892-4.025803476089938e-19j),(-0.5444381346289422-6.870058372007356e-19j),(-0.43442009138567195+0j),(0.71891326591378+0j),(-0.5275124009550671-5.832653489070953e-18j),0.0148689248159522,0.021977169188681867,2.127120025868089,3.6815538983761193
Case1,2.1353012567368124,5.841398840268521,3.9883500559532474,(-0.4352247185384775+0j),(0.7310125658112676+0j),(-0.5255474031894081-9.42553271618631e-19j),(-0.33286558551108125+0j),(0.7765166119906943+0j),(-0.534997619887097-3.303172537832695e-18j),(-0.32053291095508296+1.7575694555448597e-19j),(0.7691054288692688-4.2172150305769424e-19j),(-0.5529335333279027-6.884809111875282e-19j),(-0.40903146491702425+0j),(0.7333141024330085+0j),(-0.5293837056880746-5.200283251261389e-18j),0.03233109274186069,0.03767976781277166,2.12916533358527,3.6478063210426352
Case1,2.061670178918302,1.8653206380689396,1.9634954159442013,(-0.4352247185384775+0j),(0.7310125658112676+0j),(-0.5255474031894081-9.42553271618631e-19j),(-0.559484932343024+0j),(0.6817343522156727+0j),(-0.47139673682599775-9.128290311253507e-18j),(-0.560481858954396+2.349196274188748e-19j),(0.6724264900289327-2.8183995249885806e-19j),(-0.4834280725096489-6.643901290670758e-19j),(-0.43912215840222424+0j),(0.7229981523895415+0j),(-0.5177863119156593-5.985884663259812e-18j),0.019672944559221694,0.02233613372956722,2.1156663026518765,3.6840082676367367
Case1,2.1353012567368124,5.939573610693203,4.037437433715008,(-0.4352247185384775+0j),(0.7310125658112676+0j),(-0.5255474031894081-9.42553271618631e-19j),(-0.4432014637041176+0j),(0.7192704701888358+0j),(-0.5349976198870972-6.783043932060518e-18j),(-0.4352247185384775+2.1559136032776745e-19j),(0.7310125658112676-3.6211177069440655e-19j),(-0.5255474031894081-6.822199891919961e-19j),(-0.4398020426192064+0j),(0.722376872022757+0j),(-0.5206548632442322-6.118744541393263e-18j),0.01810555781441542,0.029169057485760985,2.118938794999366,3.685644512568718
Case1,2.1598449493429825,5.792311455056181,3.9760782096501623,(-0.4352247185384775+0j),(0.7310125658112676+0j),(-0.5255474031894081-9.42553271618631e-19j),(-0.2801136816214916-5.551115123125783e-17j),(0.7828652767564792+0j),(-0.555570233019602-2.8447611449090454e-18j),(-0.2785652787812822+1.570251235592602e-19j),(0.7798068082761908-4.395711517158002e-19j),(-0.560627083919076-6.89446398928402e-19j),(-0.41698941961953284-7.93016446160826e-18j),(0.7310180726990031+0j),(-0.5256427732121421-5.651032627609804e-18j),0.018336175829414214,0.009663718474180794,2.1247825313341684,3.657010204705581
Case1,2.110757564130642,1.7671458676442586,1.9389517233380311,(-0.4352247185384775+0j),(0.7310125658112676+0j),(-0.5255474031894081-9.42553271618631e-19j),(-0.45888277025831464+5.551115123125783e-17j),(0.7246550707564627+0j),(-0.5141027441932217-1.377090368003943e-17j),(-0.4695002847515975+2.236726603311414e-19j),(0.7168932052094775-3.4153208334550875e-19j),(-0.5153965608564441-6.788101322342693e-19j),(-0.4222260884493806+0j),(0.7302226974561856+0j),(-0.5242002695847772-6.666016509163507e-18j),0.0151356320488098,0.019673205521534565,2.1230294104337277,3.6631461279901694
Case1,2.1353012567368124,1.718058482431918,1.9266798770349458,(-0.4352247185384775+0j),(0.7310125658112676+0j),(-0.5255474031894081-9.42553271618631e-19j),(-0.407374684461153+0j),(0.7401509394544585+0j),(-0.5349976198870972+2.901424671871623e-18j),(-0.39894706259842105+2.049988807608752e-19j),(0.7445331711046932-3.825782442705754e-19j),(-0.5352677819268419-6.849392156542338e-19j),(-0.4205759324506886+0j),(0.7313258354559937+0j),(-0.5253999751739238-5.602967489048493e-18j),0.015109483747999308,0.013080007002979344,2.1243929489118485,3.6611008203764692
Case1,2.1598449493429825,5.792311455056181,3.9760782096501623,(-0.4352247185384775+0j),(0.7310125658112676+0j),(-0.5255474031894081-9.42553271618631e-19j),(-0.2801136816214916-5.551115123125783e-17j),(0.7828652767564792+0j),(-0.555570233019602-2.8447611449090454e-18j),(-0.2785652787812822+1.570251235592602e-19j),(0.7798068082761908-4.395711517158002e-19j),(-0.560627083919076-6.89446398928402e-19j),(-0.40652970736776894-5.551115123125783e-18j),(0.7364797795860424+0j),(-0.5284170009584916-5.327146854634549e-18j),0.0370318227145669,0.009663718474180794,2.1279381489549616,3.6435111740914983
Case1,2.110757564130642,1.7671458676442586,1.9389517233380311,(-0.4352247185384775+0j),(0.7310125658112676+0j),(-0.5255474031894081-9.42553271618631e-19j),(-0.45888277025831464+5.551115123125783e-17j),(0.7246550707564627+0j),(-0.5141027441932217-1.377090368003943e-17j),(-0.4695002847515975+2.236726603311414e-19j),(0.7168932052094775-3.4153208334550875e-19j),(-0.5153965608564441-6.788101322342693e-19j),(-0.4112890767214549+0j),(0.7354048060560806+0j),(-0.5271157048889217-6.094761111489538e-18j),0.02989618376134917,0.019673205521534565,2.1263762776072963,3.6492008483542975
