Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17,18,19
Case1,1.3744467859455345,0.7853981633974483,0.2159844964244144,(0.6293797374753+5.551115123125783e-17j),(-0.6549937314910725+0j),(0.4181678583570518-6.351070038437672e-18j),(0.8260342665188031+5.551115123125783e-17j),(-0.528778929981506+0j),(0.19509032201612847+1.5501786614640487e-17j),(0.740584376911762+0j),(0.35670925469968334+0j),(2.0852052370348986+0j),(0.8260342665188031+5.551115123125783e-17j),(-0.528778929981506+0j),(0.19509032201612847+1.5501786614640487e-17j),0.545946866893993,1.3744467859455345,1.0013826598218627,0.9739083097261868
Case1,1.1535535524900022,1.030835089459151,0.21843886568503146,(0.6293797374753+5.551115123125783e-17j),(-0.6549937314910725+0j),(0.4181678583570518-6.351070038437672e-18j),(0.8673614708628739+0j),(-0.28890059931765694+0j),(0.40524131400498986-1.9411901061164585e-17j),(0.9458095996401773+0j),(2.3813912077881056+0j),(1.0813527813332329+0j),(0.8466978686908384+2.7755575615628914e-17j),(-0.4088397646495815+0j),(0.3001658180105592-1.955057223262049e-18j),0.581474138403522,1.2640001692177685,1.1253283074830227,0.9522933548085102
Case1,1.325359400733194,0.7853981633974483,0.21107575641306422,(0.6293797374753+5.551115123125783e-17j),(-0.6549937314910725+0j),(0.4181678583570518-6.351070038437672e-18j),(0.8144000290972172+0j),(-0.5269850327861592+0j),(0.24298017990326404-9.141041901736489e-20j),(0.43138560656860053+0j),(1.1880524208660475+0j),(1.6384209047706966+0j),(0.8359319221596313+1.850371707708594e-17j),(-0.44822152069510734+0j),(0.28110393864146077-1.3338416218471541e-18j),0.5503883151958875,1.284453246389577,1.0823768449255193,0.9796726495503296
Case1,0.3436116964863836,0.2945243112740431,0.06381360077604269,(0.6293797374753+5.551115123125783e-17j),(-0.6549937314910725+0j),(0.4181678583570518-6.351070038437672e-18j),(0.11815340452065581+0j),(-0.31549096075610433+0j),(0.9415440651830207+1.394617887721967e-17j),(5.397985980194429+0j),(2.0199491657098476+0j),(0.39062464164663546+0j),(0.6564872927498875+1.3877787807814457e-17j),(-0.4150388807103566+0j),(0.4462139702768508+2.486163502919552e-18j),0.29510851797510246,1.0492428589137786,0.901367111706661,0.8373657262333839
Case1,1.1044661672776617,0.8344855486097889,0.19389517307886117,(0.6293797374753+5.551115123125783e-17j),(-0.6549937314910725+0j),(0.4181678583570518-6.351070038437672e-18j),(0.7650146638923283+2.7755575615628914e-17j),(-0.4610880786530107+0j),(0.4496113296546067-2.4824415116226103e-18j),(0.9246618270326596+0j),(1.4841079608856957+0j),(0.9573392520419723+0j),(0.6781927669783757+1.665334536937735e-17j),(-0.42424872029888744+0j),(0.446893442152402+1.4924425000111195e-18j),0.3082836244906111,1.0602875205865552,0.9267698337030588,0.9857537705256244
Case1Fin,1.1290098598838318,0.7853981633974483,0.19389517307886117,(0.6293797374753+5.551115123125783e-17j),(-0.6549937314910725+0j),(0.4181678583570518-6.351070038437672e-18j),(0.7650146638923283+2.7755575615628914e-17j),(-0.4610880786530107+0j),(0.4496113296546067-2.4824415116226103e-18j),(0.6781927669783757+1.665334536937735e-17j),(-0.42424872029888744+0j),(0.446893442152402+1.4924425000111195e-18j),(0.6781927669783757+1.665334536937735e-17j),(-0.42424872029888744+0j),(0.446893442152402+1.4924425000111195e-18j),0.3082836244906111,1.0602875205865552,0.9267698337030588,0.9932926900205048
Case2,1.423534171157875,2.2580197197676637,0.36815539058267,(0.5794508642573918+0j),(0.7265395510933096+0j),(0.3692925352731813+1.2048654070284102e-17j),(0.48756331227531+5.551115123125783e-17j),(0.8606696139571985+0j),(0.1467304744553617-7.020016007941555e-18j),(1.261902304183835+0j),(1.2411480951648648+0j),(2.5780425369094218+0j),(0.48756331227531+5.551115123125783e-17j),(0.8606696139571985+0j),(0.1467304744553617-7.020016007941555e-18j),0.4485796756637903,1.423534171157875,2.6261751103503337,0.9810079943634185
Case2,0.8099418560036186,1.718058482431918,0.25280003384355365,(0.5794508642573918+0j),(0.7265395510933096+0j),(0.3692925352731813+1.2048654070284102e-17j),(0.6670581972207337+2.7755575615628914e-17j),(0.2820765830130777+0j),(0.689540544737067-7.962494639080739e-18j),(0.8215966307849982+0j),(2.5798676036602792+0j),(0.4831457205867535+0j),(0.5773107547480218+4.163336342344337e-17j),(0.5713730984851382+0j),(0.41813550959621437-7.491255323511147e-18j),0.20614953644057443,1.1167380135807468,2.2985168133129026,0.9230547126450996
Case2,1.4480778637640452,1.9144080232812801,0.3362485901946487,(0.5794508642573918+0j),(0.7265395510933096+0j),(0.3692925352731813+1.2048654070284102e-17j),(0.7718121925720535+0j),(0.6239563814838275+0j),(0.12241067519921617-2.0614553739799865e-17j),(0.7597498319864691+0j),(0.5049398145899076+0j),(2.8962874534309133+0j),(0.6421445673560324+2.7755575615628914e-17j),(0.5889008594847012+0j),(0.31956056479721495-1.186568812894072e-17j),0.2500643651832154,1.227184630308513,2.2825634133672446,0.9728808022230162
Case2,1.6689710972195777,2.1598449493429825,0.3828816061463722,(0.5794508642573918+0j),(0.7265395510933096+0j),(0.3692925352731813+1.2048654070284102e-17j),(0.560991861260985+0j),(0.8219980363726856+0j),(-0.09801714032956077+8.159389025307879e-18j),(1.0422539064480751+0j),(0.35638470712642273+0j),(0.05543382896152558+0j),(0.6218563908322705+2.0816681711721685e-17j),(0.6471751537066973+0j),(0.21516613851552105-6.85941884037857e-18j),0.27589632071915127,1.337631247036279,2.347604198897772,0.9430421572568164
Case2,0.9326603190344698,2.1598449493429825,0.3092505283278614,(0.5794508642573918+0j),(0.7265395510933096+0j),(0.3692925352731813+1.2048654070284102e-17j),(0.5003512156312042+5.551115123125783e-17j),(0.6283239607428697+0j),(0.5956993044924335+4.909232336983908e-18j),(0.41653837449111586+0j),(0.5206798274425951+0j),(0.47247537467917317+0j),(0.5975553557920573+2.7755575615628914e-17j),(0.6434049151139318+0j),(0.29127277171090354-4.505688604906075e-18j),0.17925889107632104,1.2566370614359172,2.3719024546523864,0.9832092305596714
