Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX
Case1,1.5462526341887264,3.9760782021995817,0.5522330836388308,(-0.9784554510850142+0j),(0.20267910957639357+0j),(0.03932058981425951+2.3748189364984637e-17j),(-0.9828093944387429+0j),(0.1829847597630399+0j),(0.024541228522912406-8.725732549955893e-18j),0.9998436904130392
Case1,1.5462526341887264,3.9760782021995817,0.5522330836388308,(-0.9784554510850142+0j),(0.20267910957639357+0j),(0.03932058981425951+2.3748189364984637e-17j),(-0.9828093944387429+0j),(0.1829847597630399+0j),(0.024541228522912406-8.725732549955893e-18j),0.9998436904130392
Case1,1.5462526341887264,3.9760782021995817,0.5522330836388308,(-0.9784554510850142+0j),(0.20267910957639357+0j),(0.03932058981425951+2.3748189364984637e-17j),(-0.9828093944387429+0j),(0.1829847597630399+0j),(0.024541228522912406-8.725732549955893e-18j),0.9998436904130392
Case1,1.5462526341887264,3.9760782021995817,0.5522330836388308,(-0.9784554510850142+0j),(0.20267910957639357+0j),(0.03932058981425951+2.3748189364984637e-17j),(-0.9828093944387429+0j),(0.1829847597630399+0j),(0.024541228522912406-8.725732549955893e-18j),0.9998436904130392
Case1,1.5462526341887264,3.9760782021995817,0.5522330836388308,(-0.9784554510850142+0j),(0.20267910957639357+0j),(0.03932058981425951+2.3748189364984637e-17j),(-0.9828093944387429+0j),(0.1829847597630399+0j),(0.024541228522912406-8.725732549955893e-18j),0.9998436904130392
Case1,1.5462526341887264,3.9760782021995817,0.5522330836388308,(-0.9784554510850142+0j),(0.20267910957639357+0j),(0.03932058981425951+2.3748189364984637e-17j),(-0.9828093944387429+0j),(0.1829847597630399+0j),(0.024541228522912406-8.725732549955893e-18j),0.9998436904130392
Case1,1.5462526341887264,3.9760782021995817,0.5522330836388308,(-0.9784554510850142+0j),(0.20267910957639357+0j),(0.03932058981425951+2.3748189364984637e-17j),(-0.9828093944387429+0j),(0.1829847597630399+0j),(0.024541228522912406-8.725732549955893e-18j),0.9998436904130392
Case1,1.5462526341887264,3.9760782021995817,0.5522330836388308,(-0.9784554510850142+0j),(0.20267910957639357+0j),(0.03932058981425951+2.3748189364984637e-17j),(-0.9828093944387429+0j),(0.1829847597630399+0j),(0.024541228522912406-8.725732549955893e-18j),0.9998436904130392
Case1,1.5462526341887264,3.9760782021995817,0.5522330836388308,(-0.9784554510850142+0j),(0.20267910957639357+0j),(0.03932058981425951+2.3748189364984637e-17j),(-0.9828093944387429+0j),(0.1829847597630399+0j),(0.024541228522912406-8.725732549955893e-18j),0.9998436904130392
Case1,1.5462526341887264,3.9760782021995817,0.5522330836388308,(-0.9784554510850142+0j),(0.20267910957639357+0j),(0.03932058981425951+2.3748189364984637e-17j),(-0.9828093944387429+0j),(0.1829847597630399+0j),(0.024541228522912406-8.725732549955893e-18j),0.9998436904130392
Case1Fin,1.5707963267948966,3.9269908169872414,0.5522330836388308,(-0.9784554510850142+0j),(0.20267910957639357+0j),(0.03932058981425951+2.3748189364984637e-17j),(-0.9828093944387429+0j),(0.1829847597630399+0j),(0.024541228522912406-8.725732549955893e-18j),0.9998436904130392
