Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17
Case1,0.662679700366597,5.056000676871073,0.5767767762450011,(-0.539243048967329+0j),(-0.6602276165091487+0j),(0.5227967373072133+1.508364140777368e-17j),(-0.3725295211173151+0j),(-0.4896240046652859+0j),(0.7883464276266062+1.5014436534028853e-18j),(-0.3725295211173151+0j),(-0.4896240046652859+0j),(0.7883464276266062+1.5014436534028853e-18j),0.6028668300132697,1.1224282829665109,0.662679700366597,5.632777453116074,0.9681461027706306
Case1,1.2762720155208536,5.006913291658733,0.5915029918087032,(-0.539243048967329+0j),(-0.6602276165091487+0j),(0.5227967373072133+1.508364140777368e-17j),(-0.6052591376511886+0j),(-0.7412126432009997+0j),(0.29028467725446255+7.7028069929177085e-19j),(-0.4888943293842518+0j),(-0.6154183239331428+0j),(0.5393155524405344+1.135862176347328e-18j),0.11167682729240425,1.0884771789103311,0.9694758579437253,5.615596868291755,0.9837553742806873
Case1,1.4726215563702154,5.105088062083414,0.5988660995905544,(-0.539243048967329+0j),(-0.6602276165091487+0j),(0.5227967373072133+1.508364140777368e-17j),(-0.5447448693319094+0j),(-0.8328539292926318+0j),(0.09801714032956088+7.69730771089171e-18j),(-0.507511176033471+0j),(-0.6878968590529724+0j),(0.39221608173687655+3.323010687862122e-18j),0.18998177104801844,1.2074082024646402,1.1371910907525553,5.64504929941916,0.9474330586014008
Case1,0.8344855486097889,5.203262832508095,0.6037748381117884,(-0.539243048967329+0j),(-0.6602276165091487+0j),(0.5227967373072133+1.508364140777368e-17j),(-0.3396214172701016+0j),(-0.6585331146542504+0j),(0.6715589548470187-5.526735062996999e-19j),(-0.4655387363426286+0j),(-0.6805559229532919+0j),(0.4620518000144121+2.3540896393216664e-18j),0.1547775563616448,0.8771703450832988,1.0615147052168636,5.685546392219341,0.984504536179176
Case1,0.7117670855789375,4.859651136021712,0.5890486225480863,(-0.539243048967329+0j),(-0.6602276165091487+0j),(0.5227967373072133+1.508364140777368e-17j),(-0.48396915303789895+2.7755575615628914e-17j),(-0.43864407174849407+0j),(0.7572088465064848-2.265155425371971e-17j),(-0.4692248196816827+5.551115123125783e-18j),(-0.6321735527123323+0j),(0.5210832093128266-2.647039139286609e-18j),0.09978582107684941,0.9545084108336065,0.9915651812892785,5.638177065489432,0.9732241280801124
Case1,1.030835089459151,5.203262832508095,0.6234097921967247,(-0.539243048967329+0j),(-0.6602276165091487+0j),(0.5227967373072133+1.508364140777368e-17j),(-0.378104435533119+5.551115123125783e-17j),(-0.7698931122195991+0j),(0.5141027441932219-1.5917185625443615e-18j),(-0.4540380889902554+1.3877787807814457e-17j),(-0.6551268126302101+0j),(0.5199197984595592-2.4711523764962345e-18j),0.09318270270366641,0.8930249061261555,0.9981101659842572,5.66959299202533,0.9904830662583607
Case1,0.9572040116406401,4.859651136021712,0.5865942547775854,(-0.539243048967329+0j),(-0.6602276165091487+0j),(0.5227967373072133+1.508364140777368e-17j),(-0.6071361477477576+0j),(-0.5475679179737641+0j),(0.5758081914178453-1.9613752918252908e-18j),(-0.47590924024132714+1.1895246692412391e-17j),(-0.6397612562507178+0j),(0.5279038545964572-2.3983270786860997e-18j),0.08890728627367667,1.089418372746872,0.9922664296494548,5.637686191850183,0.994972032371913
Case1,0.9572040116406401,4.859651136021712,0.6013204688511714,(-0.539243048967329+0j),(-0.6602276165091487+0j),(0.5227967373072133+1.508364140777368e-17j),(-0.599007005809999-5.551115123125783e-17j),(-0.556449039613377+0j),(0.5758081914178453-3.004295304164723e-17j),(-0.49129646093741114+3.469446951953614e-18j),(-0.6293472291710502+0j),(0.5338918966991307-5.853905324056241e-18j),0.08992213475993377,1.089418372746872,0.987883627398353,5.61559686847802,0.9957120208895953
Case1,0.6872233929727672,5.301437602932776,0.6234097921967247,(-0.539243048967329+0j),(-0.6602276165091487+0j),(0.5227967373072133+1.508364140777368e-17j),(-0.22249327361518453+0j),(-0.5940972834375987+0j),(0.7730104533627371-9.20899104488473e-18j),(-0.46142944012383036+3.0839528461809902e-18j),(-0.625430568534+0j),(0.5604606252173091-6.226692626370518e-18j),0.15027454472874313,1.15399671736137,0.9544769346843991,5.649958038105963,0.9581723662635437
Case1,0.9572040116406401,5.056000676871073,0.5595961914206818,(-0.539243048967329+0j),(-0.6602276165091487+0j),(0.5227967373072133+1.508364140777368e-17j),(-0.5061618108697569+0j),(-0.6420631961989087+0j),(0.5758081914178452+3.101570804932724e-18j),(-0.46590267719842304+2.7755575615628915e-18j),(-0.627093831300491+0j),(0.5619953818373629-5.293866283240194e-18j),0.14567280150771322,0.7853157054311755,0.9547496423800231,5.646521921124542,0.9989413688200289
Case1,1.325359400733194,4.908738521234052,0.5915029918087032,(-0.539243048967329+0j),(-0.6602276165091487+0j),(0.5227967373072133+1.508364140777368e-17j),(-0.6842301224812596+0j),(-0.6875970998073347+0j),(0.24298017990326376+1.0349159666059095e-17j),(-0.48575062676958997+2.523234146875356e-18j),(-0.6325941284374768+0j),(0.5329939998433538-3.871773015122077e-18j),0.09132317280555152,1.0203814825813198,0.9884414385939476,5.633223702208015,0.9749830895340934
Case1,0.8835729338221293,4.71238898038469,0.6209554229361075,(-0.539243048967329+0j),(-0.6602276165091487+0j),(0.5227967373072133+1.508364140777368e-17j),(-0.6287071430522226-2.7755575615628914e-17j),(-0.4497471392718094+0j),(0.6343932841636456-1.679617271179448e-17j),(-0.4976636697931427+0j),(-0.6173568793403378+0j),(0.5414439402033782-4.948806323178111e-18j),0.1030973192391621,1.014056626717546,0.9797023965296295,5.608233760634081,0.9838100972488512
Case1,0.9326603190344698,5.105088062083414,0.6086835766330224,(-0.539243048967329+0j),(-0.6602276165091487+0j),(0.5227967373072133+1.508364140777368e-17j),(-0.43303996147195917+0j),(-0.6764752252637158+0j),(0.5956993044924335-5.423515278609886e-18j),(-0.4926926153068978+0j),(-0.6219044444113669+0j),(0.5456174297640748-4.985322396672864e-18j),0.10769429821507448,0.8586496592194639,0.976083775183848,5.616352058948109,0.9957855444034154
Case1,1.0062913968529805,4.859651136021712,0.6234097921967247,(-0.539243048967329+0j),(-0.6602276165091487+0j),(0.5227967373072133+1.508364140777368e-17j),(-0.6061340576024886-5.551115123125783e-17j),(-0.5885397615535282+0j),(0.5349976198870972+1.1104116584419167e-17j),(-0.5007955754708685-3.96508223080413e-18j),(-0.6195212527786641+0j),(0.5448588719157191-3.8360767551662895e-18j),0.10121597183545095,0.9722889704267867,0.9782414624459289,5.606831263895989,0.9975594063669058
Case1,0.8099418560036186,5.056000676871073,0.5865942532874692,(-0.539243048967329+0j),(-0.6602276165091487+0j),(0.5227967373072133+1.508364140777368e-17j),(-0.43285994013285284+5.551115123125783e-17j),(-0.580660063541391+0j),(0.689540544737067-2.4570153400294757e-17j),(-0.49626653311500085+0j),(-0.6169305068295126+0j),(0.5545043167704757-5.218348531508187e-18j),0.11798120499522674,0.8540700824896168,0.9670214886831082,5.6092155083134925,0.9886370389380438
Case1,1.1780972450961724,5.006913291658733,0.6185010536754906,(-0.539243048967329+0j),(-0.6602276165091487+0j),(0.5227967373072133+1.508364140777368e-17j),(-0.5648178241414405+0j),(-0.7311184692821008+0j),(0.3826834323650897-8.003526409423576e-19j),(-0.5005509888041534+0j),(-0.6240672544827994+0j),(0.5437655114951391-4.942223788347823e-18j),0.09582119637745068,0.87283460543741,0.9802137234589247,5.610227935627288,0.9936721797255261
Case1,0.9326603190344698,5.203262832508095,0.6037748381117884,(-0.539243048967329+0j),(-0.6602276165091487+0j),(0.5227967373072133+1.508364140777368e-17j),(-0.3681571845549132-5.551115123125783e-17j),(-0.7138645712513199+0j),(0.5956993044924334+8.115173601285486e-18j),(-0.4927631179659628-3.2653618371328133e-18j),(-0.62934944958683+0j),(0.5468204404949799-4.1741415889576285e-18j),0.10138180111145151,0.9493559425702969,0.9774164643751332,5.621804978862146,0.9906344885119274
Case1,0.9081166264282996,5.154175447295755,0.6332272707293088,(-0.539243048967329+0j),(-0.6602276165091487+0j),(0.5227967373072133+1.508364140777368e-17j),(-0.3750322884523985+5.551115123125783e-17j),(-0.6934269049941666+0j),(0.6152315905806268+3.0871492850104626e-18j),(-0.48622251632632035+0j),(-0.6329093082205709+0j),(0.5506210599441825-3.770736540403846e-18j),0.1081631635665557,0.9357883138144518,0.9735664733780869,5.631004853260086,0.9908471115552143
Case1,0.859029241215959,4.663301595172349,0.5841398840268521,(-0.539243048967329+0j),(-0.6602276165091487+0j),(0.5227967373072133+1.508364140777368e-17j),(-0.6513827480712205-2.7755575615628914e-17j),(-0.38609034272157794+0j),(0.6531728429537768-6.924293634324414e-18j),(-0.49491516010236775-1.460819769243627e-18j),(-0.6199188363522029+0j),(0.5560185222078454-3.93671322955756e-18j),0.11785845392253919,1.1500762535448645,0.9675381980011328,5.610817307256881,0.9738188923513549
Case1,1.1290098598838318,4.81056375080937,0.5915029918087032,(-0.539243048967329+0j),(-0.6602276165091487+0j),(0.5227967373072133+1.508364140777368e-17j),(-0.6973835266778502-5.551115123125783e-17j),(-0.5751981039608762+0j),(0.42755509343028214-1.6119809994349282e-17j),(-0.5050385784311419-4.163336342344338e-18j),(-0.6176827997326366+0j),(0.5495953507689673-4.545868067797147e-18j),0.1035479007744532,1.0068940853493202,0.9756117810952679,5.600379779024941,0.9896726624237717
