Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17,18,19
Case1,0.8099418560036186,3.77972866135022,0.4589670532255,(-0.7899296706278177+1.3877787807814457e-17j),(0.16313889073947163+0j),(0.5910979764727013+1.8984177279806955e-18j),(-0.6444999338987976+2.7755575615628914e-17j),(0.33038412850522103+0j),(0.6895405447370669-1.866505842973581e-17j),(1.220388032380997+0j),(0.3627321303981731+0j),(0.6883430982053809+0j),(-0.6444999338987976+2.7755575615628914e-17j),(0.33038412850522103+0j),(0.6895405447370669-1.866505842973581e-17j),0.41111754275913515,0.8099418560036186,4.23869571457572,0.9852970711236714
Case1,1.3744467859455345,3.2397674240144743,0.46142142248611706,(-0.7899296706278177+1.3877787807814457e-17j),(0.16313889073947163+0j),(0.5910979764727013+1.8984177279806955e-18j),(-0.5206440078738679+0j),(0.8311856491306134+0j),(0.1950903220161282-1.1676353180454324e-17j),(1.5396831191811433+0j),(0.25645895289453274+0j),(3.110504511381026+0j),(-0.5825719708863327+1.3877787807814457e-17j),(0.5807848888179172+0j),(0.44231543337659757-1.517070580509507e-17j),0.7737862409160343,1.0921943209745766,3.969942280538156,0.8310941777412854
Case1,1.030835089459151,4.123340357836604,0.5154175462196916,(-0.7899296706278177+1.3877787807814457e-17j),(0.16313889073947163+0j),(0.5910979764727013+1.8984177279806955e-18j),(-0.8554045572675735-6.938893903907228e-18j),(0.06309842960696693+0j),(0.5141027441932218-1.4990826825580234e-17j),(0.684193765153328+0j),(4.074237702659902+0j),(1.1442092555820271+0j),(-0.6735161663467464+6.938893903907228e-18j),(0.4082227357476005+0j),(0.46624453698213897-1.511074614525679e-17j),0.48635078877976257,1.071741243802768,4.192880821710869,0.9949441804813293
Case1,1.2026409377023426,3.3870295796514958,0.4589670517353838,(-0.7899296706278177+1.3877787807814457e-17j),(0.16313889073947163+0j),(0.5910979764727013+1.8984177279806955e-18j),(-0.6041872686708529+0j),(0.7109383285866181+0j),(0.3598950365349882+1.3395772608660816e-17j),(1.3460705729529192+0j),(0.7559389746448929+0j),(1.5938484706408758+0j),(-0.6561839419277731+5.204170427930421e-18j),(0.48390163395735486+0j),(0.4396571618703513-7.984116456777389e-18j),0.6059492865202779,1.1044661672776617,4.106159774129871,0.9029902005940849
Case1,0.3436116964863836,3.8288160465625602,0.4172427743048944,(-0.7899296706278177+1.3877787807814457e-17j),(0.16313889073947163+0j),(0.5910979764727013+1.8984177279806955e-18j),(-0.3009182038761252+0j),(0.15146949493082162+0j),(0.9415440651830206+2.3598190427362644e-17j),(2.691393659347054+0j),(1.1800107347022748+0j),(1.11965745247216+0j),(-0.5851307943174435+4.163336342344338e-18j),(0.41741520615204825+0j),(0.5400345425328852-1.6676550799493826e-18j),0.5101386256627669,0.952295273119406,4.1341395834773875,0.9094798007496246
Case1Fin,0.9326603190344698,4.516039439535327,0.4172427743048944,(-0.7899296706278177+1.3877787807814457e-17j),(0.16313889073947163+0j),(0.5910979764727013+1.8984177279806955e-18j),(-0.3009182038761252+0j),(0.15146949493082162+0j),(0.9415440651830206+2.3598190427362644e-17j),(-0.5851307943174435+4.163336342344338e-18j),(0.41741520615204825+0j),(0.5400345425328852-1.6676550799493826e-18j),(-0.5851307943174435+4.163336342344338e-18j),(0.41741520615204825+0j),(0.5400345425328852-1.6676550799493826e-18j),0.5101386256627669,0.952295273119406,4.1341395834773875,0.9771666238870156
Case2,2.8961557275280905,4.614214209960009,0.7510369952389261,(-0.3962890530752503+0j),(-0.12196974213823572+0j),(-0.9099881144363666-2.518395437114804e-18j),(-0.19301090753473238-1.3877787807814457e-17j),(-0.14760134619454374+0j),(-0.9700312531945439+1.7223252331913069e-18j),(2.132522225077044+0j),(0.7741579816051043+0j),(0.47212402507099466+0j),(-0.19301090753473238-1.3877787807814457e-17j),(-0.14760134619454374+0j),(-0.9700312531945439+1.7223252331913069e-18j),0.2889528883550032,2.8961557275280905,5.365251205198935,0.988603965538375
Case2,2.82252464970958,4.172427743048944,0.6994952407659686,(-0.3962890530752503+0j),(-0.12196974213823572+0j),(-0.9099881144363666-2.518395437114804e-18j),(-0.30969842707179684+3.469446951953614e-18j),(-0.04983089933898885+0j),(-0.9495281805930368-2.6200291446660953e-18j),(1.2694479083022565+0j),(2.3384470766677294+0j),(1.452820533658512+0j),(-0.2513546673032646-5.204170427930421e-18j),(-0.09871612276676629+0j),(-0.9597797168937903-4.488519557373942e-19j),0.21797960760087876,2.859340188618835,5.118587094506924,0.9964336610609841
Case2,2.748893571891069,4.221515128261284,0.6970408715053514,(-0.3962890530752503+0j),(-0.12196974213823572+0j),(-0.9099881144363666-2.518395437114804e-18j),(-0.3745792500465698-6.938893903907228e-18j),(-0.07833897396108588+0j),(-0.9238795325112868-2.5830315638956136e-17j),(1.1235138744628719+0j),(1.6192450310469715+0j),(1.1031486554391783+0j),(-0.29242952821769963-5.7824115865893565e-18j),(-0.09192373983153948+0j),(-0.9478129887662892-8.909339850143642e-18j),0.17173040149416946,2.82252464970958,5.0519100629268285,0.9993580233484113
Case2,2.82252464970958,4.172427743048944,0.6994952392758524,(-0.3962890530752503+0j),(-0.12196974213823572+0j),(-0.9099881144363666-2.518395437114804e-18j),(-0.30969842714605067+3.469446951953614e-18j),(-0.04983089887750211+0j),(-0.9495281805930368+2.570572568857242e-17j),(1.2191337696542408+0j),(2.480489813316653+0j),(1.4283662037977354+0j),(-0.2967467529497874-3.469446951953614e-18j),(-0.08140052959303015+0j),(-0.9482417867229761-2.555734654646266e-19j),0.17836518495727793,2.82252464970958,5.0069132927763205,0.9964336587302663
