Case,Theta,Phi,timeErr,total_Phi,init X,init Y,7,8,9,10,11,12
Case1,1.4480778637640452,4.0987966652304335,0.5485515312380215,4.622804518763446,(-0.9858641192189638+4.163336342344337e-17j),(0.07968660789617456+0j),(0.14738379476257896+1.473330137200097e-17j),(-0.975749401229289+4.181128377995381e-18j),(0.0897897770012892+0j),(0.1702514161768265-1.850729563729236e-18j),39 / 193673,0.009841924503428107
