Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17,18,19
Case1,2.184388641949153,3.9760782021995817,0.6160466859049896,(-0.29804708745318703+0j),(0.07577494231977482+0j),(-0.9515388020344243+1.7855540817228087e-19j),(-0.8116793867331598-6.938893903907228e-18j),(0.09808924430635463+0j),(-0.5758081914178452-8.325498238576059e-18j),(0.8494763171409191+0j),(0.7535059143030756+0j),(1.6251099910283822+0j),(-0.8116793867331598-6.938893903907228e-18j),(0.09808924430635463+0j),(-0.5758081914178452-8.325498238576059e-18j),0.9116772118831316,2.184388641949153,4.592124888104571,0.8986276105499317
Case1,2.8716120349219203,3.877903431774901,0.6749515466696822,(-0.29804708745318703+0j),(0.07577494231977482+0j),(-0.9515388020344243+1.7855540817228087e-19j),(-0.2633258836957602+1.0408340855860843e-17j),(0.042369493455916854+0j),(-0.9637760657954401+3.685658783754087e-18j),(1.1170855450108919+0j),(1.5239935752513203+0j),(0.8904635647226211+0j),(-0.53750263521446+1.734723475976807e-18j),(0.07022936888113573+0j),(-0.7697921286066427-2.319919727410986e-18j),0.42674779462769363,2.528000338435537,4.572489933274577,0.9993821915583084
Case1,2.650718801466388,3.8288160465625602,0.647953486293011,(-0.29804708745318703+0j),(0.07577494231977482+0j),(-0.9515388020344243+1.7855540817228087e-19j),(-0.4583720076272004+6.938893903907228e-18j),(0.11004538206580416+0j),(-0.8819212643483549-2.5742162120210272e-17j),(0.6279958995087382+0j),(0.7593282697546182+0j),(0.7743658961119393+0j),(-0.5111257593520401+3.469446951953614e-18j),(0.0835013732760252+0j),(-0.8071685071872134-1.012733385834408e-17j),0.36517539770231433,2.568906492779154,4.540583133134908,0.9920687140450208
Case1,2.8961557275280905,3.730641276137879,0.662679700366597,(-0.29804708745318703+0j),(0.07577494231977482+0j),(-0.9515388020344243+1.7855540817228087e-19j),(-0.23071652814371502+0j),(0.07621844571449161+0j),(-0.9700312531945439+2.421720030308049e-17j),(1.2553160943608621+0j),(0.9381640828423518+0j),(1.5471706810048576+0j),(-0.4410234515499588+2.6020852139652106e-18j),(0.08168064138564181+0j),(-0.847884193689046-1.541200317987938e-18j),0.25253667150801706,2.650718801466388,4.5037675939773,0.9987811073733207
Case1,2.650718801466388,3.9269908169872414,0.657770961845363,(-0.29804708745318703+0j),(0.07577494231977482+0j),(-0.9515388020344243+1.7855540817228087e-19j),(-0.46756272470346505+3.469446951953614e-18j),(0.059999849650401685+0j),(-0.8819212643483549+1.1626347789631063e-17j),(0.5555881083543464+0j),(1.200734177393392+0j),(0.9654567250540447+0j),(-0.44633130618066+2.7755575615628915e-18j),(0.07734448303859379+0j),(-0.8546916078209078+1.0923093035358622e-18j),0.2467009536598085,2.650718801466388,4.519966430948361,0.9915422521102787
Case1Fin,2.82252464970958,4.466952054322987,0.657770961845363,(-0.29804708745318703+0j),(0.07577494231977482+0j),(-0.9515388020344243+1.7855540817228087e-19j),(-0.46756272470346505+3.469446951953614e-18j),(0.059999849650401685+0j),(-0.8819212643483549+1.1626347789631063e-17j),(-0.44633130618066+2.7755575615628915e-18j),(0.07734448303859379+0j),(-0.8546916078209078+1.0923093035358622e-18j),(-0.44633130618066+2.7755575615628915e-18j),(0.07734448303859379+0j),(-0.8546916078209078+1.0923093035358622e-18j),0.2467009536598085,2.650718801466388,4.519966430948361,0.9919593376005527
Case2,2.6016314162540475,2.748893571891069,0.5350524988145117,(-0.04598035716546249-1.1102230246251565e-16j),(0.7853792389904056-1.0408340855860843e-17j),(-0.6173048337068064-2.467245757339335e-18j),(-0.07293735894775834+5.551115123125783e-17j),(0.5089025184224647+0j),(-0.857728610000272+1.8800073902952773e-18j),(0.6884515794562173+0j),(1.5204423728537504+0j),(1.1476155743538308+0j),(-0.07293735894775834+5.551115123125783e-17j),(0.5089025184224647+0j),(-0.857728610000272+1.8800073902952773e-18j),0.5438574986437024,2.6016314162540475,3.2839460707055808,0.9662575899205109
Case2,2.478912953223196,2.6998061866787286,0.5178719154803086,(-0.04598035716546249-1.1102230246251565e-16j),(0.7853792389904056-1.0408340855860843e-17j),(-0.6173048337068064-2.467245757339335e-18j),(-0.046765020635586615+0j),(0.6134516630455258+0j),(-0.7883464276266061+1.7725470720881377e-18j),(1.2617919393912893+0j),(1.2963819860398484+0j),(1.0130141885621309+0j),(-0.05985118979167248+2.7755575615628914e-17j),(0.5611770907339952+0j),(-0.8230375188134391+1.8262772311917075e-18j),0.44380566598925303,2.5402721847386216,3.250812086432309,0.9852962685805073
Case2,2.2334760271614935,2.6998061866787286,0.49332822287413836,(-0.04598035716546249-1.1102230246251565e-16j),(0.7853792389904056-1.0408340855860843e-17j),(-0.6173048337068064-2.467245757339335e-18j),(-0.04061477106618069+0j),(0.78729951754264+0j),(-0.6152315905806267-7.923443801343564e-19j),(1.2824839733110511+0j),(0.6870708106103924+0j),(0.9709544573732816+0j),(-0.05343905021650855+1.850371707708594e-17j),(0.6365512330035434+0j),(-0.7537688760691683+9.53403360749686e-19j),0.29275074140027013,2.438006798879579,3.2315861941391617,0.9999908070245487
Case2,2.2334760271614935,2.6998061866787286,0.49332822287413836,(-0.04598035716546249-1.1102230246251565e-16j),(0.7853792389904056-1.0408340855860843e-17j),(-0.6173048337068064-2.467245757339335e-18j),(-0.04061477106618069+0j),(0.78729951754264+0j),(-0.6152315905806267-7.923443801343564e-19j),(1.039124988630254+0j),(0.5491497234241155+0j),(0.9695957699562738+0j),(-0.050232980428926585+1.3877787807814457e-17j),(0.6742383041383176+0j),(-0.7191345546970329+5.169664255286756e-19j),0.21722327910577854,2.386874105950058,3.221973247992588,0.9999908070245487
Case2,2.061670178918302,2.748893571891069,0.48105637508093707,(-0.04598035716546249-1.1102230246251565e-16j),(0.7853792389904056-1.0408340855860843e-17j),(-0.6173048337068064-2.467245757339335e-18j),(-0.07782282297842022+5.551115123125783e-17j),(0.8784809188215021+0j),(-0.471396736825998+2.2339805580992113e-18j),(0.6788131776675028+0j),(1.2512353402451797+0j),(1.3398947406672348+0j),(-0.05575094893882531+2.2204460492503132e-17j),(0.7150868270749546+0j),(-0.6695869911228259+8.603692520427827e-19j),0.1323451611048333,2.3218333205437065,3.223568587788472,0.9922572413876934
Case2Fin,2.2334760271614935,3.1906800388021335,0.48105637508093707,(-0.04598035716546249-1.1102230246251565e-16j),(0.7853792389904056-1.0408340855860843e-17j),(-0.6173048337068064-2.467245757339335e-18j),(-0.07782282297842022+5.551115123125783e-17j),(0.8784809188215021+0j),(-0.471396736825998+2.2339805580992113e-18j),(-0.05575094893882531+2.2204460492503132e-17j),(0.7150868270749546+0j),(-0.6695869911228259+8.603692520427827e-19j),(-0.05575094893882531+2.2204460492503132e-17j),(0.7150868270749546+0j),(-0.6695869911228259+8.603692520427827e-19j),0.1323451611048333,2.3218333205437065,3.223568587788472,0.9980845783067136
Case3,0.4663301595172349,5.448699758569798,0.5915029932988194,(-0.15137266221836357-5.551115123125783e-17j),(-0.594191892788922+0j),(0.78995082864495+5.940885939887765e-18j),(-0.1081758717954173+0j),(-0.4364038594181825+0j),(0.8932243011955154-5.393133122684229e-18j),(1.443674024857809+0j),(1.354872972468812+0j),(0.8502422587427458+0j),(-0.1081758717954173+0j),(-0.4364038594181825+0j),(0.8932243011955154-5.393133122684229e-18j),0.3042582963442512,0.4663301595172349,6.040202751868617,0.9906428966644648
Case3,0.6135923151542565,5.448699758569798,0.6062292088625215,(-0.15137266221836357-5.551115123125783e-17j),(-0.594191892788922+0j),(0.78995082864495+5.940885939887765e-18j),(-0.13029355189840505+0j),(-0.5608731261502797+0j),(0.8175848131515837+6.852813976794346e-18j),(1.3201635756096828+0j),(1.0502762277811977+0j),(0.9615871438035026+0j),(-0.11923471184691117+0j),(-0.4986384927842311+0j),(0.8554045571735496+7.298404270550583e-19j),0.19314507890474286,0.5399612373357456,6.047565859650469,0.999420473759708
