Case,Theta,Phi,timeErr,total_Phi,init X,init Y,7,8,9,10,11
Case1,1.8960002538266525,4.773748211900116,0.666974848062793,(-0.7436997660257031+0j),(-0.5985329240237514+0j),(-0.29777339853132007+9.353920413170685e-18j),(-0.7126396811476625+1.02798428206033e-18j),(-0.6126910769187094+0j),(-0.30830228301586154+2.882424479215542e-18j),27 / 200997,0.007061012563013669
