Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX
Case1,1.9389517158874505,2.405281875404685,0.43442336061932973,(0.27149121975036733+0j),(0.8965070073509933+0j),(-0.35009670573860513+1.810318444588997e-18j),(0.2774000295466841+0j),(0.8908000821087626+0j),(-0.3598950365349881-1.9387909761264657e-18j),0.9999591288898102
Case1,1.9389517158874505,2.405281875404685,0.43442336061932973,(0.27149121975036733+0j),(0.8965070073509933+0j),(-0.35009670573860513+1.810318444588997e-18j),(0.2774000295466841+0j),(0.8908000821087626+0j),(-0.3598950365349881-1.9387909761264657e-18j),0.9999591288898102
Case1,1.9389517158874505,2.405281875404685,0.43442336061932973,(0.27149121975036733+0j),(0.8965070073509933+0j),(-0.35009670573860513+1.810318444588997e-18j),(0.2774000295466841+0j),(0.8908000821087626+0j),(-0.3598950365349881-1.9387909761264657e-18j),0.9999591288898102
Case1,1.9389517158874505,2.405281875404685,0.43442336061932973,(0.27149121975036733+0j),(0.8965070073509933+0j),(-0.35009670573860513+1.810318444588997e-18j),(0.2774000295466841+0j),(0.8908000821087626+0j),(-0.3598950365349881-1.9387909761264657e-18j),0.9999591288898102
Case1,1.9389517158874505,2.405281875404685,0.43442336061932973,(0.27149121975036733+0j),(0.8965070073509933+0j),(-0.35009670573860513+1.810318444588997e-18j),(0.2774000295466841+0j),(0.8908000821087626+0j),(-0.3598950365349881-1.9387909761264657e-18j),0.9999591288898102
Case1,1.9389517158874505,2.405281875404685,0.43442336061932973,(0.27149121975036733+0j),(0.8965070073509933+0j),(-0.35009670573860513+1.810318444588997e-18j),(0.2774000295466841+0j),(0.8908000821087626+0j),(-0.3598950365349881-1.9387909761264657e-18j),0.9999591288898102
Case1,1.9389517158874505,2.405281875404685,0.43442336061932973,(0.27149121975036733+0j),(0.8965070073509933+0j),(-0.35009670573860513+1.810318444588997e-18j),(0.2774000295466841+0j),(0.8908000821087626+0j),(-0.3598950365349881-1.9387909761264657e-18j),0.9999591288898102
Case1,1.9389517158874505,2.405281875404685,0.43442336061932973,(0.27149121975036733+0j),(0.8965070073509933+0j),(-0.35009670573860513+1.810318444588997e-18j),(0.2774000295466841+0j),(0.8908000821087626+0j),(-0.3598950365349881-1.9387909761264657e-18j),0.9999591288898102
Case1,1.9389517158874505,2.405281875404685,0.43442336061932973,(0.27149121975036733+0j),(0.8965070073509933+0j),(-0.35009670573860513+1.810318444588997e-18j),(0.2774000295466841+0j),(0.8908000821087626+0j),(-0.3598950365349881-1.9387909761264657e-18j),0.9999591288898102
Case1,1.9389517158874505,2.405281875404685,0.43442336061932973,(0.27149121975036733+0j),(0.8965070073509933+0j),(-0.35009670573860513+1.810318444588997e-18j),(0.2774000295466841+0j),(0.8908000821087626+0j),(-0.3598950365349881-1.9387909761264657e-18j),0.9999591288898102
Case1,1.9389517158874505,2.405281875404685,0.43442336061932973,(0.27149121975036733+0j),(0.8965070073509933+0j),(-0.35009670573860513+1.810318444588997e-18j),(0.2774000295466841+0j),(0.8908000821087626+0j),(-0.3598950365349881-1.9387909761264657e-18j),0.9999591288898102
Case1,1.9389517158874505,2.405281875404685,0.43442336061932973,(0.27149121975036733+0j),(0.8965070073509933+0j),(-0.35009670573860513+1.810318444588997e-18j),(0.2774000295466841+0j),(0.8908000821087626+0j),(-0.3598950365349881-1.9387909761264657e-18j),0.9999591288898102
Case1,1.9389517158874505,2.405281875404685,0.43442336061932973,(0.27149121975036733+0j),(0.8965070073509933+0j),(-0.35009670573860513+1.810318444588997e-18j),(0.2774000295466841+0j),(0.8908000821087626+0j),(-0.3598950365349881-1.9387909761264657e-18j),0.9999591288898102
Case1,1.9389517158874505,2.405281875404685,0.43442336061932973,(0.27149121975036733+0j),(0.8965070073509933+0j),(-0.35009670573860513+1.810318444588997e-18j),(0.2774000295466841+0j),(0.8908000821087626+0j),(-0.3598950365349881-1.9387909761264657e-18j),0.9999591288898102
Case1,1.9389517158874505,2.405281875404685,0.43442336061932973,(0.27149121975036733+0j),(0.8965070073509933+0j),(-0.35009670573860513+1.810318444588997e-18j),(0.2774000295466841+0j),(0.8908000821087626+0j),(-0.3598950365349881-1.9387909761264657e-18j),0.9999591288898102
Case1Fin,1.938951715887451,2.839705236024016,X,(0.27149121975036733+0j),(0.8965070073509933+0j),(-0.35009670573860513+1.810318444588997e-18j),(0.27740002954668325+0j),(0.8908000821087628+0j),(-0.3598950365349885+2.0274158964678737e-18j),0.9999591285068554
