Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17,18,19,20
Case1,2.110757564130642,1.0799224746714913,1.5953400268516473,(0.371303204070257+0j),(0.777445116843922+0j),(-0.5076544306343654+6.331187928320989e-18j),(0.38564449511680216+0j),(0.7661440411561691+0j),(-0.5141027441932216+5.800782680538329e-20j),(0.37489189989858407+1.2011808084835918e-18j),(0.7762367697977028+2.487118849387063e-18j),(-0.5068654067940108+4.697314169110223e-18j),(0.38564449511680216+0j),(0.7661440411561691+0j),(-0.5141027441932216+5.800782680538329e-20j),0.032090680293154206,0.028082669840455987,2.110757564130642,2.6752625015231386,0.9999062581242272
Case1,2.110757564130642,1.0799224746714913,1.5953400194010667,(0.371303204070257+0j),(0.777445116843922+0j),(-0.5076544306343654+6.331187928320989e-18j),(0.38564450082502005+0j),(0.7661440382828935+0j),(-0.5141027441932214-1.8024652507646187e-19j),(0.3915456474802032+1.2359090374526438e-18j),(0.7704511378505784+2.4319195739070164e-18j),(-0.5030875173606052+4.686242305399722e-18j),(0.3856444979709111+0j),(0.7661440397195313+0j),(-0.5141027441932216-6.111934913553929e-20j),0.032090684583900964,0.021223473055484332,2.110757564130642,2.6752624977978483,0.9999062664110863
Case1,2.110757564130642,5.301437602932776,3.706097583531709,(0.371303204070257+0j),(0.777445116843922+0j),(-0.5076544306343654+6.331187928320989e-18j),(0.347587068976185+0j),(0.7841438630082771+0j),(-0.5141027441932216+7.292009065762824e-18j),(0.3588388082604726+1.165502536154302e-18j),(0.7815377420282356+2.5384217076460307e-18j),(-0.510326824174088+4.706983440846675e-18j),(0.3729586883060024+0j),(0.7721439808157797+0j),(-0.5141027441932216+2.3899234558305817e-18j),0.01340493382274377,0.01763378028346263,2.110757564130642,2.691624958293531,0.9998377784454457
Case1,2.110757564130642,5.301437602932776,3.706097583531709,(0.371303204070257+0j),(0.777445116843922+0j),(-0.5076544306343654+6.331187928320989e-18j),(0.347587068976185+0j),(0.7841438630082771+0j),(-0.5141027441932216+7.292009065762824e-18j),(0.3565586320275212+1.1602648914269384e-18j),(0.782269045179991+2.5455541592451487e-18j),(-0.5108043489241727+4.7082815350901065e-18j),(0.36661578347354806+0j),(0.7751439513639041+0j),(-0.5141027441932216+3.615444858313642e-18j),0.013436899635582977,0.014144776148671157,2.110757564130642,2.6998061885413733,0.9998377784454457
Case1,2.110757564130642,5.301437602932776,3.7060975909822895,(0.371303204070257+0j),(0.777445116843922+0j),(-0.5076544306343654+6.331187928320989e-18j),(0.34758706313385795-5.551115123125783e-17j),(0.7841438655980026+0j),(-0.5141027441932214-4.123363965561325e-18j),(0.33980942876948506+1.1205375649317229e-18j),(0.7874782088990543+2.596746411163092e-18j),(-0.51420581738103+4.717275380189902e-18j),(0.3628100394056101-1.1102230246251566e-17j),(0.7769439342107239+0j),(-0.5141027441932216+2.067683093538649e-18j),0.015442660856701151,0.0112150592852856,2.110757564130642,2.704714928180194,0.999837778099416
Case1,2.110757564130642,5.301437602932776,3.706097583531709,(0.371303204070257+0j),(0.777445116843922+0j),(-0.5076544306343654+6.331187928320989e-18j),(0.347587068976185+0j),(0.7841438630082771+0j),(-0.5141027441932216+7.292009065762824e-18j),(0.36842821800021824+1.187069844198378e-18j),(0.7784034295262467+2.508003439114041e-18j),(-0.5082801875766563+4.7013213656875216e-18j),(0.36027287766737254-9.25185853854297e-18j),(0.7781439223436495+0j),(-0.5141027441932216+2.9384040889093445e-18j),0.018177445461468045,0.03240413912262885,2.110757564130642,2.707987420030978,0.9998377784454457
Case1,2.110757564130642,1.0799224746714913,1.5953400268516473,(0.371303204070257+0j),(0.777445116843922+0j),(-0.5076544306343654+6.331187928320989e-18j),(0.38564449511680216+0j),(0.7661440411561691+0j),(-0.5141027441932216+5.800782680538329e-20j),(0.3734753455766147+1.1981180733940687e-18j),(0.7767153499472405+2.4917219026000875e-18j),(-0.5071779090247955+4.6982058339910344e-18j),(0.3638973944458625-7.93016446160826e-18j),(0.7764296536025808+0j),(-0.5141027441932216+2.526918908608779e-18j),0.014869586424591907,0.029665302081178235,2.110757564130642,2.7033124316727153,0.9999062581242272
Case1,2.110757564130642,5.301437602932776,3.706097583531709,(0.371303204070257+0j),(0.777445116843922+0j),(-0.5076544306343654+6.331187928320989e-18j),(0.347587068976185+0j),(0.7841438630082771+0j),(-0.5141027441932216+7.292009065762824e-18j),(0.3665977563370615+1.1830109143860846e-18j),(0.7790090832708912+2.513862215425117e-18j),(-0.5086756660486895+4.7024279054364814e-18j),(0.36185860376215284-6.938893903907228e-18j),(0.7773939297782928+0j),(-0.5141027441932216+3.1225551782530345e-18j),0.015944100932589522,0.029572545242794346,2.110757564130642,2.7059421126242382,0.9998377784454457
Case1,2.110757564130642,1.0799224746714913,1.5953400194010667,(0.371303204070257+0j),(0.777445116843922+0j),(-0.5076544306343654+6.331187928320989e-18j),(0.38564450082502005+0j),(0.7661440382828935+0j),(-0.5141027441932214-1.8024652507646187e-19j),(0.3897836616273456+1.232347851883429e-18j),(0.7710772465663343+2.4378533068189185e-18j),(-0.5034963524754267+4.687466476880721e-18j),(0.36450148121358256-6.1679056923619804e-18j),(0.7761439418343595+0j),(-0.5141027441932214+2.7555772112164237e-18j),0.01455121142509297,0.019678760803561124,2.110757564130642,2.702533266118496,0.9999062664110863
Case1,2.110757564130642,1.0799224746714913,1.5953400194010667,(0.371303204070257+0j),(0.777445116843922+0j),(-0.5076544306343654+6.331187928320989e-18j),(0.38564450082502005+0j),(0.7661440382828935+0j),(-0.5141027441932214-1.8024652507646187e-19j),(0.3861764435189353+1.224972931215325e-18j),(0.7723486715736134+2.449932490746037e-18j),(-0.5043265648263445+4.689932991078644e-18j),(0.3666157831747263-5.551115123125783e-18j),(0.7751439514792131+0j),(-0.5141027441932214+2.4619948375871353e-18j),0.013436899819095627,0.016512755351512143,2.1107575641306426,2.6998061889139024,0.9999062664110863
Case1,2.110757564130642,5.301437602932776,3.706097583531709,(0.371303204070257+0j),(0.777445116843922+0j),(-0.5076544306343654+6.331187928320989e-18j),(0.347587068976185+0j),(0.7841438630082771+0j),(-0.5141027441932216+7.292009065762824e-18j),(0.36095476265932896+1.1703256317022626e-18j),(0.7808543199797584+2.5317682985118326e-18j),(-0.5098805647232459+4.705762466173476e-18j),(0.364885900065768-5.046468293750712e-18j),(0.7759621252545824+0j),(-0.5141027441932216+2.9010870401485613e-18j),0.014348609152684766,0.020879416181638244,2.1107575641306426,2.7020374334930835,0.9998377784454457
Case1,2.110757564130642,1.0799224746714913,1.5953400268516473,(0.371303204070257+0j),(0.777445116843922+0j),(-0.5076544306343654+6.331187928320989e-18j),(0.38564449511680216+0j),(0.7661440411561691+0j),(-0.5141027441932216+5.800782680538329e-20j),(0.3820841413324825+1.2164702309460314e-18j),(0.7737742692095665+2.463523769091425e-18j),(-0.505257448486829+4.69266765855202e-18j),(0.36661578298668746-4.625929269271485e-18j),(0.7751439515797146+0j),(-0.5141027441932216+2.6641637723699633e-18j),0.013436899906633104,0.020035886125603086,2.1107575641306426,2.6998061891622545,0.9999062581242272
Case1,2.110757564130642,5.301437602932776,3.706097583531709,(0.371303204070257+0j),(0.777445116843922+0j),(-0.5076544306343654+6.331187928320989e-18j),(0.347587068976185+0j),(0.7841438630082771+0j),(-0.5141027441932216+7.292009065762824e-18j),(0.3583636658131307+1.164414550470366e-18j),(0.7816905717910753+2.539911164525423e-18j),(-0.5104266186220271+4.707255440195485e-18j),(0.36515203575511035-4.270088556250602e-18j),(0.7758362524588348+0j),(-0.5141027441932217+3.0201518718617215e-18j),0.014208346259090121,0.016906013625341998,2.110757564130643,2.701694165325535,0.9998377784454457
Case1,2.110757564130642,1.0799224746714913,1.5953400268516473,(0.371303204070257+0j),(0.777445116843922+0j),(-0.5076544306343654+6.331187928320989e-18j),(0.38564449511680216+0j),(0.7661440411561691+0j),(-0.5141027441932216+5.800782680538329e-20j),(0.3729133635352085+1.1968983629076918e-18j),(0.776904631130827+2.4935440026087915e-18j),(-0.5073015054426026+4.698557469876554e-18j),(0.366615782852374-3.96508223080413e-18j),(0.7751439516515015+0j),(-0.5141027441932216+2.8085701543576974e-18j),0.013436899969159644,0.03029296888836397,2.110757564130643,2.6998061893396494,0.9999062581242272
