Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17,18,19,20
Case1,0.9817477042468103,3.9269908169872414,0.4908738536135213,(-0.8839845457752313+0j),(0.35900947368438973+0j),(0.2994720698753313+9.605728534015245e-18j),(-0.7956668103075857+0j),(0.24136288686850182+0j),(0.5555702330196022+6.195028713998893e-18j),(-0.8025696777903559+7.892627428653929e-18j),(0.22200687340205905-2.183259082484922e-18j),(0.5537100870073859+1.2315256909835338e-17j),(-0.7956668103075857+0j),(0.24136288686850182+0j),(0.5555702330196022+6.195028713998893e-18j),0.4620624854278044,0.028119028506723265,0.9817477042468103,4.417864670600762,0.9781932633060431
Case1,0.859029241215959,3.877903431774901,0.47369326878920215,(-0.8839845457752313+0j),(0.35900947368438973+0j),(0.2994720698753313+9.605728534015245e-18j),(-0.7084577950977766+0j),(0.26730654648339136+0j),(0.6531728429537769+1.408199668396518e-17j),(-0.718068824026379+9.47140351990114e-18j),(0.2704757145334189-3.567603200366056e-18j),(0.6412644164531583+1.2110557537497042e-17j),(-0.7520623027026812+0j),(0.2543347166759466+0j),(0.6043715379866895+1.0138512698982036e-17j),0.5414964681923515,0.024688622821881556,0.9203884727313847,4.384730685582433,0.9589191749229048
Case1,1.325359400733194,3.8288160465625602,0.5154175462196916,(-0.8839845457752313+0j),(0.35900947368438973+0j),(0.2994720698753313+9.605728534015245e-18j),(-0.9050321743953602+0j),(0.34910943195992816+0j),(0.24298017990326387+1.857404407456708e-18j),(-0.8979367670395867+1.5694006120676129e-18j),(0.37312183647977887-6.521368319483692e-19j),(0.23343019843296206+7.079413954391214e-18j),(-0.8030522599335741+0j),(0.28592628843727375+0j),(0.4839077519588809+7.378143268473593e-18j),0.3384511531723228,0.040657791477110156,1.055378782065321,4.37123165464904,0.9990669204716891
Case1,1.2762720155208536,3.8288160465625602,0.5105088076984575,(-0.8839845457752313+0j),(0.35900947368438973+0j),(0.2994720698753313+9.605728534015245e-18j),(-0.891117132826654+0j),(0.34877652119097147+0j),(0.29028467725446233+2.1508420465205276e-17j),(-0.8976396086498644+2.420707605350353e-18j),(0.33191600789384335-8.950937513270523e-19j),(0.2899567151951001+8.518578266041076e-18j),(-0.8250684781568441+0j),(0.3016388466256982+0j),(0.4355019832827763+1.0910712567656513e-17j),0.2523166080845237,0.023710953027286763,1.1106020904292042,4.363254954552034,0.9999400063238306
Case1,1.423534171157875,3.9269908169872414,0.5350525003046277,(-0.8839845457752313+0j),(0.35900947368438973+0j),(0.2994720698753313+9.605728534015245e-18j),(-0.9583407577031959-1.3877787807814457e-17j),(0.24505746263064232+0j),(0.14673047445536164+8.769912583610636e-18j),(-0.9521890407568406+6.349843839598447e-19j),(0.2693426911880065-1.7961601690160425e-19j),(0.14418926924764333+4.528793551963434e-18j),(-0.8517229340661147-2.7755575615628915e-18j),(0.290322569826687+0j),(0.3777476815172934+1.0482552570847338e-17j),0.17922412720878145,0.032978148918235306,1.1731885065749386,4.383012627100001,0.9895390406197951
Case1,1.227184630308513,3.9269908169872414,0.5154175462196916,(-0.8839845457752313+0j),(0.35900947368438973+0j),(0.2994720698753313+9.605728534015245e-18j),(-0.9074376352893376+2.7755575615628914e-17j),(0.25112181255690125+0j),(0.33688985339222005+1.1029030052853261e-17j),(-0.9178168950591546+2.971394525105443e-18j),(0.23807524036955102-7.707588186766298e-19j),(0.3176984845210205+9.161814833456823e-18j),(-0.8610087176033183+2.3129646346357427e-18j),(0.2837891102817227+0j),(0.3709380434964478+1.0573632151181657e-17j),0.16966216519569655,0.04261720255475521,1.1821878605305343,4.3929119164511565,0.9966025287247097
Case1,1.0799224746714913,3.3379421944391554,0.4417864684011808,(-0.8839845457752313+0j),(0.35900947368438973+0j),(0.2994720698753313+9.605728534015245e-18j),(-0.5253598848449499+0j),(0.708365800914684+0j),(0.4713967368259977+3.524252189187335e-18j),(-0.5275905756217543+3.999297759750969e-18j),(0.6966502132460467-5.2808214663076136e-18j),(0.486134410322231+1.1907976651828014e-17j),(-0.8130588843521229+1.982541115402065e-18j),(0.3444429232292886+0j),(0.38528928540066926+9.566577870896753e-18j),0.1713094274035475,0.028683953780069327,1.167578519693528,4.305314308792468,0.929945121998649
Case1,1.3989904785517047,3.9760782021995817,0.5375068695652447,(-0.8839845457752313+0j),(0.35900947368438973+0j),(0.2994720698753313+9.605728534015245e-18j),(-0.9658711246557231+2.7755575615628914e-17j),(0.1945893192027738+0j),(0.17096188876030138+1.2959594448881265e-17j),(-0.9705190129554895+9.471583316643375e-19j),(0.16633360206499317-1.62329902792769e-19j),(0.17443043976321052+5.424718804231296e-18j),(-0.8321604143900729+5.204170427930421e-18j),(0.32571122272597425+0j),(0.3584983608206233+9.990704943144817e-18j),0.14414867328886588,0.036372158169676344,1.1965050145508,4.331348154164013,0.9874364405434454
Case1,1.2762720155208536,3.8288160465625602,0.5105088076984575,(-0.8839845457752313+0j),(0.35900947368438973+0j),(0.2994720698753313+9.605728534015245e-18j),(-0.891117132826654+0j),(0.34877652119097147+0j),(0.29028467725446233+2.1508420465205276e-17j),(-0.8888867876003469+2.1037476103003642e-18j),(0.3689097575355-8.731067124160414e-19j),(0.27163554558384645+8.069971240730636e-18j),(-0.8387111608830263+4.625929269271485e-18j),(0.3282740336665295+0j),(0.35091906264660544+1.1270451112262645e-17j),0.12745581768133935,0.041012711393865364,1.205368014658584,4.332234454174792,0.9999400063238306
Case1,1.0799224746714913,3.2397674240144743,0.43196899135871264,(-0.8839845457752313+0j),(0.35900947368438973+0j),(0.2994720698753313+9.605728534015245e-18j),(-0.44594999119035594+0j),(0.7608637998138186+0j),(0.4713967368259978-2.475897252696215e-18j),(-0.45993237236942675+3.257913684255859e-18j),(0.753409137712762-5.336745328346399e-18j),(0.46993285058351003+1.174459852922305e-17j),(-0.7994350439137594+4.163336342344338e-18j),(0.3715330102812584+0j),(0.3629668300645447+9.89581627576676e-18j),0.160567798647554,0.02290093132090787,1.1928234606598747,4.2661846502946315,0.9042701938403296
