Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX
Case1,1.718058482431918,0.6872233929727672,0.24052818903058465,(0.8011923664891886+0j),(-0.5823008741187563+0j),(-0.137900267874961-2.0680224778170875e-17j),(0.7916119802871676+0j),(-0.5931447045468194+0j),(-0.14673047445536164+7.624876416465772e-18j),0.9999281830383707
Case1,1.718058482431918,0.6872233929727672,0.24052818903058465,(0.8011923664891886+0j),(-0.5823008741187563+0j),(-0.137900267874961-2.0680224778170875e-17j),(0.7916119802871676+0j),(-0.5931447045468194+0j),(-0.14673047445536164+7.624876416465772e-18j),0.9999281830383707
Case1,1.718058482431918,0.6872233929727672,0.24052818903058465,(0.8011923664891886+0j),(-0.5823008741187563+0j),(-0.137900267874961-2.0680224778170875e-17j),(0.7916119802871676+0j),(-0.5931447045468194+0j),(-0.14673047445536164+7.624876416465772e-18j),0.9999281830383707
Case1,1.718058482431918,0.6872233929727672,0.24052818903058465,(0.8011923664891886+0j),(-0.5823008741187563+0j),(-0.137900267874961-2.0680224778170875e-17j),(0.7916119802871676+0j),(-0.5931447045468194+0j),(-0.14673047445536164+7.624876416465772e-18j),0.9999281830383707
Case1,1.718058482431918,0.6872233929727672,0.24052818903058465,(0.8011923664891886+0j),(-0.5823008741187563+0j),(-0.137900267874961-2.0680224778170875e-17j),(0.7916119802871676+0j),(-0.5931447045468194+0j),(-0.14673047445536164+7.624876416465772e-18j),0.9999281830383707
Case1,1.718058482431918,0.6872233929727672,0.24052818903058465,(0.8011923664891886+0j),(-0.5823008741187563+0j),(-0.137900267874961-2.0680224778170875e-17j),(0.7916119802871676+0j),(-0.5931447045468194+0j),(-0.14673047445536164+7.624876416465772e-18j),0.9999281830383707
Case1,1.718058482431918,0.6872233929727672,0.24052818903058465,(0.8011923664891886+0j),(-0.5823008741187563+0j),(-0.137900267874961-2.0680224778170875e-17j),(0.7916119802871676+0j),(-0.5931447045468194+0j),(-0.14673047445536164+7.624876416465772e-18j),0.9999281830383707
Case1,1.718058482431918,0.6872233929727672,0.24052818903058465,(0.8011923664891886+0j),(-0.5823008741187563+0j),(-0.137900267874961-2.0680224778170875e-17j),(0.7916119802871676+0j),(-0.5931447045468194+0j),(-0.14673047445536164+7.624876416465772e-18j),0.9999281830383707
Case1,1.718058482431918,0.6872233929727672,0.24052818903058465,(0.8011923664891886+0j),(-0.5823008741187563+0j),(-0.137900267874961-2.0680224778170875e-17j),(0.7916119802871676+0j),(-0.5931447045468194+0j),(-0.14673047445536164+7.624876416465772e-18j),0.9999281830383707
Case1,1.718058482431918,0.6872233929727672,0.24052818903058465,(0.8011923664891886+0j),(-0.5823008741187563+0j),(-0.137900267874961-2.0680224778170875e-17j),(0.7916119802871676+0j),(-0.5931447045468194+0j),(-0.14673047445536164+7.624876416465772e-18j),0.9999281830383707
Case1,1.718058482431918,0.6872233929727672,0.24052818903058465,(0.8011923664891886+0j),(-0.5823008741187563+0j),(-0.137900267874961-2.0680224778170875e-17j),(0.7916119802871676+0j),(-0.5931447045468194+0j),(-0.14673047445536164+7.624876416465772e-18j),0.9999281830383707
Case1,1.718058482431918,0.6872233929727672,0.24052818903058465,(0.8011923664891886+0j),(-0.5823008741187563+0j),(-0.137900267874961-2.0680224778170875e-17j),(0.7916119802871676+0j),(-0.5931447045468194+0j),(-0.14673047445536164+7.624876416465772e-18j),0.9999281830383707
Case1,1.718058482431918,0.6872233929727672,0.24052818903058465,(0.8011923664891886+0j),(-0.5823008741187563+0j),(-0.137900267874961-2.0680224778170875e-17j),(0.7916119802871676+0j),(-0.5931447045468194+0j),(-0.14673047445536164+7.624876416465772e-18j),0.9999281830383707
Case1,1.718058482431918,0.6872233929727672,0.24052818903058465,(0.8011923664891886+0j),(-0.5823008741187563+0j),(-0.137900267874961-2.0680224778170875e-17j),(0.7916119802871676+0j),(-0.5931447045468194+0j),(-0.14673047445536164+7.624876416465772e-18j),0.9999281830383707
Case1,1.718058482431918,0.6872233929727672,0.24052818903058465,(0.8011923664891886+0j),(-0.5823008741187563+0j),(-0.137900267874961-2.0680224778170875e-17j),(0.7916119802871676+0j),(-0.5931447045468194+0j),(-0.14673047445536164+7.624876416465772e-18j),0.9999281830383707
Case1Fin,1.7180584824319178,0.9277515820033524,X,(0.8011923664891886+0j),(-0.5823008741187563+0j),(-0.137900267874961-2.0680224778170875e-17j),(0.7916119802871676+0j),(-0.5931447045468189+0j),(-0.14673047445536147+1.2320471194577219e-17j),0.9999281851757054
