Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX
Case1,0.9326603190344698,1.6689710972195777,0.26016314162540477,(0.7553047810596044+0j),(0.2626651798505675+0j),(0.6004345851152912+1.0851841736046448e-18j),(0.7521886255753275+0j),(0.2816995033405823+0j),(0.5956993044924334+8.309286147629236e-19j),0.9999014011783474
Case1,0.9326603190344698,1.6689710972195777,0.26016314162540477,(0.7553047810596044+0j),(0.2626651798505675+0j),(0.6004345851152912+1.0851841736046448e-18j),(0.7521886255753275+0j),(0.2816995033405823+0j),(0.5956993044924334+8.309286147629236e-19j),0.9999014011783474
Case1,0.9326603190344698,1.6689710972195777,0.26016314162540477,(0.7553047810596044+0j),(0.2626651798505675+0j),(0.6004345851152912+1.0851841736046448e-18j),(0.7521886255753275+0j),(0.2816995033405823+0j),(0.5956993044924334+8.309286147629236e-19j),0.9999014011783474
Case1,0.9326603190344698,1.6689710972195777,0.26016314162540477,(0.7553047810596044+0j),(0.2626651798505675+0j),(0.6004345851152912+1.0851841736046448e-18j),(0.7521886255753275+0j),(0.2816995033405823+0j),(0.5956993044924334+8.309286147629236e-19j),0.9999014011783474
Case1,0.9326603190344698,1.6689710972195777,0.26016314162540477,(0.7553047810596044+0j),(0.2626651798505675+0j),(0.6004345851152912+1.0851841736046448e-18j),(0.7521886255753275+0j),(0.2816995033405823+0j),(0.5956993044924334+8.309286147629236e-19j),0.9999014011783474
Case1,0.9326603190344698,1.6689710972195777,0.26016314162540477,(0.7553047810596044+0j),(0.2626651798505675+0j),(0.6004345851152912+1.0851841736046448e-18j),(0.7521886255753275+0j),(0.2816995033405823+0j),(0.5956993044924334+8.309286147629236e-19j),0.9999014011783474
Case1,0.9326603190344698,1.6689710972195777,0.26016314162540477,(0.7553047810596044+0j),(0.2626651798505675+0j),(0.6004345851152912+1.0851841736046448e-18j),(0.7521886255753275+0j),(0.2816995033405823+0j),(0.5956993044924334+8.309286147629236e-19j),0.9999014011783474
Case1,0.9326603190344698,1.6689710972195777,0.26016314162540477,(0.7553047810596044+0j),(0.2626651798505675+0j),(0.6004345851152912+1.0851841736046448e-18j),(0.7521886255753275+0j),(0.2816995033405823+0j),(0.5956993044924334+8.309286147629236e-19j),0.9999014011783474
Case1,0.9326603190344698,1.6689710972195777,0.26016314162540477,(0.7553047810596044+0j),(0.2626651798505675+0j),(0.6004345851152912+1.0851841736046448e-18j),(0.7521886255753275+0j),(0.2816995033405823+0j),(0.5956993044924334+8.309286147629236e-19j),0.9999014011783474
Case1,0.9326603190344698,1.6689710972195777,0.26016314162540477,(0.7553047810596044+0j),(0.2626651798505675+0j),(0.6004345851152912+1.0851841736046448e-18j),(0.7521886255753275+0j),(0.2816995033405823+0j),(0.5956993044924334+8.309286147629236e-19j),0.9999014011783474
Case1Fin,0.7853981633974483,1.5707963267948966,0.26016314162540477,(0.7553047810596044+0j),(0.2626651798505675+0j),(0.6004345851152912+1.0851841736046448e-18j),(0.7521886255753275+0j),(0.2816995033405823+0j),(0.5956993044924334+8.309286147629236e-19j),0.9999014003829086
