Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17,18,19
Case1,2.012582793705961,3.6324665057131984,2.8225246571601605,(0.2479180903497067+0j),(-0.8621709765673015+0j),(-0.44181198223038304+1.0393280354023691e-17j),(0.15454772360755992+0j),(-0.8906804383220416+0j),(-0.4275550934302819-3.4806471570870214e-19j),(0.15176577272837835+7.254253169183789e-19j),(-0.8796456677697212-4.204618906133694e-18j),(-0.45076673502169584+8.449313676615244e-18j),(0.15454772360755992+0j),(-0.8906804383220416+0j),(-0.4275550934302819-3.4806471570870214e-19j),0.136136717296988,0.03702835753829972,2.012582793705961,0.1718058556937727
Case1,1.9880391010997909,3.77972866135022,2.883883888675586,(0.2479180903497067+0j),(-0.8621709765673015+0j),(-0.44181198223038304+1.0393280354023691e-17j),(0.3394618074956499+0j),(-0.8488493144694736+0j),(-0.4052413140049898+8.218423252124893e-18j),(0.3372774302537531+1.462444743748198e-18j),(-0.8378078507583073-3.632759199720649e-18j),(-0.4293273113245541+8.238012558735742e-18j),(0.24700476555160492+0j),(-0.8697648763957576+0j),(-0.41639820371763586+3.9351792682080955e-18j),0.0339210031393051,0.03731183447739489,2.000310947402876,0.2761165492699962
Case1,2.012582793705961,3.730641276137879,2.871612042372501,(0.2479180903497067+0j),(-0.8621709765673015+0j),(-0.44181198223038304+1.0393280354023691e-17j),(0.28356494116423+0j),(-0.8583633066623652+0j),(-0.4275550934302818-1.547572143775928e-18j),(0.31566929596242577+1.3905416987818515e-18j),(-0.8444504479075022-3.719853579013158e-18j),(-0.4327312521824665+8.273456844062698e-18j),(0.25919149075581327+0j),(-0.8659643531512935+0j),(-0.4201171669551845+2.1075954642134207e-18j),0.03676159226529718,0.05119338081327168,2.004401562837238,0.290433703290262
Case1,2.012582793705961,3.8288160465625602,2.9206994201342606,(0.2479180903497067+0j),(-0.8621709765673015+0j),(-0.44181198223038304+1.0393280354023691e-17j),(0.40644382807475854+0j),(-0.807465204638416+0j),(-0.4275550934302818-1.1302315907826542e-17j),(0.39892640764997117+1.6411724281065903e-18j),(-0.8160730685566456-3.3573024842483195e-18j),(-0.4181895121306001+8.117159955011056e-18j),(0.29600457508554956+0j),(-0.8513395660230741+0j),(-0.42197664857395883-1.2448823787965697e-18j),0.07875322893649439,0.0254908656426987,2.0064468705544187,0.3344078173470051
Case1,2.012582793705961,3.730641276137879,2.871612042372501,(0.2479180903497067+0j),(-0.8621709765673015+0j),(-0.44181198223038304+1.0393280354023691e-17j),(0.28356494116423+0j),(-0.8583633066623652+0j),(-0.4275550934302818-1.547572143775928e-18j),(0.2935587048941732+1.3124902728269713e-18j),(-0.8507440062207257-3.803645452220804e-18j),(-0.43595633113921645+8.306385883834016e-18j),(0.29351664830128565+0j),(-0.8527443141509323+0j),(-0.42309233754522346-1.3054203317924414e-18j),0.07374486505310768,0.026014310388545625,2.007674055184727,0.3313398561437628
Case1,2.012582793705961,3.730641276137879,2.871612042372501,(0.2479180903497067+0j),(-0.8621709765673015+0j),(-0.44181198223038304+1.0393280354023691e-17j),(0.28356494116423+0j),(-0.8583633066623652+0j),(-0.4275550934302818-1.547572143775928e-18j),(0.31566929596242577+1.3905416987818515e-18j),(-0.8444504479075022-3.719853579013158e-18j),(-0.4327312521824665+8.273456844062698e-18j),(0.2918580304451097+0j),(-0.8536808129028378+0j),(-0.42383613019273314-1.3457789671230223e-18j),0.07040595579751657,0.05119338081327168,2.0084921782715996,0.3292945486749345
Case1,2.012582793705961,3.730641276137879,2.871612042372501,(0.2479180903497067+0j),(-0.8621709765673015+0j),(-0.44181198223038304+1.0393280354023691e-17j),(0.28356494116423+0j),(-0.8583633066623652+0j),(-0.4275550934302818-1.547572143775928e-18j),(0.31566929596242577+1.3905416987818515e-18j),(-0.8444504479075022-3.719853579013158e-18j),(-0.4327312521824665+8.273456844062698e-18j),(0.290673303404984+0j),(-0.8543497405827704+0j),(-0.42436741065524003-1.3746065637877231e-18j),0.06802102061495141,0.05119338081327168,2.0090765519050797,0.32783361476862866
Case1,2.0371264863121317,3.6815538909255388,2.859340188618835,(0.2479180903497067+0j),(-0.8621709765673015+0j),(-0.44181198223038304+1.0393280354023691e-17j),(0.22765220069897676+0j),(-0.8637268826215434+0j),(-0.4496113296546069-4.108921981171862e-18j),(0.22444064352098964+1.0427812011962094e-18j),(-0.8672497370801895-4.029358089436248e-18j),(-0.44441454867075+8.38969434881371e-18j),(0.28279566556673313+0j),(-0.855521883337617+0j),(-0.4275229005301609-1.7163959909607406e-18j),0.05581575014693302,0.01193119262049011,2.0125827937059615,0.3190680094681486
Case1,1.9880391010997909,3.77972866135022,2.883883888675586,(0.2479180903497067+0j),(-0.8621709765673015+0j),(-0.44181198223038304+1.0393280354023691e-17j),(0.3394618074956499+0j),(-0.8488493144694736+0j),(-0.4052413140049898+8.218423252124893e-18j),(0.3372774302537531+1.462444743748198e-18j),(-0.8378078507583073-3.632759199720649e-18j),(-0.4293273113245541+8.238012558735742e-18j),(0.28909190355883496+0j),(-0.8547804867967121+0j),(-0.42504716869403075-6.12527186173448e-19j),0.06532911651606987,0.03731183447739489,2.0098557167497204,0.32588570206571216
Case1,2.012582793705961,3.730641276137879,2.871612042372501,(0.2479180903497067+0j),(-0.8621709765673015+0j),(-0.44181198223038304+1.0393280354023691e-17j),(0.28356494116423+0j),(-0.8583633066623652+0j),(-0.4275550934302818-1.547572143775928e-18j),(0.2935587048941732+1.3124902728269713e-18j),(-0.8507440062207257-3.803645452220804e-18j),(-0.43595633113921645+8.306385883834016e-18j),(0.2885392073193745+0j),(-0.8551387687832777+0j),(-0.42529796116765595-7.06031681933696e-19j),0.0641673458164187,0.026014310388545625,2.010128424445344,0.32520393299222033
