Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17,18,19
Case1,0.2454369260617026,3.141592653589793,1.6935147972763285,(-0.534028844663666+8.673617379884035e-18j),(-0.02104171226315344+0j),(0.8452043773030431+5.1146279857638035e-19j),(-0.2411528556454968+3.469446951953614e-18j),(-0.029743369678714382+0j),(0.970031253194544+2.9433691250265704e-18j),(-0.24495784345539084+3.87908925010895e-18j),(-0.024129466554550734-9.799210131556011e-21j),(0.9692334206853771+9.801322027182958e-19j),(-0.2411528556454968+3.469446951953614e-18j),(-0.029743369678714382+0j),(0.970031253194544+2.9433691250265704e-18j),0.42640452232523096,0.010216721424890416,0.2454369260617026,4.835107450866122
Case1,0.6135923151542565,2.9943304979527716,1.8039614065535141,(-0.534028844663666+8.673617379884035e-18j),(-0.02104171226315344+0j),(0.8452043773030431+5.1146279857638035e-19j),(-0.5736849633077545+6.938893903907228e-18j),(-0.04940279524956389+0j),(0.8175848131515836-1.598246900437182e-17j),(-0.5705939480632418+6.482937244291816e-18j),(-0.020438585590234214-9.974268548206748e-20j),(0.8209779599067645+4.5032709017819925e-18j),(-0.4074189094766257+5.204170427930421e-18j),(-0.03957308246413914+0j),(0.8938080331730638-6.519549939672624e-18j),0.19374496125804666,0.03544837165902327,0.4295146206079795,4.816699677686204
Case1,0.760854470791278,2.8961557275280905,1.8285051066102649,(-0.534028844663666+8.673617379884035e-18j),(-0.02104171226315344+0j),(0.8452043773030431+5.1146279857638035e-19j),(-0.6894886235391682+9.540979117872439e-18j),(-0.008461728331387149+0j),(0.724247082951467+1.65423803121076e-17j),(-0.6877786894991574+6.1057544195333005e-18j),(-0.018066491388724622-1.3304802287221826e-19j),(0.7256955809151127+5.783422377766597e-18j),(-0.5014421474974731+6.64977332457776e-18j),(-0.029202631086555138+0j),(0.8372877164325315+1.167760144254117e-18j),0.04866427686010616,0.01276320026112912,0.5399612373357456,4.7860200631702545
Case1,0.6381360077604268,2.945243112740431,1.7916895677010094,(-0.534028844663666+8.673617379884035e-18j),(-0.02104171226315344+0j),(0.8452043773030431+5.1146279857638035e-19j),(-0.5955198908903147+6.071532165918825e-18j),(-0.014619197199457524+0j),(0.8032075314806449-1.077078247432526e-17j),(-0.6040552273079461+6.463133899014458e-18j),(-0.019834066410265094-1.0992589732191073e-19j),(0.796695608229127+4.897616478163144e-18j),(-0.5249615833456835+6.5052130349130266e-18j),(-0.025556772614780735+0j),(0.8287676701945599-1.816875510390727e-18j),0.030019028778092923,0.020262133208004404,0.5645049299419159,4.773748217488051
Case1,0.6872233929727672,2.945243112740431,1.8162332603071796,(-0.534028844663666+8.673617379884035e-18j),(-0.02104171226315344+0j),(0.8452043773030431+5.1146279857638035e-19j),(-0.6336291294378026+1.734723475976807e-17j),(-0.03112820778374758+0j),(0.773010453362737-2.087702119640538e-17j),(-0.6346015176604607+6.3854619199765e-18j),(-0.01923419949748184-1.188614285560251e-19j),(0.7726001290141821+5.241958250923902e-18j),(-0.5466950925641074+8.673617379884035e-18j),(-0.026671059648574105+0j),(0.8176162268281953-5.628904647593658e-18j),0.045883745760709874,0.013276715904650467,0.5890486225480862,4.771293848599963
Case1,0.4172427743048944,2.9943304979527716,1.7057866435794136,(-0.534028844663666+8.673617379884035e-18j),(-0.02104171226315344+0j),(0.8452043773030431+5.1146279857638035e-19j),(-0.40521080011639393-4.336808689942018e-19j),(0.004972931280711841+0j),(0.9142097557035308+1.1447082581072301e-17j),(-0.40438292990916025+5.698467404432522e-18j),(-0.02276203761625447-4.894045990942026e-20j),(0.9143064779611044+2.5191213405192982e-18j),(-0.523114377156155+7.15573433840433e-18j),(-0.02139706116035978+0j),(0.8337151483074178-2.782906776149331e-18j),0.022759045400342567,0.02865956434377819,0.5604143145075542,4.759431064088667
Case1,0.760854470791278,2.8961557275280905,1.8285051066102649,(-0.534028844663666+8.673617379884035e-18j),(-0.02104171226315344+0j),(0.8452043773030431+5.1146279857638035e-19j),(-0.6894886235391682+9.540979117872439e-18j),(-0.008461728331387149+0j),(0.724247082951467+1.65423803121076e-17j),(-0.6877786894991574+6.1057544195333005e-18j),(-0.018066491388724622-1.3304802287221826e-19j),(0.7256955809151127+5.783422377766597e-18j),(-0.5468821266394427+7.496483592614059e-18j),(-0.019549156470506545+0j),(0.8180768532565676-2.2151477826912288e-20j),0.04147336181489908,0.01276320026112912,0.5890486225480861,4.75446388838148
Case1,0.36815538909255385,3.0925052683774528,1.7303303287350034,(-0.534028844663666+8.673617379884035e-18j),(-0.02104171226315344+0j),(0.8452043773030431+5.1146279857638035e-19j),(-0.3577021852813773+3.469446951953614e-18j),(-0.03966842532099904+0j),(0.9329927988347388+2.4832465646267676e-18j),(-0.35438658997054295+5.220415173449754e-18j),(-0.02327246530655317-3.516477268990655e-20j),(0.934809358750545+1.9781859726656502e-18j),(-0.5232346339696845+6.993104012531504e-18j),(-0.022064065076818108+0j),(0.8324413464538392+2.910232774797977e-19j),0.02457959435685006,0.021528115241086436,0.5614369683661445,4.763010351972852
Case1,0.6135923151542565,2.9943304979527716,1.8039614065535141,(-0.534028844663666+8.673617379884035e-18j),(-0.02104171226315344+0j),(0.8452043773030431+5.1146279857638035e-19j),(-0.5736849633077545+6.938893903907228e-18j),(-0.04940279524956389+0j),(0.8175848131515836-1.598246900437182e-17j),(-0.5705939480632418+6.482937244291816e-18j),(-0.020438585590234214-9.974268548206748e-20j),(0.8209779599067645+4.5032709017819925e-18j),(-0.5288402261183589+6.987080667128806e-18j),(-0.02510170176267875+0j),(0.8307906205313662-1.5171425316148263e-18j),0.023662364816509254,0.03544837165902327,0.5672320068981569,4.766930524476567
Case1,0.6381360077604268,2.945243112740431,1.7916895677010094,(-0.534028844663666+8.673617379884035e-18j),(-0.02104171226315344+0j),(0.8452043773030431+5.1146279857638035e-19j),(-0.5955198908903147+6.071532165918825e-18j),(-0.014619197199457524+0j),(0.8032075314806449-1.077078247432526e-17j),(-0.6040552273079461+6.463133899014458e-18j),(-0.019834066410265094-1.0992589732191073e-19j),(0.796695608229127+4.897616478163144e-18j),(-0.5355081925955546+6.895525817007808e-18j),(-0.02405345130635663+0j),(0.8280323116262942-2.4425065258858695e-18j),0.021663152651840725,0.020262133208004404,0.5743224069843839,4.763930740073055
