Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17,18,19
Case1,2.773437264497239,5.64504929941916,0.8418486578817561,(0.13613827830946856+0j),(-0.4688625262285942+1.3877787807814457e-17j),(-0.872716621061771-5.931950859396246e-19j),(0.07280914030949419+0j),(-0.35245321166065857+0j),(-0.9329927988347387+5.2463233847994046e-18j),(2.1784056412704107+0j),(1.785029355861588+0j),(1.237144123542106+0j),(0.07280914030949419+0j),(-0.35245321166065857+0j),(-0.9329927988347387+5.2463233847994046e-18j),0.24001463034087778,2.773437264497239,0.20371265012132955,0.9947012696164789
Case1,2.2089323345553233,0.09817477042468103,0.23071071198811657,(0.13613827830946856+0j),(-0.4688625262285942+1.3877787807814457e-17j),(-0.872716621061771-5.931950859396246e-19j),(0.2594267528326329+0j),(-0.760157943155202+0j),(-0.5956993044924334-6.823565910865574e-18j),(0.7967773924923329+0j),(0.9254942534968285+0j),(2.23385705539477+0j),(0.16611794657106355+0j),(-0.5563055774079303+0j),(-0.764346051663586-7.886212630330848e-19j),0.22579328883911598,2.4911847995262812,0.26629906626706357,0.9558020868336502
Case1,2.6261751088602177,0.14726215563702155,0.27734372793984,(0.13613827830946856+0j),(-0.4688625262285942+1.3877787807814457e-17j),(-0.872716621061771-5.931950859396246e-19j),(0.20305517443941246-2.7755575615628914e-17j),(-0.44912940678246516+0j),(-0.8700869911087112+1.4183354499715874e-17j),(0.6389512709021967+0j),(1.094804460156014+0j),(1.0467459493434028+0j),(0.17843035586051317-9.25185853854297e-18j),(-0.5205801871994419+0j),(-0.7995930314786277+4.202037324549901e-18j),0.16713332810503553,2.53618156930426,0.3190680053703296,0.998781463988179
Case1,2.9697868053466014,5.743224069843841,0.8713010875190442,(0.13613827830946856+0j),(-0.4688625262285942+1.3877787807814457e-17j),(-0.872716621061771-5.931950859396246e-19j),(0.055615661981225875+0j),(-0.16166281437263064+0j),(-0.9852776423889413-8.31886966120957e-18j),(2.0716632036213376+0j),(2.2720899081044275+0j),(0.7438016005202436+0j),(0.14772668239069137-6.938893903907228e-18j),(-0.4308508439927391+0j),(-0.8460141842062061+1.0718105781100334e-18j),0.07630252317264274,2.6445828783148455,0.3221359665735719,0.971618623758191
Case1,2.0371264863121317,5.64504929941916,0.7682175785731292,(0.13613827830946856+0j),(-0.4688625262285942+1.3877787807814457e-17j),(-0.872716621061771-5.931950859396246e-19j),(0.11586461229028754+0j),(-0.885677731381476+0j),(-0.4496113296546068-2.7133731358692406e-18j),(1.4215643623387568+0j),(0.534790282146217+0j),(1.9595644068740796+0j),(0.1413542683706106-5.551115123125783e-18j),(-0.5218162214704866+0j),(-0.7667336132958863+3.1477383531417865e-19j),0.16415269306891905,2.523091599914303,0.283725087421398,0.9117089947313894
Case1,2.8716120349219203,5.743224069843841,0.8614836119666922,(0.13613827830946856+0j),(-0.4688625262285942+1.3877787807814457e-17j),(-0.872716621061771-5.931950859396246e-19j),(0.08428424186996628+2.7755575615628914e-17j),(-0.25304517693935413+0j),(-0.9637760657954397+5.188765291347687e-18j),(2.224448129309917+0j),(2.3548934957307175+0j),(1.122624581904863+0j),(0.13184259728716988+0j),(-0.4770210473819644+0j),(-0.7995740220458117+1.1271057446530966e-18j),0.08559680119162807,2.581178339082239,0.2900246352896563,0.9856105562435694
Case1,2.8716120349219203,5.64504929941916,0.8516661349242242,(0.13613827830946856+0j),(-0.4688625262285942+1.3877787807814457e-17j),(-0.872716621061771-5.931950859396246e-19j),(0.05651941176580437+2.7755575615628914e-17j),(-0.2606554259813355+0j),(-0.9637760657954397+4.67320872014106e-18j),(1.628469345170072+0j),(1.149552255782293+0j),(0.6235752521591968+0j),(0.12108214221268909+3.96508223080413e-18j),(-0.44611167289616027+0j),(-0.8230314568671872+1.63369188400852e-18j),0.0874921536237972,2.6226688670593363,0.2790968484145337,0.9855047148920989
Case1,2.478912953223196,5.64504929941916,0.8123962252642356,(0.13613827830946856+0j),(-0.4688625262285942+1.3877787807814457e-17j),(-0.872716621061771-5.931950859396246e-19j),(0.10666861111829944+5.551115123125783e-17j),(-0.6059139521833616+0j),(-0.7883464276266061-2.133484456701046e-18j),(1.7631682479442676+0j),(0.9996095143794634+0j),(1.4837815243400558+0j),(0.11928045082589038+1.0408340855860843e-17j),(-0.46608695780706044+0j),(-0.8186958282121145+1.1627948414198241e-18j),0.07365418875476838,2.604699377829819,0.2659922695506931,0.9933075413556989
Case1,1.9634954084936207,5.595961914206819,0.75594573376016,(0.13613827830946856+0j),(-0.4688625262285942+1.3877787807814457e-17j),(-0.872716621061771-5.931950859396246e-19j),(0.06344120028989665+5.551115123125783e-17j),(-0.9216987602785691+0j),(-0.3826834323650896+1.1027660188658147e-18j),(1.5371353213132097+0j),(0.49954738523478537+0j),(2.2579115822907587+0j),(0.11307608965522441+1.5419764230904953e-17j),(-0.5167104914150058+0j),(-0.7702500064513339+1.1561249722471564e-18j),0.1733767684510928,2.533454492348019,0.244073388576993,0.8873804956655752
Case1,2.8961557275280905,5.595961914206819,0.8492117656636071,(0.13613827830946856+0j),(-0.4688625262285942+1.3877787807814457e-17j),(-0.872716621061771-5.931950859396246e-19j),(0.03918805387171382+0j),(-0.23979921655328693+0j),(-0.9700312531945438-1.2838141197565736e-18j),(1.966961574506874+0j),(1.306329829363133+0j),(0.5949123266506012+0j),(0.10568728607687335+1.3877787807814457e-17j),(-0.489019363928834+0j),(-0.790228131125655+9.121310630467835e-19j),0.13309631986895093,2.5697246158660265,0.23586488698837763,0.9821651294097475
