Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17,18,19
Case1,0.9817477042468103,4.81056375080937,0.5792311469957342,(-0.5642012252699609-2.7755575615628914e-17j),(-0.42729452471757856+0j),(0.706467526890128-8.141469017194053e-18j),(-0.6478821543474084+0j),(-0.5211433874287441+0j),(0.5555702330196024-1.569708362709553e-17j),(0.8+0j),(0.8+0j),(0.7+0j),(-0.6478821543474084+0j),(-0.5211433874287441+0j),(0.5555702330196024-1.569708362709553e-17j),0.3284270856591387,0.9817477042468103,5.389794897805104,0.9903549919274779
Case1,0.9572040116406401,4.859651136021712,0.5816855147662352,(-0.5642012252699609-2.7755575615628914e-17j),(-0.42729452471757856+0j),(0.706467526890128-8.141469017194053e-18j),(-0.6098166908221004+0j),(-0.5445810594309104+0j),(0.5758081914178452-2.6977391431463484e-17j),(0.9+0j),(0.7+0j),(1.2+0j),(-0.6288494225847544+0j),(-0.5328622234298273+0j),(0.5656892122187238-2.1337237529279506e-17j),0.31099421069844646,0.9694758579437253,5.4155657742965255,0.9917728290022587
Case1,0.8099418560036186,4.859651136021712,0.5669593006926491,(-0.5642012252699609-2.7755575615628914e-17j),(-0.42729452471757856+0j),(0.706467526890128-8.141469017194053e-18j),(-0.5472435866417039+0j),(-0.4744030923626371+0j),(0.6895405447370669-7.556613279638582e-18j),(1+0j),(0.9+0j),(1+0j),(-0.6016474772704041+0j),(-0.5133758464074305+0j),(0.6069729897248382-1.6743696112732528e-17j),0.2230221108555851,0.916297857297023,5.419247328435804,0.999301675947484
Case1,0.7853981633974483,4.81056375080937,0.5595961914206818,(-0.5642012252699609-2.7755575615628914e-17j),(-0.42729452471757856+0j),(0.706467526890128-8.141469017194053e-18j),(-0.5595738505807698-2.7755575615628914e-17j),(-0.4322928472068561+0j),(0.7071067811865475-2.665066614114646e-17j),(1+0j),(1+0j),(0.8+0j),(-0.5911290705979956-6.938893903907228e-18j),(-0.49310509660728696+0j),(0.6320064375902655-1.922043861983601e-17j),0.16719950651760562,0.8835729338221293,5.406975481884366,0.9999883003337612
Case1,0.662679700366597,4.957825906446392,0.562050562171415,(-0.5642012252699609-2.7755575615628914e-17j),(-0.42729452471757856+0j),(0.706467526890128-8.141469017194053e-18j),(-0.42531946367330975-2.7755575615628914e-17j),(-0.44453713440950715+0j),(0.7883464276266062+2.229136110080664e-17j),(1.3+0j),(0.9+0j),(0.8+0j),(-0.5579671492130585-1.1102230246251566e-17j),(-0.483391504167731+0j),(0.6632744355975337-1.0918078675707482e-17j),0.10552414679964917,0.8393942871310228,5.429555679231055,0.9934275993877454
Case1Fin,0.8099418560036186,5.350524988145116,0.562050562171415,(-0.5642012252699609-2.7755575615628914e-17j),(-0.42729452471757856+0j),(0.706467526890128-8.141469017194053e-18j),(-0.42531946367330975-2.7755575615628914e-17j),(-0.44453713440950715+0j),(0.7883464276266062+2.229136110080664e-17j),(-0.5579671492130585-1.1102230246251566e-17j),(-0.483391504167731+0j),(0.6632744355975337-1.0918078675707482e-17j),(-0.5579671492130585-1.1102230246251566e-17j),(-0.483391504167731+0j),(0.6632744355975337-1.0918078675707482e-17j),0.10552414679964917,0.8393942871310228,5.429555679231055,0.998669101346043
Case2,0.9081166264282996,3.5833791205008576,0.44914957618303186,(-0.7234868712280458+0j),(0.554785455627442+0j),(0.410828243168486-2.691925330476439e-18j),(-0.6130659273743224+0j),(0.4956210837366526+0j),(0.6152315905806267+2.2185404101519025e-17j),(1.2+0j),(1.1+0j),(0.7+0j),(-0.6130659273743224+0j),(0.4956210837366526+0j),(0.6152315905806267+2.2185404101519025e-17j),0.37398866315665347,0.9081166264282996,4.032528696683889,0.9856315221995886
Case2,1.2517283229146832,3.5833791205008576,0.48351074434155406,(-0.7234868712280458+0j),(0.554785455627442+0j),(0.410828243168486-2.691925330476439e-18j),(-0.7584827307860152+0j),(0.5712335011531726+0j),(0.3136817403988916-2.8857906459829467e-17j),(0.8+0j),(0.9+0j),(1.3+0j),(-0.6857743290801688+0j),(0.5334272924449126+0j),(0.46445666548975917-3.336251179155221e-18j),0.11269912765167955,1.0799224746714913,4.0497092807631505,0.9972668348755084
Case2,0.9817477042468103,3.5342917352885173,0.4516039454436489,(-0.7234868712280458+0j),(0.554785455627442+0j),(0.410828243168486-2.691925330476439e-18j),(-0.6215304595523671+0j),(0.5523057160949617+0j),(0.5555702330196024+9.58914116402955e-18j),(0.6+0j),(1+0j),(0.7+0j),(-0.6643597059042349+0j),(0.5397201003282622+0j),(0.4948278546663736+9.722129352397027e-19j),0.15819213212087824,1.0471975511965976,4.028438080752822,0.9921621310991483
Case2,1.227184630308513,3.5342917352885173,0.47614763804981913,(-0.7234868712280458+0j),(0.554785455627442+0j),(0.410828243168486-2.691925330476439e-18j),(-0.71894870202499+0j),(0.6079621620939505+0j),(0.33688985339222-2.8758679508751313e-18j),(1+0j),(0.9+0j),(1.3+0j),(-0.6780069549344236+0j),(0.5567806157696843+0j),(0.4553433543478352+1.019271371099419e-20j),0.09199018761521366,1.0921943209745766,4.0239384038992005,0.9979212033655722
Case2,0.8835729338221293,3.8288160465625602,0.4712388995285851,(-0.7234868712280458+0j),(0.554785455627442+0j),(0.410828243168486-2.691925330476439e-18j),(-0.7082228685582096-2.7755575615628914e-17j),(0.30978303610631286+0j),(0.6343932841636455+8.196607125348076e-18j),(1+0j),(1.7+0j),(0.5+0j),(-0.6840501376591809-5.551115123125783e-18j),(0.5073810998370101+0j),(0.4911533403109973+1.6474755960384106e-18j),0.1671661865018081,1.050470043544087,4.079161712337589,0.9724398792780106
Case2Fin,1.1535535524900022,4.074252972624263,0.4712388995285851,(-0.7234868712280458+0j),(0.554785455627442+0j),(0.410828243168486-2.691925330476439e-18j),(-0.7082228685582096-2.7755575615628914e-17j),(0.30978303610631286+0j),(0.6343932841636455+8.196607125348076e-18j),(-0.6840501376591809-5.551115123125783e-18j),(0.5073810998370101+0j),(0.4911533403109973+1.6474755960384106e-18j),(-0.6840501376591809-5.551115123125783e-18j),(0.5073810998370101+0j),(0.4911533403109973+1.6474755960384106e-18j),0.1671661865018081,1.050470043544087,4.079161712337589,0.9975645314903157
Case3,1.7671458676442586,5.105088062083414,0.6872233944628835,(-0.5791059177702047+0j),(-0.7883428792023094+0j),(-0.2077302116076089+1.0645150700010277e-17j),(-0.4623389794201401+0j),(-0.8649753952364116+0j),(-0.19509032201612825-3.588225696436389e-18j),(0.5+0j),(0.9+0j),(1+0j),(-0.4623389794201401+0j),(-0.8649753952364116+0j),(-0.19509032201612825-3.588225696436389e-18j),0.20603934397564755,1.7671458676442586,5.792311456546297,0.9950832986215595
Case3,1.8162332528565992,4.614214209960009,0.6430447462816609,(-0.5791059177702047+0j),(-0.7883428792023094+0j),(-0.2077302116076089+1.0645150700010277e-17j),(-0.8295655772732142-5.551115123125783e-17j),(-0.5027738907078769+0j),(-0.24298017990326387-1.4308897165305306e-17j),(0.7+0j),(1.6+0j),(0.9+0j),(-0.6459522783466771-2.7755575615628914e-17j),(-0.6838746429721443+0j),(-0.21903525095969606-8.948561430870848e-18j),0.18261963615872467,1.791689560250429,5.524785206393984,0.9636194549865301
Case3,1.6689710972195777,4.71238898038469,0.6381360092505428,(-0.5791059177702047+0j),(-0.7883428792023094+0j),(-0.2077302116076089+1.0645150700010277e-17j),(-0.7993398667942289+0j),(-0.5928308507112291+0j),(-0.09801714032956066-1.4894361582749798e-18j),(0.9+0j),(1.3+0j),(2.3+0j),(-0.6970814744958611-1.850371707708594e-17j),(-0.6535267122185059+0j),(-0.17869588074965093-6.462186340005558e-18j),0.2818260545674179,1.7507834059068117,5.466698467474401,0.9753087788898426
Case3,1.6935147898257479,5.056000676871073,0.6749515481597982,(-0.5791059177702047+0j),(-0.7883428792023094+0j),(-0.2077302116076089+1.0645150700010277e-17j),(-0.5206445228609344+0j),(-0.844952606607129+0j),(-0.12241067519921611+1.4515003783177665e-17j),(1.1+0j),(1.1+0j),(1.6+0j),(-0.6529722365871294-1.3877787807814457e-17j),(-0.7013831858156617+0j),(-0.16462457936204222-1.2178888092097525e-18j),0.20393164444913908,1.736466251886546,5.532761906863518,0.9965245626592736
Case3,1.718058482431918,4.908738521234052,0.6626797018567132,(-0.5791059177702047+0j),(-0.7883428792023094+0j),(-0.2077302116076089+1.0645150700010277e-17j),(-0.6461032320806744-5.551115123125783e-17j),(-0.7490132050645109+0j),(-0.14673047445536158+4.144830244604129e-18j),(0.7+0j),(1+0j),(1.5+0j),(-0.6515984356858384-2.2204460492503132e-17j),(-0.7109091896654316+0j),(-0.16104575838070612-1.4534499844697621e-19j),0.1966106606794143,1.7327846979956203,5.540493170108968,0.9975608958843497
Case3Fin,1.7916895602504288,5.64504929941916,0.6626797018567132,(-0.5791059177702047+0j),(-0.7883428792023094+0j),(-0.2077302116076089+1.0645150700010277e-17j),(-0.6461032320806744-5.551115123125783e-17j),(-0.7490132050645109+0j),(-0.14673047445536158+4.144830244604129e-18j),(-0.6515984356858384-2.2204460492503132e-17j),(-0.7109091896654316+0j),(-0.16104575838070612-1.4534499844697621e-19j),(-0.6515984356858384-2.2204460492503132e-17j),(-0.7109091896654316+0j),(-0.16104575838070612-1.4534499844697621e-19j),0.1966106606794143,1.7327846979956203,5.540493170108968,0.9965702513804622
