Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX
Case1,2.086213871524472,4.074252972624263,0.6160466859049897,(-0.8640173278309429-3.343408449402174e-17j),(-0.00012623062900114378+0j),(-0.5034620554457956+1.762695960728009e-17j),(-0.8698747254259113+2.2551405187698492e-17j),(0.01921806862841268+0j),(-0.49289819222978387+1.617396002585355e-17j),0.999869973493557
Case1,2.086213871524472,4.074252972624263,0.6160466859049897,(-0.8640173278309429-3.343408449402174e-17j),(-0.00012623062900114378+0j),(-0.5034620554457956+1.762695960728009e-17j),(-0.8698747254259113+2.2551405187698492e-17j),(0.01921806862841268+0j),(-0.49289819222978387+1.617396002585355e-17j),0.999869973493557
Case1,2.086213871524472,4.074252972624263,0.6160466859049897,(-0.8640173278309429-3.343408449402174e-17j),(-0.00012623062900114378+0j),(-0.5034620554457956+1.762695960728009e-17j),(-0.8698747254259113+2.2551405187698492e-17j),(0.01921806862841268+0j),(-0.49289819222978387+1.617396002585355e-17j),0.999869973493557
Case1,2.086213871524472,4.074252972624263,0.6160466859049897,(-0.8640173278309429-3.343408449402174e-17j),(-0.00012623062900114378+0j),(-0.5034620554457956+1.762695960728009e-17j),(-0.8698747254259113+2.2551405187698492e-17j),(0.01921806862841268+0j),(-0.49289819222978387+1.617396002585355e-17j),0.999869973493557
Case1,2.086213871524472,4.074252972624263,0.6160466859049897,(-0.8640173278309429-3.343408449402174e-17j),(-0.00012623062900114378+0j),(-0.5034620554457956+1.762695960728009e-17j),(-0.8698747254259113+2.2551405187698492e-17j),(0.01921806862841268+0j),(-0.49289819222978387+1.617396002585355e-17j),0.999869973493557
Case1,2.086213871524472,4.074252972624263,0.6160466859049897,(-0.8640173278309429-3.343408449402174e-17j),(-0.00012623062900114378+0j),(-0.5034620554457956+1.762695960728009e-17j),(-0.8698747254259113+2.2551405187698492e-17j),(0.01921806862841268+0j),(-0.49289819222978387+1.617396002585355e-17j),0.999869973493557
Case1,2.086213871524472,4.074252972624263,0.6160466859049897,(-0.8640173278309429-3.343408449402174e-17j),(-0.00012623062900114378+0j),(-0.5034620554457956+1.762695960728009e-17j),(-0.8698747254259113+2.2551405187698492e-17j),(0.01921806862841268+0j),(-0.49289819222978387+1.617396002585355e-17j),0.999869973493557
Case1,2.086213871524472,4.074252972624263,0.6160466859049897,(-0.8640173278309429-3.343408449402174e-17j),(-0.00012623062900114378+0j),(-0.5034620554457956+1.762695960728009e-17j),(-0.8698747254259113+2.2551405187698492e-17j),(0.01921806862841268+0j),(-0.49289819222978387+1.617396002585355e-17j),0.999869973493557
Case1,2.086213871524472,4.074252972624263,0.6160466859049897,(-0.8640173278309429-3.343408449402174e-17j),(-0.00012623062900114378+0j),(-0.5034620554457956+1.762695960728009e-17j),(-0.8698747254259113+2.2551405187698492e-17j),(0.01921806862841268+0j),(-0.49289819222978387+1.617396002585355e-17j),0.999869973493557
Case1,2.086213871524472,4.074252972624263,0.6160466859049897,(-0.8640173278309429-3.343408449402174e-17j),(-0.00012623062900114378+0j),(-0.5034620554457956+1.762695960728009e-17j),(-0.8698747254259113+2.2551405187698492e-17j),(0.01921806862841268+0j),(-0.49289819222978387+1.617396002585355e-17j),0.999869973493557
Case1,2.086213871524472,4.074252972624263,0.6160466859049897,(-0.8640173278309429-3.343408449402174e-17j),(-0.00012623062900114378+0j),(-0.5034620554457956+1.762695960728009e-17j),(-0.8698747254259113+2.2551405187698492e-17j),(0.01921806862841268+0j),(-0.49289819222978387+1.617396002585355e-17j),0.999869973493557
Case1,2.086213871524472,4.074252972624263,0.6160466859049897,(-0.8640173278309429-3.343408449402174e-17j),(-0.00012623062900114378+0j),(-0.5034620554457956+1.762695960728009e-17j),(-0.8698747254259113+2.2551405187698492e-17j),(0.01921806862841268+0j),(-0.49289819222978387+1.617396002585355e-17j),0.999869973493557
Case1,2.086213871524472,4.074252972624263,0.6160466859049897,(-0.8640173278309429-3.343408449402174e-17j),(-0.00012623062900114378+0j),(-0.5034620554457956+1.762695960728009e-17j),(-0.8698747254259113+2.2551405187698492e-17j),(0.01921806862841268+0j),(-0.49289819222978387+1.617396002585355e-17j),0.999869973493557
Case1,2.086213871524472,4.074252972624263,0.6160466859049897,(-0.8640173278309429-3.343408449402174e-17j),(-0.00012623062900114378+0j),(-0.5034620554457956+1.762695960728009e-17j),(-0.8698747254259113+2.2551405187698492e-17j),(0.01921806862841268+0j),(-0.49289819222978387+1.617396002585355e-17j),0.999869973493557
Case1,2.086213871524472,4.074252972624263,0.6160466859049897,(-0.8640173278309429-3.343408449402174e-17j),(-0.00012623062900114378+0j),(-0.5034620554457956+1.762695960728009e-17j),(-0.8698747254259113+2.2551405187698492e-17j),(0.01921806862841268+0j),(-0.49289819222978387+1.617396002585355e-17j),0.999869973493557
Case1Fin,2.0862138715244716,4.690299658529254,X,(-0.8640173278309429-3.343408449402174e-17j),(-0.00012623062900114378+0j),(-0.5034620554457956+1.762695960728009e-17j),(-0.8698747254259115+8.673617379884035e-18j),(0.019218068628411952+0j),(-0.49289819222978354+1.8720510605482533e-17j),0.9998699734582771
