Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX
Case1,1.2762720155208536,5.890486225480862,0.7166758255902876,(0.3115227952123272-5.551115123125783e-17j),(-0.9112208588607209+0j),(0.2694997113917349-4.4824962788448274e-18j),(0.304631362039008-5.551115123125783e-17j),(-0.9071573950608192+0j),(0.2902846772544624+4.295275225052732e-18j),0.9998760167430409
Case1,1.2762720155208536,5.890486225480862,0.7166758255902876,(0.3115227952123272-5.551115123125783e-17j),(-0.9112208588607209+0j),(0.2694997113917349-4.4824962788448274e-18j),(0.304631362039008-5.551115123125783e-17j),(-0.9071573950608192+0j),(0.2902846772544624+4.295275225052732e-18j),0.9998760167430409
Case1,1.2762720155208536,5.890486225480862,0.7166758255902876,(0.3115227952123272-5.551115123125783e-17j),(-0.9112208588607209+0j),(0.2694997113917349-4.4824962788448274e-18j),(0.304631362039008-5.551115123125783e-17j),(-0.9071573950608192+0j),(0.2902846772544624+4.295275225052732e-18j),0.9998760167430409
Case1,1.2762720155208536,5.890486225480862,0.7166758255902876,(0.3115227952123272-5.551115123125783e-17j),(-0.9112208588607209+0j),(0.2694997113917349-4.4824962788448274e-18j),(0.304631362039008-5.551115123125783e-17j),(-0.9071573950608192+0j),(0.2902846772544624+4.295275225052732e-18j),0.9998760167430409
Case1,1.2762720155208536,5.890486225480862,0.7166758255902876,(0.3115227952123272-5.551115123125783e-17j),(-0.9112208588607209+0j),(0.2694997113917349-4.4824962788448274e-18j),(0.304631362039008-5.551115123125783e-17j),(-0.9071573950608192+0j),(0.2902846772544624+4.295275225052732e-18j),0.9998760167430409
Case1,1.2762720155208536,5.890486225480862,0.7166758255902876,(0.3115227952123272-5.551115123125783e-17j),(-0.9112208588607209+0j),(0.2694997113917349-4.4824962788448274e-18j),(0.304631362039008-5.551115123125783e-17j),(-0.9071573950608192+0j),(0.2902846772544624+4.295275225052732e-18j),0.9998760167430409
Case1,1.2762720155208536,5.890486225480862,0.7166758255902876,(0.3115227952123272-5.551115123125783e-17j),(-0.9112208588607209+0j),(0.2694997113917349-4.4824962788448274e-18j),(0.304631362039008-5.551115123125783e-17j),(-0.9071573950608192+0j),(0.2902846772544624+4.295275225052732e-18j),0.9998760167430409
Case1,1.2762720155208536,5.890486225480862,0.7166758255902876,(0.3115227952123272-5.551115123125783e-17j),(-0.9112208588607209+0j),(0.2694997113917349-4.4824962788448274e-18j),(0.304631362039008-5.551115123125783e-17j),(-0.9071573950608192+0j),(0.2902846772544624+4.295275225052732e-18j),0.9998760167430409
Case1,1.2762720155208536,5.890486225480862,0.7166758255902876,(0.3115227952123272-5.551115123125783e-17j),(-0.9112208588607209+0j),(0.2694997113917349-4.4824962788448274e-18j),(0.304631362039008-5.551115123125783e-17j),(-0.9071573950608192+0j),(0.2902846772544624+4.295275225052732e-18j),0.9998760167430409
Case1,1.2762720155208536,5.890486225480862,0.7166758255902876,(0.3115227952123272-5.551115123125783e-17j),(-0.9112208588607209+0j),(0.2694997113917349-4.4824962788448274e-18j),(0.304631362039008-5.551115123125783e-17j),(-0.9071573950608192+0j),(0.2902846772544624+4.295275225052732e-18j),0.9998760167430409
Case1Fin,1.3744467859455345,5.890486225480862,0.7166758255902876,(0.3115227952123272-5.551115123125783e-17j),(-0.9112208588607209+0j),(0.2694997113917349-4.4824962788448274e-18j),(0.304631362039008-5.551115123125783e-17j),(-0.9071573950608192+0j),(0.2902846772544624+4.295275225052732e-18j),0.9998760045349937
