Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17,18,19,20
Case1,0.9817477042468103,4.221515128261284,0.5203262832508095,(-0.8562683507590607-6.938893903907228e-18j),(-0.05159272618334259+0j),(0.5139481511722058-1.063372660383531e-18j),(-0.831109011000862-5.204170427930421e-18j),(-0.024485261193501737+0j),(0.5555702330196023+1.970095054353813e-17j),(-0.8301969458171656-2.6238755727774583e-18j),(-0.020220035743118495+9.994962028249905e-20j),(0.5571033847594152-3.906478692046229e-18j),(-0.831109011000862-5.204170427930421e-18j),(-0.024485261193501737+0j),(0.5555702330196023+1.970095054353813e-17j),0.09388888659543604,0.006710442373892539,0.9817477042468103,4.741841411512094,0.9992249489683495
Case1,0.7853981633974483,4.221515128261284,0.5006913306559894,(-0.8562683507590607-6.938893903907228e-18j),(-0.05159272618334259+0j),(0.5139481511722058-1.063372660383531e-18j),(-0.7070727049645517+4.336808689942018e-18j),(-0.006941894129992591+0j),(0.7071067811865475-1.8413174731616265e-20j),(-0.6901743880495536-3.676496304800418e-18j),(-0.00711633941319143+1.9760187393544175e-20j),(0.7236080926812392-3.506432546560016e-18j),(-0.7690908579827068-4.336808689942018e-19j),(-0.015713577661747163+0j),(0.6313385071030748+9.841268684403257e-18j),0.24044699722881832,0.03357407475685362,0.8835729338221293,4.732023935214684,0.9846091773035366
Case1,1.1780972450961724,4.221515128261284,0.5399612388258618,(-0.8562683507590607-6.938893903907228e-18j),(-0.05159272618334259+0j),(0.5139481511722058-1.063372660383531e-18j),(-0.9227666790856811-1.0408340855860843e-17j),(-0.04533262139406051+0j),(0.38268343236508984+1.9193923676893874e-17j),(-0.9163025992738003-1.4910478617188635e-18j),(-0.045832104038693595+2.968270419717973e-19j),(0.3978554571744166-3.399844840817399e-18j),(-0.8203161316836982-3.758567531283082e-18j),(-0.025586592239184944+0j),(0.5484534821904131+1.2958820348566796e-17j),0.09646368403772744,0.02213558870842127,0.9817477042468102,4.741841412505505,0.9945771035708986
Case1,1.3008157081270237,4.172427743048944,0.5473243466077129,(-0.8562683507590607-6.938893903907228e-18j),(-0.05159272618334259+0j),(0.5139481511722058-1.063372660383531e-18j),(-0.9637499401715445+3.903127820947816e-18j),(-0.007096324364101252+0j),(0.2667127574748984+3.0802552369376053e-17j),(-0.9687624177450748-6.05287789344826e-19j),(-0.019758617825392216+1.477715182481655e-19j),(0.24720229567369964-2.360254380699087e-18j),(-0.8561745838056598-1.8431436932253575e-18j),(-0.020964025270414022+0j),(0.4780183010115345+1.741975335376911e-17j),0.06665231802700083,0.03718523426154508,1.0615147052168636,4.736319081793293,0.9813356193148589
Case1,0.9081166264282996,4.270602513473625,0.5178719154803085,(-0.8562683507590607-6.938893903907228e-18j),(-0.05159272618334259+0j),(0.5139481511722058-1.063372660383531e-18j),(-0.7860656612693279+1.734723475976807e-17j),(-0.059923836032469924+0j),(0.6152315905806269-9.355956789135529e-20j),(-0.7999911208507616-2.92491846807182e-18j),(-0.054375418917870594+2.4183224829129944e-19j),(0.5975429025412718-3.893877852060122e-18j),(-0.8421527992983935+1.9949319973733284e-18j),(-0.028755987422825202+0j),(0.505460958925353+1.391709076943702e-17j),0.04543948246803741,0.03716256347476517,1.030835089459151,4.746750151225421,0.9961859743021485
Case1,1.0799224746714913,4.221515128261284,0.5301437617833937,(-0.8562683507590607-6.938893903907228e-18j),(-0.05159272618334259+0j),(0.5139481511722058-1.063372660383531e-18j),(-0.8812413349634126-6.938893903907228e-18j),(-0.03462406766547278+0j),(0.47139673682599775-1.697881525687683e-17j),(-0.8751805249100906-2.0797367376630305e-18j),(-0.04742758695006738+2.7163165418963197e-19j),(0.48146616995817293-3.7536640549475495e-18j),(-0.8486675552425633+5.059610138265687e-19j),(-0.029734000796599797+0j),(0.49978358857546046+8.76777309838471e-18j),0.043624083499985554,0.028933763834837214,1.0390163203278744,4.747568274361964,0.9993194613854521
Case1,1.1044661672776617,4.172427743048944,0.5276893925227767,(-0.8562683507590607-6.938893903907228e-18j),(-0.05159272618334259+0j),(0.5139481511722058-1.063372660383531e-18j),(-0.8931570430647376+2.3418766925686896e-17j),(0.010961234878948733+0j),(0.44961132965460665-7.617535879577649e-18j),(-0.887990227676784-1.9101958318541706e-18j),(-0.0070828154733687185+4.216045144911327e-20j),(0.4598077742660548-3.688360031851556e-18j),(-0.8550231963600168+3.7792190012351866e-18j),(-0.023920395700092863+0j),(0.49261612301533847+6.4270146729615156e-18j),0.05024951303916102,0.03340731166629282,1.0483662984635582,4.7407895402490725,0.9976467501907159
Case1,1.3989904785517047,4.172427743048944,0.557141823650181,(-0.8562683507590607-6.938893903907228e-18j),(-0.05159272618334259+0j),(0.5139481511722058-1.063372660383531e-18j),(-0.9851322325105808-1.214306433183765e-17j),(-0.016926814828230316+0j),(0.17096188876030133-1.2796264005229189e-17j),(-0.9855863858410122-2.8628618736810844e-19j),(-0.017908484082430745+1.3992204977562895e-19j),(0.16822235952072842-1.6624066962316656e-18j),(-0.8712868258788373+1.7889335846010823e-18j),(-0.023046198091110047+0j),(0.45240934373345887+4.024104838187678e-18j),0.10510381065075611,0.004175353266942711,1.0921943209745766,4.739387043555329,0.9661381998847535
Case1,0.8344855486097889,4.221515128261284,0.5056000691772234,(-0.8562683507590607-6.938893903907228e-18j),(-0.05159272618334259+0j),(0.5139481511722058-1.063372660383531e-18j),(-0.7408707849322245+5.204170427930421e-18j),(-0.010911012725229059+0j),(0.6715589548470186+2.1482421731467308e-17j),(-0.7482306378318748-3.3490951773196946e-18j),(-0.026841365091466226+9.737038523807876e-20j),(0.6628955073989659-3.776284555688942e-18j),(-0.8567961546625469+2.168404344971009e-18j),(-0.021697844161567715+0j),(0.47675930052385435+5.963917826329859e-18j),0.06761153657361252,0.0319536538016652,1.0635600129340448,4.738023505097904,0.9900468086518991
Case1,1.055378782065321,4.270602513473625,0.5325981295538946,(-0.8562683507590607-6.938893903907228e-18j),(-0.05159272618334259+0j),(0.5139481511722058-1.063372660383531e-18j),(-0.8665017575458658+1.3877787807814457e-17j),(-0.0789054894575561+0j),(0.4928981922297839+1.9063154278000518e-17j),(-0.8651295563781735-2.2061041593068088e-18j),(-0.06564717604317316+3.6457924169271803e-19j),(0.4972336462453657-3.790234891051722e-18j),(-0.857766714950879+3.3393426912553537e-18j),(-0.02741860869116656+0j),(0.4783731896944474+7.273841471496925e-18j),0.06124744316175269,0.018965968597657035,1.0627418898471723,4.744541218890866,0.9996765474703337
