Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17,18,19
Case1,2.773437264497239,5.350524988145116,0.8123962267543517,(-0.07694955483245569+0j),(-0.4034560765461166+0j),(-0.9117576214702573+1.796276127411791e-18j),(-0.04317818970639297+0j),(-0.3572955097061805+0j),(-0.9329927988347387+2.0441238005188817e-18j),(1.8906481161569566+0j),(1.2214119375142207+0j),(0.9894725495175856+0j),(-0.04317818970639297+0j),(-0.3572955097061805+0j),(-0.9329927988347387+2.0441238005188817e-18j),0.10116710933048023,2.773437264497239,6.162921214899468,0.9990694486696283
Case1,2.6998061866787286,5.301437602932776,0.8001243789611504,(-0.07694955483245569+0j),(-0.4034560765461166+0j),(-0.9117576214702573+1.796276127411791e-18j),(-0.0772277523693863-2.7755575615628914e-17j),(-0.4205225703599629+0j),(-0.9039892931234433-3.625801104171852e-18j),(1.1526461776458932+0j),(1.4449962252768183+0j),(1.5280386815929863+0j),(-0.06020297103788963-1.3877787807814457e-17j),(-0.3889090400330717+0j),(-0.918491045979091-7.908386518264851e-19j),0.0380270448164447,2.736621725587984,6.132241598396697,0.9999120779544095
Case1,2.773437264497239,5.252350217720435,0.8025787497118837,(-0.07694955483245569+0j),(-0.4034560765461166+0j),(-0.9117576214702573+1.796276127411791e-18j),(-0.08143684532393511-2.7755575615628914e-17j),(-0.3505602338346522+0j),(-0.9329927988347387+5.795131728594535e-18j),(1.661243062366799+0j),(1.7377317940480026+0j),(1.4821195876822193+0j),(-0.06728092913323812-1.850371707708594e-17j),(-0.3761261046335985+0j),(-0.9233249635976402+1.4044848083138546e-18j),0.048565939739118505,2.748893571891069,6.106470721408571,0.9991827404303958
Case1,2.8961557275280905,5.006913291658733,0.7903069034087985,(-0.07694955483245569+0j),(-0.4034560765461166+0j),(-0.9117576214702573+1.796276127411791e-18j),(-0.11348679729347246-1.3877787807814457e-17j),(-0.21484905088431938+0j),(-0.9700312531945439-5.04886393554478e-18j),(0.5436516263295839+0j),(1.6940161522256765+0j),(0.8568178671577898+0j),(-0.07883239617329671-1.734723475976807e-17j),(-0.3358068411962788+0j),(-0.9350015359968662-2.08852377650804e-19j),0.09277599121728772,2.7857091108003242,6.029158089823311,0.9899241588788711
Case1,2.5280003384355365,5.350524988145116,0.7878525341481813,(-0.07694955483245569+0j),(-0.4034560765461166+0j),(-0.9117576214702573+1.796276127411791e-18j),(-0.08309040552812641+0j),(-0.5697815878150695+0j),(-0.8175848131515834+2.990490655937539e-19j),(2.2950435824108597+0j),(1.310157881122674+0j),(2.054319385016992+0j),(-0.07968399804426265-1.3877787807814457e-17j),(-0.38260179052003696+0j),(-0.9115181914278097-1.0727208900189242e-19j),0.023828159280334243,2.7341673563273665,6.051001976317308,0.9908573998760883
Case1,2.012582793705961,5.399612373357457,0.7412195181964579,(-0.07694955483245569+0j),(-0.4034560765461166+0j),(-0.9117576214702573+1.796276127411791e-18j),(-0.12825177771697918+0j),(-0.8948453070750594+0j),(-0.427555093430282+3.020854538925345e-18j),(0.4602230803414682+0j),(0.3582574986666568+0j),(1.6462503665979702+0j),(-0.08777862798971539-1.1564823173178713e-17j),(-0.46797570994587395+0j),(-0.8308576750948884+4.1408234898598046e-19j),0.15624865293238596,2.6139032625571326,6.065973628856743,0.8803631551249347
Case1,3.043417883165112,5.203262832508095,0.824668073057437,(-0.07694955483245569+0j),(-0.4034560765461166+0j),(-0.9117576214702573+1.796276127411791e-18j),(-0.024748502195002353+0j),(-0.0948412960555094+0j),(-0.9951847266721969+3.231026891512242e-18j),(1.6152359047181561+0j),(2.2047155420977047+0j),(0.4363964151262457+0j),(-0.0787743243047564-9.912705577010325e-18j),(-0.4146707936758219+0j),(-0.854332968177361+8.165029979183036e-19j),0.07046413989490224,2.675262494072558,6.060538954100856,0.9737679715693038
Case1,2.356194490192345,5.399612373357457,0.7755806878450964,(-0.07694955483245569+0j),(-0.4034560765461166+0j),(-0.9117576214702573+1.796276127411791e-18j),(-0.07621370946299057-5.551115123125783e-17j),(-0.7029875322435606+0j),(-0.7071067811865476+2.011585051905871e-18j),(1.5805167182519435+0j),(0.6891958337114219+0j),(1.5491472712170682+0j),(-0.07845424744953566-1.5612511283791264e-17j),(-0.45071038599678925+0j),(-0.8359296948035094+9.658882546667495e-19j),0.1245869287345005,2.635378993587531,6.074870717488569,0.9670996068021729
Case1,3.018874190558942,4.466952054322987,0.748582625978309,(-0.07694955483245569+0j),(-0.4034560765461166+0j),(-0.9117576214702573+1.796276127411791e-18j),(-0.10724033166434752+3.469446951953614e-18j),(-0.05902444127011096+0j),(-0.99247953459871+1.8270974453218236e-17j),(0.22593814393313594+0j),(2.3888023800700413+0j),(0.3280787123532307+0j),(-0.08165270125118142-1.3492293702041833e-17j),(-0.40718972547160276+0j),(-0.8533241214474205+2.888675610061359e-18j),0.06687029536704865,2.677989571028799,5.979388935578871,0.9684833226792737
Case1,2.724349879284899,5.252350217720435,0.7976700111906496,(-0.07694955483245569+0j),(-0.4034560765461166+0j),(-0.9117576214702573+1.796276127411791e-18j),(-0.09363429082365035+2.7755575615628914e-17j),(-0.39427546481925924+0j),(-0.9142097557035308-6.586204999132683e-18j),(1.2146494269613874+0j),(1.2978266154447613+0j),(1.2444665761539007+0j),(-0.08285086020842833-9.367506770274759e-18j),(-0.40589829940636846+0j),(-0.8594126848730316+1.941187549141955e-18j),0.06068846483345022,2.682625601854409,5.986452064912093,0.9999078354902737
