Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17,18,19
Case1,1.4971652489763858,3.3870295796514958,0.48841948435290433,(-0.4024368561793972+1.1102230246251565e-16j),(0.911160029436757+0j),(0.08849846069424655+1.995743969045676e-17j),(-0.6679236822827437-5.551115123125783e-17j),(0.7405850455067609+0j),(0.07356456359966751-2.3065086331959057e-18j),(0.5+0j),(1.2+0j),(1.3+0j),(-0.6679236822827437-5.551115123125783e-17j),(0.7405850455067609+0j),(0.07356456359966751-2.3065086331959057e-18j),0.4509957071279217,1.4971652489763858,3.8754490640044,0.9750494917936071
Case1,1.423534171157875,3.043417883165112,0.4466952069224148,(-0.4024368561793972+1.1102230246251565e-16j),(0.911160029436757+0j),(0.08849846069424655+1.995743969045676e-17j),(-0.3378112672691293+0j),(0.9297062523034517+0j),(0.14673047445536186+1.52092033783698e-18j),(1.2+0j),(0.9+0j),(0.7+0j),(-0.5028674747759365-2.7755575615628914e-17j),(0.8351456489051063+0j),(0.11014751902751468-3.9279414767946283e-19j),0.19809405746145814,1.4603497100671303,3.6827810770459637,0.9980221756080112
Case1,1.4971652489763858,3.1906800388021335,0.46878453026796807,(-0.4024368561793972+1.1102230246251565e-16j),(0.911160029436757+0j),(0.08849846069424655+1.995743969045676e-17j),(-0.4936909103047903+0j),(0.8665203633295746+0j),(0.07356456359966757-8.039972094468e-18j),(0.8+0j),(0.9+0j),(1.1+0j),(-0.49980861995222103-1.850371707708594e-17j),(0.8456038870465958+0j),(0.09795320055156564-2.9418534632756414e-18j),0.17238264602030412,1.4726215563702156,3.675008907720676,0.9973642489277408
Case1,1.4480778637640452,3.485204350076177,0.49332822287413836,(-0.4024368561793972+1.1102230246251565e-16j),(0.911160029436757+0j),(0.08849846069424655+1.995743969045676e-17j),(-0.7370124704880451+5.551115123125783e-17j),(0.6647016209867256+0j),(0.12241067519921633-4.088093429437885e-18j),(1+0j),(1.4+0j),(0.8+0j),(-0.559109582586177+0j),(0.8003783205316283+0j),(0.10406756921347832-3.2284134548162025e-18j),0.28302354383114037,1.466485633218673,3.7508898240280857,0.956541856449175
Case1,1.4726215563702154,3.2397674240144743,0.47123889803846897,(-0.4024368561793972+1.1102230246251565e-16j),(0.911160029436757+0j),(0.08849846069424655+1.995743969045676e-17j),(-0.5365422245246904+0j),(0.8381617275345564+0j),(0.09801714032956083+1.2209511226364095e-18j),(0.4+0j),(0.7+0j),(0.9+0j),(-0.5545961109738797+0j),(0.8079350019322139+0j),(0.10285748343669483-2.3385405393256804e-18j),0.2697433050414739,1.4677128178489816,3.742913123633057,0.9941491118638919
Case1Fin,1.4726215563702154,3.5342917352885173,0.47123889803846897,(-0.4024368561793972+1.1102230246251565e-16j),(0.911160029436757+0j),(0.08849846069424655+1.995743969045676e-17j),(-0.5365422245246904+0j),(0.8381617275345564+0j),(0.09801714032956083+1.2209511226364095e-18j),(-0.5545961109738797+0j),(0.8079350019322139+0j),(0.10285748343669483-2.3385405393256804e-18j),(-0.5545961109738797+0j),(0.8079350019322139+0j),(0.10285748343669483-2.3385405393256804e-18j),0.2697433050414739,1.4677128178489816,3.742913123633057,0.991456893827853
Case2,2.748893571891069,2.454369260617026,0.5203262847409257,(0.05803214825943467+0j),(0.5042078841923741+0j),(-0.8616302451090285+3.6365425994364815e-20j),(0.063572663982586+2.7755575615628914e-17j),(0.3773660368937347+0j),(-0.9238795325112867+5.5495047040613754e-18j),(0.9+0j),(1.4+0j),(1+0j),(0.063572663982586+2.7755575615628914e-17j),(0.3773660368937347+0j),(-0.9238795325112867+5.5495047040613754e-18j),0.1946316504240489,2.748893571891069,2.9746955453579518,0.9950013797445354
Case2,2.552544031041707,2.552544031041707,0.5105088062083415,(0.05803214825943467+0j),(0.5042078841923741+0j),(-0.8616302451090285+3.6365425994364815e-20j),(0.04358953809602591+0j),(0.5538575954033944+0j),(-0.8314696123025453+3.194178111075355e-19j),(1+0j),(0.9+0j),(0.8+0j),(0.05358110103930595+1.3877787807814457e-17j),(0.46561181614856456+0j),(-0.877674572406916+2.9344612575844555e-18j),0.059091442561825726,2.650718801466388,3.0188741913040005,0.9991041650725068
Case2,2.356194490192345,2.552544031041707,0.49087385212340523,(0.05803214825943467+0j),(0.5042078841923741+0j),(-0.8616302451090285+3.6365425994364815e-20j),(0.06930858459954559+5.551115123125783e-17j),(0.7037018687631913+0j),(-0.7071067811865475+1.7858101595365577e-18j),(0.8+0j),(0.7+0j),(0.8+0j),(0.05882359555938583+2.7755575615628914e-17j),(0.5449751670201067+0j),(-0.8208186420001266+2.5515775582351563e-18j),0.08237033323658581,2.5525440310417067,3.0270554219243713,0.9840493741314873
Case2,2.086213871524472,2.6016314162540475,0.46878453026796807,(0.05803214825943467+0j),(0.5042078841923741+0j),(-0.8616302451090285+3.6365425994364815e-20j),(0.06187764935594871+0j),(0.8678839372904611+0j),(-0.49289819222978404+1.6578432750183614e-18j),(0.9+0j),(1+0j),(1.7+0j),(0.059587109008526554+2.0816681711721685e-17j),(0.6257023595876954+0j),(-0.7388385295575409+2.3281439874309575e-18j),0.24584115169590082,2.435961491162398,3.037895553073782,0.932940404304539
Case2,2.6998061866787286,2.454369260617026,0.5154175462196916,(0.05803214825943467+0j),(0.5042078841923741+0j),(-0.8616302451090285+3.6365425994364815e-20j),(0.07309562569420108+0j),(0.42126047455529275+0j),(-0.9039892931234434-5.671900212342711e-18j),(1+0j),(1.2+0j),(1.2+0j),(0.062288812345661464+1.665334536937735e-17j),(0.5848139825812149+0j),(-0.7718686822707215+7.281351474762238e-19j),0.17462432531337466,2.4887304302656643,3.024273803826369,0.9977746337033591
Case2Fin,2.6016314162540475,3.043417883165112,0.5154175462196916,(0.05803214825943467+0j),(0.5042078841923741+0j),(-0.8616302451090285+3.6365425994364815e-20j),(0.07309562569420108+0j),(0.42126047455529275+0j),(-0.9039892931234434-5.671900212342711e-18j),(0.062288812345661464+1.665334536937735e-17j),(0.5848139825812149+0j),(-0.7718686822707215+7.281351474762238e-19j),(0.062288812345661464+1.665334536937735e-17j),(0.5848139825812149+0j),(-0.7718686822707215+7.281351474762238e-19j),0.17462432531337466,2.4887304302656643,3.024273803826369,0.9963714224234005
Case3,1.1044661672776617,1.1290098598838318,0.22334760420626548,(0.7939160673074346+0j),(-0.18659745723245802+0j),(0.5786870199213714-4.2944905139259455e-18j),(0.8719985642421546+1.3877787807814457e-17j),(-0.19356692952526255+0j),(0.44961132965460665+1.298395423953964e-17j),(0.9+0j),(1.1+0j),(1.3+0j),(0.8719985642421546+1.3877787807814457e-17j),(-0.19356692952526255+0j),(0.44961132965460665+1.298395423953964e-17j),0.2141276594942893,1.1044661672776617,1.3523574640900973,0.9942985095664016
Case3,0.9326603190344698,1.0799224746714913,0.20125828086071224,(0.7939160673074346+0j),(-0.18659745723245802+0j),(0.5786870199213714-4.2944905139259455e-18j),(0.7697569361325001-1.3877787807814457e-17j),(-0.22938308111789196+0j),(0.5956993044924335-1.0522353787537691e-18j),(1.1+0j),(0.9+0j),(1+0j),(0.8208777501873273+0j),(-0.21147500532157726+0j),(0.5226553170735201+5.965859430392936e-18j),0.1078709338168633,1.0185632431560658,1.3167691098111503,0.9993240788536223
Case3,0.7853981633974483,1.0799224746714913,0.18653206529701008,(0.7939160673074346+0j),(-0.18659745723245802+0j),(0.5786870199213714-4.2944905139259455e-18j),(0.6746112668102968-1.3877787807814457e-17j),(-0.21189534844494912+0j),(0.7071067811865475+2.5924232574926643e-17j),(0.9+0j),(0.9+0j),(0.8+0j),(0.7721222557283172-4.625929269271485e-18j),(-0.21161511969603453+0j),(0.5841391384445291+1.2618650478570838e-17j),0.05226359256585167,0.9408415499031934,1.2999975865302673,0.9921586878659914
Case3,1.030835089459151,1.0799224746714913,0.21107575790318034,(0.7939160673074346+0j),(-0.18659745723245802+0j),(0.5786870199213714-4.2944905139259455e-18j),(0.8243725878047534+2.7755575615628914e-17j),(-0.23687170554773523+0j),(0.5141027441932219-1.2600049736437135e-17j),(1.3+0j),(0.8+0j),(1.2+0j),(0.7851848387474263+3.469446951953614e-18j),(-0.2179292661589597+0j),(0.5666300398817024+6.313975424818845e-18j),0.05212001752617901,0.9633399347921827,1.2977477480413684,0.998093452767928
Case3,1.227184630308513,1.1780972450961724,0.24052818754046854,(0.7939160673074346+0j),(-0.18659745723245802+0j),(0.5786870199213714-4.2944905139259455e-18j),(0.9306638963397685+0j),(-0.14272329428320052+0j),(0.33688985339222-2.5727242300233562e-17j),(1+0j),(1.1+0j),(1.7+0j),(0.8142806502658948+2.7755575615628915e-18j),(-0.20288807178380788+0j),(0.5206820025838059-9.426812019163648e-20j),0.09466021484737555,1.016108873895449,1.3219232849604228,0.9802273064121199
Case3Fin,0.9572040116406401,1.325359400733194,0.24052818754046854,(0.7939160673074346+0j),(-0.18659745723245802+0j),(0.5786870199213714-4.2944905139259455e-18j),(0.9306638963397685+0j),(-0.14272329428320052+0j),(0.33688985339222-2.5727242300233562e-17j),(0.8142806502658948+2.7755575615628915e-18j),(-0.20288807178380788+0j),(0.5206820025838059-9.426812019163648e-20j),(0.8142806502658948+2.7755575615628915e-18j),(-0.20288807178380788+0j),(0.5206820025838059-9.426812019163648e-20j),0.09466021484737555,1.016108873895449,1.3219232849604228,0.9989695961085264
