Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17
Case1,2.2334760271614935,0.04908738521234052,0.748582624488193,(0.03190322318921104+0j),(-0.8076932068843774-2.0816681711721685e-17j),(-0.5887392189271661+3.471470885214866e-18j),(0.5642438392547412+0j),(-0.5505624213608316+0j),(-0.6152315905806267-2.452630339322603e-18j),(0.5642438392547412+0j),(-0.5505624213608316+0j),(-0.6152315905806267-2.452630339322603e-18j),0.8159637732425367,1.0548229499273045,2.2334760271614935,0.7976700097005336,0.9124488561582084
Case1,2.1353012567368124,5.252350217720435,0.763308840051895,(0.03190322318921104+0j),(-0.8076932068843774-2.0816681711721685e-17j),(-0.5887392189271661+3.471470885214866e-18j),(-0.22333407806154945+0j),(-0.8148002431832841+0j),(-0.5349976198870972+9.903690091905056e-19j),(0.17045488059659586+0j),(-0.6826813322720579+0j),(-0.5751146052338619-7.311306650660487e-19j),0.27718814571300854,1.0517722858817993,2.1843886419491527,3.406664533736432,0.9829788216109432
Case1,2.282563412373834,5.841398840268521,0.763308840051895,(0.03190322318921104+0j),(-0.8076932068843774-2.0816681711721685e-17j),(-0.5887392189271661+3.471470885214866e-18j),(0.23928654138532862-5.551115123125783e-17j),(-0.7184060052223453+0j),(-0.6531728429537764-8.642349948261337e-18j),(0.19339876752617347-1.850371707708594e-17j),(-0.6945895565888203+0j),(-0.6011340178071667-3.3682037594644777e-18j),0.2869939935125202,1.0482657751749744,2.2171135654240466,2.378283813537898,0.986217067944398
Case1,2.675262494072558,5.64504929941916,0.7314020396638737,(0.03190322318921104+0j),(-0.8076932068843774-2.0816681711721685e-17j),(-0.5887392189271661+3.471470885214866e-18j),(0.0418726976422848+2.7755575615628914e-17j),(-0.4476572628093298+0j),(-0.8932243011955152+8.935670984688735e-19j),(0.1555172500552013-6.938893903907228e-18j),(-0.6328564831439477+0j),(-0.6741565886542539-2.30276104498114e-18j),0.38386812033350776,0.9790504447052439,2.3316507975861747,1.8070293681292853,0.9443908977584479
Case1,2.3316507975861747,5.546874528994478,0.7584001030207772,(0.03190322318921104+0j),(-0.8076932068843774-2.0816681711721685e-17j),(-0.5887392189271661+3.471470885214866e-18j),(0.015996828091765454+0j),(-0.7240703962010265+0j),(-0.689540544737067-1.94804594446978e-20j),(0.12761316566251416-5.551115123125783e-18j),(-0.6510992657553635+0j),(-0.6772333798708166-1.8461049278738516e-18j),0.3407980445459675,1.084843421035223,2.3316507975861747,1.450041359470562,0.9956483379305457
Case1,2.012582793705961,5.497787143782138,0.8197593330460867,(0.03190322318921104+0j),(-0.8076932068843774-2.0816681711721685e-17j),(-0.5887392189271661+3.471470885214866e-18j),(0.031056017364903016+0j),(-0.9034556800791356+0j),(-0.427555093430282+1.4530755380558588e-19j),(0.11152030761291229-4.625929269271485e-18j),(-0.6931586681426587+0j),(-0.6356203321307274-1.5142028475939454e-18j),0.24103273636898132,0.8947176775557328,2.2784727969394725,1.2140946611669081,0.9912121408205321
Case1,2.356194490192345,5.595961914206819,0.7584001015306611,(0.03190322318921104+0j),(-0.8076932068843774-2.0816681711721685e-17j),(-0.5887392189271661+3.471470885214866e-18j),(0.05028704810559799+0j),(-0.7053163919779728+0j),(-0.7071067811865475-8.750458131642906e-19j),(0.1027726991118674-3.96508223080413e-18j),(-0.6948954858334179+0j),(-0.6458326819958445-1.4228946998182804e-18j),0.24076066004229435,0.8217147296440758,2.2895758959755974,1.050820667937049,0.9937925434042705
Case1,2.405281875404685,0.0,0.20125827937059612,(0.03190322318921104+0j),(-0.8076932068843774-2.0816681711721685e-17j),(-0.5887392189271661+3.471470885214866e-18j),(0.13424622717438078+0j),(-0.658004088379901+0j),(-0.740951125354959+6.267631159597612e-19j),(0.10670689011968157-3.469446951953614e-18j),(-0.6902840611517282+0j),(-0.6577224874157339-1.1666874728460253e-18j),0.2611960811516875,0.8339402335078548,2.3040391434042333,0.9446253693662424,0.9859876721984582
Case1,2.2334760271614935,5.546874528994478,0.8001243789611504,(0.03190322318921104+0j),(-0.8076932068843774-2.0816681711721685e-17j),(-0.5887392189271661+3.471470885214866e-18j),(0.050273087848132426+0j),(-0.7867418296937351+0j),(-0.6152315905806267-4.763094298027449e-19j),(0.10043646764506499-3.0839528461809902e-18j),(-0.701001590989729+0j),(-0.6530012766562775-1.0899788013967718e-18j),0.23948691807961375,1.0640523600593914,2.29619879715504,0.8467573950784425,0.9996304357769582
Case1,2.3316507975861747,5.841398840268521,0.8173049637854697,(0.03190322318921104+0j),(-0.8076932068843774-2.0816681711721685e-17j),(-0.5887392189271661+3.471470885214866e-18j),(0.26562119916395915+0j),(-0.6737797976478734+0j),(-0.689540544737067-5.440959280952091e-18j),(0.11695494079695441-2.7755575615628915e-18j),(-0.6982794116555435+0j),(-0.6566552034643566-1.5250768493523039e-18j),0.26238149737376776,0.8139134415431213,2.2997439971981537,0.7996335052580387,0.9793205522840494
Case1,2.2580197197676637,5.497787143782138,0.755945732270044,(0.03190322318921104+0j),(-0.8076932068843774-2.0816681711721685e-17j),(-0.5887392189271661+3.471470885214866e-18j),(-0.022763745753112404+0j),(-0.772675205301265+0j),(-0.6343932841636452-6.207488337655124e-19j),(0.1042532420196756-2.523234146875356e-18j),(-0.7050426656233364+0j),(-0.6546313926188373-1.4428652115716865e-18j),0.2408927337831768,1.0689500853529608,2.295950881068109,1.2954607207847788,0.9984252445158814
Case1,2.380738182798515,5.841398840268521,0.8050331174823845,(0.03190322318921104+0j),(-0.8076932068843774-2.0816681711721685e-17j),(-0.5887392189271661+3.471470885214866e-18j),(0.24500127241991615+0j),(-0.6445467704898639+0j),(-0.7242470829514669+1.2383136569142825e-17j),(0.11598224455302898-2.3129646346357427e-18j),(-0.7000013410288802+0j),(-0.6604327001465564-2.906983965121438e-19j),0.26346436843870547,0.9346218376707633,2.3030164895456426,1.2177762149336573,0.9774025356367352
