Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX
Case1,1.8653206380689396,0.7853981633974483,0.26507188163675494,(0.8209743904655874+0j),(-0.4772949260168969+0j),(-0.3133537997187557+1.4061501584122482e-17j),(0.83029599098605-2.7755575615628914e-17j),(-0.4757555816842992+0j),(-0.2902846772544621-2.5033049682620756e-17j),0.9998446430281288
Case1,1.8653206380689396,0.7853981633974483,0.26507188163675494,(0.8209743904655874+0j),(-0.4772949260168969+0j),(-0.3133537997187557+1.4061501584122482e-17j),(0.83029599098605-2.7755575615628914e-17j),(-0.4757555816842992+0j),(-0.2902846772544621-2.5033049682620756e-17j),0.9998446430281288
Case1,1.8653206380689396,0.7853981633974483,0.26507188163675494,(0.8209743904655874+0j),(-0.4772949260168969+0j),(-0.3133537997187557+1.4061501584122482e-17j),(0.83029599098605-2.7755575615628914e-17j),(-0.4757555816842992+0j),(-0.2902846772544621-2.5033049682620756e-17j),0.9998446430281288
Case1,1.8653206380689396,0.7853981633974483,0.26507188163675494,(0.8209743904655874+0j),(-0.4772949260168969+0j),(-0.3133537997187557+1.4061501584122482e-17j),(0.83029599098605-2.7755575615628914e-17j),(-0.4757555816842992+0j),(-0.2902846772544621-2.5033049682620756e-17j),0.9998446430281288
Case1,1.8653206380689396,0.7853981633974483,0.26507188163675494,(0.8209743904655874+0j),(-0.4772949260168969+0j),(-0.3133537997187557+1.4061501584122482e-17j),(0.83029599098605-2.7755575615628914e-17j),(-0.4757555816842992+0j),(-0.2902846772544621-2.5033049682620756e-17j),0.9998446430281288
Case1,1.8653206380689396,0.7853981633974483,0.26507188163675494,(0.8209743904655874+0j),(-0.4772949260168969+0j),(-0.3133537997187557+1.4061501584122482e-17j),(0.83029599098605-2.7755575615628914e-17j),(-0.4757555816842992+0j),(-0.2902846772544621-2.5033049682620756e-17j),0.9998446430281288
Case1,1.8653206380689396,0.7853981633974483,0.26507188163675494,(0.8209743904655874+0j),(-0.4772949260168969+0j),(-0.3133537997187557+1.4061501584122482e-17j),(0.83029599098605-2.7755575615628914e-17j),(-0.4757555816842992+0j),(-0.2902846772544621-2.5033049682620756e-17j),0.9998446430281288
Case1,1.8653206380689396,0.7853981633974483,0.26507188163675494,(0.8209743904655874+0j),(-0.4772949260168969+0j),(-0.3133537997187557+1.4061501584122482e-17j),(0.83029599098605-2.7755575615628914e-17j),(-0.4757555816842992+0j),(-0.2902846772544621-2.5033049682620756e-17j),0.9998446430281288
Case1,1.8653206380689396,0.7853981633974483,0.26507188163675494,(0.8209743904655874+0j),(-0.4772949260168969+0j),(-0.3133537997187557+1.4061501584122482e-17j),(0.83029599098605-2.7755575615628914e-17j),(-0.4757555816842992+0j),(-0.2902846772544621-2.5033049682620756e-17j),0.9998446430281288
Case1,1.8653206380689396,0.7853981633974483,0.26507188163675494,(0.8209743904655874+0j),(-0.4772949260168969+0j),(-0.3133537997187557+1.4061501584122482e-17j),(0.83029599098605-2.7755575615628914e-17j),(-0.4757555816842992+0j),(-0.2902846772544621-2.5033049682620756e-17j),0.9998446430281288
Case1,1.8653206380689396,0.7853981633974483,0.26507188163675494,(0.8209743904655874+0j),(-0.4772949260168969+0j),(-0.3133537997187557+1.4061501584122482e-17j),(0.83029599098605-2.7755575615628914e-17j),(-0.4757555816842992+0j),(-0.2902846772544621-2.5033049682620756e-17j),0.9998446430281288
Case1,1.8653206380689396,0.7853981633974483,0.26507188163675494,(0.8209743904655874+0j),(-0.4772949260168969+0j),(-0.3133537997187557+1.4061501584122482e-17j),(0.83029599098605-2.7755575615628914e-17j),(-0.4757555816842992+0j),(-0.2902846772544621-2.5033049682620756e-17j),0.9998446430281288
Case1,1.8653206380689396,0.7853981633974483,0.26507188163675494,(0.8209743904655874+0j),(-0.4772949260168969+0j),(-0.3133537997187557+1.4061501584122482e-17j),(0.83029599098605-2.7755575615628914e-17j),(-0.4757555816842992+0j),(-0.2902846772544621-2.5033049682620756e-17j),0.9998446430281288
Case1,1.8653206380689396,0.7853981633974483,0.26507188163675494,(0.8209743904655874+0j),(-0.4772949260168969+0j),(-0.3133537997187557+1.4061501584122482e-17j),(0.83029599098605-2.7755575615628914e-17j),(-0.4757555816842992+0j),(-0.2902846772544621-2.5033049682620756e-17j),0.9998446430281288
Case1,1.8653206380689396,0.7853981633974483,0.26507188163675494,(0.8209743904655874+0j),(-0.4772949260168969+0j),(-0.3133537997187557+1.4061501584122482e-17j),(0.83029599098605-2.7755575615628914e-17j),(-0.4757555816842992+0j),(-0.2902846772544621-2.5033049682620756e-17j),0.9998446430281288
Case1Fin,1.8653206380689402,1.050470045034203,X,(0.8209743904655874+0j),(-0.4772949260168969+0j),(-0.3133537997187557+1.4061501584122482e-17j),(0.8302959909860497+0j),(-0.47575558168429927+0j),(-0.29028467725446283+1.0086088928229467e-17j),0.9998446552960795
