Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17,18,19,20
Case1,2.2334760271614935,3.485204350076177,2.859340188618835,(0.05002804830783883+0j),(-0.7984152179946529+2.42861286636753e-17j),(-0.6000252778484081-1.657895422772023e-19j),(0.048341983403279276+0j),(-0.7868628486542423+0j),(-0.6152315905806266-3.329516065788105e-19j),(0.040040481148712115+7.73114975425855e-19j),(-0.7987751512972424+8.874059835097375e-18j),(-0.6002957750471408-1.1756575483555829e-17j),(0.048341983403279276+0j),(-0.7868628486542423+0j),(-0.6152315905806266-3.329516065788105e-19j),0.028444746977188656,0.035149620431053075,2.2334760271614935,0.06135923151542588,0.9999081193789939
Case1,2.2089323345553233,3.5342917352885173,2.8716120349219203,(0.05002804830783883+0j),(-0.7984152179946529+2.42861286636753e-17j),(-0.6000252778484081-1.657895422772023e-19j),(0.09832117625364162+0j),(-0.7971670370300891+0j),(-0.5956993044924332+2.6482330059218933e-18j),(0.06498037852976858+1.2513713370821894e-18j),(-0.7977267036894923+8.902819891641637e-18j),(-0.5995078453421813-1.171077682649576e-17j),(0.07333157982846045+0j),(-0.7920149428421657+0j),(-0.60546544753653+1.1576406996715413e-18j),0.035143976361230705,0.03770900523302427,2.2212041808584084,0.09203884727313882,0.9994118851469369
Case1,2.2089323345553233,3.5342917352885173,2.8716120349219203,(0.05002804830783883+0j),(-0.7984152179946529+2.42861286636753e-17j),(-0.6000252778484081-1.657895422772023e-19j),(0.09832117625364162+0j),(-0.7971670370300891+0j),(-0.5956993044924332+2.6482330059218933e-18j),(0.06498037852976858+1.2513713370821894e-18j),(-0.7977267036894923+8.902819891641637e-18j),(-0.5995078453421813-1.171077682649576e-17j),(0.08166144530352083+0j),(-0.7937323075714735+0j),(-0.6022100665218311+1.6545048017549919e-18j),0.038501096092284345,0.03770900523302427,2.2171135654240466,0.10226538585904314,0.9994118851469369
Case1,2.2334760271614935,3.485204350076177,2.859340196069416,(0.05002804830783883+0j),(-0.7984152179946529+2.42861286636753e-17j),(-0.6000252778484081-1.657895422772023e-19j),(0.04834198926586435+0j),(-0.7868628482940666+0j),(-0.6152315905806267-1.8905908557141264e-19j),(0.05501639702637641+1.0607603135860964e-18j),(-0.7982054814677374+8.889706262597562e-18j),(-0.5998676565819279-1.1731676111662834e-17j),(0.07333158129410672+0j),(-0.7920149427521218+0j),(-0.60546544753653+1.1936138299233908e-18j),0.03514397791692084,0.03338098043529099,2.2212041808584084,0.09203884913578397,0.9999081191864906
Case1,2.184388641949153,3.485204350076177,2.8347965034632456,(0.05002804830783883+0j),(-0.7984152179946529+2.42861286636753e-17j),(-0.6000252778484081-1.657895422772023e-19j),(0.030093032578493467+0j),(-0.8170308048576502+0j),(-0.5758081914178454-6.161051682069103e-19j),(0.025037534222301164+4.839058318629387e-19j),(-0.7991656288944177+8.86330787657405e-18j),(-0.6005892269045932-1.1773663075652866e-17j),(0.06468387155098408+0j),(-0.7970181151732275+0j),(-0.5995339963127931+8.316700302973306e-19j),0.01654420760018556,0.04770170394302947,2.2138410730765576,0.08099418858059444,0.9996674022692802
Case1,2.2334760271614935,3.485204350076177,2.859340196069416,(0.05002804830783883+0j),(-0.7984152179946529+2.42861286636753e-17j),(-0.6000252778484081-1.657895422772023e-19j),(0.04834198926586435+0j),(-0.7868628482940666+0j),(-0.6152315905806267-1.8905908557141264e-19j),(0.05002804830783883+9.650879178879911e-19j),(-0.7984152179946529+8.883951157106226e-18j),(-0.6000252778484081-1.1740839252704318e-17j),(0.06196022450346412+0j),(-0.7953255706933673+0j),(-0.6021502620240986+6.615485109858733e-19j),0.017146807672601384,0.028444746977188656,2.217113565424047,0.07772169697816311,0.9999081191864906
Case1,2.2334760271614935,3.485204350076177,2.859340188618835,(0.05002804830783883+0j),(-0.7984152179946529+2.42861286636753e-17j),(-0.6000252778484081-1.657895422772023e-19j),(0.048341983403279276+0j),(-0.7868628486542423+0j),(-0.6152315905806266-3.329516065788105e-19j),(0.040040481148712115+7.73114975425855e-19j),(-0.7987751512972424+8.874059835097375e-18j),(-0.6002957750471408-1.1756575483555829e-17j),(0.060014761489151996+0j),(-0.7941166104020636+0j),(-0.6040190232464598+5.1947706561949e-19j),0.018279066171954184,0.035149620431053075,2.2194510599579678,0.07538420191205779,0.9999081193789939
Case1,2.184388641949153,3.485204350076177,2.8347965034632456,(0.05002804830783883+0j),(-0.7984152179946529+2.42861286636753e-17j),(-0.6000252778484081-1.657895422772023e-19j),(0.030093032578493467+0j),(-0.8170308048576502+0j),(-0.5758081914178454-6.161051682069103e-19j),(0.025037534222301164+4.839058318629387e-19j),(-0.7991656288944177+8.86330787657405e-18j),(-0.6005892269045932-1.1773663075652866e-17j),(0.05627454537531969+0j),(-0.7969808847090121+0j),(-0.600492669267883+3.7752928639119e-19j),0.008148221772596595,0.04770170394302947,2.215068257706866,0.07056311996803011,0.9996674022692802
Case1,2.2334760271614935,3.485204350076177,2.859340188618835,(0.05002804830783883+0j),(-0.7984152179946529+2.42861286636753e-17j),(-0.6000252778484081-1.657895422772023e-19j),(0.048341983403279276+0j),(-0.7868628486542423+0j),(-0.6152315905806266-3.329516065788105e-19j),(0.045035952792750474+8.691990517225732e-19j),(-0.7986051221454205+8.878734744829177e-18j),(-0.600167994680779-1.1749140074823188e-17j),(0.05539314960064853+0j),(-0.7958566584807043+0j),(-0.6021303271915212+2.985869649500788e-19j),0.010028710149871327,0.030111900001554608,2.217113565424047,0.06954046569551853,0.9999081193789939
Case1,2.2089323345553233,3.5342917352885173,2.8716120349219203,(0.05002804830783883+0j),(-0.7984152179946529+2.42861286636753e-17j),(-0.6000252778484081-1.657895422772023e-19j),(0.09832117625364162+0j),(-0.7971670370300891+0j),(-0.5956993044924332+2.6482330059218933e-18j),(0.06498037852976858+1.2513713370821894e-18j),(-0.7977267036894923+8.902819891641637e-18j),(-0.5995078453421813-1.171077682649576e-17j),(0.05968595226594784+0j),(-0.7959876963356428+0j),(-0.6014872249216124+5.335515690472603e-19j),0.013547372690323418,0.03770900523302427,2.2162954423371746,0.07485826542905186,0.9994118851469369
