Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX
Case1,1.030835089459151,5.203262832508095,0.6234097936868408,(-0.3885102092233262+0j),(-0.7759087614141001+0j),(0.4970165100779695-4.590016211621008e-19j),(-0.37810443438588864+0j),(-0.7698931127830189+0j),(0.5141027441932218+5.893673356478298e-18j),0.9998909019349189
Case1,1.030835089459151,5.203262832508095,0.6234097936868408,(-0.3885102092233262+0j),(-0.7759087614141001+0j),(0.4970165100779695-4.590016211621008e-19j),(-0.37810443438588864+0j),(-0.7698931127830189+0j),(0.5141027441932218+5.893673356478298e-18j),0.9998909019349189
Case1,1.030835089459151,5.203262832508095,0.6234097936868408,(-0.3885102092233262+0j),(-0.7759087614141001+0j),(0.4970165100779695-4.590016211621008e-19j),(-0.37810443438588864+0j),(-0.7698931127830189+0j),(0.5141027441932218+5.893673356478298e-18j),0.9998909019349189
Case1,1.030835089459151,5.203262832508095,0.6234097936868408,(-0.3885102092233262+0j),(-0.7759087614141001+0j),(0.4970165100779695-4.590016211621008e-19j),(-0.37810443438588864+0j),(-0.7698931127830189+0j),(0.5141027441932218+5.893673356478298e-18j),0.9998909019349189
Case1,1.030835089459151,5.203262832508095,0.6234097936868408,(-0.3885102092233262+0j),(-0.7759087614141001+0j),(0.4970165100779695-4.590016211621008e-19j),(-0.37810443438588864+0j),(-0.7698931127830189+0j),(0.5141027441932218+5.893673356478298e-18j),0.9998909019349189
Case1,1.030835089459151,5.203262832508095,0.6234097936868408,(-0.3885102092233262+0j),(-0.7759087614141001+0j),(0.4970165100779695-4.590016211621008e-19j),(-0.37810443438588864+0j),(-0.7698931127830189+0j),(0.5141027441932218+5.893673356478298e-18j),0.9998909019349189
Case1,1.030835089459151,5.203262832508095,0.6234097936868408,(-0.3885102092233262+0j),(-0.7759087614141001+0j),(0.4970165100779695-4.590016211621008e-19j),(-0.37810443438588864+0j),(-0.7698931127830189+0j),(0.5141027441932218+5.893673356478298e-18j),0.9998909019349189
Case1,1.030835089459151,5.203262832508095,0.6234097936868408,(-0.3885102092233262+0j),(-0.7759087614141001+0j),(0.4970165100779695-4.590016211621008e-19j),(-0.37810443438588864+0j),(-0.7698931127830189+0j),(0.5141027441932218+5.893673356478298e-18j),0.9998909019349189
Case1,1.030835089459151,5.203262832508095,0.6234097936868408,(-0.3885102092233262+0j),(-0.7759087614141001+0j),(0.4970165100779695-4.590016211621008e-19j),(-0.37810443438588864+0j),(-0.7698931127830189+0j),(0.5141027441932218+5.893673356478298e-18j),0.9998909019349189
Case1,1.030835089459151,5.203262832508095,0.6234097936868408,(-0.3885102092233262+0j),(-0.7759087614141001+0j),(0.4970165100779695-4.590016211621008e-19j),(-0.37810443438588864+0j),(-0.7698931127830189+0j),(0.5141027441932218+5.893673356478298e-18j),0.9998909019349189
Case1Fin,0.9817477042468103,5.105088062083414,0.6234097936868408,(-0.3885102092233262+0j),(-0.7759087614141001+0j),(0.4970165100779695-4.590016211621008e-19j),(-0.37810443438588864+0j),(-0.7698931127830189+0j),(0.5141027441932218+5.893673356478298e-18j),0.9998908984270096
