Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17,18,19,20
Case2,1.8407769454627694,5.546874528994478,3.6938257446792044,(0.14693633513103613-5.551115123125783e-17j),(0.9533453885991396+0j),(-0.26370870947887803-1.6866719908863814e-17j),(0.17640945603766703+0j),(0.9474935402527186+0j),(-0.26671275747489837-1.174022314915033e-18j),(0.14693633513103613-5.4966207830887424e-17j),(0.9533453885991396+3.53567602817476e-18j),(-0.26370870947887803-1.784473750214702e-17j),(0.1571870285234258+0j),(0.9525744160356198+0j),(-0.2588018982843535-1.3516440966043433e-18j),0.01592847715043408,0.038329025622801965,1.832595714594046,2.9779680436659053,0.9997720167079891
Case2,1.8162332528565992,5.595961914206819,3.7060975909822895,(0.14693633513103613-5.551115123125783e-17j),(0.9533453885991396+0j),(-0.26370870947887803-1.6866719908863814e-17j),(0.11874217349494334+0j),(0.9627361676014222+0j),(-0.24298017990326387-1.7068876599829642e-18j),(0.11218433214429833-4.23523585867906e-17j),(0.9577224795267166+2.5454156801977377e-19j),(-0.26491947423799556-1.7014569782359727e-17j),(0.14757581476630519+0j),(0.9551148539270704+0j),(-0.2548464686890811-1.4404549874489986e-18j),0.011271185752996737,0.03351083004832785,1.8285050991596843,2.9881945822518095,0.9996718114163936
Case2,1.8407769454627694,1.423534171157875,1.6321555657609028,(0.14693633513103613-5.551115123125783e-17j),(0.9533453885991396+0j),(-0.26370870947887803-1.6866719908863814e-17j),(0.08268938899293381+0j),(0.9602222502879796+0j),(-0.2667127574748982-2.6061563874771344e-21j),(0.07112280010251151-2.7055292260345622e-17j),(0.9613658164934781-2.5111068800309415e-18j),(-0.2659272723573247-1.6314011047883518e-17j),(0.1345985296116309+0j),(0.9561363331992523+0j),(-0.2572197264462445-1.1528852212366944e-18j),0.021617733152151375,0.0134956479837917,1.8309594684203012,3.001693613185203,0.9989540239268409
Case2,1.8407769454627694,5.546874528994478,3.6938257446792044,(0.14693633513103613-5.551115123125783e-17j),(0.9533453885991396+0j),(-0.26370870947887803-1.6866719908863814e-17j),(0.17640945603766703+0j),(0.9474935402527186+0j),(-0.26671275747489837-1.174022314915033e-18j),(0.14693633513103613-5.4966207830887424e-17j),(0.9533453885991396+3.53567602817476e-18j),(-0.26370870947887803-1.784473750214702e-17j),(0.14156701734930358+0j),(0.9546958677081633+0j),(-0.2588018982843535-1.156408070183084e-18j),0.01162660808528071,0.038329025622801965,1.832595714594046,2.994330505403352,0.9997720167079891
Case2,1.8407769454627694,5.546874528994478,3.6938257446792044,(0.14693633513103613-5.551115123125783e-17j),(0.9533453885991396+0j),(-0.26370870947887803-1.6866719908863814e-17j),(0.17640945603766703+0j),(0.9474935402527186+0j),(-0.26671275747489837-1.174022314915033e-18j),(0.15267935496641494-5.701412137362752e-17j),(0.9525067101976088+4.1592065062878686e-18j),(-0.2634767192667467-1.8002376764694403e-17j),(0.14654450859049836+0j),(0.953666963785957+0j),(-0.25993202102585994-1.1589243908590768e-18j),0.004490090180373163,0.03197931759802364,1.8337644618610065,2.98907114270203,0.9997720167079891
Case2,1.8407769454627694,5.546874528994478,3.693825737228624,(0.14693633513103613-5.551115123125783e-17j),(0.9533453885991396+0j),(-0.26370870947887803-1.6866719908863814e-17j),(0.17640946309704403+0j),(0.9474935389383659+0j),(-0.2667127574748983-3.673162645862964e-18j),(0.19241997863161817-7.084525843668194e-17j),(0.9457956180282149+9.08921941622123e-18j),(-0.26162033701919085-1.92473539203851e-17j),(0.15027762790381657+0j),(0.952895285680008+0j),(-0.2607796130819897-1.4732041727345628e-18j),0.006720492088800378,0.02280085690043257,1.8346410223112268,2.9851266197447153,0.9997720179090263
Case2,1.8407769454627694,5.546874528994478,3.693825737228624,(0.14693633513103613-5.551115123125783e-17j),(0.9533453885991396+0j),(-0.26370870947887803-1.6866719908863814e-17j),(0.17640946309704403+0j),(0.9474935389383659+0j),(-0.2667127574748983-3.673162645862964e-18j),(0.19241997863161817-7.084525843668194e-17j),(0.9457956180282149+9.08921941622123e-18j),(-0.26162033701919085-1.92473539203851e-17j),(0.1531811651475085+0j),(0.9522950915976034+0j),(-0.26143885134786843-1.7176440030821629e-18j),0.00956498514901824,0.02280085690043257,1.8353227915502872,2.9820586574445818,0.9997720179090263
Case2,1.8162332528565992,5.595961914206819,3.7060975909822895,(0.14693633513103613-5.551115123125783e-17j),(0.9533453885991396+0j),(-0.26370870947887803-1.6866719908863814e-17j),(0.11874217349494334+0j),(0.9627361676014222+0j),(-0.24298017990326387-1.7068876599829642e-18j),(0.12382066204628961-4.661535095544024e-17j),(0.9563897267046576+1.2583820811290421e-18j),(-0.26455081610951187-1.7268666902432017e-17j),(0.149737265982252+0j),(0.9533391991979854+0j),(-0.25959298420340804-1.7165683687722432e-18j),0.0069228455278401435,0.03299555759671757,1.8334138376809181,2.9857402115010756,0.9996718114163936
Case2,1.8162332528565992,5.595961914206819,3.7060975909822895,(0.14693633513103613-5.551115123125783e-17j),(0.9533453885991396+0j),(-0.26370870947887803-1.6866719908863814e-17j),(0.11874217349494334+0j),(0.9627361676014222+0j),(-0.24298017990326387-1.7068876599829642e-18j),(0.11800857373047989-4.4490662770844305e-17j),(0.9570720669668411+7.44962184686518e-19j),(-0.2647395609989483-1.7138719815354917e-17j),(0.1469195303015876+0j),(0.9541934690528432+0j),(-0.2580827292670313-1.7156883043368541e-18j),0.006490865494998804,0.028157087782974557,1.8318519663332529,2.9887523920927523,0.9996718114163936
Case2,1.8162332528565992,5.595961914206819,3.7060975909822895,(0.14693633513103613-5.551115123125783e-17j),(0.9533453885991396+0j),(-0.26370870947887803-1.6866719908863814e-17j),(0.11874217349494334+0j),(0.9627361676014222+0j),(-0.24298017990326387-1.7068876599829642e-18j),(0.12382066204628961-4.661535095544024e-17j),(0.9563897267046576+1.2583820811290421e-18j),(-0.26455081610951187-1.7268666902432017e-17j),(0.14457141723436723+0j),(0.954905360598558+0j),(-0.2568241834867173-1.7149549173073632e-18j),0.010809415888247992,0.03299555759671757,1.830550406876865,2.9912625425858166,0.9996718114163936
Case2,1.8407769454627694,5.546874528994478,3.6938257446792044,(0.14693633513103613-5.551115123125783e-17j),(0.9533453885991396+0j),(-0.26370870947887803-1.6866719908863814e-17j),(0.17640945603766703+0j),(0.9474935402527186+0j),(-0.26671275747489837-1.174022314915033e-18j),(0.15267935496641494-5.701412137362752e-17j),(0.9525067101976088+4.1592065062878686e-18j),(-0.2634767192667467-1.8002376764694403e-17j),(0.14702049714231338+0j),(0.9543352205719551+0j),(-0.25758484302426976-1.6733447171233379e-18j),0.007197860438700965,0.03197931759802364,1.8313370636911652,2.9886665751941455,0.9997720167079891
Case2,1.8162332528565992,5.595961914206819,3.7060975909822895,(0.14693633513103613-5.551115123125783e-17j),(0.9533453885991396+0j),(-0.26370870947887803-1.6866719908863814e-17j),(0.11874217349494334+0j),(0.9627361676014222+0j),(-0.24298017990326387-1.7068876599829642e-18j),(0.11800857373047989-4.4490662770844305e-17j),(0.9570720669668411+7.44962184686518e-19j),(-0.2647395609989483-1.7138719815354917e-17j),(0.14500061688178692+0j),(0.954935288216917+0j),(-0.2565416528013407-1.675740641613311e-18j),0.010692674544563852,0.028157087782974557,1.8302582200601247,2.990824262538101,0.9996718114163936
Case2,1.8407769454627694,5.546874528994478,3.6938257446792044,(0.14693633513103613-5.551115123125783e-17j),(0.9533453885991396+0j),(-0.26370870947887803-1.6866719908863814e-17j),(0.17640945603766703+0j),(0.9474935402527186+0j),(-0.26671275747489837-1.174022314915033e-18j),(0.1641185962013269-6.10584113432319e-17j),(0.9507379671584619+5.4687878166863335e-18j),(-0.2629874601274766-1.8333332478818556e-17j),(0.14709453949217896+0j),(0.9544391716859705+0j),(-0.2572197264462446-1.642292753166759e-18j),0.007740970480607123,0.019260592463234916,1.830959468420301,2.988603642801834,0.9997720167079891
Case2,1.8407769454627694,5.546874528994478,3.6938257446792044,(0.14693633513103613-5.551115123125783e-17j),(0.9533453885991396+0j),(-0.26370870947887803-1.6866719908863814e-17j),(0.17640945603766703+0j),(0.9474935402527186+0j),(-0.26671275747489837-1.174022314915033e-18j),(0.15267935496641494-5.701412137362752e-17j),(0.9525067101976088+4.1592065062878686e-18j),(-0.2634767192667467-1.8002376764694403e-17j),(0.14892672177627198+0j),(0.9540050697213922+0j),(-0.25781304088553547-1.6130258507760261e-18j),0.008545736360830974,0.03197931759802364,1.8315730607354554,2.9866606005326,0.9997720167079891
Case2,1.8162332528565992,5.595961914206819,3.7060975909822895,(0.14693633513103613-5.551115123125783e-17j),(0.9533453885991396+0j),(-0.26370870947887803-1.6866719908863814e-17j),(0.11874217349494334+0j),(0.9627361676014222+0j),(-0.24298017990326387-1.7068876599829642e-18j),(0.1296200348500717-4.872582739118791e-17j),(0.9556756671657627+1.79449131852737e-18j),(-0.26435329722313033-1.740432899765993e-17j),(0.1471511601126644+0j),(0.9545186637143352+0j),(-0.2569405196512842-1.6185471336705518e-18j),0.008156289924417692,0.03931147105301305,1.8306707190955227,2.9885555180312426,0.9996718114163936
Case2,1.8407769454627694,5.546874528994478,3.6938257446792044,(0.14693633513103613-5.551115123125783e-17j),(0.9533453885991396+0j),(-0.26370870947887803-1.6866719908863814e-17j),(0.17640945603766703+0j),(0.9474935402527186+0j),(-0.26671275747489837-1.174022314915033e-18j),(0.1698137846461078-6.305376303460637e-17j),(0.9498084274610683+6.154075780135027e-18j),(-0.26273033640616794-1.8506447197488214e-17j),(0.14877662099738678+0j),(0.9541283790775787+0j),(-0.2574834217525961-1.5938513104063563e-18j),0.008848564071071707,0.012892988042369047,1.8312321761159254,2.9868310429458456,0.9997720167079891
