Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17,18,19
Case1,1.2026409377023426,4.859651136021712,0.6062292073724054,(-0.7045129596026906+0j),(-0.6161911380796757+0j),(0.35209369648423366+1.0099139559161857e-17j),(-0.6804359081025+0j),(-0.6383435890194287+0j),(0.3598950365349882+5.685615790436834e-18j),(0.923778050072096+0j),(0.8408564388996626+0j),(0.9595570593868823+0j),(-0.6804359081025+0j),(-0.6383435890194287+0j),(0.3598950365349882+5.685615790436834e-18j),0.05403084249069806,1.2026409377023426,5.465880343394117,0.9997171798838032
Case1,1.2517283229146832,4.76147636559703,0.6013204703412875,(-0.7045129596026906+0j),(-0.6161911380796757+0j),(0.35209369648423366+1.0099139559161857e-17j),(-0.7556695672253257+0j),(-0.574949798599679+0j),(0.3136817403988914-5.166092976605804e-18j),(0.6097701801843715+0j),(1.0531964727092031+0j),(1.1742489625649437+0j),(-0.7180527376639129+0j),(-0.6066466938095538+0j),(0.3367883884669398+2.597614069155151e-19j),0.03838953034863807,1.2271846303085128,5.414338589666217,0.9985516691968904
Case1,1.1290098598838318,4.908738521234052,0.6037748381117884,(-0.7045129596026906+0j),(-0.6161911380796757+0j),(0.35209369648423366+1.0099139559161857e-17j),(-0.6297347432801144+5.551115123125783e-17j),(-0.6485605562996803+0j),(0.4275550934302823+1.578352612975422e-18j),(0.9534683734597125+0j),(0.9194204844477712+0j),(0.6270473207503706+0j),(-0.6886134062026468+1.850371707708594e-17j),(-0.6206179813062627+0j),(0.36704395678805396+6.99291808935484e-19j),0.03527665693045101,1.1944597068336191,5.4470635128927585,0.9969165236183296
Case1,1.0799224746714913,4.81056375080937,0.5890486240382024,(-0.7045129596026906+0j),(-0.6161911380796757+0j),(0.35209369648423366+1.0099139559161857e-17j),(-0.6817343555504629+0j),(-0.5594849282795705+0j),(0.4713967368259978-8.949748338936346e-19j),(1.0254776815233368+0j),(0.8762816324719191+0j),(0.687139695733765+0j),(-0.6868936435396008+1.3877787807814457e-17j),(-0.6053347180495896+0j),(0.3931321517975399+3.007251482282044e-19j),0.06951419140648213,1.165825398793087,5.435200728381462,0.9955080913637975
Case1,1.3744467859455345,4.81056375080937,0.6185010551656066,(-0.7045129596026906+0j),(-0.6161911380796757+0j),(0.35209369648423366+1.0099139559161857e-17j),(-0.7395057076681584-5.551115123125783e-17j),(-0.644260098548606+0j),(0.1950903220161283+1.0261318718419232e-17j),(0.9567263103308795+0j),(0.6359439336686803+0j),(1.8901253857078935+0j),(-0.6974160563653125+0j),(-0.6131197941493929+0j),(0.35352378584125765+2.29284386226641e-18j),0.011598336524684949,1.2075496762235765,5.433973543900165,0.9933344190798561
Case1Fin,1.2026409377023426,5.448699758569798,0.6185010551656066,(-0.7045129596026906+0j),(-0.6161911380796757+0j),(0.35209369648423366+1.0099139559161857e-17j),(-0.7395057076681584-5.551115123125783e-17j),(-0.644260098548606+0j),(0.1950903220161283+1.0261318718419232e-17j),(-0.6974160563653125+0j),(-0.6131197941493929+0j),(0.35352378584125765+2.29284386226641e-18j),(-0.6974160563653125+0j),(-0.6131197941493929+0j),(0.35352378584125765+2.29284386226641e-18j),0.011598336524684949,1.2075496762235765,5.433973543900165,0.9999951307216765
Case2,1.6935147898257479,0.7363107781851077,0.24298255829120166,(0.04502309749998509+0j),(-0.993656307326517+6.938893903907228e-18j),(-0.10305369280980242-4.834030465927434e-18j),(0.8238607707256398+5.551115123125783e-17j),(-0.5534158084628833+0j),(-0.12241067519921606+1.868793693188347e-18j),(0.7354628656888568+0j),(1.8924516505549824+0j),(0.8989891584137119+0j),(0.8238607707256398+5.551115123125783e-17j),(-0.5534158084628833+0j),(-0.12241067519921606+1.868793693188347e-18j),1.2384351544787018,1.6935147898257479,0.9792933364763093,0.799806375968587
Case2,1.718058482431918,5.595961914206819,0.7314020411539899,(0.04502309749998509+0j),(-0.993656307326517+6.938893903907228e-18j),(-0.10305369280980242-4.834030465927434e-18j),(0.04368626698621883+5.551115123125783e-17j),(-0.9882113528708896+0j),(-0.14673047445536153-3.2056281210119114e-19j),(2.081108089203828+0j),(0.9234975699529019+0j),(0.6802652167597442+0j),(0.4337735188559293+5.551115123125783e-17j),(-0.7708135806668864+0j),(-0.1345705748272888+7.741154405435779e-19j),0.6431100300330611,1.705786636128833,0.5117359923287657,0.9995152287620721
Case2,1.6444274046134073,5.64504929941916,0.7289476718933728,(0.04502309749998509+0j),(-0.993656307326517+6.938893903907228e-18j),(-0.10305369280980242-4.834030465927434e-18j),(0.09044117853434219+0j),(-0.993181075236389+0j),(-0.07356456359966757-6.223943611010791e-19j),(0.926955264621545+0j),(0.9905175976432561+0j),(1.398336822301343+0j),(0.3193294054154002+3.700743415417188e-17j),(-0.8449360788567205+0j),(-0.11423523775141504+3.086121733286922e-19j),0.4342080813268242,1.6853335589570244,0.3714278829301592,0.9992668425232839
Case2,1.6689710972195777,5.595961914206819,0.7264933026327558,(0.04502309749998509+0j),(-0.993656307326517+6.938893903907228e-18j),(-0.10305369280980242-4.834030465927434e-18j),(0.039070770497186456-5.551115123125783e-17j),(-0.9944174752559265+0j),(-0.09801714032956077+8.575218113716081e-19j),(1.2635111456132537+0j),(0.7590848176497162+0j),(0.9651317480752121+0j),(0.2492647466858468+1.3877787807814457e-17j),(-0.882306427956522+0j),(-0.11018071339595148+4.4583958283942125e-19j),0.32271854914200576,1.6812429435226628,0.2883883896126165,0.9999846693666364
