Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17,18,19
Case1,0.9326603190344698,1.9634954084936207,0.28961557424292517,(0.6156460588308486+0j),(0.45415790636752174+0j),(0.6439879861689292-5.1369489893120186e-18j),(0.6233815719832655+0j),(0.5064955620130385+0j),(0.5956993044924334+1.9632583233942604e-17j),(0.9+0j),(0.8+0j),(1+0j),(0.6233815719832655+0j),(0.5064955620130385+0j),(0.5956993044924334+1.9632583233942604e-17j),0.10836185047442948,0.9326603190344698,2.253110982736546,0.9987172982820565
Case1,0.8835729338221293,1.7671458676442586,0.26507188163675494,(0.6156460588308486+0j),(0.45415790636752174+0j),(0.6439879861689292-5.1369489893120186e-18j),(0.6921694489430309+2.7755575615628914e-17j),(0.34416074000089736+0j),(0.6343932841636457+1.1760629145264192e-17j),(0.6+0j),(0.9+0j),(0.7+0j),(0.6577755104631482+1.3877787807814457e-17j),(0.4253281510069679+0j),(0.6150462943280395+1.56966061896034e-17j),0.09990089883374315,0.9081166264282996,2.1426643660087796,0.9954881990070036
Case1,1.1535535524900022,1.6198837120072371,0.2773437279398401,(0.6156460588308486+0j),(0.45415790636752174+0j),(0.6439879861689292-5.1369489893120186e-18j),(0.8659328883577633+0j),(0.2931547548375956+0j),(0.40524131400498986+1.3702763484603111e-17j),(0.7+0j),(1.6+0j),(1.7+0j),(0.7271613030946865+9.25185853854297e-18j),(0.38127035228384376+0j),(0.5451113008870229+1.50319919546033e-17j),0.28327948362942224,0.9899289351155338,2.0608520573215454,0.9636086391381798
Case1,0.859029241215959,1.9144080232812801,0.27734372793984,(0.6156460588308486+0j),(0.45415790636752174+0j),(0.6439879861689292-5.1369489893120186e-18j),(0.6158553328775034-2.7755575615628914e-17j),(0.44055356790522127+0j),(0.653172842953777-6.7123008418513956e-18j),(0.9+0j),(0.9+0j),(0.9+0j),(0.6993348105403907+0j),(0.39609115618918816+0j),(0.5721266864037114+9.595918755489627e-18j),0.21361680165309344,0.9572040116406402,2.0935769807964393,0.999932639494859
Case1,1.055378782065321,2.110757564130642,0.31661363461959635,(0.6156460588308486+0j),(0.45415790636752174+0j),(0.6439879861689292-5.1369489893120186e-18j),(0.5699325108978279+0j),(0.6574407236537056+0j),(0.4928981922297839-7.195905698403516e-18j),(0.9+0j),(0.6+0j),(1.1+0j),(0.6734543506118782+0j),(0.44836106968209166+0j),(0.556280987568926+6.237553864710999e-18j),0.1513121270664629,0.9768389657255764,2.1603358243871993,0.9834395708235404
Case1Fin,0.859029241215959,2.2089323345553233,0.31661363461959635,(0.6156460588308486+0j),(0.45415790636752174+0j),(0.6439879861689292-5.1369489893120186e-18j),(0.5699325108978279+0j),(0.6574407236537056+0j),(0.4928981922297839-7.195905698403516e-18j),(0.6734543506118782+0j),(0.44836106968209166+0j),(0.556280987568926+6.237553864710999e-18j),(0.6734543506118782+0j),(0.44836106968209166+0j),(0.556280987568926+6.237553864710999e-18j),0.1513121270664629,0.9768389657255764,2.1603358243871993,0.9968713569005038
Case2,1.2762720155208536,3.6324665057131984,0.4908738536135213,(-0.7732147678307975+0j),(0.5962841764596276+0j),(0.21583350924318928-1.1410727990562174e-17j),(-0.795666810740144+0j),(0.5316475641229635+0j),(0.2902846772544624+3.235269386924331e-17j),(1.2+0j),(1.4+0j),(0.9+0j),(-0.795666810740144+0j),(0.5316475641229635+0j),(0.2902846772544624+3.235269386924331e-17j),0.16153982325728372,1.2762720155208536,4.12334035932672,0.9974437713322927
Case2,1.3989904785517047,3.3870295796514958,0.4786020073104362,(-0.7732147678307975+0j),(0.5962841764596276+0j),(0.21583350924318928-1.1410727990562174e-17j),(-0.6526634567251474+0j),(0.7381073396512816+0j),(0.1709618887603015+1.9432605507708193e-18j),(1.3+0j),(0.9+0j),(1.4+0j),(-0.7241651337326457+0j),(0.6348774518871225+0j),(0.23062328300738194+1.7147977210007064e-17j),0.10243268328983934,1.337631247036279,3.994485973144326,0.9908350397835461
Case2,1.325359400733194,3.6324665057131984,0.4957825921347554,(-0.7732147678307975+0j),(0.5962841764596276+0j),(0.21583350924318928-1.1410727990562174e-17j),(-0.8091872027566767+0j),(0.5349548607770588+0j),(0.24298017990326387+1.9509318798113552e-17j),(1+0j),(1.2+0j),(1+0j),(-0.7525058234073226+0j),(0.6015699215171013+0j),(0.2347422486393426+1.7935091072709226e-17j),0.04490342887710183,1.3335406316019174,4.039073681378869,0.9985519475745835
Case2,1.4480778637640452,3.5833791205008576,0.5031456999166064,(-0.7732147678307975+0j),(0.5962841764596276+0j),(0.21583350924318928-1.1410727990562174e-17j),(-0.804362183800252+0j),(0.5813923837386948+0j),(0.12241067519921628-8.700798326662161e-18j),(1+0j),(1.1+0j),(2.1+0j),(-0.765469913505555+0j),(0.5965255370724997+0j),(0.206659355279311+1.127611872286638e-17j),0.01716036890199274,1.3621749396424492,4.050936466138518,0.9975200648377223
