Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17,18,19
Case1,1.9880391010997909,2.3071071049800045,2.1475731104904785,(-0.7514402407923529+5.551115123125783e-17j),(0.2945867586746714+0j),(-0.5903864887778867-1.3470903912201057e-18j),(-0.8840193251009667+2.7755575615628914e-17j),(0.23300066581780488+0j),(-0.4052413140049898-1.93052257731188e-17j),(-0.8884865562820174+1.41640402648737e-17j),(0.20488997663313357+1.1869531944613264e-17j),(-0.41062359501299445-2.4724860817796284e-17j),(-0.8840193251009667+2.7755575615628914e-17j),(0.23300066581780488+0j),(-0.4052413140049898-1.93052257731188e-17j),0.37931035193837714,0.037960209696174474,1.9880391010997909,4.454680215470483
Case1,2.3316507975861747,2.012582793705961,2.1721168030966487,(-0.7514402407923529+5.551115123125783e-17j),(0.2945867586746714+0j),(-0.5903864887778867-1.3470903912201057e-18j),(-0.6257298235124303+0j),(0.3646862009053972+0j),(-0.689540544737067-2.1980873296667194e-17j),(-0.6233697649334861+2.885184131455221e-17j),(0.34911335885170663+9.63180613966525e-18j),(-0.6996642043423759-2.0899701962983477e-17j),(-0.7548745743066985+1.3877787807814457e-17j),(0.298843433361601+0j),(-0.5473909293710284-2.0643049534892997e-17j),0.05068656760813345,0.028056562182870393,2.1598449493429825,4.319689906136546
Case1,2.454369260617026,1.8653206380689396,2.159844956793563,(-0.7514402407923529+5.551115123125783e-17j),(0.2945867586746714+0j),(-0.5903864887778867-1.3470903912201057e-18j),(-0.49039264320013726-2.7755575615628914e-17j),(0.40245483533822635+0j),(-0.7730104533627371+4.144247070679108e-18j),(-0.49483863668235106+2.8286760235767146e-17j),(0.3879827087608125+6.482959700791743e-18j),(-0.7775629500876275-1.4766785897441754e-17j),(-0.6667139306045113+0j),(0.3333805673538094+0j),(-0.6225974373682646-1.2380617333035628e-17j),0.15573106745735749,0.023470623436750382,2.2580197197676637,4.221515135711865
Case1,2.1353012567368124,2.2089323345553233,2.1721168030966487,(-0.7514402407923529+5.551115123125783e-17j),(0.2945867586746714+0j),(-0.5903864887778867-1.3470903912201057e-18j),(-0.7988997222216879+0j),(0.2748395541934446+0j),(-0.5349976198870972-7.55430130781453e-18j),(-0.7815446259954171+2.3025463752237387e-17j),(0.278535060387782+1.2370166899159148e-17j),(-0.5582169987670192-2.6064957363331385e-17j),(-0.6997603785088055+0j),(0.3187453140637182+0j),(-0.6006974829979728-1.1174038326730353e-17j),0.08614941189268038,0.04426997330054916,2.2273401040099507,4.261398636196892
Case1,2.3316507975861747,2.012582793705961,2.1721168030966487,(-0.7514402407923529+5.551115123125783e-17j),(0.2945867586746714+0j),(-0.5903864887778867-1.3470903912201057e-18j),(-0.6257298235124303+0j),(0.3646862009053972+0j),(-0.689540544737067-2.1980873296667194e-17j),(-0.6233697649334861+2.885184131455221e-17j),(0.34911335885170663+9.63180613966525e-18j),(-0.6996642043423759-2.0899701962983477e-17j),(-0.6849542675095305+0j),(0.327933491432054+0j),(-0.6184660953457917-1.3335405320717722e-17j),0.1279123126081101,0.028056562182870393,2.2482022427251955,4.246058828318036
Case1,2.110757564130642,2.2580197197676637,2.1843886419491527,(-0.7514402407923529+5.551115123125783e-17j),(0.2945867586746714+0j),(-0.5903864887778867-1.3470903912201057e-18j),(-0.8266583052662533-1.3877787807814457e-17j),(0.22876716273828446+0j),(-0.5141027441932216+5.9282313723278805e-18j),(-0.8286864334453132+1.9652436207637558e-17j),(0.24989965129538574+1.253442736641499e-17j),(-0.500828273269522-2.626321025268024e-17j),(-0.7085716071356508-2.3129646346357427e-18j),(0.3114057699830924+0j),(-0.6010722034870299-1.0124799205210121e-17j),0.07037335967426639,0.03643508765986084,2.22529479629277,4.278783750551166
Case1,2.2089323345553233,2.1598449493429825,2.1843886419491527,(-0.7514402407923529+5.551115123125783e-17j),(0.2945867586746714+0j),(-0.5903864887778867-1.3470903912201057e-18j),(-0.7493868428412682-2.7755575615628914e-17j),(0.2890704038874048+0j),(-0.5956993044924334-1.6524293892159242e-17j),(-0.7514402407923529+2.476371278442082e-17j),(0.2945867586746714+1.205390360789268e-17j),(-0.5903864887778867-2.550452998269192e-17j),(-0.7144023550935962-5.9476233462061954e-18j),(0.3082150033979942+0j),(-0.6003046464878018-1.103901273191714e-17j),0.06058428813199468,0.01288256845289798,2.222957301758849,4.288133727799876
Case1,2.1353012567368124,2.2089323345553233,2.1721168030966487,(-0.7514402407923529+5.551115123125783e-17j),(0.2945867586746714+0j),(-0.5903864887778867-1.3470903912201057e-18j),(-0.7988997222216879+0j),(0.2748395541934446+0j),(-0.5349976198870972-7.55430130781453e-18j),(-0.7815446259954171+2.3025463752237387e-17j),(0.278535060387782+1.2370166899159148e-17j),(-0.5582169987670192-2.6064957363331385e-17j),(-0.7249645259846077-5.204170427930421e-18j),(0.3040430722474255+0j),(-0.5921412681627137-1.0603423803904313e-17j),0.0376868077653264,0.04426997330054916,2.2120002961310945,4.299748154031388
Case1,2.061670178918302,2.2580197197676637,2.159844956793563,(-0.7514402407923529+5.551115123125783e-17j),(0.2945867586746714+0j),(-0.5903864887778867-1.3470903912201057e-18j),(-0.8439460327022986-2.7755575615628914e-17j),(0.2560082232973223+0j),(-0.47139673682599764-5.4782437136973735e-19j),(-0.8471681189899163+1.8104442379661786e-17j),(0.2372249378859508+1.2454894190811122e-17j),(-0.47542665786858623-2.6045857316589337e-17j),(-0.7381846933976844-7.709882115452476e-18j),(0.2987058668085251+0j),(-0.5787252091253008-9.486134978067137e-18j),0.02903593518110814,0.026035300936875755,2.1952969497741175,4.312872212090259
Case1,2.2089323345553233,2.1598449493429825,2.1843886419491527,(-0.7514402407923529+5.551115123125783e-17j),(0.2945867586746714+0j),(-0.5903864887778867-1.3470903912201057e-18j),(-0.7493868428412682-2.7755575615628914e-17j),(0.2890704038874048+0j),(-0.5956993044924334-1.6524293892159242e-17j),(-0.7514402407923529+2.476371278442082e-17j),(0.2945867586746714+1.205390360789268e-17j),(-0.5903864887778867-2.550452998269192e-17j),(-0.7393049083420429-9.71445146547012e-18j),(0.2977423205164131+0j),(-0.5804226186620142-1.0189950869476349e-17j),0.02525476440792429,0.01288256845289798,2.1966604882522383,4.3160083500104465
