x,fun,jac,nfev,nit,status,message,success
[1.1237806  0.82996809],0.9537748057387261,[ 1.51246521 -0.05681922],93,1,1,Converged (|f_n-f_(n-1)| ~= 0),True
[1.1237806  0.82996809],0.9537748057387261,[ 1.51246521 -0.05681922],93,1,1,Converged (|f_n-f_(n-1)| ~= 0),True
[1.1237806  0.82996809],0.9537748054025714,[ 1.34034781 -0.22893658],150,2,1,Converged (|f_n-f_(n-1)| ~= 0),True
[1.1237806  0.82996809],0.9537748054025714,[ 1.34034781 -0.22893658],150,2,1,Converged (|f_n-f_(n-1)| ~= 0),True
[1.1237806  0.82996809],0.9537748054025714,[ 1.34034781 -0.22893658],150,2,1,Converged (|f_n-f_(n-1)| ~= 0),True
