Al,Ap,Xtau,XN,Ztau,ZN,fun,xx,yy,zz,fev,11
3.7901218937578998,1.0041275091108022,1.6976268992714165,9.0,1.2421135719505794,9.0,0.052239896179429327,0.023814301904932913,0.010244965636236017,0.97327722001371,1280,fail
1.22603493596828,1.3265960760982622,1.4102432466662875,9.0,0.7551875,1.0,0.19172989199731957,0.11055753879517675,0.4104465357299344,0.8855027751325285,5806,fail
2.460404871781501,1.7393541150022849,4.3307899570975,13.0,2.9425360675025933,1.0,0.09726160527673965,0.18781308363245056,0.3975911847021664,0.9724468150840299,3273,fail
2.339924112219101,1.4575592490883182,2.0006374061453176,9.0,1.4748759752655058,9.0,0.12390977673669923,0.15200721607293416,0.09554964559704145,0.948888245938283,1414,fail
3.8776438905706723,1.5929131180317049,0.34573934239916715,15.0,0.23267320815007916,3.0,0.05572631470108352,0.0536352485101511,0.0011595191483367642,0.9949198662175955,1961,fail
3.0721932635702762,0.8806602060666976,4.057194411433105,9.0,2.6426564764168763,5.0,0.06055209918203777,0.02441049095170785,0.4618217826077764,0.974714719568822,2340,fail
4.09701990685852,1.856055194212748,0.3183477799965868,11.0,0.22434058608184002,15.0,0.06557053003552045,0.060173441959385135,0.001328984984389714,0.9927584316378899,2728,fail
4.989546653599882,1.4285194234139755,3.91266607141339,9.0,3.128,9.0,0.07418811207511766,0.037330438112154946,0.08087326770299486,0.9897771068682553,1615,fail
1.5033732173275989,0.35432816999785244,4.08,17.0,2.958,9.0,0.05005433042994235,0.011988829232676211,0.07749109411954214,0.9736978953665302,1725,fail
1.2430497510881067,1.8234747351674565,3.238579560686421,15.0,1.631117502346041,3.0,0.06592560820721331,0.08974348789695541,0.22477448234664954,0.9952449536247638,19889,fail
4.241052948453489,0.48333415150444675,2.925,17.0,2.1206250000000004,9.0,0.185063427140971,0.011622433923603789,0.01992791643350681,0.8293386582884876,1663,fail
4.515142137033001,1.1272351927074045,4.098736951862498,9.0,2.971053923225957,9.0,0.05129440474650519,0.024081012495374136,0.04834756484237576,0.9794116106113961,7079,fail
2.918607701753345,1.6560943056607416,2.6070503709752506,9.0,1.7274032255827072,5.0,0.07068235071644227,0.13954379529390837,0.3930356337932434,0.9908260975057525,1651,fail
4.7165281935751135,0.5045389057232808,4.025,17.0,2.9181250000000007,9.0,0.16811515261247295,0.007680280765523625,0.020418924556892065,0.8439279497841924,3241,fail
4.828137352295876,0.45647561099692496,3.9792988794852735,17.0,3.182476439753371,5.0,0.31969205668442463,0.0064009176798802275,0.013441522934026784,0.6849787203933894,2486,fail
3.061988892431252,0.4186958305100709,4.07,17.0,2.6455,5.0,0.12242917435001574,0.041050789442321114,0.3210872189960057,0.8943765235559766,2141,fail
4.866853694200475,1.808456722837776,0.2971681998323653,11.0,0.2046743810755993,15.0,0.0564649449207148,0.05566859710789325,0.0011816695924990218,0.9947636480017996,2392,fail
0.3311533633885613,1.253612479686917,4.842225649066275,9.0,2.8261699359125316,9.0,0.13847071382118076,0.10844624913941722,0.12096856230988212,0.9634677195229665,4323,fail
2.424528600487382,1.647471795292884,4.35272094445533,9.0,2.521160149501401,9.0,0.1125215998230812,0.16033388167516133,0.3907783152620354,0.9828942788252438,6446,fail
3.9477113871056435,1.4299142150053918,2.997664443567297,9.0,2.012220624824543,1.0,0.06843986818835196,0.024544313525283957,0.07670455683296074,0.9945330958814667,1668,fail
3.091157309322966,0.3748362457473405,4.055,17.0,2.331625,9.0,0.2569614908092802,0.08129384715746112,0.21929858787854176,0.7708506009135491,2451,fail
0.49066403100368433,1.6372255827210962,3.665998532125889,17.0,2.606230863144876,1.0,0.07414827995562094,0.1775915983480879,0.2946332805366392,0.9820908139099703,7752,fail
3.279949458009031,0.38421964196869346,1.8056717687442136,17.0,1.3092967687442139,9.0,0.2551310415533803,0.010245953904661972,0.06653703107485567,0.7678894158788436,1224,fail
1.1185596161250855,1.3202785105174377,1.4195951241665086,17.0,1.1400000000000001,9.0,0.08581621672622222,0.15764981219736113,0.3212992683505755,0.967519872794434,6572,fail
3.993324608790042,1.6490876901079228,4.971027123813176,9.0,2.8761240645021706,9.0,0.05311511933036432,0.08669259174282642,0.21394700168755224,0.995292779878848,4065,fail
4.231751378433434,0.41981087291441826,2.9296636055799548,17.0,1.684413605579955,9.0,0.2731836958956441,0.01830572324003581,0.011002717139856344,0.7353207593876268,1606,fail
4.16747977385526,1.8683795799426615,0.3347582901780999,15.0,0.22027617930891089,3.0,0.06265558619978254,0.05998483935830588,0.0012751163128894502,0.9936865558463538,2184,fail
3.3345893876413855,0.34077857562774433,1.79,17.0,1.02925,1.0,0.37849456862429853,0.004384723465252026,0.000702238771485536,0.6321815283200765,1000,fail
1.875621821255832,1.2995371330906351,3.8630099572015637,9.0,2.2011503809497026,9.0,0.06506720678469136,0.04922288645640824,0.18815219598064264,0.9896999023530233,3405,fail
3.5106303399794667,0.40126143348050425,1.7560664316480057,17.0,1.0071353674052848,17.0,0.22812692943616344,0.010126352102252423,0.0007077677175782102,0.781623136027393,993,fail
0.444833828152531,0.7831437433090657,2.6552448603033656,9.0,1.95469473683962,9.0,0.05401068088975464,0.09262547936611572,0.025088492860853406,0.994870120805962,3081,fail
1.9359820202259919,1.508203420559747,2.108707977121449,9.0,1.242466822735821,1.0,0.07385467394105319,0.13154755429993353,0.03515709926053086,0.9910460603196632,1607,fail
0.48760848113828953,1.2752874308418258,3.6675919567472066,9.0,2.4227203540177022,5.0,0.06887662697413689,0.1532945064434561,0.37865651665636635,0.9878936533949239,6767,fail
4.908563038690398,0.523426909443229,3.9499999999999997,17.0,2.86375,9.0,0.18996854227474363,0.006848740113311644,0.022320024812159944,0.8233114765819828,2705,fail
4.990426507676052,0.37355169805034477,3.92,17.0,2.842,9.0,0.5110944552631649,0.0025520014130289096,0.009992070855072664,0.4943409935820328,2255,fail
4.009431636382565,0.3561852015048998,1.6667637226140253,17.0,1.2088887226140252,1.0,0.42278219420208685,0.004576003640266609,0.00698739402546383,0.5867327015669481,1347,fail
2.9249465792225893,1.637546133052655,2.6060680928593603,9.0,1.7249644182660928,5.0,0.0692958055635065,0.1460844637546448,0.4594980101536067,0.9915560377996373,2850,fail
4.316834805435651,0.34767071591258336,2.9050000000000002,17.0,1.6703750000000002,9.0,0.47066030382825486,0.012213450169048613,0.00615675782325803,0.5350362122119162,1554,fail
