Case,Theta,Phi,timeErr,init,trace,cost,7
Case1,0.2945243112740431,3.9269908169872414,2.110757571581223,"[(-0.06685042295299763+0j), (-0.2743686930123818+0j), (0.9592980982185272+4.1462766110241306e-19j)]","[(-0.07053342100447695+0j), (-0.2815852097858348+0j), (0.9569403357322089-4.6028742417063835e-18j)]","[(-0.06922795364119443+2.752657568218874e-20j), (-0.2743241068286594+1.0907737251927871e-19j), (0.9591422078332863+3.3183985687269166e-20j)]",0.010768443993993626
Case1,0.2945243112740431,3.9269908169872414,2.110757564130642,"[(-0.06685042295299763+0j), (-0.2743686930123818+0j), (0.9592980982185272+4.1462766110241306e-19j)]","[(-0.07053342310245024+0j), (-0.2815852092603198+0j), (0.9569403357322089-6.940045078852117e-18j)]","[(-0.0706241064508677+2.8076207628049666e-20j), (-0.27429719498395094+1.0904527342259084e-19j), (0.9590481137106481+3.325554708505196e-20j)]",0.009486475603225533
Case1,0.2945243112740431,3.9269908169872414,2.110757571581223,"[(-0.06685042295299763+0j), (-0.2743686930123818+0j), (0.9592980982185272+4.1462766110241306e-19j)]","[(-0.07053342100447695+0j), (-0.2815852097858348+0j), (0.9569403357322089-4.6028742417063835e-18j)]","[(-0.0697137732934047+2.771786828166814e-20j), (-0.27431480356182153+1.090662753375532e-19j), (0.9591096800470919+3.3208726533175317e-20j)]",0.010259399822426754
Case1,0.2945243112740431,3.9269908169872414,2.110757564130642,"[(-0.06685042295299763+0j), (-0.2743686930123818+0j), (0.9592980982185272+4.1462766110241306e-19j)]","[(-0.07053342310245024+0j), (-0.2815852092603198+0j), (0.9569403357322089-6.940045078852117e-18j)]","[(-0.0713986019529862+2.838096607675025e-20j), (-0.2742820331532493+1.0902719192611416e-19j), (0.9589951021399842+3.329585427411108e-20j)]",0.01022312136538174
Case1,0.2945243112740431,3.9269908169872414,2.110757571581223,"[(-0.06685042295299763+0j), (-0.2743686930123818+0j), (0.9592980982185272+4.1462766110241306e-19j)]","[(-0.07053342100447695+0j), (-0.2815852097858348+0j), (0.9569403357322089-4.6028742417063835e-18j)]","[(-0.06258365956586882+2.490655523798046e-20j), (-0.2744447846188026+1.092213883831701e-19j), (0.9595641436354749+3.286282005607882e-20j)]",0.01771399608136462
Case1,0.2945243112740431,3.9269908169872414,2.110757571581223,"[(-0.06685042295299763+0j), (-0.2743686930123818+0j), (0.9592980982185272+4.1462766110241306e-19j)]","[(-0.07053342100447695+0j), (-0.2815852097858348+0j), (0.9569403357322089-4.6028742417063835e-18j)]","[(-0.06348251192059803+2.5261399391412182e-20j), (-0.2744291736947766+1.092027513030658e-19j), (0.959509561862441+3.2904391105816965e-20j)]",0.016776172877627463
Case1,0.2945243112740431,3.9269908169872414,2.110757571581223,"[(-0.06685042295299763+0j), (-0.2743686930123818+0j), (0.9592980982185272+4.1462766110241306e-19j)]","[(-0.07053342100447695+0j), (-0.2815852097858348+0j), (0.9569403357322089-4.6028742417063835e-18j)]","[(-0.06404050442154717+2.5481618959919818e-20j), (-0.27441937024937935+1.0919104855712354e-19j), (0.9594752852603174+3.293049336337391e-20j)]",0.016193707219952058
Case1,0.2945243112740431,3.9269908169872414,2.110757571581223,"[(-0.06685042295299763+0j), (-0.2743686930123818+0j), (0.9592980982185272+4.1462766110241306e-19j)]","[(-0.07053342100447695+0j), (-0.2815852097858348+0j), (0.9569403357322089-4.6028742417063835e-18j)]","[(-0.0690564060820998+2.7459019066842374e-20j), (-0.2743273762836298+1.0908127259002562e-19j), (0.9591536391008295+3.3175290365814e-20j)]",0.010948153365661045
Case1,0.2945243112740431,3.9269908169872414,2.110757571581223,"[(-0.06685042295299763+0j), (-0.2743686930123818+0j), (0.9592980982185272+4.1462766110241306e-19j)]","[(-0.07053342100447695+0j), (-0.2815852097858348+0j), (0.9569403357322089-4.6028742417063835e-18j)]","[(-0.06504031624597952+2.5876088893699166e-20j), (-0.2744015889452675+1.0916982447112495e-19j), (0.9594131150067396+3.2977829685375606e-20j)]",0.015149506446053757
Case1,0.2945243112740431,3.9269908169872414,2.110757564130642,"[(-0.06685042295299763+0j), (-0.2743686930123818+0j), (0.9592980982185272+4.1462766110241306e-19j)]","[(-0.07053342310245024+0j), (-0.2815852092603198+0j), (0.9569403357322089-6.940045078852117e-18j)]","[(-0.07178947413084862+2.853473257483256e-20j), (-0.2742743181755283+1.0901799206689246e-19j), (0.9589681276212286+3.331636158573456e-20j)]",0.010594734002209616
Case2,2.3316507975861747,2.012582793705961,2.1721168030966487,"[(-0.628792263802998+0j), (0.34879677859080077+0j), (-0.6949540245413224-2.8658525206394963e-18j)]","[(-0.6257298235124303+0j), (0.3646862009053972+0j), (-0.689540544737067-2.1980873296667194e-17j)]","[(-0.6263826768579008+1.2537665476454445e-18j), (0.34966807218241885-6.998950448009338e-19j), (-0.6966900181777843-1.4785178062530464e-18j)]",0.022820462888340776
Case2,2.3316507975861747,6.234097921967246,4.28287435977671,"[(-0.628792263802998+0j), (0.34879677859080077+0j), (-0.6949540245413224-2.8658525206394963e-18j)]","[(-0.6428704057889145-2.7755575615628914e-17j), (0.3335438179977337+0j), (-0.6895405447370669+1.3998304270048543e-17j)]","[(-0.6475230282151392+1.238638730478001e-18j), (0.3418316160104688-6.538854379581606e-19j), (-0.6810764085084489-1.505801411933504e-18j)]",0.021404556667577845
Case2,2.356194490192345,6.1850105367549055,4.270602520924205,"[(-0.628792263802998+0j), (0.34879677859080077+0j), (-0.6949540245413224-2.8658525206394963e-18j)]","[(-0.6065057192573802+0j), (0.36352553212682054+0j), (-0.7071067811865475-1.2001001271734516e-17j)]","[(-0.597297017332299+1.265575527496739e-18j), (0.35976289593546246-7.622792406210404e-19j), (-0.7168032727283469-1.4371645807067543e-18j)]",0.022667831468582256
Case2,2.3316507975861747,6.234097921967246,4.28287435977671,"[(-0.628792263802998+0j), (0.34879677859080077+0j), (-0.6949540245413224-2.8658525206394963e-18j)]","[(-0.6428704057889145-2.7755575615628914e-17j), (0.3335438179977337+0j), (-0.6895405447370669+1.3998304270048543e-17j)]","[(-0.6398340843801514+1.244792854655057e-18j), (0.3447326096002034-6.70674944759533e-19j), (-0.6868564423106528-1.4961851662109117e-18j)]",0.01690921543764695
Case2,2.3071071049800045,2.061670178918302,2.184388641949153,"[(-0.628792263802998+0j), (0.34879677859080077+0j), (-0.6949540245413224-2.8658525206394963e-18j)]","[(-0.6618355511652142+0j), (0.3331400206799199+0j), (-0.6715589548470184+1.3158499612378774e-17j)]","[(-0.6635869491225576+1.2233292827826767e-18j), (0.3355755240562742-6.186368880611668e-19j), (-0.668611567809422-1.5246292369507322e-18j)]",0.007134288371294151
Case2,2.3316507975861747,6.234097921967246,4.28287435977671,"[(-0.628792263802998+0j), (0.34879677859080077+0j), (-0.6949540245413224-2.8658525206394963e-18j)]","[(-0.6428704057889145-2.7755575615628914e-17j), (0.3335438179977337+0j), (-0.6895405447370669+1.3998304270048543e-17j)]","[(-0.646075474089087+1.2398548730853625e-18j), (0.3423823027577184-6.570507371926804e-19j), (-0.6821736146604348-1.5040194274732972e-18j)]",0.01941048313678939
Case2,2.3071071049800045,2.061670178918302,2.184388641949153,"[(-0.628792263802998+0j), (0.34879677859080077+0j), (-0.6949540245413224-2.8658525206394963e-18j)]","[(-0.6618355511652142+0j), (0.3331400206799199+0j), (-0.6715589548470184+1.3158499612378774e-17j)]","[(-0.6634487312994286+1.223475326197501e-18j), (0.3356305101680431-6.189410402600522e-19j), (-0.6687211239235066-1.5244750219149944e-18j)]",0.006941500545849466
Case2,2.356194490192345,6.1850105367549055,4.270602520924205,"[(-0.628792263802998+0j), (0.34879677859080077+0j), (-0.6949540245413224-2.8658525206394963e-18j)]","[(-0.6065057192573802+0j), (0.36352553212682054+0j), (-0.7071067811865475-1.2001001271734516e-17j)]","[(-0.6061902241485667+1.2630472414259656e-18j), (0.35675727869225154-7.433331630244966e-19j), (-0.710814783362593-1.4502180187025168e-18j)]",0.010791752529771548
Case2,2.356194490192345,6.1850105367549055,4.270602520924205,"[(-0.628792263802998+0j), (0.34879677859080077+0j), (-0.6949540245413224-2.8658525206394963e-18j)]","[(-0.6065057192573802+0j), (0.36352553212682054+0j), (-0.7071067811865475-1.2001001271734516e-17j)]","[(-0.6001059591002779+1.2648784971784497e-18j), (0.35882107626415005-7.563082099391568e-19j), (-0.7149267606412367-1.4413230925194962e-18j)]",0.018924197284805655
Case2,2.3071071049800045,2.061670178918302,2.184388641949153,"[(-0.628792263802998+0j), (0.34879677859080077+0j), (-0.6949540245413224-2.8658525206394963e-18j)]","[(-0.6618355511652142+0j), (0.3331400206799199+0j), (-0.6715589548470184+1.3158499612378774e-17j)]","[(-0.6606219111656536+1.2264073168578694e-18j), (0.33675060820740954-6.251585103091517e-19j), (-0.6709528436185207-1.5212903020099168e-18j)]",0.005430338755547992
Case3,1.718058482431918,2.356194490192345,2.0371264937627123,"[(-0.9438531155099974+0j), (0.2972225899036742+0j), (-0.14422214945362388+9.968630739788724e-18j)]","[(-0.9392509741040438+2.7755575615628914e-17j), (0.3102866022094888+0j), (-0.14673047445536153-9.325789631530234e-18j)]","[(-0.9461939591445486-1.3051958774551948e-18j), (0.29113595176340074+4.0159783345492134e-19j), (-0.14126871298763677+9.569620856783793e-18j)]",0.03155540626409825
Case3,1.718058482431918,2.356194490192345,2.0371264937627123,"[(-0.9438531155099974+0j), (0.2972225899036742+0j), (-0.14422214945362388+9.968630739788724e-18j)]","[(-0.9392509741040438+2.7755575615628914e-17j), (0.3102866022094888+0j), (-0.14673047445536153-9.325789631530234e-18j)]","[(-0.9344214485537036-1.561471572320965e-18j), (0.3204377837706488+5.354698255587438e-19j), (-0.15548692297088162+1.0487424032225924e-17j)]",0.02373714631723972
Case3,1.718058482431918,2.356194490192345,2.0371264937627123,"[(-0.9438531155099974+0j), (0.2972225899036742+0j), (-0.14422214945362388+9.968630739788724e-18j)]","[(-0.9392509741040438+2.7755575615628914e-17j), (0.3102866022094888+0j), (-0.14673047445536153-9.325789631530234e-18j)]","[(-0.9473840654944586-1.2787137679189631e-18j), (0.28798622192967055+3.8870396955667368e-19j), (-0.13974036076189916+9.470237721450918e-18j)]",0.03742359467347606
Case3,1.718058482431918,2.356194490192345,2.0371264937627123,"[(-0.9438531155099974+0j), (0.2972225899036742+0j), (-0.14422214945362388+9.968630739788724e-18j)]","[(-0.9392509741040438+2.7755575615628914e-17j), (0.3102866022094888+0j), (-0.14673047445536153-9.325789631530234e-18j)]","[(-0.9412574607821438-1.4139128779257188e-18j), (0.3038121841414248+4.563724353072873e-19j), (-0.14741963671495087+9.96819409097859e-18j)]",0.009170076315533487
Case3,1.718058482431918,2.356194490192345,2.0371264937627123,"[(-0.9438531155099974+0j), (0.2972225899036742+0j), (-0.14422214945362388+9.968630739788724e-18j)]","[(-0.9392509741040438+2.7755575615628914e-17j), (0.3102866022094888+0j), (-0.14673047445536153-9.325789631530234e-18j)]","[(-0.9345244812701425-1.5592732405465789e-18j), (0.3201944862986817+5.342510595094497e-19j), (-0.15536886705738223+1.0479855396210124e-17j)]",0.023272760215334254
Case3,1.6935147898257479,2.405281875404685,2.049398340065797,"[(-0.9438531155099974+0j), (0.2972225899036742+0j), (-0.14422214945362388+9.968630739788724e-18j)]","[(-0.9597043598351142-2.7755575615628914e-17j), (0.2529489440791278+0j), (-0.12241067519921611+2.5905929009107174e-18j)]","[(-0.950851992666757-1.2009405856978892e-18j), (0.2785815678233477+3.5185277394024443e-19j), (-0.13517691411902688+9.172693832178255e-18j)]",0.04725122079741667
Case3,1.6935147898257479,2.405281875404685,2.049398340065797,"[(-0.9438531155099974+0j), (0.2972225899036742+0j), (-0.14422214945362388+9.968630739788724e-18j)]","[(-0.9597043598351142-2.7755575615628914e-17j), (0.2529489440791278+0j), (-0.12241067519921611+2.5905929009107174e-18j)]","[(-0.9511389624130416-1.1944644376454846e-18j), (0.27778750273446+3.488525928922778e-19j), (-0.13479160769274692+9.147517249545636e-18j)]",0.04578487953596441
Case3,1.718058482431918,2.356194490192345,2.0371264937627123,"[(-0.9438531155099974+0j), (0.2972225899036742+0j), (-0.14422214945362388+9.968630739788724e-18j)]","[(-0.9392509741040438+2.7755575615628914e-17j), (0.3102866022094888+0j), (-0.14673047445536153-9.325789631530234e-18j)]","[(-0.9394082491174995-1.4541709862237184e-18j), (0.30841012730115674+4.774080485243966e-19j), (-0.1496507095475274+1.0112198610226369e-17j)]",0.004953994323733835
Case3,1.718058482431918,2.356194490192345,2.0371264937627123,"[(-0.9438531155099974+0j), (0.2972225899036742+0j), (-0.14422214945362388+9.968630739788724e-18j)]","[(-0.9392509741040438+2.7755575615628914e-17j), (0.3102866022094888+0j), (-0.14673047445536153-9.325789631530234e-18j)]","[(-0.9486574822045791-1.2502603924325843e-18j), (0.28457293695888325+3.7504608197585464e-19j), (-0.13808412293911382+9.362385866751932e-18j)]",0.04376653417716919
Case3,1.718058482431918,2.356194490192345,2.0371264937627123,"[(-0.9438531155099974+0j), (0.2972225899036742+0j), (-0.14422214945362388+9.968630739788724e-18j)]","[(-0.9392509741040438+2.7755575615628914e-17j), (0.3102866022094888+0j), (-0.14673047445536153-9.325789631530234e-18j)]","[(-0.945698247344764-1.3161951439080332e-18j), (0.2924367358272413+4.070048904889328e-19j), (-0.14189989608082934+9.610624532247743e-18j)]",0.029127727307280554
Case4,1.4726215563702154,2.650718801466388,2.0616701863688824,"[(-0.9959377856240613+1.5612511283791264e-17j), (-0.00980098136121066+0j), (0.08950903826205836+9.948841029544399e-18j)]","[(-0.9951847266721969-8.970808898313619e-18j), (-7.414703742105376e-09+0j), (0.09801714032956094+2.5414441718230524e-17j)]","[(-0.9960030486242659+9.9729438575925e-19j), (-0.009722090881670583-1.4267066106384444e-19j), (0.08878855827220633+1.1171723144980598e-17j)]",0.019768994891094398
Case4,1.4726215563702154,2.650718801466388,2.0616701863688824,"[(-0.9959377856240613+1.5612511283791264e-17j), (-0.00980098136121066+0j), (0.08950903826205836+9.948841029544399e-18j)]","[(-0.9951847266721969-8.970808898313619e-18j), (-7.414703742105376e-09+0j), (0.09801714032956094+2.5414441718230524e-17j)]","[(-0.9958773338794471+1.0284673278251386e-18j), (-0.00987348905638396-1.445821055023866e-19j), (0.09017122644734012+1.1342861918125316e-17j)]",0.018412010145855175
