Case,Theta,Phi,timeErr,init,trace,arr,cost
Case1,1.1780972450961724,2.356194490192345,ct1,"[(0.43301183984987707+0j), (0.8374911921343379+0j), (0.33333054112581695-1.7124709634792524e-17j)]","[(0.6532814824381883+0j), (0.6532814824381881+0j), (0.3826834323650899-1.8030931225090705e-17j)]","[(0.41593092949891514+4.855456770236829e-18j), (0.8563687364795347+9.996999704657842e-18j), (0.3408440076921635-1.3531796797117986e-17j)]",0.08833303716716656
Case2,1.1780972450961724,2.356194490192345,ct1,"[(0.43301183984987707+0j), (0.8374911921343379+0j), (0.33333054112581695-1.7124709634792524e-17j)]","[(0.6532814824381883+0j), (0.6532814824381881+0j), (0.3826834323650899-1.8030931225090705e-17j)]","[(0.41585957528106887+4.855049641022806e-18j), (0.8564438556605513+9.998753620547533e-18j), (0.3408739059376523-1.3532634728832256e-17j)]",0.08830690388484802
Case3,1.1780972450961724,2.356194490192345,ct1,"[(0.43301183984987707+0j), (0.8374911921343379+0j), (0.33333054112581695-1.7124709634792524e-17j)]","[(0.6532814824381883+0j), (0.6532814824381881+0j), (0.3826834323650899-1.8030931225090705e-17j)]","[(0.4160191283601385+4.855959578022118e-18j), (0.856275843163936+9.99483100315848e-18j), (0.34080703514911315-1.3530760515637692e-17j)]",0.08836531525584157
Case4,1.1780972450961724,2.356194490192345,ct1,"[(0.43301183984987707+0j), (0.8374911921343379+0j), (0.33333054112581695-1.7124709634792524e-17j)]","[(0.6532814824381883+0j), (0.6532814824381881+0j), (0.3826834323650899-1.8030931225090705e-17j)]","[(0.4419611323919734+4.98131635575245e-18j), (0.8268219075829344+9.31905814714152e-18j), (0.32908405062377216-1.3197462249012472e-17j)]",0.12096233483981195
Case5,1.1780972450961724,2.356194490192345,ct1,"[(0.43301183984987707+0j), (0.8374911921343379+0j), (0.33333054112581695-1.7124709634792524e-17j)]","[(0.6532814824381883+0j), (0.6532814824381881+0j), (0.3826834323650899-1.8030931225090705e-17j)]","[(0.4471714674698187+5.0004932596680916e-18j), (0.8203339590474187+9.173381423693634e-18j), (0.32650177702322425-1.3122779990467796e-17j)]",0.13524289205372086
