Case,Theta,Phi,timeErr,init,trace,noise,cost
Case1,1.5707963267948966,4.71238898038469,3.1415926610403737,"[(1.0645821494636516+9.333807386048327e-20j), (-0.1419178162487589+1.9695807617480683e-18j), (-0.022936349029704473-8.443139312052916e-18j)]","[1.00000000e+00+6.93889349e-18j 7.45058037e-09+0.00000000e+00j
 0.00000000e+00+0.00000000e+00j]","[(1.0208088721195303+6.082253414443142e-20j), (-0.1169922598485771+1.6269426074211016e-18j), (-0.018907952338819273-6.959708020574541e-18j)]",0.15670908430692623
Case1,1.5707963267948966,4.71238898038469,3.1415926610403737,"[(1.0645821494636516+9.333807386048327e-20j), (-0.1419178162487589+1.9695807617480683e-18j), (-0.022936349029704473-8.443139312052916e-18j)]","[1.00000000e+00+6.93889349e-18j 7.45058037e-09+0.00000000e+00j
 0.00000000e+00+0.00000000e+00j]","[(1.0867072444736026+8.834814653429226e-20j), (-0.13665940729187329+1.8974743391707625e-18j), (-0.022086500107532183-8.130159105840739e-18j)]",0.2454531518730076
Case1,1.5707963267948966,4.71238898038469,3.1415926610403737,"[(1.0645821494636516+9.333807386048327e-20j), (-0.1419178162487589+1.9695807617480683e-18j), (-0.022936349029704473-8.443139312052916e-18j)]","[1.00000000e+00+6.93889349e-18j 7.45058037e-09+0.00000000e+00j
 0.00000000e+00+0.00000000e+00j]","[(1.0194229267826438+7.717048152050058e-20j), (-0.1318698460798029+1.8317110471216814e-18j), (-0.02131242500855643-7.845098588213306e-18j)]",0.17260519787100267
Case1,1.5707963267948966,4.71238898038469,3.1415926610403737,"[(1.0645821494636516+9.333807386048327e-20j), (-0.1419178162487589+1.9695807617480683e-18j), (-0.022936349029704473-8.443139312052916e-18j)]","[1.00000000e+00+6.93889349e-18j 7.45058037e-09+0.00000000e+00j
 0.00000000e+00+0.00000000e+00j]","[(0.9511194914820787+5.751732556184802e-20j), (-0.11786338062489746+1.63895180241596e-18j), (-0.019048740371645882-7.011546757806609e-18j)]",0.1857926295144646
Case1,1.5707963267948966,4.71238898038469,3.1415926610403737,"[(1.0645821494636516+9.333807386048327e-20j), (-0.1419178162487589+1.9695807617480683e-18j), (-0.022936349029704473-8.443139312052916e-18j)]","[1.00000000e+00+6.93889349e-18j 7.45058037e-09+0.00000000e+00j
 0.00000000e+00+0.00000000e+00j]","[(1.0645821494636516+9.333807386048327e-20j), (-0.1419178162487589+1.9695807617480683e-18j), (-0.022936349029704473-8.443139312052916e-18j)]",0.22943631474211454
Case2,0.7853981633974483,1.5707963267948966,1.178097252546753,"[(0.20788049374617162+4.49810549614507e-19j), (0.6468666545539143+1.3996861377839214e-18j), (0.7388376633643092-1.3299534953372015e-18j)]","[0.27059805+0.00000000e+00j 0.65328148+0.00000000e+00j
 0.70710678+4.52663473e-18j]","[(0.2274348377113118+4.845674929136254e-19j), (0.6418823871326356+1.3675800163609e-18j), (0.7331447365930878-1.3440584999837086e-18j)]",0.08060026307387969
Case2,0.7853981633974483,1.5707963267948966,1.178097252546753,"[(0.20788049374617162+4.49810549614507e-19j), (0.6468666545539143+1.3996861377839214e-18j), (0.7388376633643092-1.3299534953372015e-18j)]","[0.27059805+0.00000000e+00j 0.65328148+0.00000000e+00j
 0.70710678+4.52663473e-18j]","[(0.22509398672697306+4.800363523672562e-19j), (0.6421876250768398+1.369531943344166e-18j), (0.7334933730359748-1.3432109940866657e-18j)]",0.08298451255690126
Case2,0.7853981633974483,1.5707963267948966,1.178097252546753,"[(0.20788049374617162+4.49810549614507e-19j), (0.6468666545539143+1.3996861377839214e-18j), (0.7388376633643092-1.3299534953372015e-18j)]","[0.27059805+0.00000000e+00j 0.65328148+0.00000000e+00j
 0.70710678+4.52663473e-18j]","[(0.21196331930570989+4.568682295950509e-19j), (0.6456125126242728+1.3915607974682169e-18j), (0.7374052084892584-1.3335560458194437e-18j)]",0.09660212788401501
Case2,0.7853981633974483,1.5707963267948966,1.178097252546753,"[(0.20788049374617162+4.49810549614507e-19j), (0.6468666545539143+1.3996861377839214e-18j), (0.7388376633643092-1.3299534953372015e-18j)]","[0.27059805+0.00000000e+00j 0.65328148+0.00000000e+00j
 0.70710678+4.52663473e-18j]","[(0.22595839928117184+4.769808377371957e-19j), (0.6389149301415958+1.3487003784379073e-18j), (0.7297553688246937-1.3521874654395727e-18j)]",0.08165479072666532
Case2,0.7853981633974483,1.5707963267948966,1.178097252546753,"[(0.20788049374617162+4.49810549614507e-19j), (0.6468666545539143+1.3996861377839214e-18j), (0.7388376633643092-1.3299534953372015e-18j)]","[0.27059805+0.00000000e+00j 0.65328148+0.00000000e+00j
 0.70710678+4.52663473e-18j]","[(0.20788049374617162+4.49810549614507e-19j), (0.6468666545539143+1.3996861377839214e-18j), (0.7388376633643092-1.3299534953372015e-18j)]",0.10086326638896254
Case3,0.7853981633974483,0.0,0.39269908169872414,"[(0.1676026238068632+6.687767127267435e-20j), (-0.6854763475163581-2.7352233988424722e-19j), (0.7113386116493402-2.771076984693747e-19j)]","[ 0.27059805-5.55111512e-17j -0.65328148+0.00000000e+00j
  0.70710678-3.21328614e-18j]","[(0.16521067247116378+6.546672153250319e-20j), (-0.6830988533377444-2.706861593244826e-19j), (0.7088714172459928-2.781052967353612e-19j)]",0.13696938456093627
Case3,0.7853981633974483,0.0,0.39269908169872414,"[(0.1676026238068632+6.687767127267435e-20j), (-0.6854763475163581-2.7352233988424722e-19j), (0.7113386116493402-2.771076984693747e-19j)]","[ 0.27059805-5.55111512e-17j -0.65328148+0.00000000e+00j
  0.70710678-3.21328614e-18j]","[(0.17301911246889845+6.84177469077593e-20j), (-0.6823852857363408-2.698387658269856e-19j), (0.7081309275285291-2.7840072364375234e-19j)]",0.12770688724433432
Case3,0.7853981633974483,0.0,0.39269908169872414,"[(0.1676026238068632+6.687767127267435e-20j), (-0.6854763475163581-2.7352233988424722e-19j), (0.7113386116493402-2.771076984693747e-19j)]","[ 0.27059805-5.55111512e-17j -0.65328148+0.00000000e+00j
  0.70710678-3.21328614e-18j]","[(0.17337173253879204+6.875623457132995e-20j), (-0.6833751891862966-2.7101479647154567e-19j), (0.7091581789403535-2.779903959490888e-19j)]",0.12937142203622085
Case3,0.7853981633974483,0.0,0.39269908169872414,"[(0.1676026238068632+6.687767127267435e-20j), (-0.6854763475163581-2.7352233988424722e-19j), (0.7113386116493402-2.771076984693747e-19j)]","[ 0.27059805-5.55111512e-17j -0.65328148+0.00000000e+00j
  0.70710678-3.21328614e-18j]","[(0.17986358122491633+7.097021230760697e-20j), (-0.6816457692041681-2.68962424908619e-19j), (0.7073635098558501-2.787049551920002e-19j)]",0.11935548428346462
Case3,0.7853981633974483,0.0,0.39269908169872414,"[(0.1676026238068632+6.687767127267435e-20j), (-0.6854763475163581-2.7352233988424722e-19j), (0.7113386116493402-2.771076984693747e-19j)]","[ 0.27059805-5.55111512e-17j -0.65328148+0.00000000e+00j
  0.70710678-3.21328614e-18j]","[(0.1676026238068632+6.687767127267435e-20j), (-0.6854763475163581-2.7352233988424722e-19j), (0.7113386116493402-2.771076984693747e-19j)]",0.13942212180719793
Case4,1.7671458676442586,3.5342917352885173,2.6507188089169684,"[(-0.16119312534883215+3.8426916015696795e-19j), (-0.951175481714699+2.2675123565563088e-18j), (-0.2674869766781744-8.274566095566803e-18j)]","[-0.09613376+0.00000000e+00j -0.97606253+0.00000000e+00j
 -0.19509032-7.15241647e-19j]","[(-0.1430181415528126+3.423852125025671e-19j), (-0.9531869193911525+2.281928029598207e-18j), (-0.26805262769966753-8.289358728633354e-18j)]",0.14272229058495145
Case4,1.7671458676442586,3.5342917352885173,2.6507188089169684,"[(-0.16119312534883215+3.8426916015696795e-19j), (-0.951175481714699+2.2675123565563088e-18j), (-0.2674869766781744-8.274566095566803e-18j)]","[-0.09613376+0.00000000e+00j -0.97606253+0.00000000e+00j
 -0.19509032-7.15241647e-19j]","[(-0.15299835856645977+3.635091056435101e-19j), (-0.9495774673159447+2.2561030008260413e-18j), (-0.2670375874241112-8.262801686584832e-18j)]",0.15529691939825013
