Case,Theta,Phi,timeErr,init,trace,cost
Case1,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.09451345871956057
Case2,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.09078027782012349
Case3,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.11845294448713456
Case4,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.13055523542439323
Case5,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.061799416129954654
Case6,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.06375527705081524
Case7,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.09753612181175036
Case8,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.12999231913153197
Case9,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.06279466935905681
Case10,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.05314672149904082
Case11,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.11116767903409536
Case12,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.1104994611106756
Case13,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.04496330092650386
