Case,Theta,Phi,timeErr,init,trace,cost
Case14,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.14699730789666526
Case15,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.043434595798128806
Case16,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.10103016590959152
Case17,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.053118011955861966
Case18,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.051778044678536195
Case19,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.14145135625667227
Case20,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.0757794986821666
Case21,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.052504808036855144
Case22,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.04507870806656061
Case23,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.09298649000017423
Case24,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.04218569802719446
Case25,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.11060062142312166
Case26,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.058068174283165186
Case27,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.05892791937530856
Case28,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.05328537760180779
Case29,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.0790880749915141
Case30,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.046621601846408844
Case31,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.07840519376726368
Case32,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.05512510815642663
Case33,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.04927108605031422
Case34,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.10467346369280167
Case35,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.13610899349402483
Case36,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.08724274979380664
Case37,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.15202414886793614
Case38,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.056820814853414336
Case39,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.044735123143342104
Case40,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.10308896695765019
Case41,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.08018702254957377
Case42,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.11582506031200357
Case43,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.05383473771543862
Case44,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.11581070376716057
Case45,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.11132812585963331
Case46,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.04263261278085678
Case47,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.12500632144047086
Case48,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.04345076889426963
Case49,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.09385917046647624
Case50,1.1780972450961724,0.7853981633974483,ct1,"[(0.7419514017878985+0j), (-0.532320942866543+0j), (0.4076058527188329+9.840579249099476e-18j)]","[(0.6532814824381882+0j), (-0.6532814824381881+0j), (0.3826834323650898-4.7936184864646536e-18j)]",0.05668339643352549
