Case,Theta,Phi,timeErr,init,trace,noise,cost
Case1,1.9634954084936207,2.356194490192345,2.159844956793563,"[(-0.8923289366221371+4.1619323531658605e-18j), (-0.14893045787459747+6.946300467924502e-19j), (-0.4276150249815316-8.912846337568134e-18j)]","[(-0.90612744769578+0j), (0.1802399487505618+0j), (-0.38268343236508956-1.7760067616436207e-18j)]","[(-0.877732251176186+3.275461690420973e-18j), (-0.13321518692898562+4.971234004258719e-19j), (-0.3824927170674728-8.328987953795702e-18j)]",0.3420410529050418
Case1,1.7671458676442586,2.748893571891069,2.159844956793563,"[(-0.8923289366221371+4.1619323531658605e-18j), (-0.14893045787459747+6.946300467924502e-19j), (-0.4276150249815316-8.912846337568134e-18j)]","[(-0.9619397648300364+0j), (-0.19134172334955377+0j), (-0.19509032201612808-5.355684431799085e-18j)]","[(-0.8499561787757541+2.4622232800166687e-18j), (-0.11737185094152809+3.400124747879774e-19j), (-0.33700270373674085-7.619764613351759e-18j)]",0.39784428609138534
Case1,1.7671458676442586,2.748893571891069,2.159844956793563,"[(-0.8923289366221371+4.1619323531658605e-18j), (-0.14893045787459747+6.946300467924502e-19j), (-0.4276150249815316-8.912846337568134e-18j)]","[(-0.9619397648300364+0j), (-0.19134172334955377+0j), (-0.19509032201612808-5.355684431799085e-18j)]","[(-0.9812679113844208+4.5934149609185505e-18j), (-0.14920127905324132+6.984263720846901e-19j), (-0.42839261746814594-8.921780446412513e-18j)]",0.4115228708507003
Case1,1.7671458676442586,2.748893571891069,2.159844956793563,"[(-0.8923289366221371+4.1619323531658605e-18j), (-0.14893045787459747+6.946300467924502e-19j), (-0.4276150249815316-8.912846337568134e-18j)]","[(-0.9619397648300364+0j), (-0.19134172334955377+0j), (-0.19509032201612808-5.355684431799085e-18j)]","[(-0.9585394741558739+5.150485982258185e-18j), (-0.15985182834919062+8.58926130168911e-19j), (-0.45897289613142134-9.240966879463036e-18j)]",0.40872416298947944
Case1,1.9634954084936207,2.356194490192345,2.159844956793563,"[(-0.8923289366221371+4.1619323531658605e-18j), (-0.14893045787459747+6.946300467924502e-19j), (-0.4276150249815316-8.912846337568134e-18j)]","[(-0.90612744769578+0j), (0.1802399487505618+0j), (-0.38268343236508956-1.7760067616436207e-18j)]","[(-0.8923289366221371+4.1619323531658605e-18j), (-0.14893045787459747+6.946300467924502e-19j), (-0.4276150249815316-8.912846337568134e-18j)]",0.38790051572352746
Case2,0.7853981633974483,2.356194490192345,1.5707963342454772,"[(-0.6543283626965645-1.6436974693675034e-18j), (0.3834655035261591+9.632797746045082e-19j), (0.6361570860584012-2.3507188531914353e-18j)]","[(-0.5000000037252902+2.7755575615628914e-17j), (0.4999999962747097+0j), (0.7071067811865475+1.0226373011818357e-17j)]","[(-0.6199006848627644-1.6625666974132413e-18j), (0.39622485124575696+1.0626706155592444e-18j), (0.65732443850775-2.317223099572712e-18j)]",0.27345817629580493
Case2,0.7853981633974483,2.356194490192345,1.5707963342454772,"[(-0.6543283626965645-1.6436974693675034e-18j), (0.3834655035261591+9.632797746045082e-19j), (0.6361570860584012-2.3507188531914353e-18j)]","[(-0.5000000037252902+2.7755575615628914e-17j), (0.4999999962747097+0j), (0.7071067811865475+1.0226373011818357e-17j)]","[(-0.6337704572745794-1.592275083726116e-18j), (0.3834919789230554+9.634793099600895e-19j), (0.6362010079006187-2.350660463080031e-18j)]",0.32118425163745273
Case2,0.7853981633974483,2.356194490192345,1.5707963342454772,"[(-0.6543283626965645-1.6436974693675034e-18j), (0.3834655035261591+9.632797746045082e-19j), (0.6361570860584012-2.3507188531914353e-18j)]","[(-0.5000000037252902+2.7755575615628914e-17j), (0.4999999962747097+0j), (0.7071067811865475+1.0226373011818357e-17j)]","[(-0.6424168060817875-1.832511083489558e-18j), (0.40862796864423295+1.1656221855893466e-18j), (0.6779008161732745-2.2741518968260668e-18j)]",0.2629948024508276
Case2,0.7853981633974483,2.356194490192345,1.5707963342454772,"[(-0.6543283626965645-1.6436974693675034e-18j), (0.3834655035261591+9.632797746045082e-19j), (0.6361570860584012-2.3507188531914353e-18j)]","[(-0.5000000037252902+2.7755575615628914e-17j), (0.4999999962747097+0j), (0.7071067811865475+1.0226373011818357e-17j)]","[(-0.6357186377747067-1.5782158370825152e-18j), (0.3812097125224915+9.463796871814888e-19j), (0.6324148004591645-2.3555263570802826e-18j)]",0.3292009059795982
Case2,0.7853981633974483,2.356194490192345,1.5707963342454772,"[(-0.6543283626965645-1.6436974693675034e-18j), (0.3834655035261591+9.632797746045082e-19j), (0.6361570860584012-2.3507188531914353e-18j)]","[(-0.5000000037252902+2.7755575615628914e-17j), (0.4999999962747097+0j), (0.7071067811865475+1.0226373011818357e-17j)]","[(-0.6543283626965645-1.6436974693675034e-18j), (0.3834655035261591+9.632797746045082e-19j), (0.6361570860584012-2.3507188531914353e-18j)]",0.34181255429855173
Case3,1.1780972450961724,2.356194490192345,1.7671458750948392,"[(-0.7214387802523883+8.87308673698539e-19j), (0.5017144223960043-6.170662998680039e-19j), (0.4433145610800978+2.2291233528376634e-18j)]","[(-0.7681777605356501+0j), (0.5132799614359664+0j), (0.38268343236508984-3.997433737440799e-17j)]","[(-0.80450509900934+9.54452735405145e-19j), (0.4927558363486721-5.845981044358551e-19j), (0.43539875985097415+2.2082733567693075e-18j)]",0.10956680059447244
Case3,1.1780972450961724,2.356194490192345,1.7671458750948392,"[(-0.7214387802523883+8.87308673698539e-19j), (0.5017144223960043-6.170662998680039e-19j), (0.4433145610800978+2.2291233528376634e-18j)]","[(-0.7681777605356501+0j), (0.5132799614359664+0j), (0.38268343236508984-3.997433737440799e-17j)]","[(-0.7757981233450256+8.73860948009003e-19j), (0.48013765537534453-5.408282568305711e-19j), (0.4242493427520877+2.1771727944640125e-18j)]",0.0823285888045992
Case3,1.1780972450961724,2.356194490192345,1.7671458750948392,"[(-0.7214387802523883+8.87308673698539e-19j), (0.5017144223960043-6.170662998680039e-19j), (0.4433145610800978+2.2291233528376634e-18j)]","[(-0.7681777605356501+0j), (0.5132799614359664+0j), (0.38268343236508984-3.997433737440799e-17j)]","[(-0.7780662269886345+1.0773291662613859e-18j), (0.5323348397697792-7.370835916123657e-19j), (0.4703707434065251+2.2923998530326463e-18j)]",0.11663065392909572
Case3,1.1780972450961724,2.356194490192345,1.7671458750948392,"[(-0.7214387802523883+8.87308673698539e-19j), (0.5017144223960043-6.170662998680039e-19j), (0.4433145610800978+2.2291233528376634e-18j)]","[(-0.7681777605356501+0j), (0.5132799614359664+0j), (0.38268343236508984-3.997433737440799e-17j)]","[(-0.7400315394788494+1.015252684849306e-18j), (0.5298841421631072-7.269505004732861e-19j), (0.4682053084791146+2.2878016648396197e-18j)]",0.13027226835036215
