Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17
Case1,2.6016314162540475,0.4908738521234052,1.546252641639307,(0.5399225413384342+2.7755575615628914e-17j),(0.2219385004022361+0j),(-0.8119279225361407+9.834049314541584e-19j),(0.45920906270251227-1.3877787807814457e-17j),(0.23114642181717082+0j),(-0.8577286100002721-2.6295515310778703e-18j),(0.4565588859371655+1.8985162500966472e-17j),(0.2345891927363884-2.3044693694825413e-18j),(-0.8582085377826906+9.470007199768248e-18j),(0.45920906270251227-1.3877787807814457e-17j),(0.23114642181717082+0j),(-0.8577286100002721-2.6295515310778703e-18j),0.13572208751498813,0.006572880610532239
Case1,2.429825568010856,4.663301595172349,3.546563589042183,(0.5399225413384342+2.7755575615628914e-17j),(0.2219385004022361+0j),(-0.8119279225361407+9.834049314541584e-19j),(0.612244385526835+1.3877787807814457e-17j),(0.22757762447830215+0j),(-0.7572088465064846+2.0743762690666e-17j),(0.6099675410769028+2.0121556675007183e-17j),(0.20894244235024945-3.848442761760291e-18j),(-0.7643838398457348+1.500475653713591e-17j),(0.5357267241146737+0j),(0.2293620231477365+0j),(-0.8074687282533783+9.057105579794065e-18j),0.016078534252023213,0.028087017051244445
Case1,2.552544031041707,0.4908738521234052,1.5217089490331368,(0.5399225413384342+2.7755575615628914e-17j),(0.2219385004022361+0j),(-0.8119279225361407+9.834049314541584e-19j),(0.5022295404580291+1.3877787807814457e-17j),(0.2375368866276814+0j),(-0.8314696123025455+1.4333146305771188e-17j),(0.49997381996858775+1.9699747815813343e-17j),(0.2283525904148615-2.7413795307459072e-18j),(-0.8353928858907289+1.1040741675576549e-17j),(0.5245609962291256+4.625929269271485e-18j),(0.23208697764105146+0j),(-0.815469022936434+1.0815785821786437e-17j),0.02905112274841734,0.015363288318330781
Case1,2.429825568010856,4.663301595172349,3.546563589042183,(0.5399225413384342+2.7755575615628914e-17j),(0.2219385004022361+0j),(-0.8119279225361407+9.834049314541584e-19j),(0.612244385526835+1.3877787807814457e-17j),(0.22757762447830215+0j),(-0.7572088465064846+2.0743762690666e-17j),(0.6099675410769028+2.0121556675007183e-17j),(0.20894244235024945-3.848442761760291e-18j),(-0.7643838398457348+1.500475653713591e-17j),(0.5464818435535529+6.938893903907228e-18j),(0.23095963935036412+0j),(-0.8009039788289467+1.3297780039006328e-17j),0.026604384870440673,0.028087017051244445
Case1,2.5280003384355365,4.663301595172349,3.5956509668039427,(0.5399225413384342+2.7755575615628914e-17j),(0.2219385004022361+0j),(-0.8119279225361407+9.834049314541584e-19j),(0.5292332846487421+1.3877787807814457e-17j),(0.2268638440205793+0j),(-0.8175848131515833+1.567981682084147e-17j),(0.5399225413384343+2.0095474773351406e-17j),(0.22193850040223614-3.1487318341082904e-18j),(-0.8119279225361409+1.250255682289047e-17j),(0.5430321317725907+8.326672684688675e-18j),(0.23014048028440715+0j),(-0.8042401456934741+1.3774187395373358e-17j),0.018999347158994068,0.02127149092347777
Case1,2.5280003384355365,4.663301595172349,3.5956509668039427,(0.5399225413384342+2.7755575615628914e-17j),(0.2219385004022361+0j),(-0.8119279225361407+9.834049314541584e-19j),(0.5292332846487421+1.3877787807814457e-17j),(0.2268638440205793+0j),(-0.8175848131515833+1.567981682084147e-17j),(0.5399225413384343+2.0095474773351406e-17j),(0.22193850040223614-3.1487318341082904e-18j),(-0.8119279225361409+1.250255682289047e-17j),(0.5407323239186159+9.25185853854297e-18j),(0.22959437424043583+0j),(-0.8064642569364923+1.4091792299618042e-17j),0.01392932201802985,0.02127149092347777
Case1,2.429825568010856,4.663301595172349,3.546563589042183,(0.5399225413384342+2.7755575615628914e-17j),(0.2219385004022361+0j),(-0.8119279225361407+9.834049314541584e-19j),(0.612244385526835+1.3877787807814457e-17j),(0.22757762447830215+0j),(-0.7572088465064846+2.0743762690666e-17j),(0.6099675410769028+2.0121556675007183e-17j),(0.20894244235024945-3.848442761760291e-18j),(-0.7643838398457348+1.500475653713591e-17j),(0.55094833271979+9.912705577010325e-18j),(0.22930626713155958+0j),(-0.7994277697322054+1.5042073784053464e-17j),0.03089371091461457,0.028087017051244445
Case1,2.3316507975861747,0.44178646691106466,1.3867186396992002,(0.5399225413384342+2.7755575615628914e-17j),(0.2219385004022361+0j),(-0.8119279225361407+9.834049314541584e-19j),(0.7003298870616671-1.3877787807814457e-17j),(0.18458571573093546+0j),(-0.6895405447370668+1.6864223207001292e-17j),(0.693350110324696+1.891381523567172e-17j),(0.19000390112468898-4.584358425318364e-18j),(-0.6951000950008073+1.7613074697300046e-17j),(0.5696210270125247+6.938893903907228e-18j),(0.22371619820648156+0j),(-0.7856918666078132+1.5269842461921943e-17j),0.057712239406663424,0.017957518987599924
Case1,2.5280003384355365,4.663301595172349,3.5956509668039427,(0.5399225413384342+2.7755575615628914e-17j),(0.2219385004022361+0j),(-0.8119279225361407+9.834049314541584e-19j),(0.5292332846487421+1.3877787807814457e-17j),(0.2268638440205793+0j),(-0.8175848131515833+1.567981682084147e-17j),(0.5399225413384343+2.0095474773351406e-17j),(0.22193850040223614-3.1487318341082904e-18j),(-0.8119279225361409+1.250255682289047e-17j),(0.5651335000832155+7.709882115452476e-18j),(0.2240659366302702+0j),(-0.7892355273348988+1.5315395168468557e-17j),0.05003079017405729,0.02127149092347777
Case1,2.2089323345553233,4.614214209960009,3.4115732797082465,(0.5399225413384342+2.7755575615628914e-17j),(0.2219385004022361+0j),(-0.8119279225361407+9.834049314541584e-19j),(0.7913824219431932+0j),(0.13731788254468855+0j),(-0.5956993044924335-1.703667371334081e-17j),(0.7887021965551136+1.5659686126133846e-17j),(0.16210045827450542-5.11452604352979e-18j),(-0.5930196342249842+1.9428971933770947e-17j),(0.5877583922692133+6.938893903907228e-18j),(0.21539113122171202+0j),(-0.7698819050506523+1.2080188280287621e-17j),0.0964292375967915,0.030142478304701986
Case1,2.5280003384355365,4.663301595172349,3.5956509668039427,(0.5399225413384342+2.7755575615628914e-17j),(0.2219385004022361+0j),(-0.8119279225361407+9.834049314541584e-19j),(0.5292332846487421+1.3877787807814457e-17j),(0.2268638440205793+0j),(-0.8175848131515833+1.567981682084147e-17j),(0.5399225413384343+2.0095474773351406e-17j),(0.22193850040223614-3.1487318341082904e-18j),(-0.8119279225361409+1.250255682289047e-17j),(0.5824379279400796+7.569702440626067e-18j),(0.21643410511251815+0j),(-0.7742185330598278+1.2407427238519789e-17j),0.08572917136767624,0.02127149092347777
