Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16
Case2,1.5707963267948966,5.301437602932776,3.4361169723144167,(0.6062984317261364+0j),(0.79522338450764+0j),(-0.004688327915344237+2.115825226085179e-17j),(0.6343932784042702+0j),(0.7730104580893344+0j),0j,(0.6398371200414744+5.927526250819397e-20j),(0.7684971906421084+7.119448260389742e-20j),(-0.00453076066667957+2.044673730054931e-17j),(0.6026033834956211+0j),(0.7970701685458158+0j),(-0.008589429983019202-4.847463562145932e-18j),0.014487859265134854
Case3,2.3316507975861747,0.9326603190344698,1.6321555657609028,(0.38231114075036177+0j),(0.605364341065405+0j),(-0.6981204811668292-4.889536520538718e-18j),(0.39495002760209785+0j),(0.6070818007985505+0j),(-0.6895405447370669+6.482725846713898e-18j),(0.3788146023890601-1.297108546646906e-18j),(0.6063070290162506-2.0760710497145928e-18j),(-0.6992076112159435-2.502976369906965e-18j),(0.39495002760209785+0j),(0.6070818007985505+0j),(-0.6895405447370669+6.482725846713898e-18j),0.0265772650547193
Case3,2.3316507975861747,0.9326603190344698,1.6321555657609028,(0.38231114075036177+0j),(0.605364341065405+0j),(-0.6981204811668292-4.889536520538718e-18j),(0.39495002760209785+0j),(0.6070818007985505+0j),(-0.6895405447370669+6.482725846713898e-18j),(0.3995130400904725-1.3422517732714638e-18j),(0.6005778516353205-2.017773152442088e-18j),(-0.6926005883066888-2.523932235982372e-18j),(0.39495002760209785+0j),(0.6070818007985505+0j),(-0.6895405447370669+6.482725846713898e-18j),0.01412699775550752
Case3,2.3316507975861747,5.154175447295755,3.7429131298915452,(0.38231114075036177+0j),(0.605364341065405+0j),(-0.6981204811668292-4.889536520538718e-18j),(0.3646862009053962+0j),(0.6257298235124309+0j),(-0.6895405447370668+1.0123612236810242e-18j),(0.36803772046921857-1.272049636758587e-18j),(0.6091491766876634-2.105403728589125e-18j),(-0.7024852431564406-2.492105298376586e-18j),(0.38486208536986394+0j),(0.6132978083698439+0j),(-0.6895405447370668+4.6592709723696066e-18j),0.032876857428788986
Case3,2.3316507975861747,0.9326603190344698,1.6321555657609028,(0.38231114075036177+0j),(0.605364341065405+0j),(-0.6981204811668292-4.889536520538718e-18j),(0.39495002760209785+0j),(0.6070818007985505+0j),(-0.6895405447370669+6.482725846713898e-18j),(0.4085323867877066-1.3606511552098885e-18j),(0.5979680091570646-1.9915822802585215e-18j),(-0.689590856211331-2.5330564340991024e-18j),(0.38738407092792243+0j),(0.6117438064770205+0j),(-0.6895405447370669+5.11513469095568e-18j),0.022746454835639696
Case3,2.3316507975861747,5.154175447295755,3.7429131298915452,(0.38231114075036177+0j),(0.605364341065405+0j),(-0.6981204811668292-4.889536520538718e-18j),(0.3646862009053962+0j),(0.6257298235124309+0j),(-0.6895405447370668+1.0123612236810242e-18j),(0.36864353649714715-1.273485787316657e-18j),(0.6089919302286037-2.1037736755291397e-18j),(-0.7023039028193678-2.492715032213263e-18j),(0.3828444969234172+0j),(0.6145410098841027+0j),(-0.6895405447370669+4.294579997500749e-18j),0.03345857957870463
Case3,2.3316507975861747,0.9326603190344698,1.6321555657609028,(0.38231114075036177+0j),(0.605364341065405+0j),(-0.6981204811668292-4.889536520538718e-18j),(0.39495002760209785+0j),(0.6070818007985505+0j),(-0.6895405447370669+6.482725846713898e-18j),(0.39262349502969046-1.327671056908813e-18j),(0.6025247622501894-2.037460055338632e-18j),(-0.6948458116920784-2.5169540589034914e-18j),(0.38486208536986394+0j),(0.6132978083698439+0j),(-0.6895405447370668+4.6592709723696066e-18j),0.012188839656284978
Case3,2.3316507975861747,0.9326603190344698,1.6321555657609028,(0.38231114075036177+0j),(0.605364341065405+0j),(-0.6981204811668292-4.889536520538718e-18j),(0.39495002760209785+0j),(0.6070818007985505+0j),(-0.6895405447370669+6.482725846713898e-18j),(0.39692996966134786-1.336837961225578e-18j),(0.6013125079143704-2.025186931149391e-18j),(-0.6934478113098143-2.5213163203353375e-18j),(0.3863032199744688+0j),(0.6124098072882306+0j),(-0.6895405447370669+4.919764525847363e-18j),0.011656494050458432
Case3,2.3316507975861747,0.9326603190344698,1.6321555657609028,(0.38231114075036177+0j),(0.605364341065405+0j),(-0.6981204811668292-4.889536520538718e-18j),(0.39495002760209785+0j),(0.6070818007985505+0j),(-0.6895405447370669+6.482725846713898e-18j),(0.3891271037810714-1.320099966741549e-18j),(0.6034974893611124-2.0473439343933104e-18j),(-0.695967583611327-2.513412466638084e-18j),(0.3873840709279225+0j),(0.6117438064770205+0j),(-0.6895405447370669+5.11513469095568e-18j),0.015834275713229706
Case3,2.3316507975861747,0.9326603190344698,1.6321555657609028,(0.38231114075036177+0j),(0.605364341065405+0j),(-0.6981204811668292-4.889536520538718e-18j),(0.39495002760209785+0j),(0.6070818007985505+0j),(-0.6895405447370669+6.482725846713898e-18j),(0.38671938126985683-1.3148198762123167e-18j),(0.6041613792420103-2.054108038906195e-18j),(-0.6967331971297556-2.5109741894241783e-18j),(0.38822473278060865+0j),(0.6112258058460793+0j),(-0.6895405447370669+5.2670892638177035e-18j),0.01834372186197486
Case3,2.3316507975861747,0.9326603190344698,1.6321555657609028,(0.38231114075036177+0j),(0.605364341065405+0j),(-0.6981204811668292-4.889536520538718e-18j),(0.39495002760209785+0j),(0.6070818007985505+0j),(-0.6895405447370669+6.482725846713898e-18j),(0.40034798505275765-1.343988065384475e-18j),(0.6003391708394663-2.0153684067742417e-18j),(-0.6923253359656708-2.524777617350127e-18j),(0.3888972622627576+0j),(0.6108114053413265+0j),(-0.689540544737067+5.388652922107324e-18j),0.014925371172628876
Case3,2.3316507975861747,0.9326603190344698,1.6321555583103222,(0.38231114075036177+0j),(0.605364341065405+0j),(-0.6981204811668292-4.889536520538718e-18j),(0.39495003212520985+0j),(0.6070817978559436+0j),(-0.689540544737067+1.4582673888069844e-17j),(0.41067242844221585-1.364900464072382e-18j),(0.597338512355173-1.985299124693005e-18j),(-0.6888649056053603-2.5352178630031086e-18j),(0.3894475140684351+0j),(0.6104723501153826+0j),(-0.6895405447370669+6.224473009922099e-18j),0.026141320949483404
Case3,2.3316507975861747,5.154175447295755,3.7429131298915452,(0.38231114075036177+0j),(0.605364341065405+0j),(-0.6981204811668292-4.889536520538718e-18j),(0.3646862009053962+0j),(0.6257298235124309+0j),(-0.6895405447370668+1.0123612236810242e-18j),(0.37042350805179874-1.2776866013463366e-18j),(0.6085281856475365-2.0989712921641284e-18j),(-0.7017691015961849-2.4945075826603045e-18j),(0.3873840713048485+0j),(0.6117438062318032+0j),(-0.6895405447370668+5.790130361068675e-18j),0.0351674944912404
Case3,2.356194490192345,0.9817477042468103,1.6689710972195777,(0.38231114075036177+0j),(0.605364341065405+0j),(-0.6981204811668292-4.889536520538718e-18j),(0.3333278292388734-5.551115123125783e-17j),(0.6236125064933355+0j),(-0.7071067811865474+8.773678840398436e-18j),(0.35564599871476255-1.2419704137615396e-18j),(0.6123002829423401-2.1382465668118313e-18j),(-0.7061191734451837-2.4796816909712587e-18j),(0.38322589883823505-4.270088556250602e-18j),(0.612656783174998+0j),(-0.6908917936947193+6.019634090247888e-18j),0.03461800076824828
