Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16
Case1,1.9634954084936207,1.0799224746714913,1.521708941582556,(0.494784826739415+0j),(0.7903220001603036+0j),(-0.36135731802616633+4.787931297504217e-18j),(0.47496900296800343-5.551115123125783e-17j),(0.7924379072286072+0j),(-0.3826834323650896+9.656300445742203e-18j),(0.4833810776389692+8.486769123607042e-19j),(0.7961374628226475+1.3977863739789446e-18j),(-0.3640163101715446+4.1840555361218385e-18j),(0.47496900296800343-5.551115123125783e-17j),(0.7924379072286072+0j),(-0.3826834323650896+9.656300445742203e-18j),0.030778752458551106
Case1,1.9634954084936207,1.0799224746714913,1.521708941582556,(0.494784826739415+0j),(0.7903220001603036+0j),(-0.36135731802616633+4.787931297504217e-18j),(0.47496900296800343-5.551115123125783e-17j),(0.7924379072286072+0j),(-0.3826834323650896+9.656300445742203e-18j),(0.4802591003409747+8.465057933883419e-19j),(0.7976986466905502+1.4060254669243576e-18j),(-0.36473012709089725+4.1897463615976e-18j),(0.47496900296800343-5.551115123125783e-17j),(0.7924379072286072+0j),(-0.3826834323650896+9.656300445742203e-18j),0.028504142109106678
Case1,1.9389517158874505,5.252350217720435,3.5956509742545233,(0.494784826739415+0j),(0.7903220001603036+0j),(-0.36135731802616633+4.787931297504217e-18j),(0.5087842813956239+0j),(0.7820576178787714+0j),(-0.3598950365349881+3.026598928595113e-18j),(0.5025394520914063+8.605664050942753e-19j),(0.7862647440919361+1.3464276714189116e-18j),(-0.35950222709979296+4.147727234515647e-18j),(0.48624076244387693-3.700743415417188e-17j),(0.7889778107786618+0j),(-0.37508730042172245+7.446399940026505e-18j),0.010844774570099247
Case1,1.9389517158874505,5.252350217720435,3.5956509742545233,(0.494784826739415+0j),(0.7903220001603036+0j),(-0.36135731802616633+4.787931297504217e-18j),(0.5087842813956239+0j),(0.7820576178787714+0j),(-0.3598950365349881+3.026598928595113e-18j),(0.4973340071131973+8.575827721223161e-19j),(0.788997514271577+1.3605156008015133e-18j),(-0.3607517260416124+4.157841516405976e-18j),(0.4918766421818137-2.7755575615628914e-17j),(0.7872477625536892+0j),(-0.3712892344500389+6.341449687168658e-18j),0.019246869799378008
Case1,1.9389517158874505,5.252350217720435,3.5956509742545233,(0.494784826739415+0j),(0.7903220001603036+0j),(-0.36135731802616633+4.787931297504217e-18j),(0.5087842813956239+0j),(0.7820576178787714+0j),(-0.3598950365349881+3.026598928595113e-18j),(0.5058179304784824+8.623496004977583e-19j),(0.7845240514663451+1.3375049827176211e-18j),(-0.35870633375687205+4.141261467598258e-18j),(0.4952581700245758-2.2204460492503132e-17j),(0.7862097336187057+0j),(-0.3690103948670288+5.678479535453949e-18j),0.006621496900352908
Case1,1.9389517158874505,5.252350217720435,3.5956509742545233,(0.494784826739415+0j),(0.7903220001603036+0j),(-0.36135731802616633+4.787931297504217e-18j),(0.5087842813956239+0j),(0.7820576178787714+0j),(-0.3598950365349881+3.026598928595113e-18j),(0.49582185771780696+8.566812371186966e-19j),(0.7897842757362605+1.3645896401358552e-18j),(-0.36111145538325623+4.160745112551056e-18j),(0.4975125219197505-1.850371707708594e-17j),(0.7855177143287166+0j),(-0.36749116847835533+5.236499434310809e-18j),0.021905510001095696
Case1,1.9634954084936207,1.0799224746714913,1.5217089490331366,(0.494784826739415+0j),(0.7903220001603036+0j),(-0.36135731802616633+4.787931297504217e-18j),(0.4749689970638809+0j),(0.792437910767402+0j),(-0.3826834323650896+1.0590901382867708e-18j),(0.4657877209530398+8.356081730565796e-19j),(0.8047648720791283+1.4437222671353974e-18j),(-0.3679610029294378+4.2153189599393685e-18j),(0.49429201836891196-1.586032892321652e-17j),(0.7865063138199574+0j),(-0.36966149189074593+4.6397266777359466e-18j),0.03623067630113658
Case1,1.9634954084936207,5.301437602932776,3.6324665057131984,(0.494784826739415+0j),(0.7903220001603036+0j),(-0.36135731802616633+4.787931297504217e-18j),(0.4355137968461492+0j),(0.8147890054179211+0j),(-0.3826834323650897+6.214557308376077e-19j),(0.459285122171453+8.302723012798058e-19j),(0.8078500860066797+1.460390327530502e-18j),(-0.3693716490080878+4.2263887096367976e-18j),(0.48694474067856663-1.3877787807814457e-17j),(0.790041650269703+0j),(-0.3712892344500389+4.137442809373654e-18j),0.044022028093547105
Case1,1.9634954084936207,1.0799224746714913,1.521708941582556,(0.494784826739415+0j),(0.7903220001603036+0j),(-0.36135731802616633+4.787931297504217e-18j),(0.47496900296800343-5.551115123125783e-17j),(0.7924379072286072+0j),(-0.3826834323650896+9.656300445742203e-18j),(0.4809560854168285+8.469960920727909e-19j),(0.7973512522169514+1.4041893119031814e-18j),(-0.36457128862347343+4.188481316693639e-18j),(0.4856141031551707-1.850371707708594e-17j),(0.7903079010429145+0j),(-0.3725552564406001+4.7506492134146036e-18j),0.029012571178785418
Case1,1.9389517158874505,5.252350217720435,3.5956509742545233,(0.494784826739415+0j),(0.7903220001603036+0j),(-0.36135731802616633+4.787931297504217e-18j),(0.5087842813956239+0j),(0.7820576178787714+0j),(-0.3598950365349881+3.026598928595113e-18j),(0.5075349076094413+8.632536928524369e-19j),(0.7836063612575237+1.3328168663006746e-18j),(-0.35828674013228445+4.137845451725412e-18j),(0.48793112097921604-1.665334536937735e-17j),(0.7894828727265003+0j),(-0.3712892344500389+4.578244184932655e-18j),0.004406423185160269
Case1,1.9634954084936207,1.0799224746714913,1.5217089490331366,(0.494784826739415+0j),(0.7903220001603036+0j),(-0.36135731802616633+4.787931297504217e-18j),(0.4749689970638809+0j),(0.792437910767402+0j),(-0.3826834323650896+1.0590901382867708e-18j),(0.46112703155508156+8.318109895977309e-19j),(0.8069817728667161+1.4556863101516377e-18j),(-0.36897463196009916+4.223279100446629e-18j),(0.48675274607782193-1.5139404881252134e-17j),(0.7897515125484005+0j),(-0.37232507062413445+4.258321089783029e-18j),0.04209463745602127
Case1,1.9389517158874505,5.252350217720435,3.5956509668039427,(0.494784826739415+0j),(0.7903220001603036+0j),(-0.36135731802616633+4.787931297504217e-18j),(0.5087842872224072+0j),(0.7820576140880331+0j),(-0.3598950365349882+1.5541533272737418e-17j),(0.5252703548826513+8.713763550367033e-19j),(0.7738791206713977+1.2837959750466088e-18j),(-0.3538391737362019+4.101329573584616e-18j),(0.48858870783987063-1.3877787807814457e-17j),(0.7891103543433698+0j),(-0.3712892344500389+5.1985887716958935e-18j),0.03072042387566576
Case1,1.9634954084936207,1.0799224746714913,1.5217089490331366,(0.494784826739415+0j),(0.7903220001603036+0j),(-0.36135731802616633+4.787931297504217e-18j),(0.4749689970638809+0j),(0.792437910767402+0j),(-0.3826834323650896+1.0590901382867708e-18j),(0.47326504945511005+8.414090008664173e-19j),(0.8011485474514908+1.4243468847590852e-18j),(-0.3663075181874086+4.202269496994805e-18j),(0.48754103778017915-1.2810265668751807e-17j),(0.7893663202221417+0j),(-0.3721657112127352+4.880165799895193e-18j),0.026790507913457995
Case1,1.9634954084936207,1.0799224746714913,1.521708941582556,(0.494784826739415+0j),(0.7903220001603036+0j),(-0.36135731802616633+4.787931297504217e-18j),(0.47496900296800343-5.551115123125783e-17j),(0.7924379072286072+0j),(-0.3826834323650896+9.656300445742203e-18j),(0.48269607783866997+8.4820607391969035e-19j),(0.7964811343489879+1.3995973179277695e-18j),(-0.3641734464033781+4.185309553861927e-18j),(0.48664303529359515-1.586032892321652e-17j),(0.7895857192940319+0j),(-0.37291697700933185+5.22131827459855e-18j),0.030280287952758778
Case1,1.9389517158874505,5.252350217720435,3.5956509668039427,(0.494784826739415+0j),(0.7903220001603036+0j),(-0.36135731802616633+4.787931297504217e-18j),(0.5087842872224072+0j),(0.7820576140880331+0j),(-0.3598950365349882+1.5541533272737418e-17j),(0.5288597516055943+8.72746406123712e-19j),(0.7718545446429655+1.273746542145214e-18j),(-0.35291348096334985+4.0936591622730924e-18j),(0.48811911875551595-1.4802973661668754e-17j),(0.7890838456136321+0j),(-0.3720488476443756+5.909332607807808e-18j),0.037260089399893004
Case1,1.9634954084936207,1.0799224746714913,1.521708941582556,(0.494784826739415+0j),(0.7903220001603036+0j),(-0.36135731802616633+4.787931297504217e-18j),(0.47496900296800343-5.551115123125783e-17j),(0.7924379072286072+0j),(-0.3826834323650896+9.656300445742203e-18j),(0.47686310751066935+8.440710651111532e-19j),(0.7993819423498963+1.4149452052018995e-18j),(-0.36549977693587565+4.195865755044686e-18j),(0.4872972365187964-1.734723475976807e-17j),(0.789293474464568+0j),(-0.37271350918942026+6.143518097678708e-18j),0.026021795093169042
Case1,1.9634954084936207,1.0799224746714913,1.521708941582556,(0.494784826739415+0j),(0.7903220001603036+0j),(-0.36135731802616633+4.787931297504217e-18j),(0.47496900296800343-5.551115123125783e-17j),(0.7924379072286072+0j),(-0.3826834323650896+9.656300445742203e-18j),(0.47602875303093906+8.434612926770264e-19j),(0.7997931406228725+1.4171298518603188e-18j),(-0.3656877882845026+4.1973579962110735e-18j),(0.4865720463099263-1.9592171022796878e-17j),(0.7894784410977467+0j),(-0.3732999752585773+6.3501523534471486e-18j),0.025410627537788
Case1,1.9634954084936207,1.0799224746714913,1.5217089490331366,(0.494784826739415+0j),(0.7903220001603036+0j),(-0.36135731802616633+4.787931297504217e-18j),(0.4749689970638809+0j),(0.792437910767402+0j),(-0.3826834323650896+1.0590901382867708e-18j),(0.4654149701927438+8.353095818888858e-19j),(0.804943220270686+1.444682332607708e-18j),(-0.36804254870971853+4.215960460750311e-18j),(0.48592743246292375-1.850371707708594e-17j),(0.7896428560793942+0j),(-0.37382127843116125+6.056204452604906e-18j),0.03670022947270951
Case1,1.9389517158874505,5.252350217720435,3.5956509668039427,(0.494784826739415+0j),(0.7903220001603036+0j),(-0.36135731802616633+4.787931297504217e-18j),(0.5087842872224072+0j),(0.7820576140880331+0j),(-0.3598950365349882+1.5541533272737418e-17j),(0.5238244432869666+8.707981389282905e-19j),(0.7746892962605944+1.2878322233272108e-18j),(-0.3542096086702958+4.10439229638106e-18j),(0.48713042481868607-1.7529837230923523e-17j),(0.7892436328166911+0j),(-0.3730883183313627+6.555432285243459e-18j),0.02809390175669063
Case1,1.9634954084936207,5.301437602932776,3.6324665057131984,(0.494784826739415+0j),(0.7903220001603036+0j),(-0.36135731802616633+4.787931297504217e-18j),(0.4355137968461492+0j),(0.8147890054179211+0j),(-0.3826834323650897+6.214557308376077e-19j),(0.45635979380214675+8.277845620142058e-19j),(0.8092201028842522+1.4678328755875164e-18j),(-0.3699980590339124+4.231285609229989e-18j),(0.4845495934200592-1.665334536937735e-17j),(0.7905209014467527+0j),(-0.3735680740330491+6.258733457523167e-18j),0.03910027282084377
Case2,1.5953400194010667,5.350524988145116,3.4729325037730914,(0.6062984317261364+0j),(0.79522338450764+0j),(-0.004688327915344237+2.115825226085179e-17j),(0.5655614229392438+0j),(0.8243409519037157+0j),(-0.024541228522912184-5.979124570525919e-18j),(0.57420848181173+6.037167811774539e-20j),(0.8186948896366+8.607672286176636e-20j),(-0.004826706784546355+2.1782243557165324e-17j),(0.5655614229392438+0j),(0.8243409519037157+0j),(-0.024541228522912184-5.979124570525919e-18j),0.03400764287796773
Case2,1.5462526341887264,5.350524988145116,3.448388818617502,(0.6062984317261364+0j),(0.79522338450764+0j),(-0.004688327915344237+2.115825226085179e-17j),(0.5856214200574117-5.551115123125783e-17j),(0.8102131080601738+0j),(0.024541228522912517-1.6566002489530487e-18j),(0.5925672039484402+6.031089235461321e-20j),(0.8055070181069425+8.198369186857722e-20j),(-0.00474895622106821+2.1431382241247804e-17j),(0.5755914214983278-2.7755575615628914e-17j),(0.8172770299819447+0j),(1.6653345369377348e-16-3.817862409739484e-18j),0.04094204818846272
Case2,1.5953400194010667,5.350524988145116,3.4729325037730914,(0.6062984317261364+0j),(0.79522338450764+0j),(-0.004688327915344237+2.115825226085179e-17j),(0.5655614229392438+0j),(0.8243409519037157+0j),(-0.024541228522912184-5.979124570525919e-18j),(0.5778607784854548+6.037428417795762e-20j),(0.816121173501144+8.526747875456744e-20j),(-0.004811533154797651+2.171377029254449e-17j),(0.5722480886452997-1.850371707708594e-17j),(0.8196316706225351+0j),(-0.008180409507637283-4.5382831300016284e-18j),0.04024882931689722
Case2,1.5707963267948966,5.301437602932776,3.4361169723144167,(0.6062984317261364+0j),(0.79522338450764+0j),(-0.004688327915344237+2.115825226085179e-17j),(0.6343932784042702+0j),(0.7730104580893344+0j),0j,(0.6319192512692793+5.953985136413688e-20j),(0.7750207623630011+7.302297073957881e-20j),(-0.004569221109371089+2.0620297090476628e-17j),(0.5877843860850424-1.3877787807814457e-17j),(0.8079763674892348+0j),(-0.006135307130727963-3.4037123475012215e-18j),0.009053563004003626
Case2,1.5707963267948966,5.301437602932776,3.4361169723144167,(0.6062984317261364+0j),(0.79522338450764+0j),(-0.004688327915344237+2.115825226085179e-17j),(0.6343932784042702+0j),(0.7730104580893344+0j),0j,(0.6310524586706004+5.95665440038947e-20j),(0.7757266777509524+7.322268798791996e-20j),(-0.004573382912059086+2.0639077976205217e-17j),(0.5971061645488879-1.1102230246251566e-17j),(0.8009831856092549+0j),(-0.00490824570458237-2.7229698780009774e-18j),0.01063043279332174
Case2,1.5953400194010667,5.350524988145116,3.4729325037730914,(0.6062984317261364+0j),(0.79522338450764+0j),(-0.004688327915344237+2.115825226085179e-17j),(0.5655614229392438+0j),(0.8243409519037157+0j),(-0.024541228522912184-5.979124570525919e-18j),(0.5692337958173777+6.035654107090066e-20j),(0.8221614141357828+8.717475934109191e-20j),(-0.00484714406530968+2.1874469783526187e-17j),(0.5918487076139471-9.25185853854297e-18j),(0.8048761466583315+0j),(-0.008180409507637338-3.265662326755134e-18j),0.02554599510366922
Case2,1.5953400194010667,1.1290098598838318,1.3621749470930298,(0.6062984317261364+0j),(0.79522338450764+0j),(-0.004688327915344237+2.115825226085179e-17j),(0.6053286668717516+5.551115123125783e-17j),(0.7955972179223947+0j),(-0.02454122852291213-3.570541329819957e-18j),(0.5953775099406007+6.028514361126251e-20j),(0.8034321278786727+8.135178168873098e-20j),(-0.004736723474939278+2.137618003125702e-17j),(0.5937744160793478+0j),(0.8035505854103405+0j),(-0.010517669366962308-3.3092164700501085e-18j),0.037590582373112996
Case2,1.5707963267948966,5.301437602932776,3.4361169723144167,(0.6062984317261364+0j),(0.79522338450764+0j),(-0.004688327915344237+2.115825226085179e-17j),(0.6343932784042702+0j),(0.7730104580893344+0j),0j,(0.6273942355052712+5.967428957345992e-20j),(0.7786882543183257+7.406454466101539e-20j),(-0.004590843216125525+2.0717870726044893e-17j),(0.5988517738699631+0j),(0.7997330694952148+0j),(-0.00920296069609202-2.8955644112938452e-18j),0.017267692830090726
Case2,1.5462526341887264,5.350524988145116,3.448388818617502,(0.6062984317261364+0j),(0.79522338450764+0j),(-0.004688327915344237+2.115825226085179e-17j),(0.5856214200574117-5.551115123125783e-17j),(0.8102131080601738+0j),(0.024541228522912517-1.6566002489530487e-18j),(0.5850701877462943+6.035809121187008e-20j),(0.8109685665694303+8.366263695559018e-20j),(-0.0047811553875119145+2.157668600231691e-17j),(0.5973817345574574-6.1679056923619804e-18j),(0.8008975182246547+0j),(-0.0054536063384248495-2.757901726589312e-18j),0.03062908513057596
Case2,1.5953400194010667,5.350524988145116,3.4729325037730914,(0.6062984317261364+0j),(0.79522338450764+0j),(-0.004688327915344237+2.115825226085179e-17j),(0.5655614229392438+0j),(0.8243409519037157+0j),(-0.024541228522912184-5.979124570525919e-18j),(0.5660596473915936+6.033994692358348e-20j),(0.8243499593857306+8.787277634963221e-20j),(-0.00486004687726066+2.193269558630326e-17j),(0.594199703395636-5.551115123125783e-18j),(0.803241861592561+0j),(-0.007362368556873583-3.080024010982973e-18j),0.020188413580016273
Case2,1.5953400194010667,5.350524988145116,3.4729325037730914,(0.6062984317261364+0j),(0.79522338450764+0j),(-0.004688327915344237+2.115825226085179e-17j),(0.5655614229392438+0j),(0.8243409519037157+0j),(-0.024541228522912184-5.979124570525919e-18j),(0.5666154068124979+6.034324085495487e-20j),(0.8239680713391904+8.775070918971119e-20j),(-0.004857795413805219+2.1922535533806524e-17j),(0.5915962233541457-5.046468293750712e-18j),(0.8051599607117569+0j),(-0.00892408309924073-3.3435786073050594e-18j),0.021110297546886363
Case2,1.5707963267948966,5.301437602932776,3.4361169723144167,(0.6062984317261364+0j),(0.79522338450764+0j),(-0.004688327915344237+2.115825226085179e-17j),(0.6343932784042702+0j),(0.7730104580893344+0j),0j,(0.6252951871455542+5.973254200524524e-20j),(0.7803747572154792+7.454682032336844e-20j),(-0.004600786181543889+2.0762740121695615e-17j),(0.5951626446083228-4.625929269271485e-18j),(0.8024808354932216+0j),(-0.008180409507637335-3.064947056696304e-18j),0.021063187052379615
Case2,1.5707963267948966,5.301437602932776,3.4361169723144167,(0.6062984317261364+0j),(0.79522338450764+0j),(-0.004688327915344237+2.115825226085179e-17j),(0.6343932784042702+0j),(0.7730104580893344+0j),0j,(0.640199704148714+5.92622457324864e-20j),(0.7681951751652345+7.111057838067576e-20j),(-0.004528980100842751+2.043870216677388e-17j),(0.5981803856695496-4.270088556250602e-18j),(0.8002138833852304+0j),(-0.007551147237819078-2.8291818984888963e-18j),0.015150678283411502
Case2,1.5462526341887264,5.350524988145116,3.448388818617502,(0.6062984317261364+0j),(0.79522338450764+0j),(-0.004688327915344237+2.115825226085179e-17j),(0.5856214200574117-5.551115123125783e-17j),(0.8102131080601738+0j),(0.024541228522912517-1.6566002489530487e-18j),(0.5817555135531479+6.036906923600775e-20j),(0.8133495734158676+8.440170409512432e-20j),(-0.004795192878212328+2.1640032326738473e-17j),(0.5972833166972539-7.93016446160826e-18j),(0.8009281137191548+0j),(-0.005258834683481106-2.7454260663791924e-18j),0.036338803660859995
Case2,1.5953400194010667,1.1290098598838318,1.3621749470930298,(0.6062984317261364+0j),(0.79522338450764+0j),(-0.004688327915344237+2.115825226085179e-17j),(0.6053286668717516+5.551115123125783e-17j),(0.7955972179223947+0j),(-0.02454122852291213-3.570541329819957e-18j),(0.6040430110180902+6.017779584855946e-20j),(0.7969378680554847+7.939494945400983e-20j),(-0.004698435843801013+2.1203400890210506e-17j),(0.5978196733755538-3.7007434154171884e-18j),(0.8005727206660375+0j),(-0.006544327606109842-2.8004337506085768e-18j),0.022469109103573765
Case2,1.5953400194010667,1.1290098598838318,1.3621749470930298,(0.6062984317261364+0j),(0.79522338450764+0j),(-0.004688327915344237+2.115825226085179e-17j),(0.6053286668717516+5.551115123125783e-17j),(0.7955972179223947+0j),(-0.02454122852291213-3.570541329819957e-18j),(0.6007870656397062+6.02231038661291e-20j),(0.7993952027086997+8.013165242089663e-20j),(-0.004712923333576159+2.1268778057921887e-17j),(0.5982889854690661+0j),(0.8002617517445598+0j),(-0.007669133913409985-2.848565474309288e-18j),0.028167901645397606
Case2,1.5953400194010667,1.1290098598838318,1.3621749396424492,(0.6062984317261364+0j),(0.79522338450764+0j),(-0.004688327915344237+2.115825226085179e-17j),(0.6053286727994127+0j),(0.7955972134123446+0j),(-0.02454122852291213-2.568611182698501e-17j),(0.6154069576943316+5.997222542281216e-20j),(0.7881958403700661+7.681073154111965e-20j),(-0.004646896247213777+2.097081981301674e-17j),(0.5987030847237923+0j),(0.7999873671367824+0j),(-0.008661610066910111-4.191950553878448e-18j),0.037373990212895766
Case2,1.5953400194010667,1.1290098598838318,1.3621749396424492,(0.6062984317261364+0j),(0.79522338450764+0j),(-0.004688327915344237+2.115825226085179e-17j),(0.6053286727994127+0j),(0.7955972134123446+0j),(-0.02454122852291213-2.568611182698501e-17j),(0.6121470802070662+6.003878558696354e-20j),(0.7907301812014587+7.755404108149366e-20j),(-0.004661837735477696+2.1038245820339088e-17j),(0.5990711729502156+0j),(0.799743469707647+0j),(-0.009543811092243556-5.38607062460659e-18j),0.03156483040597384
Case2,1.5707963267948966,5.301437602932776,3.4361169723144167,(0.6062984317261364+0j),(0.79522338450764+0j),(-0.004688327915344237+2.115825226085179e-17j),(0.6343932784042702+0j),(0.7730104580893344+0j),0j,(0.6291878768884398+5.962245172920501e-20j),(0.7772397429831849+7.365198974781152e-20j),(-0.004582303356432594+2.0679333084124477e-17j),(0.6009302311320079+0j),(0.7983364690961569+0j),(-0.009041505245283368-5.102593223311507e-18j),0.014017000252088387
