Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16
Case3,0.6872233929727672,1.3744467859455345,1.030835089459151,(0.4412760784611452+0j),(0.4586001569928468+0j),(0.7713373571817258-7.569118719829086e-19j),(0.42603249087490547+0j),(0.4700544178186814+0j),(0.773010453362737+2.0719690129015426e-17j),(0.4352474924103091+2.5577993966128416e-19j),(0.46010235821857415+2.703862870557782e-19j),(0.7738639675758556-3.046180666470363e-19j),(0.44864891622855063+0j),(0.4624758630849749+0j),(0.7643913950775085-9.144563091854587e-19j),0.0200205753486295
Case3,0.6872233929727672,1.3744467859455345,1.0308350969097315,(0.4412760784611452+0j),(0.4586001569928468+0j),(0.7713373571817258-7.569118719829086e-19j),(0.4260324873727271+0j),(0.47005442099287076+0j),(0.7730104533627368-1.6234190010573323e-17j),(0.4054576186766675+2.4563558105781624e-19j),(0.46715635699469577+2.83014100388017e-19j),(0.7857283611888338-2.9502136530063324e-19j),(0.44676421382389864+0j),(0.46310740957729957+0j),(0.7651096499346108-2.1911007843011138e-18j),0.036190840848320416
Case3,0.6872233929727672,1.3744467859455345,1.0308350969097315,(0.4412760784611452+0j),(0.4586001569928468+0j),(0.7713373571817258-7.569118719829086e-19j),(0.4260324873727271+0j),(0.47005442099287076+0j),(0.7730104533627368-1.6234190010573323e-17j),(0.4439999067136718+2.5844619742392387e-19j),(0.45791301950283253+2.665448277171226e-19j),(0.7701816340370947-3.074656989654078e-19j),(0.44516946563534704+0j),(0.4636417950708051+0j),(0.7657174040444668-3.2713384170912837e-18j),0.03293763348025747
Case3,0.6872233929727672,1.3744467859455345,1.0308350969097315,(0.4412760784611452+0j),(0.4586001569928468+0j),(0.7713373571817258-7.569118719829086e-19j),(0.4260324873727271+0j),(0.47005442099287076+0j),(0.7730104533627368-1.6234190010573323e-17j),(0.4056685003307532+2.457130292585318e-19j),(0.46710854012874004+2.8292720360093055e-19j),(0.7856479361509167-2.950885994350002e-19j),(0.44380253861658847+0j),(0.464099839779524+0j),(0.7662383361386288-4.1972563880542855e-18j),0.03594735102227331
Case3,0.6872233929727672,1.3744467859455345,1.0308350969097315,(0.4412760784611452+0j),(0.4586001569928468+0j),(0.7713373571817258-7.569118719829086e-19j),(0.4260324873727271+0j),(0.47005442099287076+0j),(0.7730104533627368-1.6234190010573323e-17j),(0.41380947962391423+2.4864249424781403e-19j),(0.46523975352724384+2.7954500425022894e-19j),(0.7825047516221831-2.9769285049236627e-19j),(0.44261786853366436+0j),(0.46449681186041386+0j),(0.766689810620236-4.9997186295555554e-18j),0.026531973801874942
Case3,0.6872233929727672,1.3744467859455345,1.0308350969097315,(0.4412760784611452+0j),(0.4586001569928468+0j),(0.7713373571817258-7.569118719829086e-19j),(0.4260324873727271+0j),(0.47005442099287076+0j),(0.7730104533627368-1.6234190010573323e-17j),(0.42315925958683087+2.5185960342527666e-19j),(0.4630380612949174+2.7559501498895288e-19j),(0.7788016402256541-3.007026342169061e-19j),(0.4415812822111058+0j),(0.4648441624311924+0j),(0.7670848507916423-5.701873090869166e-18j),0.015680774674755704
Case3,0.7117670855789375,1.325359400733194,1.0185632431560658,(0.4412760784611452+0j),(0.4586001569928468+0j),(0.7713373571817258-7.569118719829086e-19j),(0.4674959379402847+0j),(0.45616040027785465+0j),(0.7572088465064846-1.2783931651088071e-17j),(0.46347399207992424+2.638434971611322e-19j),(0.45284530645594995+2.577928672807569e-19j),(0.7616580512843772-3.1382178458751254e-19j),(0.4431056737245869+0j),(0.4643333528927608+0j),(0.7665039093631036-6.118464770882043e-18j),0.011786244460157858
Case3,0.6872233929727672,1.3744467859455345,1.030835089459151,(0.4412760784611452+0j),(0.4586001569928468+0j),(0.7713373571817258-7.569118719829086e-19j),(0.42603249087490547+0j),(0.4700544178186814+0j),(0.773010453362737+2.0719690129015426e-17j),(0.4354993813624037+2.558587138710184e-19j),(0.4600401038368051+2.70276547646403e-19j),(0.773759259521193-3.0469989179425882e-19j),(0.44215716356627127+0j),(0.4646511898330897+0j),(0.7668653840297499-4.6274561653321834e-18j),0.020230010627830475
Case3,0.6872233929727672,1.3744467859455345,1.0308350969097315,(0.4412760784611452+0j),(0.4586001569928468+0j),(0.7713373571817258-7.569118719829086e-19j),(0.4260324873727271+0j),(0.47005442099287076+0j),(0.7730104533627368-1.6234190010573323e-17j),(0.41904970896989896+2.5046518340993737e-19j),(0.46401312824002905+2.7733973030298864e-19j),(0.7804416430670169-2.9937746163821637e-19j),(0.44130849639819003+0j),(0.46493557042044653+0j),(0.7671888087314861-5.238336894029086e-18j),0.020455261187938778
Case3,0.7117670855789375,1.325359400733194,1.0185632431560658,(0.4412760784611452+0j),(0.4586001569928468+0j),(0.7713373571817258-7.569118719829086e-19j),(0.4674959379402847+0j),(0.45616040027785465+0j),(0.7572088465064846-1.2783931651088071e-17j),(0.46168570556829924+2.633792633663188e-19j),(0.4533221427482731+2.586080759804218e-19j),(0.7624600607035206-3.1323766382519983e-19j),(0.44261786847529483+0j),(0.464496811913317+0j),(0.7666898106202361-5.615616631882036e-18j),0.013899704098603027
Case4,2.3071071049800045,3.2397674240144743,2.77343727194782,(-0.19826530581350868+5.551115123125783e-17j),(-0.6997539677693265+0j),(-0.6863200806487888-2.0960750067366752e-19j),(-0.19762111247700911+0j),(-0.7141109620136983+0j),(-0.6715589548470184+5.710789102458275e-18j),(-0.20015044611409466+5.382279937821556e-17j),(-0.699480379924896-7.744980850945898e-18j),(-0.6860517451478804-7.805818141857875e-18j),(-0.19762111247700911+0j),(-0.7141109620136983+0j),(-0.6715589548470184+5.710789102458275e-18j),0.03165269923381642
Case4,2.3071071049800045,3.2397674240144743,2.77343727194782,(-0.19826530581350868+5.551115123125783e-17j),(-0.6997539677693265+0j),(-0.6863200806487888-2.0960750067366752e-19j),(-0.19762111247700911+0j),(-0.7141109620136983+0j),(-0.6715589548470184+5.710789102458275e-18j),(-0.20313372687427475+5.455657596975195e-17j),(-0.6990419067887775-7.975725299154332e-18j),(-0.6856216898255755-8.032001412458022e-18j),(-0.19762111247700911+0j),(-0.7141109620136983+0j),(-0.6715589548470184+5.710789102458275e-18j),0.03464439780781006
Case4,2.3071071049800045,3.2397674240144743,2.77343727194782,(-0.19826530581350868+5.551115123125783e-17j),(-0.6997539677693265+0j),(-0.6863200806487888-2.0960750067366752e-19j),(-0.19762111247700911+0j),(-0.7141109620136983+0j),(-0.6715589548470184+5.710789102458275e-18j),(-0.18859422088447483+5.0952537023400785e-17j),(-0.701115218066459-6.880743393703691e-18j),(-0.6876551976423936-6.958662035109319e-18j),(-0.19762111247700911+0j),(-0.7141109620136983+0j),(-0.6715589548470184+5.710789102458275e-18j),0.038118882183297814
Case4,2.3071071049800045,3.2397674240144743,2.77343727194782,(-0.19826530581350868+5.551115123125783e-17j),(-0.6997539677693265+0j),(-0.6863200806487888-2.0960750067366752e-19j),(-0.19762111247700911+0j),(-0.7141109620136983+0j),(-0.6715589548470184+5.710789102458275e-18j),(-0.1829557304983675+4.9536557173717204e-17j),(-0.701876301176111-6.476298850797853e-18j),(-0.6884016694671434-6.5622100028885746e-18j),(-0.19762111247700911+0j),(-0.7141109620136983+0j),(-0.6715589548470184+5.710789102458275e-18j),0.04374276128450305
Case4,2.3316507975861747,3.1906800388021335,2.7611654256447347,(-0.19826530581350868+5.551115123125783e-17j),(-0.6997539677693265+0j),(-0.6863200806487888-2.0960750067366752e-19j),(-0.23560502505005362+0j),(-0.6848533487797754+0j),(-0.689540544737067+1.1167236490421045e-17j),(-0.2159993733268011+5.768567435264637e-17j),(-0.6970732527306478-9.006262326649004e-18j),(-0.6836908300174456-9.042164475081641e-18j),(-0.20521789499161802+0j),(-0.7082594393669137+0j),(-0.6751552728250282+6.802078580050829e-18j),0.03767527725169578
Case4,2.3071071049800045,3.2397674240144743,2.77343727194782,(-0.19826530581350868+5.551115123125783e-17j),(-0.6997539677693265+0j),(-0.6863200806487888-2.0960750067366752e-19j),(-0.19762111247700911+0j),(-0.7141109620136983+0j),(-0.6715589548470184+5.710789102458275e-18j),(-0.2086576087257928+5.590719061661724e-17j),(-0.6982121452806042-8.411170728530396e-18j),(-0.6848078580912244-8.458838603426414e-18j),(-0.20395176457251651+0j),(-0.7092346931413778+0j),(-0.6745558864953598+6.620197000452069e-18j),0.040184209433150375
Case4,2.3071071049800045,3.2397674240144743,2.77343727194782,(-0.19826530581350868+5.551115123125783e-17j),(-0.6997539677693265+0j),(-0.6863200806487888-2.0960750067366752e-19j),(-0.19762111247700911+0j),(-0.7141109620136983+0j),(-0.6715589548470184+5.710789102458275e-18j),(-0.19996000034215117+5.377585462991324e-17j),(-0.699508141503097-7.730356524391315e-18j),(-0.6860789737588886-7.791482889172805e-18j),(-0.20304738570172973+0j),(-0.7099313029802808+0j),(-0.6741277534027397+6.490281586452956e-18j),0.0314617204946801
Case4,2.3071071049800045,3.2397674240144743,2.77343727194782,(-0.19826530581350868+5.551115123125783e-17j),(-0.6997539677693265+0j),(-0.6863200806487888-2.0960750067366752e-19j),(-0.19762111247700911+0j),(-0.7141109620136983+0j),(-0.6715589548470184+5.710789102458275e-18j),(-0.19007566429076578+5.1322908678163455e-17j),(-0.700911280755785-6.988889443292057e-18j),(-0.6874551755232546-7.064670806909243e-18j),(-0.20236910154863966+0j),(-0.7104537603594581+0j),(-0.6738066535832745+6.392845025953621e-18j),0.036641353968541956
Case4,2.3071071049800045,3.2397674240144743,2.77343727194782,(-0.19826530581350868+5.551115123125783e-17j),(-0.6997539677693265+0j),(-0.6863200806487888-2.0960750067366752e-19j),(-0.19762111247700911+0j),(-0.7141109620136983+0j),(-0.6715589548470184+5.710789102458275e-18j),(-0.187297172786837+5.0627694164428026e-17j),(-0.70129241298926-6.786700511258594e-18j),(-0.6878289907744212-6.866477667102236e-18j),(-0.20184154720734737+0j),(-0.710860116098818+0j),(-0.673556909279246+6.317061034454138e-18j),0.039412528490162246
Case4,2.3071071049800045,3.2397674240144743,2.77343727194782,(-0.19826530581350868+5.551115123125783e-17j),(-0.6997539677693265+0j),(-0.6863200806487888-2.0960750067366752e-19j),(-0.19762111247700911+0j),(-0.7141109620136983+0j),(-0.6715589548470184+5.710789102458275e-18j),(-0.20691485873254772+5.548222229520103e-17j),(-0.6984764405254076-8.272644998741363e-18j),(-0.685067079391972-8.323051460871246e-18j),(-0.20141950373431358+0j),(-0.7111852006903062+0j),(-0.6733571138360234+6.2564338412545515e-18j),0.03843638549584949
Case4,2.3316507975861747,3.1906800388021335,2.7611654256447347,(-0.19826530581350868+5.551115123125783e-17j),(-0.6997539677693265+0j),(-0.6863200806487888-2.0960750067366752e-19j),(-0.23560502505005362+0j),(-0.6848533487797754+0j),(-0.689540544737067+1.1167236490421045e-17j),(-0.2169686590338978+5.791902810502404e-17j),(-0.696919807248624-9.086212287476177e-18j),(-0.6835403303840767-9.120533591606428e-18j),(-0.20452727839938084+0j),(-0.708791395971167+0j),(-0.6748283348270273+6.702870445724233e-18j),0.03670304569594418
Case4,2.3071071049800045,3.2397674240144743,2.77343727194782,(-0.19826530581350868+5.551115123125783e-17j),(-0.6997539677693265+0j),(-0.6863200806487888-2.0960750067366752e-19j),(-0.19762111247700911+0j),(-0.7141109620136983+0j),(-0.6715589548470184+5.710789102458275e-18j),(-0.19293980106848327+5.2036970761035594e-17j),(-0.7005123038857966-7.200185173001075e-18j),(-0.687063858217173-7.271790566690114e-18j),(-0.20395176457251654+0j),(-0.709234693141378+0j),(-0.6745558864953598+6.620197000452069e-18j),0.03378487675473127
Case4,2.356194490192345,3.2397674240144743,2.7979809571034098,(-0.19826530581350868+5.551115123125783e-17j),(-0.6997539677693265+0j),(-0.6863200806487888-2.0960750067366752e-19j),(-0.17181293290352478+0j),(-0.6859156770967472+0j),(-0.7071067811865475+3.854589649182434e-18j),(-0.17978784655078392+4.8736705742905844e-17j),(-0.7022934168104078-6.2540722249174e-18j),(-0.6888107773092655-6.344374631812504e-18j),(-0.2014795467518249+0j),(-0.7074409226764063+0j),(-0.6770598014716052+6.4074579734313285e-18j),0.04264865723820169
Case4,2.3071071049800045,3.2397674240144743,2.77343727194782,(-0.19826530581350868+5.551115123125783e-17j),(-0.6997539677693265+0j),(-0.6863200806487888-2.0960750067366752e-19j),(-0.19762111247700911+0j),(-0.7141109620136983+0j),(-0.6715589548470184+5.710789102458275e-18j),(-0.19403725128271165+5.230987485571009e-17j),(-0.7003577858233068-7.281918205480031e-18j),(-0.6869123065947538-7.351908202144836e-18j),(-0.20120394430362376+0j),(-0.7079173540576414+0j),(-0.6766668838555632+6.357695911218967e-18j),0.03269039298057347
Case4,2.3071071049800045,3.2397674240144743,2.77343727194782,(-0.19826530581350868+5.551115123125783e-17j),(-0.6997539677693265+0j),(-0.6863200806487888-2.0960750067366752e-19j),(-0.19762111247700911+0j),(-0.7141109620136983+0j),(-0.6715589548470184+5.710789102458275e-18j),(-0.19919338902546552+5.3586762305756896e-17j),(-0.699619613235912-7.671617212308101e-18j),(-0.6861883054557127-7.733904646032098e-18j),(-0.20096508884851613+0j),(-0.708330261254712+0j),(-0.6763263552549935+6.314568790634921e-18j),0.03069296914200359
Case4,2.3071071049800045,3.2397674240144743,2.77343727194782,(-0.19826530581350868+5.551115123125783e-17j),(-0.6997539677693265+0j),(-0.6863200806487888-2.0960750067366752e-19j),(-0.19762111247700911+0j),(-0.7141109620136983+0j),(-0.6715589548470184+5.710789102458275e-18j),(-0.1940507918104936+5.231323954439288e-17j),(-0.7003558736662178-7.282929304233461e-18j),(-0.686910431147285-7.352899317033034e-18j),(-0.20075609032529695+0j),(-0.7086915550521486+0j),(-0.6760283927294951+6.2768325601238804e-18j),0.032676889162411765
Case4,2.3071071049800045,3.2397674240144743,2.77343727194782,(-0.19826530581350868+5.551115123125783e-17j),(-0.6997539677693265+0j),(-0.6863200806487888-2.0960750067366752e-19j),(-0.19762111247700911+0j),(-0.7141109620136983+0j),(-0.6715589548470184+5.710789102458275e-18j),(-0.19034218339852257+5.138946613989554e-17j),(-0.7008744157176694-7.008428368286581e-18j),(-0.6874190182206911-7.083823580608053e-18j),(-0.20057167986363297+0j),(-0.7090103436969457+0j),(-0.6757654846187612+6.243535886143551e-18j),0.03637554259633721
Case4,2.3316507975861747,3.1906800388021335,2.7611654256447347,(-0.19826530581350868+5.551115123125783e-17j),(-0.6997539677693265+0j),(-0.6863200806487888-2.0960750067366752e-19j),(-0.23560502505005362+0j),(-0.6848533487797754+0j),(-0.689540544737067+1.1167236490421045e-17j),(-0.21342148245388343+5.706339606527869e-17j),(-0.697477847539266-8.795196069221355e-18j),(-0.6840876574088873-8.835271464992862e-18j),(-0.20251797681843411+0j),(-0.7076682884237695+0j),(-0.6765307657364448+6.517074808603411e-18j),0.040260935541789916
Case4,2.3071071049800045,3.2397674240144743,2.77343727194782,(-0.19826530581350868+5.551115123125783e-17j),(-0.6997539677693265+0j),(-0.6863200806487888-2.0960750067366752e-19j),(-0.19762111247700911+0j),(-0.7141109620136983+0j),(-0.6715589548470184+5.710789102458275e-18j),(-0.19942749443296132+5.3644527642241284e-17j),(-0.6995856196367783-7.689532958562984e-18j),(-0.6861549644662027-7.751466262924896e-18j),(-0.20226024711625387+0j),(-0.70800737650745+0j),(-0.6762690914791066+6.474638718806298e-18j),0.030927727159123064
Case4,2.3071071049800045,3.2397674240144743,2.77343727194782,(-0.19826530581350868+5.551115123125783e-17j),(-0.6997539677693265+0j),(-0.6863200806487888-2.0960750067366752e-19j),(-0.19762111247700911+0j),(-0.7141109620136983+0j),(-0.6715589548470184+5.710789102458275e-18j),(-0.19307339526424522+5.207021269302603e-17j),(-0.7004935428474705-7.210111851187952e-18j),(-0.6870454573535407-7.281521052593814e-18j),(-0.20202829038429165+0j),(-0.7083125557827625+0j),(-0.6760335846475023+6.436446237988898e-18j),0.03365164273366317
Case5,1.3744467859455345,4.516039439535327,2.945243112740431,(0.9050585940363296+2.7755575615628914e-17j),(-0.3759073221304745+0j),(0.19890356087732008+2.5671943946003446e-18j),(0.9061274463528877+0j),(-0.3753302775178659+0j),(0.19509032201612836-2.1196562363694814e-17j),(0.9049053256788123+4.564194640883172e-18j),(-0.37619548816044973+9.639378182254192e-18j),(0.19905603795374707-2.5313146102639332e-18j),(0.9061274463528877+0j),(-0.3753302775178659+0j),(0.19509032201612836-2.1196562363694814e-17j),0.006053047254277882
Case5,1.3744467859455345,0.2945243112740431,0.8344855560603694,(0.9050585940363296+2.7755575615628914e-17j),(-0.3759073221304745+0j),(0.19890356087732008+2.5671943946003446e-18j),(0.8866193954619189+0j),(-0.41933973559201926+0j),(0.19509032201612841-1.553599382597286e-18j),(0.8907073499569061+5.1248566989947355e-18j),(-0.401796751709903+1.0010149602813234e-17j),(0.21260241543340025-2.5526611897783064e-18j),(0.8963734209074032+0j),(-0.3973350065549426+0j),(0.1950903220161284-1.137508087314605e-17j),0.039143041524528965
Case5,1.3744467859455345,4.516039439535327,2.9452431201910114,(0.9050585940363296+2.7755575615628914e-17j),(-0.3759073221304745+0j),(0.19890356087732008+2.5671943946003446e-18j),(0.906127449149316-2.7755575615628914e-17j),(-0.37533027076669034+0j),(0.19509032201612847+2.5487251405898092e-17j),(0.9106155879866666+4.330136687269702e-18j),(-0.3652719634104733+9.464921110350638e-18j),(0.1932760814533315-2.513604603242258e-18j),(0.8996247636547074-9.25185853854297e-18j),(-0.39000009462552515+0j),(0.19509032201612841+9.12363219868664e-19j),0.01636069630396844
Case5,1.3744467859455345,4.516039439535327,2.945243112740431,(0.9050585940363296+2.7755575615628914e-17j),(-0.3759073221304745+0j),(0.19890356087732008+2.5671943946003446e-18j),(0.9061274463528877+0j),(-0.3753302775178659+0j),(0.19509032201612836-2.1196562363694814e-17j),(0.8957971871561821+4.927338884679106e-18j),(-0.39285695433071127+9.886894090444518e-18j),(0.2078721071165386-2.5484959009025843e-18j),(0.9012504343292526-6.938893903907228e-18j),(-0.38633264034861037+0j),(0.19509032201612841-4.6148681760222056e-18j),0.04063872110996122
Case5,1.3744467859455345,4.516039439535327,2.9452431201910114,(0.9050585940363296+2.7755575615628914e-17j),(-0.3759073221304745+0j),(0.19890356087732008+2.5671943946003446e-18j),(0.906127449149316-2.7755575615628914e-17j),(-0.37533027076669034+0j),(0.19509032201612847+2.5487251405898092e-17j),(0.9145556477742277+4.165747215563194e-18j),(-0.3574986981877045+9.335083788268369e-18j),(0.18916301942599514-2.497990055603125e-18j),(0.9022258372932653-1.1102230246251566e-17j),(-0.38413216643222636+0j),(0.19509032201612841+1.405555740361854e-18j),0.03218708334163464
Case5,1.3744467859455345,0.2945243112740431,0.8344855560603694,(0.9050585940363296+2.7755575615628914e-17j),(-0.3759073221304745+0j),(0.19890356087732008+2.5671943946003446e-18j),(0.8866193954619189+0j),(-0.41933973559201926+0j),(0.19509032201612841-1.553599382597286e-18j),(0.8912943431659395+5.102274730939865e-18j),(-0.40077850504417334+9.996454402807376e-18j),(0.21206363133492295-2.5523685992672006e-18j),(0.8996247636547074-9.25185853854297e-18j),(-0.39000009462552515+0j),(0.19509032201612841+9.12363219868664e-19j),0.040209497300814634
Case5,1.3989904785517047,0.3436116964863836,0.8713010875190441,(0.9050585940363296+2.7755575615628914e-17j),(-0.3759073221304745+0j),(0.19890356087732008+2.5671943946003446e-18j),(0.9235391717764015-2.7755575615628914e-17j),(-0.3432891358404294+0j),(0.17096188876030138+1.8518897099388284e-17j),(0.9170633349192586+4.0598854557291125e-18j),(-0.35244414609049557+9.248172650941245e-18j),(0.18648850804623054-2.4865220244441142e-18j),(0.9030411076720923-1.1895246692412391e-17j),(-0.3833271005133686+0j),(0.1916434029795817+3.427582345514324e-18j),0.03115746639313824
Case5,1.3744467859455345,4.516039439535327,2.945243112740431,(0.9050585940363296+2.7755575615628914e-17j),(-0.3759073221304745+0j),(0.19890356087732008+2.5671943946003446e-18j),(0.9061274463528877+0j),(-0.3753302775178659+0j),(0.19509032201612836-2.1196562363694814e-17j),(0.8980155827302688+4.840039280563045e-18j),(-0.3888799776427608+9.8298955754422e-18j),(0.20576777240904684-2.5454963973772815e-18j),(0.9034269000071918-1.0408340855860843e-17j),(-0.3823274976389308+0j),(0.19207426785915005+3.495642568631817e-19j),0.03233901414043219
Case5,1.3744467859455345,4.516039439535327,2.945243112740431,(0.9050585940363296+2.7755575615628914e-17j),(-0.3759073221304745+0j),(0.19890356087732008+2.5671943946003446e-18j),(0.9061274463528877+0j),(-0.3753302775178659+0j),(0.19509032201612836-2.1196562363694814e-17j),(0.8994903664038628+4.7815942721356174e-18j),(-0.38620792337766463+9.790859830937505e-18j),(0.20435391032949796-2.5430897779825572e-18j),(0.9037269607122691-9.25185853854297e-18j),(-0.3815500287365903+0j),(0.19240938498770319-2.0444498120877067e-18j),0.02677831412219317
Case5,1.3744467859455345,0.2945243112740431,0.8344855560603694,(0.9050585940363296+2.7755575615628914e-17j),(-0.3759073221304745+0j),(0.19890356087732008+2.5671943946003446e-18j),(0.8866193954619189+0j),(-0.41933973559201926+0j),(0.19509032201612841-1.553599382597286e-18j),(0.8884816142477979+5.2100165349838415e-18j),(-0.4056284468179264+1.006088487759638e-17j),(0.21462987740690642-2.5533388052391553e-18j),(0.9020162041872342-8.326672684688675e-18j),(-0.38532899942213317+0j),(0.19267747869054574-1.9953647691386646e-18j),0.03511307268090347
Case5,1.3744467859455345,4.516039439535327,2.945243112740431,(0.9050585940363296+2.7755575615628914e-17j),(-0.3759073221304745+0j),(0.19890356087732008+2.5671943946003446e-18j),(0.9061274463528877+0j),(-0.3753302775178659+0j),(0.19509032201612836-2.1196562363694814e-17j),(0.9040472929244905+4.598937783116538e-18j),(-0.37780375357697765+9.664259444662692e-18j),(0.19990701823359439-2.5334966420615175e-18j),(0.9023899534750209-7.569702440626067e-18j),(-0.38442002470356346+0j),(0.19289682808378053-3.740928186825588e-18j),0.009370325704974952
Case5,1.3744467859455345,4.516039439535327,2.9452431201910114,(0.9050585940363296+2.7755575615628914e-17j),(-0.3759073221304745+0j),(0.19890356087732008+2.5671943946003446e-18j),(0.906127449149316-2.7755575615628914e-17j),(-0.37533027076669034+0j),(0.19509032201612847+2.5487251405898092e-17j),(0.9072646701805764+4.468086841089102e-18j),(-0.37172937318718485+9.56919507848043e-18j),(0.19669288587031528-2.524679240899801e-18j),(0.9027014114478789-9.25185853854297e-18j),(-0.38366254520882404+0j),(0.1930796192448095-1.305246554098614e-18j),0.006340692012556742
Case5,1.325359400733194,4.516039439535327,2.9206994275848412,(0.9050585940363296+2.7755575615628914e-17j),(-0.3759073221304745+0j),(0.19890356087732008+2.5671943946003446e-18j),(0.8868120379365724+0j),(-0.39309673306320014+0j),(0.24298017990326387-3.572808514572573e-17j),(0.8940490000946838+4.99561559694197e-18j),(-0.39595599414223726+9.930389495819409e-18j),(0.2095118997396766-2.550346232984794e-18j),(0.9014791519470091-8.540177112501205e-18j),(-0.384388251966853+0j),(0.19691812391084448-3.953157214993008e-18j),0.043564499722270444
Case5,1.3989904785517047,0.3436116964863836,0.8713010875190441,(0.9050585940363296+2.7755575615628914e-17j),(-0.3759073221304745+0j),(0.19890356087732008+2.5671943946003446e-18j),(0.9235391717764015-2.7755575615628914e-17j),(-0.3432891358404294+0j),(0.17096188876030138+1.8518897099388284e-17j),(0.9167616446368703+4.072672210661455e-18j),(-0.35305680559539565+9.258810201468164e-18j),(0.18681268411292518-2.487966610915484e-18j),(0.9030548676491085-9.912705577010325e-18j),(-0.3814526008149655+0j),(0.1950641071143771-2.3480104782514866e-18j),0.03239599224712131
Case5,1.3989904785517047,0.3436116964863836,0.8713010875190441,(0.9050585940363296+2.7755575615628914e-17j),(-0.3759073221304745+0j),(0.19890356087732008+2.5671943946003446e-18j),(0.9235391717764015-2.7755575615628914e-17j),(-0.3432891358404294+0j),(0.17096188876030138+1.8518897099388284e-17j),(0.9171193506445895+4.057509766402271e-18j),(-0.35233025231030884+9.246192003996232e-18j),(0.18642824351530168-2.48625182418424e-18j),(0.9044204879242613-1.1102230246251566e-17j),(-0.3789083698166631+0j),(0.19345729255743874-9.568833064088352e-19j),0.030927292356691782
Case5,1.325359400733194,4.516039439535327,2.9206994275848412,(0.9050585940363296+2.7755575615628914e-17j),(-0.3759073221304745+0j),(0.19890356087732008+2.5671943946003446e-18j),(0.8868120379365724+0j),(-0.39309673306320014+0j),(0.24298017990326387-3.572808514572573e-17j),(0.8936180540425975+5.012376340069989e-18j),(-0.396715295171192+9.940922596454124e-18j),(0.2099136681265783-2.550734088898723e-18j),(0.9033199598000308-1.0408340855860843e-17j),(-0.3797951425195717+0j),(0.19655247301655282-3.130083421366141e-18j),0.04349108631223719
Case5,1.3744467859455345,4.516039439535327,2.9452431201910114,(0.9050585940363296+2.7755575615628914e-17j),(-0.3759073221304745+0j),(0.19890356087732008+2.5671943946003446e-18j),(0.906127449149316-2.7755575615628914e-17j),(-0.37533027076669034+0j),(0.19509032201612847+2.5487251405898092e-17j),(0.9098134262712889+4.363315258340904e-18j),(-0.3668303008439105+9.490385413675842e-18j),(0.19410064337673957-2.516436113617195e-18j),(0.9034851062323417-1.1428766429964846e-17j),(-0.3795325030046963+0j),(0.1964664641341749-1.446710784468245e-18j),0.013175635231745447
Case5,1.3744467859455345,4.516039439535327,2.9452431201910114,(0.9050585940363296+2.7755575615628914e-17j),(-0.3759073221304745+0j),(0.19890356087732008+2.5671943946003446e-18j),(0.906127449149316-2.7755575615628914e-17j),(-0.37533027076669034+0j),(0.19509032201612847+2.5487251405898092e-17j),(0.9061454248463943+4.513784307149991e-18j),(-0.3738561476162966+9.602815347255629e-18j),(0.1978182244371079-2.5279442685057772e-18j),(0.9036319030610624-1.2335811384723961e-17j),(-0.3792990456581405+0j),(0.19639001179428342+4.962044832988473e-20j),0.004220010816055442
Case5,1.3744467859455345,4.516039439535327,2.9452431201910114,(0.9050585940363296+2.7755575615628914e-17j),(-0.3759073221304745+0j),(0.19890356087732008+2.5671943946003446e-18j),(0.906127449149316-2.7755575615628914e-17j),(-0.37533027076669034+0j),(0.19509032201612847+2.5487251405898092e-17j),(0.9060982559632362+4.515705990875552e-18j),(-0.37394545417815855+9.604219217986333e-18j),(0.1978654791515502-2.5280771937759007e-18j),(0.9037632475920232-1.3147377923192643e-17j),(-0.3790901627691168+0j),(0.1963216070691174+1.3884431303071588e-18j),0.004189170864780628
Case5,1.3989904785517047,0.3436116964863836,0.8713010875190441,(0.9050585940363296+2.7755575615628914e-17j),(-0.3759073221304745+0j),(0.19890356087732008+2.5671943946003446e-18j),(0.9235391717764015-2.7755575615628914e-17j),(-0.3432891358404294+0j),(0.17096188876030138+1.8518897099388284e-17j),(0.9176608319447556+4.034520151239658e-18j),(-0.3512270234384757+9.226955987829756e-18j),(0.18584449284551796-2.483607797110647e-18j),(0.9047520438012422-1.3877787807814457e-17j),(-0.37730011142268244+0j),(0.1950536211536766+2.2449658287612153e-18j),0.028698831514908874
Case6,0.6135923151542565,5.154175447295755,2.883883888675586,(0.6004545967788135+1.3877787807814457e-17j),(0.1082824186910986+0j),(0.7922936292875248-5.211632089886844e-18j),(0.5660801919054677+6.938893903907228e-18j),(0.10539587105840059+0j),(0.8175848131515838+1.9361914147080048e-17j),(0.5758849986595052+1.1381167906968197e-17j),(0.11070246144115026-3.7076660431134372e-19j),(0.8100008847833516-8.040977746428764e-18j),(0.5660801919054677+6.938893903907228e-18j),(0.10539587105840059+0j),(0.8175848131515838+1.9361914147080048e-17j),0.022695328937385087
