Case,Theta,Phi,timeErr,init,trace,cost
Case1,0.7853981633974483,3.141592653589793,ct1,"[(0.0017416440295465341+0j), (0.6553638451675639+1.2793585635328952e-17j), (0.7553113246359144-3.9935833942898655e-19j)]","[(8.659560562354933e-17+0j), (0.7071067811865476+0j), (0.7071067811865475-1.5100158728515703e-34j)]",0.10168912349789715
Case2,0.5890486225480862,0.39269908169872414,ct1,"[(0.3625801912777015+2.7755575615628914e-17j), (-0.42747516525428586+0j), (0.8281307795172489+2.5055070031881728e-18j)]","[(0.21260752369181407+0j), (-0.5132799671593367+0j), (0.8314696123025452+8.608831937669915e-18j)]",0.2391163022762346
Case3,1.3744467859455345,3.5342917352885173,ct1,"[(-0.5425430949320754-1.1102230246251565e-16j), (0.8354022564553106+0j), (0.08803442537383216-1.643427722036794e-17j)]","[(-0.37533027751786513+0j), (0.9061274463528879+0j), (0.19509032201612836-6.349048761209938e-19j)]",0.34499390395408397
Case4,2.1598449493429825,2.748893571891069,ct1,"[(0.2828995483939625+0j), (0.6591646830845478+0j), (-0.6967566046278569+9.68760360665158e-19j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.28548954198436993
Case5,0.7853981633974483,0.7853981633974483,ct1,"[(0.4839380727579506+0j), (-0.59172017191476+0j), (0.6447256624987773-6.783249860914083e-18j)]","[(0.5+2.7755575615628914e-17j), (-0.5+0j), (0.7071067811865475+2.5556491399710515e-17j)]",0.17016321784457972
