Case,Theta,Phi,timeErr,init,trace,noise,cost
Case1,1.5707963267948966,1.5707963267948966,1.5707963267948966,"[(0.17692650172762442+0j), (0.9808934023443538+0j), (0.10599447860601702+3.227853290478267e-18j)]","[(1.2246467991473535e-16+0j), (1.0000000000000002+0j), 0j]","[(0.17692650172762442+0j), (0.9808934023443538+0j), (0.10599447860601702+3.227853290478267e-18j)]",0.2937200680897354
Case1,1.5707963267948966,1.5707963267948966,1.5707963267948966,"[(0.17692650172762442+0j), (0.9808934023443538+0j), (0.10599447860601702+3.227853290478267e-18j)]","[(1.2246467991473535e-16+0j), (1.0000000000000002+0j), 0j]","[(0.17692650172762442+0j), (0.9808934023443538+0j), (0.10599447860601702+3.227853290478267e-18j)]",0.29956488289547656
Case1,1.5707963267948966,1.5707963267948966,1.5707963267948966,"[(0.17692650172762442+0j), (0.9808934023443538+0j), (0.10599447860601702+3.227853290478267e-18j)]","[(1.2246467991473535e-16+0j), (1.0000000000000002+0j), 0j]","[(0.17692650172762442+0j), (0.9808934023443538+0j), (0.10599447860601702+3.227853290478267e-18j)]",0.30171360872834724
Case1,1.5707963267948966,1.5707963267948966,1.5707963267948966,"[(0.17692650172762442+0j), (0.9808934023443538+0j), (0.10599447860601702+3.227853290478267e-18j)]","[(1.2246467991473535e-16+0j), (1.0000000000000002+0j), 0j]","[(0.17692650172762442+0j), (0.9808934023443538+0j), (0.10599447860601702+3.227853290478267e-18j)]",0.31868813110150496
Case1,1.5707963267948966,1.5707963267948966,1.5707963267948966,"[(0.17692650172762442+0j), (0.9808934023443538+0j), (0.10599447860601702+3.227853290478267e-18j)]","[(1.2246467991473535e-16+0j), (1.0000000000000002+0j), 0j]","[(0.17692650172762442+0j), (0.9808934023443538+0j), (0.10599447860601702+3.227853290478267e-18j)]",0.3020275779892877
Case2,2.356194490192345,3.141592653589793,2.7488935793416496,"[(-0.35589075813191795+0j), (-0.5228883102567066+0j), (-0.7442755002090135+5.375567931772162e-18j)]","[(-0.27059804520577263+0j), (-0.6532814844543007+0j), (-0.7071067811865475-1.2089839808864456e-17j)]","[(-0.35589075813191795+0j), (-0.5228883102567066+0j), (-0.7442755002090135+5.375567931772162e-18j)]",0.2744116534883259
Case2,2.356194490192345,3.141592653589793,2.7488935793416496,"[(-0.35589075813191795+0j), (-0.5228883102567066+0j), (-0.7442755002090135+5.375567931772162e-18j)]","[(-0.27059804520577263+0j), (-0.6532814844543007+0j), (-0.7071067811865475-1.2089839808864456e-17j)]","[(-0.35589075813191795+0j), (-0.5228883102567066+0j), (-0.7442755002090135+5.375567931772162e-18j)]",0.2518705604100706
Case2,2.356194490192345,3.141592653589793,2.7488935793416496,"[(-0.35589075813191795+0j), (-0.5228883102567066+0j), (-0.7442755002090135+5.375567931772162e-18j)]","[(-0.27059804520577263+0j), (-0.6532814844543007+0j), (-0.7071067811865475-1.2089839808864456e-17j)]","[(-0.35589075813191795+0j), (-0.5228883102567066+0j), (-0.7442755002090135+5.375567931772162e-18j)]",0.2544803311553806
Case2,2.356194490192345,3.141592653589793,2.7488935793416496,"[(-0.35589075813191795+0j), (-0.5228883102567066+0j), (-0.7442755002090135+5.375567931772162e-18j)]","[(-0.27059804520577263+0j), (-0.6532814844543007+0j), (-0.7071067811865475-1.2089839808864456e-17j)]","[(-0.35589075813191795+0j), (-0.5228883102567066+0j), (-0.7442755002090135+5.375567931772162e-18j)]",0.23338234085413417
Case2,2.356194490192345,3.141592653589793,2.7488935793416496,"[(-0.35589075813191795+0j), (-0.5228883102567066+0j), (-0.7442755002090135+5.375567931772162e-18j)]","[(-0.27059804520577263+0j), (-0.6532814844543007+0j), (-0.7071067811865475-1.2089839808864456e-17j)]","[(-0.35589075813191795+0j), (-0.5228883102567066+0j), (-0.7442755002090135+5.375567931772162e-18j)]",0.25285459926276654
