Case,Theta,Phi,timeErr,init,trace,noise,cost
Case1,0.39269908169872414,2.356194490192345,1.3744467859455345,"[(-0.14872063349819215+3.379269758006065e-19j), (0.2968809358939174+1.3178411203488581e-17j), (0.9415285578336309-4.094126505485003e-18j)]","[-0.21260752+0.00000000e+00j  0.31818965+0.00000000e+00j
  0.92387953-1.51092538e-17j]","[(-0.14099335452350006+3.228038358910785e-19j), (0.2980070337004644+1.3223251526304138e-17j), (0.9450998657742548-4.1259780184546e-18j)]",0.11301711387402599
Case1,0.39269908169872414,2.356194490192345,1.3744467859455345,"[(-0.14872063349819215+3.379269758006065e-19j), (0.2968809358939174+1.3178411203488581e-17j), (0.9415285578336309-4.094126505485003e-18j)]","[-0.21260752+0.00000000e+00j  0.31818965+0.00000000e+00j
  0.92387953-1.51092538e-17j]","[(-0.13915046243364432+3.182928186692314e-19j), (0.29787056283592406+1.3217820472927974e-17j), (0.944667061910005-4.122108101981028e-18j)]",0.11456367296417236
Case1,0.39269908169872414,2.356194490192345,1.3744467859455345,"[(-0.14872063349819215+3.379269758006065e-19j), (0.2968809358939174+1.3178411203488581e-17j), (0.9415285578336309-4.094126505485003e-18j)]","[-0.21260752+0.00000000e+00j  0.31818965+0.00000000e+00j
  0.92387953-1.51092538e-17j]","[(-0.13642062781797837+3.12369216335468e-19j), (0.298023550938816+1.322390879521105e-17j), (0.9451522485638663-4.126446583936467e-18j)]",0.11762570613080758
Case1,0.39269908169872414,2.356194490192345,1.3744467859455345,"[(-0.14872063349819215+3.379269758006065e-19j), (0.2968809358939174+1.3178411203488581e-17j), (0.9415285578336309-4.094126505485003e-18j)]","[-0.21260752+0.00000000e+00j  0.31818965+0.00000000e+00j
  0.92387953-1.51092538e-17j]","[(-0.13918649096180669+3.1794124274187743e-19j), (0.2976674750939673+1.320973671701685e-17j), (0.9440229892004439-4.116354162716443e-18j)]",0.11408665946840563
Case1,0.39269908169872414,2.356194490192345,1.3744467859455345,"[(-0.14872063349819215+3.379269758006065e-19j), (0.2968809358939174+1.3178411203488581e-17j), (0.9415285578336309-4.094126505485003e-18j)]","[-0.21260752+0.00000000e+00j  0.31818965+0.00000000e+00j
  0.92387953-1.51092538e-17j]","[(-0.14872063349819215+3.379269758006065e-19j), (0.2968809358939174+1.3178411203488581e-17j), (0.9415285578336309-4.094126505485003e-18j)]",0.10284462476525702
Case2,2.1598449493429825,1.9634954084936207,2.0616701863688824,"[(-0.5880781318033848+1.2340366032646133e-19j), (0.6080984713749787-1.2760477417597168e-19j), (-0.5551971836588765-2.61456080687413e-19j)]","[-0.64273471+0.00000000e+00j  0.52747873+0.00000000e+00j
 -0.55557023+1.39549926e-17j]","[(-0.5420256537240767+1.2781787229627359e-19j), (0.6446341024922456-1.5201450120314992e-19j), (-0.5885544118946929-2.618783688631708e-19j)]",0.25084859157570516
Case2,2.1598449493429825,1.9634954084936207,2.061670178918302,"[(-0.5880781318033848+1.2340366032646133e-19j), (0.6080984713749787-1.2760477417597168e-19j), (-0.5551971836588765-2.61456080687413e-19j)]","[-0.6427347 +0.00000000e+00j  0.52747874+0.00000000e+00j
 -0.55557023-1.94087514e-17j]","[(-0.5460644263213084+1.0803879844775088e-19j), (0.5904665993659333-1.1682376445721532e-19j), (-0.539099189431196-2.603402172740589e-19j)]",0.17612918056547622
Case2,2.1598449493429825,1.9634954084936207,2.061670178918302,"[(-0.5880781318033848+1.2340366032646133e-19j), (0.6080984713749787-1.2760477417597168e-19j), (-0.5551971836588765-2.61456080687413e-19j)]","[-0.6427347 +0.00000000e+00j  0.52747874+0.00000000e+00j
 -0.55557023-1.94087514e-17j]","[(-0.5707369971360287+1.1482476754136602e-19j), (0.5954251577206043-1.1979170032191635e-19j), (-0.5436263799490355-2.6071243778479076e-19j)]",0.15188797758758743
Case2,2.1598449493429825,1.9634954084936207,2.061670178918302,"[(-0.5880781318033848+1.2340366032646133e-19j), (0.6080984713749787-1.2760477417597168e-19j), (-0.5551971836588765-2.61456080687413e-19j)]","[-0.6427347 +0.00000000e+00j  0.52747874+0.00000000e+00j
 -0.55557023-1.94087514e-17j]","[(-0.5853454008580126+1.1329430548431478e-19j), (0.5840168014717827-1.130371534771252e-19j), (-0.5332104891720019-2.597885806404744e-19j)]",0.13628710839381553
Case2,2.1598449493429825,1.9634954084936207,2.061670178918302,"[(-0.5880781318033848+1.2340366032646133e-19j), (0.6080984713749787-1.2760477417597168e-19j), (-0.5551971836588765-2.61456080687413e-19j)]","[-0.6427347 +0.00000000e+00j  0.52747874+0.00000000e+00j
 -0.55557023-1.94087514e-17j]","[(-0.5880781318033848+1.2340366032646133e-19j), (0.6080984713749787-1.2760477417597168e-19j), (-0.5551971836588765-2.61456080687413e-19j)]",0.13564935286476476
Case3,2.356194490192345,3.141592653589793,2.748893571891069,"[(-0.4889160613846101+3.815097929352669e-18j), (-0.5500990259482231+4.292519351666459e-18j), (-0.687197227200278-5.9927537792317116e-18j)]","[-0.27059805-5.55111512e-17j -0.65328148+0.00000000e+00j
 -0.70710678-5.71414228e-18j]","[(-0.4503683433093989+3.655006836062142e-18j), (-0.5610032171819869+4.552874606562571e-18j), (-0.7008190109650967-5.892594529692317e-18j)]",0.2783363287139522
Case3,2.356194490192345,3.141592653589793,2.748893571891069,"[(-0.4889160613846101+3.815097929352669e-18j), (-0.5500990259482231+4.292519351666459e-18j), (-0.687197227200278-5.9927537792317116e-18j)]","[-0.27059805-5.55111512e-17j -0.65328148+0.00000000e+00j
 -0.70710678-5.71414228e-18j]","[(-0.4636539939257483+3.537687506802299e-18j), (-0.5439611890433843+4.150432710328989e-18j), (-0.6795296904422513-6.0435554520394665e-18j)]",0.32995332799174953
Case3,2.356194490192345,3.141592653589793,2.748893571891069,"[(-0.4889160613846101+3.815097929352669e-18j), (-0.5500990259482231+4.292519351666459e-18j), (-0.687197227200278-5.9927537792317116e-18j)]","[-0.27059805-5.55111512e-17j -0.65328148+0.00000000e+00j
 -0.70710678-5.71414228e-18j]","[(-0.48655747403039495+3.572412584939332e-18j), (-0.5336038007342025+3.917837120708256e-18j), (-0.6665909863337728-6.120323682031582e-18j)]",0.3761529005140565
Case3,2.356194490192345,3.141592653589793,2.748893571891069,"[(-0.4889160613846101+3.815097929352669e-18j), (-0.5500990259482231+4.292519351666459e-18j), (-0.687197227200278-5.9927537792317116e-18j)]","[-0.27059805-5.55111512e-17j -0.65328148+0.00000000e+00j
 -0.70710678-5.71414228e-18j]","[(-0.49617776712899425+3.7559518139022446e-18j), (-0.5418094042243801+4.101372833291018e-18j), (-0.676841627945499-6.060425386610436e-18j)]",0.3673169485107521
Case3,2.356194490192345,3.141592653589793,2.748893571891069,"[(-0.4889160613846101+3.815097929352669e-18j), (-0.5500990259482231+4.292519351666459e-18j), (-0.687197227200278-5.9927537792317116e-18j)]","[-0.27059805-5.55111512e-17j -0.65328148+0.00000000e+00j
 -0.70710678-5.71414228e-18j]","[(-0.4889160613846101+3.815097929352669e-18j), (-0.5500990259482231+4.292519351666459e-18j), (-0.687197227200278-5.9927537792317116e-18j)]",0.3414100217877458
