Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17
Case1,2.110757564130642,0.5890486225480862,1.3499031007899447,(0.6949854577120763+0j),(0.39510053020222585+0j),(-0.6007418618696848-6.505908631614917e-18j),(0.8002546141848476+0j),(0.30869227539551386+0j),(-0.5141027441932216-1.5576255328326985e-17j),(0.804229504612768-2.1474761833150146e-18j),(0.32657569629774336-8.720315852955429e-19j),(-0.4965513251396539-4.051641647861562e-18j),(0.8002546141848476+0j),(0.30869227539551386+0j),(-0.5141027441932216-1.5576255328326985e-17j),0.2783165289559465,0.039409734046142675
Case1,2.2334760271614935,4.859651136021712,3.546563589042183,(0.6949854577120763+0j),(0.39510053020222585+0j),(-0.6007418618696848-6.505908631614917e-18j),(0.6711628220446456+0j),(0.4135584073098982+0j),(-0.6152315905806268-2.8568180665469066e-17j),(0.6563273807216963-2.8243659711696247e-18j),(0.41458149029007196-1.7840636972428566e-18j),(-0.6303622428602942-4.114060662429884e-18j),(0.7357087181147466+0j),(0.361125341352706+0j),(-0.5646671673869241-2.2072217996898026e-17j),0.11077314373495079,0.030989184664593605
Case1,2.110757564130642,0.5890486225480862,1.3499031007899447,(0.6949854577120763+0j),(0.39510053020222585+0j),(-0.6007418618696848-6.505908631614917e-18j),(0.8002546141848476+0j),(0.30869227539551386+0j),(-0.5141027441932216-1.5576255328326985e-17j),(0.804229504612768-2.1474761833150146e-18j),(0.32657569629774336-8.720315852955429e-19j),(-0.4965513251396539-4.051641647861562e-18j),(0.7572240168047802+0j),(0.3436476527003086+0j),(-0.5478123596556899-1.9906897107374344e-17j),0.16662093880861611,0.039409734046142675
Case1,2.380738182798515,4.957825906446392,3.6692820446224537,(0.6949854577120763+0j),(0.39510053020222585+0j),(-0.6007418618696848-6.505908631614917e-18j),(0.49352542315131526+0j),(0.48155873944889255+0j),(-0.7242470829514669+1.4807544667449608e-17j),(0.5016798063462261-2.8380613618276104e-18j),(0.47534317751931404-2.689071971126741e-18j),(-0.7227490819712296-3.7385451702883685e-18j),(0.691299368391414+0j),(0.3781254243874546+0j),(-0.5919210404796342-1.1228286663668357e-17j),0.0294820165254841,0.015867946104726693
Case1,2.012582793705961,0.5890486225480862,1.3008157081270237,(0.6949854577120763+0j),(0.39510053020222585+0j),(-0.6007418618696848-6.505908631614917e-18j),(0.8583633087750884-2.7755575615628914e-17j),(0.2835649347689254+0j),(-0.427555093430282-1.2848344125037045e-17j),(0.8669919906520858-1.6275887062217502e-18j),(0.2738258696131644-5.140484544944092e-19j),(-0.41634634773914864-3.727344183207692e-18j),(0.7247121564681489-5.551115123125783e-18j),(0.35921332646374876+0j),(-0.5590478510697638-1.1552298155942094e-17j),0.10730791329447065,0.029576492723891734
Case1,2.110757564130642,0.5890486225480862,1.3499031007899447,(0.6949854577120763+0j),(0.39510053020222585+0j),(-0.6007418618696848-6.505908631614917e-18j),(0.8002546141848476+0j),(0.30869227539551386+0j),(-0.5141027441932216-1.5576255328326985e-17j),(0.804229504612768-2.1474761833150146e-18j),(0.32657569629774336-8.720315852955429e-19j),(-0.4965513251396539-4.051641647861562e-18j),(0.7373025660875987-4.625929269271485e-18j),(0.35079315128570954+0j),(-0.5515569999236734-1.2222957684672908e-17j),0.13580934923805016,0.039409734046142675
Case1,2.3071071049800045,0.6872233929727672,1.4971652564269664,(0.6949854577120763+0j),(0.39510053020222585+0j),(-0.6007418618696848-6.505908631614917e-18j),(0.6057903841990315+2.7755575615628914e-17j),(0.42664573193314625+0j),(-0.6715589548470184+2.8660924365710343e-17j),(0.6117086038086531-2.8939979188918324e-18j),(0.43469685410703546-2.056554024746237e-18j),(-0.6609472210819222-4.030973890604491e-18j),(0.718515111532089+0j),(0.3616292342353434+0j),(-0.5687001363412941-6.3824031060467295e-18j),0.08904267531528587,0.024581076883338715
Case1,2.061670178918302,0.5890486225480862,1.3253594081837745,(0.6949854577120763+0j),(0.39510053020222585+0j),(-0.6007418618696848-6.505908631614917e-18j),(0.8303677301922552+2.7755575615628914e-17j),(0.2971103316365201+0j),(-0.47139673682599775-7.375214319401688e-18j),(0.8231857266430491-2.0061130263373095e-18j),(0.3119884149540642-7.603193338373744e-19j),(-0.47437167746989894-3.981296782323726e-18j),(0.7324966888646098+3.469446951953614e-18j),(0.35356437141049046+0j),(-0.5565372114018821-6.5065045077161e-18j),0.12325204041207166,0.0250350359110173
Case1,2.184388641949153,0.6381360077604268,1.41126232485479,(0.6949854577120763+0j),(0.39510053020222585+0j),(-0.6007418618696848-6.505908631614917e-18j),(0.7257206731930098+0j),(0.3765294559478639+0j),(-0.5758081914178453+1.1181756621389285e-17j),(0.7284332369803432-2.5848081355875568e-18j),(0.37646877741916057-1.335880227955615e-18j),(-0.5724126823288084-4.167932379956597e-18j),(0.731743798234432+3.0839528461809902e-18j),(0.3561160474701986+0j),(-0.5586784314036557-4.541142160037723e-18j),0.11780625372041209,0.006168751405073725
Case1,2.3316507975861747,0.7363107781851077,1.533980795336222,(0.6949854577120763+0j),(0.39510053020222585+0j),(-0.6007418618696848-6.505908631614917e-18j),(0.5541701566228618-2.7755575615628914e-17j),(0.466293120978963+0j),(-0.6895405447370669-1.3405998542872605e-17j),(0.5603815735293116-2.9060285763580738e-18j),(0.45511138678225155-2.3601181014671538e-18j),(-0.6919870791206643-3.9055664043663906e-18j),(0.713986434073275+0j),(0.36713375482107513+0j),(-0.5717646427369969-5.427627798321212e-18j),0.07594497087503732,0.019839677883714713
Case1Fin,2.184388641949153,0.6381360077604268,1.533980795336222,(0.6949854577120763+0j),(0.39510053020222585+0j),(-0.6007418618696848-6.505908631614917e-18j),(0.5541701566228618-2.7755575615628914e-17j),(0.466293120978963+0j),(-0.6895405447370669-1.3405998542872605e-17j),(0.713986434073275+0j),(0.36713375482107513+0j),(-0.5717646427369969-5.427627798321212e-18j),(0.713986434073275+0j),(0.36713375482107513+0j),(-0.5717646427369969-5.427627798321212e-18j),0.07594497087503732,0.025173488927372034
Case2,1.9880391010997909,4.074252972624263,3.031146036862027,(0.7184855802386635+0j),(-0.5966545887251443+0j),(-0.3574657644339379+4.246554656130958e-18j),(0.6697996827207848+0j),(-0.6222120719261603+0j),(-0.40524131400498975+7.576124575551883e-18j),(0.6808901639004228+1.1459910401953862e-18j),(-0.6282601007247223-1.0574105553507108e-18j),(-0.3764011564023379+3.83798738294764e-18j),(0.6697996827207848+0j),(-0.6222120719261603+0j),(-0.40524131400498975+7.576124575551883e-18j),0.12201893028994654,0.04597866758085173
