Case,Theta,Phi,timeErr,init,trace,noise,cost
Case1,0.39269908169872414,5.497787143782138,2.9452431201910114,"[(0.3774731547856953-3.3350847468666456e-19j), (0.17902586853833807-1.5817454457012712e-19j), (0.9227886442775702+1.4214490202671447e-19j)]","[(0.3181896435591591+0j), (0.21260752606251146+0j), (0.9238795325112866-2.5912640674708514e-17j)]","[(0.42084560468076626-3.604374079298116e-19j), (0.17626209136091106-1.5096142295368964e-19j), (0.9085427578285009+1.6454386209317274e-19j)]",0.15433816655124652
Case1,0.39269908169872414,5.497787143782138,2.9452431201910114,"[(0.3774731547856953-3.3350847468666456e-19j), (0.17902586853833807-1.5817454457012712e-19j), (0.9227886442775702+1.4214490202671447e-19j)]","[(0.3181896435591591+0j), (0.21260752606251146+0j), (0.9238795325112866-2.5912640674708514e-17j)]","[(0.4141963866388007-3.4298144731545033e-19j), (0.17331555774896326-1.43516512351572e-19j), (0.8933548535368632+1.871601712246967e-19j)]",0.1658233864128665
Case1,0.39269908169872414,5.497787143782138,2.9452431201910114,"[(0.3774731547856953-3.3350847468666456e-19j), (0.17902586853833807-1.5817454457012712e-19j), (0.9227886442775702+1.4214490202671447e-19j)]","[(0.3181896435591591+0j), (0.21260752606251146+0j), (0.9238795325112866-2.5912640674708514e-17j)]","[(0.38445843502585714-3.3837228324279026e-19j), (0.17868087961958062-1.572618824311692e-19j), (0.9210103992718056+1.4500416897005463e-19j)]",0.10306456719436313
Case1,0.39269908169872414,5.497787143782138,2.9452431201910114,"[(0.3774731547856953-3.3350847468666456e-19j), (0.17902586853833807-1.5817454457012712e-19j), (0.9227886442775702+1.4214490202671447e-19j)]","[(0.3181896435591591+0j), (0.21260752606251146+0j), (0.9238795325112866-2.5912640674708514e-17j)]","[(0.4002634109784928-3.2486855769237892e-19j), (0.1715877509508877-1.3926695181261337e-19j), (0.8844488752791554+1.998239736356745e-19j)]",0.1625241958083419
Case1,0.39269908169872414,5.497787143782138,2.9452431201910114,"[(0.3774731547856953-3.3350847468666456e-19j), (0.17902586853833807-1.5817454457012712e-19j), (0.9227886442775702+1.4214490202671447e-19j)]","[(0.3181896435591591+0j), (0.21260752606251146+0j), (0.9238795325112866-2.5912640674708514e-17j)]","[(0.3774731547856953-3.3350847468666456e-19j), (0.17902586853833807-1.5817454457012712e-19j), (0.9227886442775702+1.4214490202671447e-19j)]",0.09395605302967924
Case2,0.9817477042468103,1.9634954084936207,1.4726215563702154,"[(-0.13592261787398013-3.662318509841576e-19j), (0.8128655737502443+2.1901966599249835e-18j), (0.5673429168848442-3.2205243556607272e-18j)]","[(-0.2413628880541371+0j), (0.7956668099479273+0j), (0.5555702330196023+6.435558549206674e-18j)]","[(-0.15013041690986287-4.030897775561134e-19j), (0.8114337866885438+2.1786435507880896e-18j), (0.5663435951345143-3.22022265555779e-18j)]",0.11777280999980277
Case2,0.9817477042468103,1.9634954084936207,1.4726215563702154,"[(-0.13592261787398013-3.662318509841576e-19j), (0.8128655737502443+2.1901966599249835e-18j), (0.5673429168848442-3.2205243556607272e-18j)]","[(-0.2413628880541371+0j), (0.7956668099479273+0j), (0.5555702330196023+6.435558549206674e-18j)]","[(-0.1563303510214832-4.1723794813068917e-19j), (0.8090154006594007+2.159221952561654e-18j), (0.5646556725206957-3.219648578605881e-18j)]",0.10746656724522075
Case2,0.9817477042468103,1.9634954084936207,1.4726215563702154,"[(-0.13592261787398013-3.662318509841576e-19j), (0.8128655737502443+2.1901966599249835e-18j), (0.5673429168848442-3.2205243556607272e-18j)]","[(-0.2413628880541371+0j), (0.7956668099479273+0j), (0.5555702330196023+6.435558549206674e-18j)]","[(-0.15346109233408106-4.112878556423967e-19j), (0.8107003126322656+2.1727409083292164e-18j), (0.5658316638583152-3.220057094549756e-18j)]",0.11319672924310728
Case2,0.9817477042468103,1.9634954084936207,1.4726215563702154,"[(-0.13592261787398013-3.662318509841576e-19j), (0.8128655737502443+2.1901966599249835e-18j), (0.5673429168848442-3.2205243556607272e-18j)]","[(-0.2413628880541371+0j), (0.7956668099479273+0j), (0.5555702330196023+6.435558549206674e-18j)]","[(-0.14024759817879498-3.7828830886249286e-19j), (0.813299084799495+2.193702704241616e-18j), (0.5676454877294292-3.2206100932521395e-18j)]",0.1308228194367368
Case2,0.9817477042468103,1.9634954084936207,1.4726215563702154,"[(-0.13592261787398013-3.662318509841576e-19j), (0.8128655737502443+2.1901966599249835e-18j), (0.5673429168848442-3.2205243556607272e-18j)]","[(-0.2413628880541371+0j), (0.7956668099479273+0j), (0.5555702330196023+6.435558549206674e-18j)]","[(-0.13592261787398013-3.662318509841576e-19j), (0.8128655737502443+2.1901966599249835e-18j), (0.5673429168848442-3.2205243556607272e-18j)]",0.13441171784771586
