Case,Theta,Phi,timeErr,init,trace,noise,cost
Case1,1.3744467859455345,1.1780972450961724,1.2762720229714342,"[(0.5676724991078635-3.5482807149477927e-17j), (0.7865402988366966+2.779681259936062e-17j), (0.14903275958559914+3.9268812985114295e-18j)]","[(0.6222035894456553+0j), (0.7581572788917782+0j), (0.1950903220161283+1.5763210411721283e-17j)]","[0.57502237-3.59044819e-17j 0.78612731+2.78338052e-17j
 0.14895451+3.93459423e-18j]",0.1212870735625976
Case1,1.3744467859455345,1.1780972450961724,1.2762720229714342,"[(0.5676724991078635-3.5482807149477927e-17j), (0.7865402988366966+2.779681259936062e-17j), (0.14903275958559914+3.9268812985114295e-18j)]","[(0.6222035894456553+0j), (0.7581572788917782+0j), (0.1950903220161283+1.5763210411721283e-17j)]","[0.56820848-3.98746115e-17j 0.83340346+2.30605705e-17j
 0.15791234+2.94962289e-18j]",0.16641927871764078
Case1,1.3744467859455345,1.1780972450961724,1.2762720229714342,"[(0.5676724991078635-3.5482807149477927e-17j), (0.7865402988366966+2.779681259936062e-17j), (0.14903275958559914+3.9268812985114295e-18j)]","[(0.6222035894456553+0j), (0.7581572788917782+0j), (0.1950903220161283+1.5763210411721283e-17j)]","[0.55336905-3.79196715e-17j 0.82354204+2.41473028e-17j
 0.15604381+3.17233656e-18j]",0.17326582314961683
Case1,1.3744467859455345,1.1780972450961724,1.2762720229714342,"[(0.5676724991078635-3.5482807149477927e-17j), (0.7865402988366966+2.779681259936062e-17j), (0.14903275958559914+3.9268812985114295e-18j)]","[(0.6222035894456553+0j), (0.7581572788917782+0j), (0.1950903220161283+1.5763210411721283e-17j)]","[0.55456859-3.68691076e-17j 0.81117508+2.54415953e-17j
 0.15370053+3.43864718e-18j]",0.16204260122755648
Case1,1.3744467859455345,1.1780972450961724,1.2762720229714342,"[(0.5676724991078635-3.5482807149477927e-17j), (0.7865402988366966+2.779681259936062e-17j), (0.14903275958559914+3.9268812985114295e-18j)]","[(0.6222035894456553+0j), (0.7581572788917782+0j), (0.1950903220161283+1.5763210411721283e-17j)]","[0.5676725 -3.54828071e-17j 0.7865403 +2.77968126e-17j
 0.14903276+3.92688130e-18j]",0.12897168299772926
Case2,1.9634954084936207,0.0,0.9817477042468103,"[(0.7736371873788084+2.1849767311968464e-18j), (-0.6229493508688506-1.7593903945780034e-18j), (-0.34481602597583405+7.21685830540046e-18j)]","[(0.7681777567114165+0j), (-0.5132799671593369+0j), (-0.38268343236508967+8.92855435823782e-18j)]","[ 0.80465956+1.67008485e-18j -0.5340245 -1.10837709e-18j
 -0.29559418+6.40799849e-18j]",0.14431558175178832
Case2,1.9634954084936207,0.0,0.9817477042468103,"[(0.7736371873788084+2.1849767311968464e-18j), (-0.6229493508688506-1.7593903945780034e-18j), (-0.34481602597583405+7.21685830540046e-18j)]","[(0.7681777567114165+0j), (-0.5132799671593369+0j), (-0.38268343236508967+8.92855435823782e-18j)]","[ 0.79866418+1.66387163e-18j -0.53502713-1.11463176e-18j
 -0.29614916+6.41771930e-18j]",0.1387678543452625
Case2,1.9634954084936207,0.0,0.9817477042468103,"[(0.7736371873788084+2.1849767311968464e-18j), (-0.6229493508688506-1.7593903945780034e-18j), (-0.34481602597583405+7.21685830540046e-18j)]","[(0.7681777567114165+0j), (-0.5132799671593369+0j), (-0.38268343236508967+8.92855435823782e-18j)]","[ 0.80701036+2.08353628e-18j -0.59560588-1.53773299e-18j
 -0.32968082+6.98003059e-18j]",0.17416113127127275
Case2,1.9634954084936207,0.0,0.9817477042468103,"[(0.7736371873788084+2.1849767311968464e-18j), (-0.6229493508688506-1.7593903945780034e-18j), (-0.34481602597583405+7.21685830540046e-18j)]","[(0.7681777567114165+0j), (-0.5132799671593369+0j), (-0.38268343236508967+8.92855435823782e-18j)]","[ 0.76302896+1.72687869e-18j -0.55764576-1.26205771e-18j
 -0.30866907+6.63351216e-18j]",0.12352895900426286
Case2,1.9634954084936207,0.0,0.9817477042468103,"[(0.7736371873788084+2.1849767311968464e-18j), (-0.6229493508688506-1.7593903945780034e-18j), (-0.34481602597583405+7.21685830540046e-18j)]","[(0.7681777567114165+0j), (-0.5132799671593369+0j), (-0.38268343236508967+8.92855435823782e-18j)]","[ 0.77363719+2.18497673e-18j -0.62294935-1.75939039e-18j
 -0.34481603+7.21685831e-18j]",0.1529962207661612
Case3,1.1780972450961724,6.283185307179586,3.7306412835884597,"[(-0.48932295485782706-7.431487868095612e-17j), (0.841844988195162-3.4053172828266435e-17j), (0.2798722020414995-1.313690055301791e-17j)]","[(-0.5132799728827065-5.551115123125783e-17j), (0.7681777528871829+0j), (0.38268343236509+8.073000885520436e-18j)]","[-0.55356457-8.00337362e-17j  0.8213806 -3.92165256e-17j
  0.2730688 -1.48093199e-17j]",0.20310208165465393
Case3,1.1780972450961724,6.283185307179586,3.7306412835884597,"[(-0.48932295485782706-7.431487868095612e-17j), (0.841844988195162-3.4053172828266435e-17j), (0.2798722020414995-1.313690055301791e-17j)]","[(-0.5132799728827065-5.551115123125783e-17j), (0.7681777528871829+0j), (0.38268343236509+8.073000885520436e-18j)]","[-0.52796108-7.59015785e-17j  0.81906146-3.97735602e-17j
  0.27229779-1.49895041e-17j]",0.17595044831172008
Case3,1.1780972450961724,6.283185307179586,3.7306412835884597,"[(-0.48932295485782706-7.431487868095612e-17j), (0.841844988195162-3.4053172828266435e-17j), (0.2798722020414995-1.313690055301791e-17j)]","[(-0.5132799728827065-5.551115123125783e-17j), (0.7681777528871829+0j), (0.38268343236509+8.073000885520436e-18j)]","[-0.52886116-7.16697894e-17j  0.79522361-4.51737099e-17j
  0.26437288-1.67333702e-17j]",0.16093760108222216
Case3,1.3744467859455345,1.9634954084936207,3.7306412835884597,"[(-0.48932295485782706-7.431487868095612e-17j), (0.841844988195162-3.4053172828266435e-17j), (0.2798722020414995-1.313690055301791e-17j)]","[(-0.5448951006999212+0j), (-0.815493160908702+0j), (0.1950903220161283+7.405544812122521e-18j)]","[-0.51417719-7.66923000e-17j  0.83427939-3.60142722e-17j
  0.27735701-1.37725507e-17j]",0.1648009070706068
Case3,1.3744467859455345,1.9634954084936207,1.6689711046701583,"[(-0.48932295485782706-7.431487868095612e-17j), (0.841844988195162-3.4053172828266435e-17j), (0.2798722020414995-1.313690055301791e-17j)]","[(-0.46233898715362276+0j), (0.864975391102779+0j), (0.19509032201612841-1.5719764098504862e-18j)]","[-0.48932295-7.43148787e-17j  0.84184499-3.40531728e-17j
  0.2798722 -1.31369006e-17j]",0.1348962605264552
Case4,2.1598449493429825,5.105088062083414,3.632466513163779,"[(0.4722291648948849+4.9240277598522385e-17j), (0.7397824654592026-1.385564053702996e-17j), (-0.47418311197264873+2.849223691358609e-17j)]","[(0.527478733242138+0j), (0.6427347058933527+0j), (-0.555570233019602-2.8905073423088177e-18j)]","[ 0.47226659+4.69148753e-17j  0.72207426-1.70853790e-17j
 -0.46283257+3.00929913e-17j]",0.22728936643481124
Case4,2.1598449493429825,5.105088062083414,3.632466513163779,"[(0.4722291648948849+4.9240277598522385e-17j), (0.7397824654592026-1.385564053702996e-17j), (-0.47418311197264873+2.849223691358609e-17j)]","[(0.527478733242138+0j), (0.6427347058933527+0j), (-0.555570233019602-2.8905073423088177e-18j)]","[ 0.47465473+5.04711595e-17j  0.7470556 -1.24526525e-17j
 -0.47884502+2.77857601e-17j]",0.23387011545040404
Case4,2.1598449493429825,5.105088062083414,3.632466513163779,"[(0.4722291648948849+4.9240277598522385e-17j), (0.7397824654592026-1.385564053702996e-17j), (-0.47418311197264873+2.849223691358609e-17j)]","[(0.527478733242138+0j), (0.6427347058933527+0j), (-0.555570233019602-2.8905073423088177e-18j)]","[ 0.45917499+5.00807656e-17j  0.75660038-1.05428476e-17j
 -0.484963  +2.68146456e-17j]",0.25277666170167545
Case4,2.1598449493429825,5.105088062083414,3.632466513163779,"[(0.4722291648948849+4.9240277598522385e-17j), (0.7397824654592026-1.385564053702996e-17j), (-0.47418311197264873+2.849223691358609e-17j)]","[(0.527478733242138+0j), (0.6427347058933527+0j), (-0.555570233019602-2.8905073423088177e-18j)]","[ 0.4652046 +4.81038631e-17j  0.73669576-1.44375198e-17j
 -0.4722046 +2.87833814e-17j]",0.23960082460385163
Case4,2.1598449493429825,5.105088062083414,3.632466513163779,"[(0.4722291648948849+4.9240277598522385e-17j), (0.7397824654592026-1.385564053702996e-17j), (-0.47418311197264873+2.849223691358609e-17j)]","[(0.527478733242138+0j), (0.6427347058933527+0j), (-0.555570233019602-2.8905073423088177e-18j)]","[ 0.47222916+4.92402776e-17j  0.73978247-1.38556405e-17j
 -0.47418311+2.84922369e-17j]",0.23368445767882556
Case5,1.5707963267948966,2.356194490192345,1.9634954084936207,"[(-0.8260184101372504+4.428829386630382e-19j), (0.491751155977992-2.6366022158548706e-19j), (0.17365489401764353+2.9944293393526258e-18j)]","[(-0.9238795325112865+0j), (0.3826834323650901+0j), (-5.551115123125783e-17+0j)]","[-0.90634439+4.54620059e-19j  0.47563461-2.38577120e-19j
  0.16796357+2.90209681e-18j]",0.2784498864709415
Case5,1.5707963267948966,2.356194490192345,1.9634954084936207,"[(-0.8260184101372504+4.428829386630382e-19j), (0.491751155977992-2.6366022158548706e-19j), (0.17365489401764353+2.9944293393526258e-18j)]","[(-0.9238795325112865+0j), (0.3826834323650901+0j), (-5.551115123125783e-17+0j)]","[-0.88013995+4.28147130e-19j  0.46839951-2.27854565e-19j
  0.16540859+2.86045659e-18j]",0.2948642532296041
Case5,1.5707963267948966,2.356194490192345,1.9634954084936207,"[(-0.8260184101372504+4.428829386630382e-19j), (0.491751155977992-2.6366022158548706e-19j), (0.17365489401764353+2.9944293393526258e-18j)]","[(-0.9238795325112865+0j), (0.3826834323650901+0j), (-5.551115123125783e-17+0j)]","[-0.90685776+5.61525473e-19j  0.52845854-3.27221031e-19j
  0.18661758+3.20245685e-18j]",0.34941445975831126
Case5,1.1780972450961724,2.356194490192345,1.9634954084936207,"[(-0.8260184101372504+4.428829386630382e-19j), (0.491751155977992-2.6366022158548706e-19j), (0.17365489401764353+2.9944293393526258e-18j)]","[(-0.8535533905932734+0j), (0.3535533905932743+0j), (0.3826834323650899+2.7603324206586976e-17j)]","[-0.86930289+5.50807511e-19j  0.53457684-3.38718463e-19j
  0.18877817+3.23681142e-18j]",0.31632727308120545
Case5,1.1780972450961724,2.356194490192345,1.9634954084936207,"[(-0.8260184101372504+4.428829386630382e-19j), (0.491751155977992-2.6366022158548706e-19j), (0.17365489401764353+2.9944293393526258e-18j)]","[(-0.8535533905932734+0j), (0.3535533905932743+0j), (0.3826834323650899+2.7603324206586976e-17j)]","[-0.82601841+4.42882939e-19j  0.49175116-2.63660222e-19j
  0.17365489+2.99442934e-18j]",0.28839800295462514
