Case,Theta,Phi,timeErr,init,trace,noise,cost
Case1,2.356194490192345,3.141592653589793,2.7488935793416496,"[(-0.2539579596371039-5.007979261471616e-19j), (-0.744816053484531-1.4687562283110656e-18j), (-0.616403818366203+1.983624736336244e-18j)]","[-0.27059805+0.00000000e+00j -0.65328148+0.00000000e+00j
 -0.70710678-1.20898398e-17j]","[(-0.24287578102182586-4.872418829553717e-19j), (-0.7512403109095364-1.5070903409947154e-18j), (-0.6217204825122221+1.979493388873538e-18j)]",0.21106739619694667
Case1,2.356194490192345,3.141592653589793,2.7488935793416496,"[(-0.2539579596371039-5.007979261471616e-19j), (-0.744816053484531-1.4687562283110656e-18j), (-0.616403818366203+1.983624736336244e-18j)]","[-0.27059805+0.00000000e+00j -0.65328148+0.00000000e+00j
 -0.70710678-1.20898398e-17j]","[(-0.25960986304102546-5.041348756955618e-19j), (-0.7391140529678845-1.4352812595526245e-18j), (-0.611684888270183+1.9868369540513203e-18j)]",0.19224265047813432
Case1,2.356194490192345,3.141592653589793,2.7488935793416496,"[(-0.2539579596371039-5.007979261471616e-19j), (-0.744816053484531-1.4687562283110656e-18j), (-0.616403818366203+1.983624736336244e-18j)]","[-0.27059805+0.00000000e+00j -0.65328148+0.00000000e+00j
 -0.70710678-1.20898398e-17j]","[(-0.2417340330665826-4.849830974828973e-19j), (-0.7512648764906921-1.5072381915301364e-18j), (-0.6217408127910259+1.9794765437525678e-18j)]",0.21221337945454188
Case1,2.356194490192345,3.141592653589793,2.7488935793416496,"[(-0.2539579596371039-5.007979261471616e-19j), (-0.744816053484531-1.4687562283110656e-18j), (-0.616403818366203+1.983624736336244e-18j)]","[-0.27059805+0.00000000e+00j -0.65328148+0.00000000e+00j
 -0.70710678-1.20898398e-17j]","[(-0.2517223270045172-4.937430978814628e-19j), (-0.7428281140906637-1.4570271084375732e-18j), (-0.6147586155979119+1.9847930069491697e-18j)]",0.20077052030969295
Case1,2.356194490192345,3.141592653589793,2.7488935793416496,"[(-0.2539579596371039-5.007979261471616e-19j), (-0.744816053484531-1.4687562283110656e-18j), (-0.616403818366203+1.983624736336244e-18j)]","[-0.27059805+0.00000000e+00j -0.65328148+0.00000000e+00j
 -0.70710678-1.20898398e-17j]","[(-0.2539579596371039-5.007979261471616e-19j), (-0.744816053484531-1.4687562283110656e-18j), (-0.616403818366203+1.983624736336244e-18j)]",0.1988776243026824
Case2,1.9634954084936207,3.141592653589793,2.552544031041707,"[(-0.5661516438225933+1.1397703252101061e-18j), (-0.781227921091437+1.5727595449049336e-18j), (-0.22321456615046262-8.569702757337414e-18j)]","[-0.51327997+0.00000000e+00j -0.76817776+0.00000000e+00j
 -0.38268343+8.11587633e-18j]","[(-0.5611075445510695+1.1888236386830553e-18j), (-0.8014402171730922+1.698018649756253e-18j), (-0.22898967835391304-8.767259157193873e-18j)]",0.23478379186458526
Case2,1.9634954084936207,3.141592653589793,2.552544031041707,"[(-0.5661516438225933+1.1397703252101061e-18j), (-0.781227921091437+1.5727595449049336e-18j), (-0.22321456615046262-8.569702757337414e-18j)]","[-0.51327997+0.00000000e+00j -0.76817776+0.00000000e+00j
 -0.38268343+8.11587633e-18j]","[(-0.55721690565398+1.1777112072340997e-18j), (-0.8004657088772071+1.691832079726387e-18j), (-0.22871123919345382-8.757776352582824e-18j)]",0.23019708383206988
Case2,1.9634954084936207,3.141592653589793,2.552544031041707,"[(-0.5661516438225933+1.1397703252101061e-18j), (-0.781227921091437+1.5727595449049336e-18j), (-0.22321456615046262-8.569702757337414e-18j)]","[-0.51327997+0.00000000e+00j -0.76817776+0.00000000e+00j
 -0.38268343+8.11587633e-18j]","[(-0.5696373413806739+1.0811815501475419e-18j), (-0.7585523492595427+1.4397455104552536e-18j), (-0.21673564010081683-8.345924230577319e-18j)]",0.23193057393748354
Case2,1.9634954084936207,3.141592653589793,2.552544031041707,"[(-0.5661516438225933+1.1397703252101061e-18j), (-0.781227921091437+1.5727595449049336e-18j), (-0.22321456615046262-8.569702757337414e-18j)]","[-0.51327997+0.00000000e+00j -0.76817776+0.00000000e+00j
 -0.38268343+8.11587633e-18j]","[(-0.5714683724993306+1.242876066781676e-18j), (-0.8119948650847427+1.765992717584077e-18j), (-0.23200538105841764-8.869688123573926e-18j)]",0.25268356501999223
Case2,1.9634954084936207,3.141592653589793,2.552544031041707,"[(-0.5661516438225933+1.1397703252101061e-18j), (-0.781227921091437+1.5727595449049336e-18j), (-0.22321456615046262-8.569702757337414e-18j)]","[-0.51327997+0.00000000e+00j -0.76817776+0.00000000e+00j
 -0.38268343+8.11587633e-18j]","[(-0.5661516438225933+1.1397703252101061e-18j), (-0.781227921091437+1.5727595449049336e-18j), (-0.22321456615046262-8.569702757337414e-18j)]",0.2253907072579043
Case3,1.1780972450961724,3.141592653589793,2.159844956793563,"[(-0.7537033860561808-2.298331243035881e-18j), (-0.6466398618259254-1.9718534173019478e-18j), (0.34356202448688844-7.828137020093238e-18j)]","[-0.76817775+0.00000000e+00j -0.51327997+0.00000000e+00j
  0.38268343+2.22446146e-17j]","[(-0.7416100821357516-1.9182258979008253e-18j), (-0.595550314229457-1.5404321809756659e-18j), (0.31641796882536627-7.356096642665015e-18j)]",0.17510348518550906
Case3,1.1780972450961724,3.141592653589793,2.159844956793563,"[(-0.7537033860561808-2.298331243035881e-18j), (-0.6466398618259254-1.9718534173019478e-18j), (0.34356202448688844-7.828137020093238e-18j)]","[-0.76817775+0.00000000e+00j -0.51327997+0.00000000e+00j
  0.38268343+2.22446146e-17j]","[(-0.735950111583195-1.7323415533903298e-18j), (-0.5681316309439772-1.3373162346051396e-18j), (0.3018503263176421-7.087663547465164e-18j)]",0.16791241496031006
Case3,1.1780972450961724,3.141592653589793,2.159844956793563,"[(-0.7537033860561808-2.298331243035881e-18j), (-0.6466398618259254-1.9718534173019478e-18j), (0.34356202448688844-7.828137020093238e-18j)]","[-0.76817775+0.00000000e+00j -0.51327997+0.00000000e+00j
  0.38268343+2.22446146e-17j]","[(-0.7436615410942333-1.5749731846217503e-18j), (-0.5388964424607315-1.1413087799523042e-18j), (0.28631756823310645-6.790520304723211e-18j)]",0.1464985550505617
