Case,Theta,Phi,timeErr,init,trace,cost
Case1,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case2,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case3,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case4,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case5,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case6,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case7,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case8,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case9,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case10,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case11,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case12,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case13,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case14,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case15,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case16,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case17,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case18,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case19,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case20,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case21,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case22,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case23,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case24,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case25,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case26,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case27,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case28,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case29,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case30,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case31,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
Case32,2.1598449493429825,2.748893571891069,ct1,"[(-0.12022404586694571+0j), (0.7044128077196936+0j), (-0.6995346847125168-5.320705911151104e-18j)]","[(0.3181896451432087+0j), (0.7681777567114165+0j), (-0.555570233019602-1.9863692389810095e-18j)]",0.29950222910302515
