Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17
Case1,1.0799224746714913,4.71238898038469,2.8961557275280905,(0.8330001268088099-2.7755575615628914e-17j),(-0.22809480929247894+0j),(0.5040670061711382-1.8432877878239963e-18j),(0.8554911892747513-1.3877787807814457e-17j),(-0.21428938747187748+0j),(0.47139673682599775+2.2231123184953676e-17j),(0.8539497836815874-7.002544217407668e-18j),(-0.21452414000719722-5.388810143184329e-18j),(0.47407716703543396+1.0175118300280424e-17j),(0.8554911892747513-1.3877787807814457e-17j),(-0.21428938747187748+0j),(0.47139673682599775+2.2231123184953676e-17j),0.06896675363168336,0.004456588337919898
Case1,1.055378782065321,0.5399612373357456,0.7976700097005334,(0.8330001268088099-2.7755575615628914e-17j),(-0.22809480929247894+0j),(0.5040670061711382-1.8432877878239963e-18j),(0.8465423955439892+2.7755575615628914e-17j),(-0.2010406542052001+0j),(0.492898192229784+2.4930823290473357e-17j),(0.8451125742699688-7.314370406653933e-18j),(-0.22039188488397668-5.435989436309847e-18j),(0.48704430382468744+1.0231961253462189e-17j),(0.8510167924093703+6.938893903907228e-18j),(-0.20766502083853877+0j),(0.48214746452789087+2.3580973237713515e-17j),0.060365995697747976,0.0266349403578936
Case1,1.0799224746714913,4.71238898038469,2.8961557275280905,(0.8330001268088099-2.7755575615628914e-17j),(-0.22809480929247894+0j),(0.5040670061711382-1.8432877878239963e-18j),(0.8554911892747513-1.3877787807814457e-17j),(-0.21428938747187748+0j),(0.47139673682599775+2.2231123184953676e-17j),(0.8518070031163218-7.079261664731563e-18j),(-0.21596719393574001-5.401153467237409e-18j),(0.4772661737285734+1.0190734169528085e-17j),(0.8525082580311639+0j),(-0.20987314304965166+0j),(0.47856388862725985+2.31310232201269e-17j),0.0632329150090597,0.011231429524867637
Case1,1.1044661672776617,0.5399612373357456,0.8222137097572843,(0.8330001268088099-2.7755575615628914e-17j),(-0.22809480929247894+0j),(0.5040670061711382-1.8432877878239963e-18j),(0.8738568511868079-1.3877787807814457e-17j),(-0.1849969077581951+0j),(0.4496113296546067-4.091346000374168e-18j),(0.8731955514236437-6.281342546490077e-18j),(-0.20092542138556788-5.249478388307595e-18j),(0.44402534163602786+9.977103322560932e-18j),(0.8578454063200749-3.469446951953614e-18j),(-0.20365408422678752+0j),(0.47132574888409656+1.6325430915001633e-17j),0.08202726186399809,0.022175793520040316
Case1,0.9817477042468103,4.71238898038469,2.8470683497663307,(0.8330001268088099-2.7755575615628914e-17j),(-0.22809480929247894+0j),(0.5040670061711382-1.8432877878239963e-18j),(0.7956668117462209+2.7755575615628914e-17j),(-0.2413628821259576+0j),(0.5555702330196023+2.0594797731418612e-17j),(0.8014271443614319-8.68208408499414e-18j),(-0.24657235095407226-5.544606962459329e-18j),(0.544900548747808+1.0260424758868012e-17j),(0.8454096874053042+2.7755575615628915e-18j),(-0.21119584380662154+0j),(0.48817464571119773+1.717930427828503e-17j),0.04520088654229221,0.02163948158523371
Case1,1.030835089459151,4.71238898038469,2.8716120349219203,(0.8330001268088099-2.7755575615628914e-17j),(-0.22809480929247894+0j),(0.5040670061711382-1.8432877878239963e-18j),(0.8266583052662534+0j),(-0.22876716273828437+0j),(0.5141027441932218+3.296463412055282e-17j),(0.8223615164619751-8.062277220577952e-18j),(-0.2345642816024451-5.516061089380857e-18j),(0.5183639011724189+1.0294381230012691e-17j),(0.8422844570487956+2.3129646346357427e-18j),(-0.21412439696189867+0j),(0.49249599545820166+1.9810192585329658e-17j),0.03482575328350257,0.014355064647636195
Case1,0.9817477042468103,4.71238898038469,2.84706834231575,(0.8330001268088099-2.7755575615628914e-17j),(-0.22809480929247894+0j),(0.5040670061711382-1.8432877878239963e-18j),(0.7956668099479272-1.3877787807814457e-17j),(-0.24136288805413747+0j),(0.5555702330196022-1.7268612719179165e-17j),(0.7948430342250965-8.86374941245903e-18j),(-0.2501684021326238-5.5458436037585295e-18j),(0.5528474667738398+1.0234097078886841e-17j),(0.8356247931772429+0j),(-0.21801560997507563+0j),(0.501506600824116+1.4513220398971256e-17j),0.015264271032858545,0.012352056047079396
Case1,1.055378782065321,0.5399612373357456,0.7976700097005334,(0.8330001268088099-2.7755575615628914e-17j),(-0.22809480929247894+0j),(0.5040670061711382-1.8432877878239963e-18j),(0.8465423955439892+2.7755575615628914e-17j),(-0.2010406542052001+0j),(0.492898192229784+2.4930823290473357e-17j),(0.8451125742699688-7.314370406653933e-18j),(-0.22039188488397668-5.435989436309847e-18j),(0.48704430382468744+1.0231961253462189e-17j),(0.8369894934730863+3.469446951953614e-18j),(-0.2158937405038412+0j),(0.5004305497498246+1.5815420760409018e-17j),0.01982689187422776,0.0266349403578936
Case1,1.0799224746714913,4.71238898038469,2.8961557275280905,(0.8330001268088099-2.7755575615628914e-17j),(-0.22809480929247894+0j),(0.5040670061711382-1.8432877878239963e-18j),(0.8554911892747513-1.3877787807814457e-17j),(-0.21428938747187748+0j),(0.47139673682599775+2.2231123184953676e-17j),(0.8539497836815874-7.002544217407668e-18j),(-0.21452414000719722-5.388810143184329e-18j),(0.47407716703543396+1.0175118300280424e-17j),(0.839045237451049+1.5419764230904951e-18j),(-0.2157154790558452+0j),(0.49720457053606604+1.6528276585358425e-17j),0.02528687651394501,0.004456588337919898
Case1,0.9817477042468103,4.71238898038469,2.84706834231575,(0.8330001268088099-2.7755575615628914e-17j),(-0.22809480929247894+0j),(0.5040670061711382-1.8432877878239963e-18j),(0.7956668099479272-1.3877787807814457e-17j),(-0.24136288805413747+0j),(0.5555702330196022-1.7268612719179165e-17j),(0.7879657095378196-9.046820238995859e-18j),(-0.25383922164444556-5.543538336754331e-18j),(0.5609596154336804+1.0199337910805503e-17j),(0.8347073947007368+0j),(-0.21828021995567448+0j),(0.5030411367844198+1.3148587654904667e-17j),0.012547726615449895,0.025566816414493876
