Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17
Case1,1.6198837120072371,3.2397674240144743,2.4298255754614364,(-0.5475578300952592+0j),(-0.8327498958438255+0j),(-0.08190258648827325+3.948781594704724e-18j),(-0.5751145991497179+0j),(-0.8166000007230945+0j),(-0.049067674327417876-4.6506687858165335e-18j),(-0.5842030051134269-1.7774882267343328e-19j),(-0.8077104370131846-2.457528940856147e-19j),(-0.0794399065735336+3.805877761959351e-18j),(-0.5751145991497179+0j),(-0.8166000007230945+0j),(-0.049067674327417876-4.6506687858165335e-18j),0.07654157633604514,0.04835019155065266
Case1,1.6689710972195777,3.141592653589793,2.405281875404685,(-0.5475578300952592+0j),(-0.8327498958438255+0j),(-0.08190258648827325+3.948781594704724e-18j),(-0.6683252149236965+0j),(-0.7373832431638314+0j),(-0.09801714032956088-8.591535680492441e-18j),(-0.6755061403448532-1.6964168410263737e-19j),(-0.7338137728447497-1.8428463756012987e-19j),(-0.07217202463388196+3.4615158117348505e-18j),(-0.6217199070367072+0j),(-0.7769916219434629+0j),(-0.07354240732848938-6.621102233154487e-18j),0.13828053000159451,0.036595511435917424
Case1,1.6935147898257479,3.2888548092268146,2.491184806976862,(-0.5475578300952592+0j),(-0.8327498958438255+0j),(-0.08190258648827325+3.948781594704724e-18j),(-0.478557519225995+0j),(-0.8694816429284364+0j),(-0.122410675199216-6.11208508058297e-18j),(-0.4637903864902876-1.6814578926673516e-19j),(-0.8816908799750961-3.1965433786713347e-19j),(-0.08671602832193556+4.1494141509435735e-18j),(-0.5739991110998031+0j),(-0.8078216289384541+0j),(-0.08983182995206491-6.451429848963981e-18j),0.059298791373706985,0.06267102670332161
Case1,1.6689710972195777,3.3379421944391554,2.5034566532799474,(-0.5475578300952592+0j),(-0.8327498958438255+0j),(-0.08190258648827325+3.948781594704724e-18j),(-0.42549629208990747+0j),(-0.899636340761841+0j),(-0.09801714032956071-3.592535638981148e-18j),(-0.41644987845068043-1.5899844692756208e-19j),(-0.9047931269747476-3.4544541714100787e-19j),(-0.08898817965141138+4.256425117972747e-18j),(-0.5368734063473293+0j),(-0.8307753068943009+0j),(-0.09187815754643887-5.736706296468273e-18j),0.022634583755620122,0.023232170403290328
Case1,1.6198837120072371,3.2397674240144743,2.4298255754614364,(-0.5475578300952592+0j),(-0.8327498958438255+0j),(-0.08190258648827325+3.948781594704724e-18j),(-0.5751145991497179+0j),(-0.8166000007230945+0j),(-0.049067674327417876-4.6506687858165335e-18j),(-0.5842030051134269-1.7774882267343328e-19j),(-0.8077104370131846-2.457528940856147e-19j),(-0.0794399065735336+3.805877761959351e-18j),(-0.5445216449078071+0j),(-0.8279402456600597+0j),(-0.08331606090263467-5.519498794337926e-18j),0.009259309785579276,0.04835019155065266
Case1,1.6935147898257479,3.2888548092268146,2.491184806976862,(-0.5475578300952592+0j),(-0.8327498958438255+0j),(-0.08190258648827325+3.948781594704724e-18j),(-0.478557519225995+0j),(-0.8694816429284364+0j),(-0.122410675199216-6.11208508058297e-18j),(-0.4637903864902876-1.6814578926673516e-19j),(-0.8816908799750961-3.1965433786713347e-19j),(-0.08671602832193556+4.1494141509435735e-18j),(-0.5335276239608383+0j),(-0.8348638118714558+0j),(-0.08983182995206487-5.618263175378766e-18j),0.024073365625842696,0.06267102670332161
Case1,1.6198837120072371,3.2397674240144743,2.4298255754614364,(-0.5475578300952592+0j),(-0.8327498958438255+0j),(-0.08190258648827325+3.948781594704724e-18j),(-0.5751145991497179+0j),(-0.8166000007230945+0j),(-0.049067674327417876-4.6506687858165335e-18j),(-0.5842030051134269-1.7774882267343328e-19j),(-0.8077104370131846-2.457528940856147e-19j),(-0.0794399065735336+3.805877761959351e-18j),(-0.5394686204163925+0j),(-0.8322546959931184+0j),(-0.08400837914854388-5.4800354054413045e-18j),0.010690202189844358,0.04835019155065266
Case1,1.6689710972195777,3.141592653589793,2.405281875404685,(-0.5475578300952592+0j),(-0.8327498958438255+0j),(-0.08190258648827325+3.948781594704724e-18j),(-0.6683252149236965+0j),(-0.7373832431638314+0j),(-0.09801714032956088-8.591535680492441e-18j),(-0.6755061403448532-1.6964168410263737e-19j),(-0.7338137728447497-1.8428463756012987e-19j),(-0.07217202463388196+3.4615158117348505e-18j),(-0.5555756947298056+0j),(-0.8203957643894576+0j),(-0.085759474296171-5.868972939822697e-18j),0.02422888389681213,0.036595511435917424
Case1,1.6689710972195777,3.141592653589793,2.405281875404685,(-0.5475578300952592+0j),(-0.8327498958438255+0j),(-0.08190258648827325+3.948781594704724e-18j),(-0.6683252149236965+0j),(-0.7373832431638314+0j),(-0.09801714032956088-8.591535680492441e-18j),(-0.6755061403448532-1.6964168410263737e-19j),(-0.7338137728447497-1.8428463756012987e-19j),(-0.07217202463388196+3.4615158117348505e-18j),(-0.5681034191957934+0j),(-0.8111721509199435+0j),(-0.08712143718876987-6.1714799110082234e-18j),0.047342184724912875,0.036595511435917424
Case1,1.6198837120072371,3.2397674240144743,2.4298255754614364,(-0.5475578300952592+0j),(-0.8327498958438255+0j),(-0.08190258648827325+3.948781594704724e-18j),(-0.5751145991497179+0j),(-0.8166000007230945+0j),(-0.049067674327417876-4.6506687858165335e-18j),(-0.5842030051134269-1.7774882267343328e-19j),(-0.8077104370131846-2.457528940856147e-19j),(-0.0794399065735336+3.805877761959351e-18j),(-0.5688045371911858+0j),(-0.8117149359002588+0j),(-0.08331606090263469-6.019398798489055e-18j),0.04369514145385486,0.04835019155065266
Case1,1.6198837120072371,3.043417883165112,2.3316508050367553,(-0.5475578300952592+0j),(-0.8327498958438255+0j),(-0.08190258648827325+3.948781594704724e-18j),(-0.7873968252507227+0j),(-0.6144905230523747+0j),(-0.04906767432741793+1.5413498629166082e-17j),(-0.779229311977889-1.413804579177596e-19j),(-0.6237294830576714-1.1316714935641861e-19j),(-0.06134501869814395+2.9465063073333588e-18j),(-0.5886765633784166+0j),(-0.7937854438231784+0j),(-0.08020257121397861-4.0709535777931335e-18j),0.08178320057809918,0.029683828093731143
Case1,1.6444274046134073,3.3870295796514958,2.515728499583032,(-0.5475578300952592+0j),(-0.8327498958438255+0j),(-0.08190258648827325+3.948781594704724e-18j),(-0.37031108702971305+0j),(-0.9259902557831063+0j),(-0.07356456359966745-1.306356476144595e-17j),(-0.36546394143995004-1.4626211308841846e-19j),(-0.9263559099497187-3.707363641057137e-19j),(-0.09110892167293504+4.356185354492322e-18j),(-0.5704794403493578+0j),(-0.8048025114865057+0j),(-0.07964940391278601-4.820337843097534e-18j),0.05312217718690572,0.022757167487840665
Case1,1.6444274046134073,3.1906800388021335,2.417553729158351,(-0.5475578300952592+0j),(-0.8327498958438255+0j),(-0.08190258648827325+3.948781594704724e-18j),(-0.6231663984883489+0j),(-0.7786217918716705+0j),(-0.07356456359966751+2.2653963651211414e-19j),(-0.6479509173313784-1.7363623717819244e-19j),(-0.7580246874432987-2.0313352585087205e-19j),(-0.07455321559741675+3.574466700979895e-18j),(-0.5745322832831266+0j),(-0.8027886099776723+0j),(-0.07918133927331536-4.432116498512177e-18j),0.0596569862689785,0.04637026482501484
