Case,Theta,Phi,timeErr,init,trace,cost
Case1,2.748893571891069,3.9269908169872414,ct1,"[(-0.6230185307926085+1.0829163625623473e-17j), (0.011256552568725695+9.728846870168786e-20j), (-0.7880205016791941-8.356133217445679e-18j)]","[(-0.2705980500730985+0j), (0.27059805007309856+0j), (-0.9238795325112866-1.5315742183171383e-17j)]",0.4007734987692613
Case1,2.748893571891069,3.9269908169872414,ct1,"[(-0.6230185307926085+1.0829163625623473e-17j), (0.011256552568725695+9.728846870168786e-20j), (-0.7880205016791941-8.356133217445679e-18j)]","[(-0.2705980500730985+0j), (0.27059805007309856+0j), (-0.9238795325112866-1.5315742183171383e-17j)]",0.4233826498372115
Case1,2.748893571891069,3.9269908169872414,ct1,"[(-0.6230185307926085+1.0829163625623473e-17j), (0.011256552568725695+9.728846870168786e-20j), (-0.7880205016791941-8.356133217445679e-18j)]","[(-0.2705980500730985+0j), (0.27059805007309856+0j), (-0.9238795325112866-1.5315742183171383e-17j)]",0.4125697780653856
Case2,1.5707963267948966,1.5707963267948966,ct1,"[(0.8927253658478522+1.3718025592300836e-18j), (0.47435718487476203+7.289189095488073e-19j), (0.21639543480762002-6.7685770704694354e-18j)]","[(1.0000000000000004+2.465190328815662e-32j), 0j, 0j]",0.4103358171031145
Case2,1.5707963267948966,1.5707963267948966,ct1,"[(0.8927253658478522+1.3718025592300836e-18j), (0.47435718487476203+7.289189095488073e-19j), (0.21639543480762002-6.7685770704694354e-18j)]","[(1.0000000000000004+2.465190328815662e-32j), 0j, 0j]",0.415082006875558
Case2,1.5707963267948966,1.5707963267948966,ct1,"[(0.8927253658478522+1.3718025592300836e-18j), (0.47435718487476203+7.289189095488073e-19j), (0.21639543480762002-6.7685770704694354e-18j)]","[(1.0000000000000004+2.465190328815662e-32j), 0j, 0j]",0.4400667757547361
Case3,2.356194490192345,3.141592653589793,ct1,"[(-0.4596048102741532+3.417727820422026e-19j), (0.7060807529633424-5.250580017706698e-19j), (-0.5587675006903621-9.153150543527708e-19j)]","[(8.659560562354934e-17+0j), (0.7071067811865477+0j), (-0.7071067811865475-4.504812383116985e-34j)]",0.34818136985001646
Case3,2.356194490192345,3.141592653589793,ct1,"[(-0.4596048102741532+3.417727820422026e-19j), (0.7060807529633424-5.250580017706698e-19j), (-0.5587675006903621-9.153150543527708e-19j)]","[(8.659560562354934e-17+0j), (0.7071067811865477+0j), (-0.7071067811865475-4.504812383116985e-34j)]",0.3488024641549286
Case3,2.356194490192345,3.141592653589793,ct1,"[(-0.4596048102741532+3.417727820422026e-19j), (0.7060807529633424-5.250580017706698e-19j), (-0.5587675006903621-9.153150543527708e-19j)]","[(8.659560562354934e-17+0j), (0.7071067811865477+0j), (-0.7071067811865475-4.504812383116985e-34j)]",0.3416549233360042
Case4,2.356194490192345,1.5707963267948966,ct1,"[(0.7968992179038298-2.717036947743624e-18j), (0.29017631790704407-9.893594565038027e-19j), (-0.5940056880203376-3.714594025290523e-18j)]","[(0.7071067811865477+2.3986884225401e-17j), 0j, (-0.7071067811865475+2.678642343563988e-18j)]",0.23434537339543327
Case4,2.356194490192345,1.5707963267948966,ct1,"[(0.7968992179038298-2.717036947743624e-18j), (0.29017631790704407-9.893594565038027e-19j), (-0.5940056880203376-3.714594025290523e-18j)]","[(0.7071067811865477+2.3986884225401e-17j), 0j, (-0.7071067811865475+2.678642343563988e-18j)]",0.291222394688402
Case4,2.356194490192345,1.5707963267948966,ct1,"[(0.7968992179038298-2.717036947743624e-18j), (0.29017631790704407-9.893594565038027e-19j), (-0.5940056880203376-3.714594025290523e-18j)]","[(0.7071067811865477+2.3986884225401e-17j), 0j, (-0.7071067811865475+2.678642343563988e-18j)]",0.27629709646579687
Case5,1.9634954084936207,5.497787143782138,ct1,"[(-0.0830565623617823-1.2043640423628373e-18j), (-0.9900648460539975-4.953022459626464e-19j), (-0.10783042736777546+5.642902041696868e-18j)]","[(-0.6532814824381885+0j), (-0.6532814824381882+0j), (-0.3826834323650897-9.845579890606461e-20j)]",0.3874481783376105
Case5,1.9634954084936207,5.497787143782138,ct1,"[(-0.0830565623617823-1.2043640423628373e-18j), (-0.9900648460539975-4.953022459626464e-19j), (-0.10783042736777546+5.642902041696868e-18j)]","[(-0.6532814824381885+0j), (-0.6532814824381882+0j), (-0.3826834323650897-9.845579890606461e-20j)]",0.3833808599175911
Case5,1.9634954084936207,5.497787143782138,ct1,"[(-0.0830565623617823-1.2043640423628373e-18j), (-0.9900648460539975-4.953022459626464e-19j), (-0.10783042736777546+5.642902041696868e-18j)]","[(-0.6532814824381885+0j), (-0.6532814824381882+0j), (-0.3826834323650897-9.845579890606461e-20j)]",0.3885358183093431
