Case,Theta,Phi,timeErr,init,trace,noise,cost
Case1,1.5707963267948966,3.9269908169872414,2.7488935793416496,"[(0.29119102052439494-1.506220523952205e-17j), (-0.937674081071994-7.731247783779069e-18j), (-0.16922276947734877+1.4677726287320225e-17j)]","[(0.38268343924852893+0j), (-0.9238795296600731+0j), 0j]","[ 0.32652587-1.68079655e-17j -0.93539576-7.94730232e-18j
 -0.1688116 +1.45996813e-17j]",0.23648538580057885
Case1,1.5707963267948966,3.9269908169872414,2.7488935793416496,"[(0.29119102052439494-1.506220523952205e-17j), (-0.937674081071994-7.731247783779069e-18j), (-0.16922276947734877+1.4677726287320225e-17j)]","[(0.38268343924852893+0j), (-0.9238795296600731+0j), 0j]","[ 0.29820601-1.57632429e-17j -0.94789713-6.74058048e-18j
 -0.17106773+1.50317496e-17j]",0.27956275329911684
Case1,1.5707963267948966,3.9269908169872414,2.7488935793416496,"[(0.29119102052439494-1.506220523952205e-17j), (-0.937674081071994-7.731247783779069e-18j), (-0.16922276947734877+1.4677726287320225e-17j)]","[(0.38268343924852893+0j), (-0.9238795296600731+0j), 0j]","[ 0.27287341-1.45886986e-17j -0.95328836-6.20408281e-18j
 -0.17204069+1.52209846e-17j]",0.3112595442452307
Case1,1.5707963267948966,3.9269908169872414,2.7488935793416496,"[(0.29119102052439494-1.506220523952205e-17j), (-0.937674081071994-7.731247783779069e-18j), (-0.16922276947734877+1.4677726287320225e-17j)]","[(0.38268343924852893+0j), (-0.9238795296600731+0j), 0j]","[ 0.28041997-1.46160881e-17j -0.94125593-7.38810391e-18j
 -0.16986919+1.48010514e-17j]",0.2895090437475786
Case1,1.5707963267948966,3.9269908169872414,2.7488935793416496,"[(0.29119102052439494-1.506220523952205e-17j), (-0.937674081071994-7.731247783779069e-18j), (-0.16922276947734877+1.4677726287320225e-17j)]","[(0.38268343924852893+0j), (-0.9238795296600731+0j), 0j]","[ 0.29119102-1.50622052e-17j -0.93767408-7.73124778e-18j
 -0.16922277+1.46777263e-17j]",0.274509729878751
Case2,1.7671458676442586,1.9634954084936207,1.8653206455195201,"[(-0.5365969223760791+8.941819580799147e-19j), (0.7973265838599-1.3286603337716003e-18j), (-0.3520982477552183-4.1460187905999466e-18j)]","[(-0.6222036007430788+0j), (0.7581572696202222+0j), (-0.19509032201612803-2.523779217380949e-17j)]","[-0.58552151+8.98477989e-19j  0.76512021-1.17407073e-18j
 -0.33787596-4.02311547e-18j]",0.18643065807066572
Case2,1.7671458676442586,1.9634954084936207,1.8653206455195201,"[(-0.5365969223760791+8.941819580799147e-19j), (0.7973265838599-1.3286603337716003e-18j), (-0.3520982477552183-4.1460187905999466e-18j)]","[(-0.6222036007430788+0j), (0.7581572696202222+0j), (-0.19509032201612803-2.523779217380949e-17j)]","[-0.57299248+8.46267500e-19j  0.75063144-1.10862710e-18j
 -0.33147774-3.96601316e-18j]",0.19312436562570007
Case2,1.7671458676442586,1.9634954084936207,1.8653206455195201,"[(-0.5365969223760791+8.941819580799147e-19j), (0.7973265838599-1.3286603337716003e-18j), (-0.3520982477552183-4.1460187905999466e-18j)]","[(-0.6222036007430788+0j), (0.7581572696202222+0j), (-0.19509032201612803-2.523779217380949e-17j)]","[-0.55207864+9.00836595e-19j  0.78898713-1.28740441e-18j
 -0.34841556-4.11473620e-18j]",0.25428004389355685
Case2,1.7671458676442586,1.9634954084936207,1.8653206455195201,"[(-0.5365969223760791+8.941819580799147e-19j), (0.7973265838599-1.3286603337716003e-18j), (-0.3520982477552183-4.1460187905999466e-18j)]","[(-0.6222036007430788+0j), (0.7581572696202222+0j), (-0.19509032201612803-2.523779217380949e-17j)]","[-0.54962117+8.01906954e-19j  0.74606668-1.08852441e-18j
 -0.32946195-3.94779508e-18j]",0.21904464614617075
Case2,1.7671458676442586,1.9634954084936207,1.8653206455195201,"[(-0.5365969223760791+8.941819580799147e-19j), (0.7973265838599-1.3286603337716003e-18j), (-0.3520982477552183-4.1460187905999466e-18j)]","[(-0.6222036007430788+0j), (0.7581572696202222+0j), (-0.19509032201612803-2.523779217380949e-17j)]","[-0.53659692+8.94181958e-19j  0.79732658-1.32866033e-18j
 -0.35209825-4.14601879e-18j]",0.28178390806127773
