Case,Theta,Phi,timeErr,init,trace,noise,cost
Case1,2.1598449493429825,2.748893571891069,2.454369268067606,"[(-0.5781173998609229+3.749417535881609e-19j), (-0.3417275747834265+2.2162961393231026e-19j), (-0.736402418118171-4.031107347549823e-19j)]","[(-0.7332907288288271+0j), (-0.3919520674728389+0j), (-0.555570233019602+1.210990735233508e-17j)]","[(-0.5781173998609229+3.749417535881609e-19j), (-0.3417275747834265+2.2162961393231026e-19j), (-0.736402418118171-4.031107347549823e-19j)]",0.3067579040912871
Case1,2.1598449493429825,2.748893571891069,2.454369268067606,"[(-0.5781173998609229+3.749417535881609e-19j), (-0.3417275747834265+2.2162961393231026e-19j), (-0.736402418118171-4.031107347549823e-19j)]","[(-0.7332907288288271+0j), (-0.3919520674728389+0j), (-0.555570233019602+1.210990735233508e-17j)]","[(-0.5781173998609229+3.749417535881609e-19j), (-0.3417275747834265+2.2162961393231026e-19j), (-0.736402418118171-4.031107347549823e-19j)]",0.3230967696070282
Case1,2.552544031041707,2.748893571891069,2.650718801466388,"[(-0.5781173998609229+3.749417535881609e-19j), (-0.3417275747834265+2.2162961393231026e-19j), (-0.736402418118171-4.031107347549823e-19j)]","[(-0.4294615977013243+2.7755575615628914e-17j), (-0.35245002470886677+0j), (-0.8314696123025452+4.557579573346357e-18j)]","[(-0.5781173998609229+3.749417535881609e-19j), (-0.3417275747834265+2.2162961393231026e-19j), (-0.736402418118171-4.031107347549823e-19j)]",0.25614542895928055
Case1,2.552544031041707,2.748893571891069,2.650718801466388,"[(-0.5781173998609229+3.749417535881609e-19j), (-0.3417275747834265+2.2162961393231026e-19j), (-0.736402418118171-4.031107347549823e-19j)]","[(-0.4294615977013243+2.7755575615628914e-17j), (-0.35245002470886677+0j), (-0.8314696123025452+4.557579573346357e-18j)]","[(-0.5781173998609229+3.749417535881609e-19j), (-0.3417275747834265+2.2162961393231026e-19j), (-0.736402418118171-4.031107347549823e-19j)]",0.23967236872187314
Case1,2.552544031041707,2.748893571891069,2.650718801466388,"[(-0.5781173998609229+3.749417535881609e-19j), (-0.3417275747834265+2.2162961393231026e-19j), (-0.736402418118171-4.031107347549823e-19j)]","[(-0.4294615977013243+2.7755575615628914e-17j), (-0.35245002470886677+0j), (-0.8314696123025452+4.557579573346357e-18j)]","[(-0.5781173998609229+3.749417535881609e-19j), (-0.3417275747834265+2.2162961393231026e-19j), (-0.736402418118171-4.031107347549823e-19j)]",0.2544454462694131
Case2,1.9634954084936207,5.497787143782138,3.7306412835884597,"[(0.012004425212196738+6.938991801356055e-20j), (0.945278005087673-6.074537945973242e-19j), (-0.32607847347421604-1.7587963973497713e-18j)]","[(0.18023994875056115+0j), (0.9061274476957804+0j), (-0.3826834323650897+2.3829595683445485e-18j)]","[(0.012004425212196738+6.938991801356055e-20j), (0.945278005087673-6.074537945973242e-19j), (-0.32607847347421604-1.7587963973497713e-18j)]",0.2652018979948917
Case2,1.9634954084936207,5.497787143782138,3.7306412835884597,"[(0.012004425212196738+6.938991801356055e-20j), (0.945278005087673-6.074537945973242e-19j), (-0.32607847347421604-1.7587963973497713e-18j)]","[(0.18023994875056115+0j), (0.9061274476957804+0j), (-0.3826834323650897+2.3829595683445485e-18j)]","[(0.012004425212196738+6.938991801356055e-20j), (0.945278005087673-6.074537945973242e-19j), (-0.32607847347421604-1.7587963973497713e-18j)]",0.2647796831685203
Case2,1.9634954084936207,5.497787143782138,3.7306412835884597,"[(0.012004425212196738+6.938991801356055e-20j), (0.945278005087673-6.074537945973242e-19j), (-0.32607847347421604-1.7587963973497713e-18j)]","[(0.18023994875056115+0j), (0.9061274476957804+0j), (-0.3826834323650897+2.3829595683445485e-18j)]","[(0.012004425212196738+6.938991801356055e-20j), (0.945278005087673-6.074537945973242e-19j), (-0.32607847347421604-1.7587963973497713e-18j)]",0.26408997876865387
Case2,1.9634954084936207,5.497787143782138,3.7306412835884597,"[(0.012004425212196738+6.938991801356055e-20j), (0.945278005087673-6.074537945973242e-19j), (-0.32607847347421604-1.7587963973497713e-18j)]","[(0.18023994875056115+0j), (0.9061274476957804+0j), (-0.3826834323650897+2.3829595683445485e-18j)]","[(0.012004425212196738+6.938991801356055e-20j), (0.945278005087673-6.074537945973242e-19j), (-0.32607847347421604-1.7587963973497713e-18j)]",0.26294123420273274
Case2,1.9634954084936207,5.497787143782138,3.7306412835884597,"[(0.012004425212196738+6.938991801356055e-20j), (0.945278005087673-6.074537945973242e-19j), (-0.32607847347421604-1.7587963973497713e-18j)]","[(0.18023994875056115+0j), (0.9061274476957804+0j), (-0.3826834323650897+2.3829595683445485e-18j)]","[(0.012004425212196738+6.938991801356055e-20j), (0.945278005087673-6.074537945973242e-19j), (-0.32607847347421604-1.7587963973497713e-18j)]",0.26399104791519856
Case3,0.7853981633974483,5.497787143782138,3.1415926610403737,"[(0.5026905015651947+1.1811284418544613e-19j), (0.6221361555487083+1.4617795755770218e-19j), (0.6153306532439057-2.372667668917315e-19j)]","[(0.4999999962747103+0j), (0.5000000037252897+0j), (0.7071067811865474-2.1229975641529856e-17j)]","[(0.5026905015651947+1.1811284418544613e-19j), (0.6221361555487083+1.4617795755770218e-19j), (0.6153306532439057-2.372667668917315e-19j)]",0.22048010141817137
Case3,0.7853981633974483,5.497787143782138,3.1415926610403737,"[(0.5026905015651947+1.1811284418544613e-19j), (0.6221361555487083+1.4617795755770218e-19j), (0.6153306532439057-2.372667668917315e-19j)]","[(0.4999999962747103+0j), (0.5000000037252897+0j), (0.7071067811865474-2.1229975641529856e-17j)]","[(0.5026905015651947+1.1811284418544613e-19j), (0.6221361555487083+1.4617795755770218e-19j), (0.6153306532439057-2.372667668917315e-19j)]",0.22087343982497332
Case3,0.7853981633974483,5.497787143782138,3.1415926610403737,"[(0.5026905015651947+1.1811284418544613e-19j), (0.6221361555487083+1.4617795755770218e-19j), (0.6153306532439057-2.372667668917315e-19j)]","[(0.4999999962747103+0j), (0.5000000037252897+0j), (0.7071067811865474-2.1229975641529856e-17j)]","[(0.5026905015651947+1.1811284418544613e-19j), (0.6221361555487083+1.4617795755770218e-19j), (0.6153306532439057-2.372667668917315e-19j)]",0.21909928386780775
Case3,0.7853981633974483,5.497787143782138,3.1415926610403737,"[(0.5026905015651947+1.1811284418544613e-19j), (0.6221361555487083+1.4617795755770218e-19j), (0.6153306532439057-2.372667668917315e-19j)]","[(0.4999999962747103+0j), (0.5000000037252897+0j), (0.7071067811865474-2.1229975641529856e-17j)]","[(0.5026905015651947+1.1811284418544613e-19j), (0.6221361555487083+1.4617795755770218e-19j), (0.6153306532439057-2.372667668917315e-19j)]",0.21713015057615304
Case3,0.7853981633974483,5.497787143782138,3.1415926610403737,"[(0.5026905015651947+1.1811284418544613e-19j), (0.6221361555487083+1.4617795755770218e-19j), (0.6153306532439057-2.372667668917315e-19j)]","[(0.4999999962747103+0j), (0.5000000037252897+0j), (0.7071067811865474-2.1229975641529856e-17j)]","[(0.5026905015651947+1.1811284418544613e-19j), (0.6221361555487083+1.4617795755770218e-19j), (0.6153306532439057-2.372667668917315e-19j)]",0.21660278505654462
Case4,1.9634954084936207,5.497787143782138,3.730641276137879,"[(0.2326409542156415-6.519117649377399e-22j), (0.9461340229606299-2.6512782448621785e-21j), (-0.20479133009831263-1.3109436417655398e-20j)]","[(0.18023995550173674+0j), (0.9061274463528881+0j), (-0.38268343236508967-2.160053281634444e-18j)]","[(0.2326409542156415-6.519117649377399e-22j), (0.9461340229606299-2.6512782448621785e-21j), (-0.20479133009831263-1.3109436417655398e-20j)]",0.25685545735311244
Case4,1.9634954084936207,5.497787143782138,3.730641276137879,"[(0.2326409542156415-6.519117649377399e-22j), (0.9461340229606299-2.6512782448621785e-21j), (-0.20479133009831263-1.3109436417655398e-20j)]","[(0.18023995550173674+0j), (0.9061274463528881+0j), (-0.38268343236508967-2.160053281634444e-18j)]","[(0.2326409542156415-6.519117649377399e-22j), (0.9461340229606299-2.6512782448621785e-21j), (-0.20479133009831263-1.3109436417655398e-20j)]",0.24665520514762362
Case4,1.9634954084936207,5.497787143782138,3.730641276137879,"[(0.2326409542156415-6.519117649377399e-22j), (0.9461340229606299-2.6512782448621785e-21j), (-0.20479133009831263-1.3109436417655398e-20j)]","[(0.18023995550173674+0j), (0.9061274463528881+0j), (-0.38268343236508967-2.160053281634444e-18j)]","[(0.2326409542156415-6.519117649377399e-22j), (0.9461340229606299-2.6512782448621785e-21j), (-0.20479133009831263-1.3109436417655398e-20j)]",0.24833854821515122
