Case,Theta,Phi,timeErr,init,trace,cost
Case1,2.0371264863121317,1.8162332528565992,1.926679877034946,"[(-0.5189905931833477+0j), (0.7241658892834273+0j), (-0.4541283177534074+8.794800026593917e-18j)]","[(-0.5053254068389409+5.551115123125783e-17j), (0.7365431999884835+0j), (-0.4496113296546066+8.215418447977928e-18j)]",0.030559494400905884
Case2,2.8716120349219203,3.6815538909255388,3.27658297037431,"[(0.1722254264544476+0j), (-0.217877477548037+0j), (-0.9606600893447632-1.3538638710412807e-18j)]","[(0.16665799866826303+0j), (-0.2082325778540746+0j), (-0.9637760657954397+2.575858509084833e-18j)]",0.018328304240578353
Case3,1.6198837120072371,2.454369260617026,2.0371264863121317,"[(-0.971809620257916-1.3877787807814457e-17j), (0.23316735993675097+0j), (-0.03491481396615104+1.4138012131926002e-18j)]","[(-0.9745268540921905+0j), (0.21883732311760018+0j), (-0.04906767432741793+2.581091417259147e-17j)]",0.031200131014692267
Case4,1.0062913968529805,2.5034566458293663,1.754874028791754,"[(-0.7555917464430022+2.7755575615628914e-17j), (0.3548558128071494+0j), (0.5505982789876767-1.7753222589947453e-17j)]","[(-0.759248329101348-2.7755575615628914e-17j), (0.3705664872488501+0j), (0.5349976198870972-1.0212606567324898e-17j)]",0.034967919096531186
Case5,2.8716120349219203,3.6815538909255388,3.27658297037431,"[(0.17432934458310995+0j), (-0.20864827662132365+0j), (-0.9623279982834206+2.44493607565812e-19j)]","[(0.16665799866826303+0j), (-0.2082325778540746+0j), (-0.9637760657954397+2.575858509084833e-18j)]",0.00953511250386993
Case6,2.110757564130642,3.3379421944391554,2.7243498867354794,"[(-0.2032137569737219+0j), (-0.830402896174975-2.7755575615628914e-17j), (-0.5187824197106519+1.2298352589666354e-17j)]","[(-0.1879293959337893+0j), (-0.8368876331724348+0j), (-0.5141027441932216+5.72022350900043e-21j)]",0.026448765919340977
Case7,1.7426021750380885,3.3870295796514958,2.564815884795373,"[(-0.3020297300042478+0j), (-0.9380193831706021+0j), (-0.16999317336235653+7.054727413223324e-19j)]","[(-0.32052095076489184+0j), (-0.9316857585646998+0j), (-0.17096188876030122+4.998519213245387e-18j)]",0.02579357009415789
Case8,1.5462526341887264,0.6381360077604268,1.0921943284251572,"[(0.9837639378587262-2.7755575615628914e-17j), (0.17777621429094803+0j), (0.024579100900378625-6.769943401087471e-18j)]","[(0.9870040602462692-2.7755575615628914e-17j), (0.15881030558488696+0j), (0.02454122852291246-4.608188643404069e-18j)]",0.02224391200805259
Case9,1.8162332528565992,4.908738521234052,3.3624858870453256,"[(0.8926949214035033+0j), (0.39029045176576327+0j), (-0.22532008468148085-1.3756727139941682e-18j)]","[(0.8868120350077742+0j), (0.39309673967046344+0j), (-0.24298017990326393+3.092101264523751e-18j)]",0.026349269522212337
Case10,1.3499030933393643,3.77972866135022,2.564815884795373,"[(0.05115394977656153+0j), (-0.9749300405620013-2.42861286636753e-17j), (0.21655181696774484-1.9967599035400288e-17j)]","[(0.05983078028146271-5.551115123125783e-17j), (-0.9738659683409383+0j), (0.21910124015686983+1.4478673145878198e-18j)]",0.012290318213448607
Case11,1.9634954084936207,0.2945243112740431,1.1290098673344124,"[(0.9110576778158165+1.3877787807814457e-17j), (-0.14421342320197683+0j), (-0.38623360322636285+3.4633990305771663e-18j)]","[(0.9138799326074184+1.3877787807814457e-17j), (-0.13556127533604279+0j), (-0.3826834323650898-9.257318593174382e-18j)]",0.015024565699862602
