Case,Theta,Phi,timeErr,init,trace,cost
Case1,0.36815538909255385,4.074252972624263,ct1,"[(-0.29382711504408865+0j), (0.1990179329832052+0j), (0.9349104175352634+4.135445472788554e-19j)]","[(-0.28907040388740435-1.3877787807814457e-17j), (0.21438922295417123+0j), (0.9329927988347387-7.77689417953724e-18j)]",0.0220456198281751
Case2,1.1780972450961724,6.086835766330224,ct1,"[(-0.18069499005316123+0j), (-0.9107338049523694+0j), (0.3713667420309304-2.3543489538621424e-18j)]","[(-0.18023995550173735+0j), (-0.9061274463528876+0j), (0.3826834323650898-5.775007524310107e-18j)]",0.016378083485065364
Case3,1.4726215563702154,3.2397674240144743,ct1,"[(-0.06576517274453568+0j), (0.99293757805742+0j), (0.098741623114806-1.5091872750840628e-18j)]","[(-0.09754516100806412+0j), (0.9903926402016153+0j), (0.09801714032956088-1.6262024643859694e-18j)]",0.03504940890457846
Case4,1.3989904785517047,1.325359400733194,ct1,"[(0.9572435500164932-1.3877787807814457e-17j), (-0.23571999831756807+0j), (0.16769277964476276+1.2833811794875997e-17j)]","[(0.9557501061911102+1.3877787807814457e-17j), (-0.23940293880232855+0j), (0.17096188876030127-1.599131610867934e-17j)]",0.008445493425682182
Case5,2.675262494072558,2.7979809571034093,ct1,"[(0.1361641614203538-2.7755575615628914e-17j), (0.41834481393972756+0j), (-0.8980239071396855-2.2738525381212495e-18j)]","[(0.15146949493082174+0j), (0.4233288790753418+0j), (-0.8932243011955151+7.71239143798589e-18j)]",0.025089004590252546
