Case,Theta,Phi,timeErr,init,trace,arr,cost
Case1,0.9817477042468103,5.105088062083414,ct1,"[(-0.4700828695785865+0j), (-0.6457754504875474+0j), (0.6016611698259802-4.6209267380516156e-18j)]","[(-0.7681777567114164+0j), (-0.31818964514320863+0j), (0.5555702330196024+2.202093854559039e-17j)]","[(-0.4719699407728336-2.6159742570741934e-18j), (-0.6437090198437905-3.5678675260556826e-18j), (0.5997359014102354-1.2820011525451227e-18j)]",0.12442749378402551
Case2,0.9817477042468103,5.105088062083414,ct1,"[(-0.4700828695785865+0j), (-0.6457754504875474+0j), (0.6016611698259802-4.6209267380516156e-18j)]","[(-0.7681777567114164+0j), (-0.31818964514320863+0j), (0.5555702330196024+2.202093854559039e-17j)]","[(-0.4867019888472799-2.6258373129147204e-18j), (-0.6265780299221798-3.3804915700447753e-18j), (0.5837751654783697-1.3339941285670065e-18j)]",0.1403297958482168
Case3,0.9817477042468103,5.105088062083414,ct1,"[(-0.4700828695785865+0j), (-0.6457754504875474+0j), (0.6016611698259802-4.6209267380516156e-18j)]","[(-0.7681777567114164+0j), (-0.31818964514320863+0j), (0.5555702330196024+2.202093854559039e-17j)]","[(-0.4652354421023832-2.6077097204263695e-18j), (-0.6509639257219096-3.64874384694527e-18j), (0.6064952093930817-1.2585630468197128e-18j)]",0.11719739721830225
Case4,0.9817477042468103,5.105088062083414,ct1,"[(-0.4700828695785865+0j), (-0.6457754504875474+0j), (0.6016611698259802-4.6209267380516156e-18j)]","[(-0.7681777567114164+0j), (-0.31818964514320863+0j), (0.5555702330196024+2.202093854559039e-17j)]","[(-0.45525290281779107-2.591665190014192e-18j), (-0.6611448820271107-3.763767711749209e-18j), (0.6159806831377244-1.2242478063913651e-18j)]",0.1065193753731517
Case5,0.9817477042468103,5.105088062083414,ct1,"[(-0.4700828695785865+0j), (-0.6457754504875474+0j), (0.6016611698259802-4.6209267380516156e-18j)]","[(-0.7681777567114164+0j), (-0.31818964514320863+0j), (0.5555702330196024+2.202093854559039e-17j)]","[(-0.47543064870790036-2.61935067750394e-18j), (-0.6398481797819878-3.525197140248569e-18j), (0.5961388034618054-1.2941299121051148e-18j)]",0.12815194383246492
