Case,Theta,Phi,timeErr,initX,initY,initZ,traceX,traceY,traceZ,noiseX,noiseY,noiseZ,13,14,15,16,17
Case1,2.7979809571034093,0.6872233929727672,1.7426021750380882,(0.313875724449264+0j),(0.25447814820900116+0j),(-0.9147255881878278+1.9566195350150698e-18j),(0.22004730330247768+0j),(0.25509597728686173+0j),(-0.9415440651830207+1.2047918237423683e-17j),(0.22544976289572052+4.2484941612124834e-19j),(0.26112262960365734+4.920732463776063e-19j),(-0.9386092779847931+2.389425136135116e-19j),(0.22004730330247768+0j),(0.25509597728686173+0j),(-0.9415440651830207+1.2047918237423683e-17j),0.12126472721983977,0.014363899108266048
Case1,2.724349879284899,4.76147636559703,3.7429131298915452,(0.313875724449264+0j),(0.25447814820900116+0j),(-0.9147255881878278+1.9566195350150698e-18j),(0.32250599112915884+1.3877787807814457e-17j),(0.24537809246607523+0j),(-0.9142097557035307+2.364870373850969e-17j),(0.313875724449264+5.617653412314547e-19j),(0.25447814820900116+4.554573438752392e-19j),(-0.9147255881878278+3.1947116018259505e-19j),(0.27127664721581823+6.938893903907228e-18j),(0.2502370348764685+0j),(-0.9278769104432757+1.7848310987966688e-17j),0.05999151282142634,0.018246159138184004
Case1,2.7979809571034093,4.908738521234052,3.8533597466193115,(0.313875724449264+0j),(0.25447814820900116+0j),(-0.9147255881878278+1.9566195350150698e-18j),(0.20726527837420036+0j),(0.2655859139696549+0j),(-0.9415440651830208-1.4537430121219067e-18j),(0.19455890735934048+3.7164869495670147e-19j),(0.2629012408719251+5.021970178527405e-19j),(-0.9450025233379759+2.1622776460554112e-19j),(0.24993952426861227+4.625929269271485e-18j),(0.2553533279075306+0j),(-0.9324326286898574+1.1414292987937156e-17j),0.08251842038121082,0.01884950270206734
Case1,2.6998061866787286,0.5890486225480862,1.6444274046134075,(0.313875724449264+0j),(0.25447814820900116+0j),(-0.9147255881878278+1.9566195350150698e-18j),(0.33706153051932264+0j),(0.2630454001919611+0j),(-0.9039892931234433+5.956040546934202e-18j),(0.3417462393514776+5.992494158304263e-19j),(0.2518858822523671+4.416799672239316e-19j),(-0.9054076486373799+3.4906285912942606e-19j),(0.27172002583128985+3.469446951953614e-18j),(0.25727634597863824+0j),(-0.9253217947982539+1.0049729877686418e-17j),0.055550102998037365,0.0172625822856855
Case1,2.724349879284899,4.76147636559703,3.7429131298915452,(0.313875724449264+0j),(0.25447814820900116+0j),(-0.9147255881878278+1.9566195350150698e-18j),(0.32250599112915884+1.3877787807814457e-17j),(0.24537809246607523+0j),(-0.9142097557035307+2.364870373850969e-17j),(0.313875724449264+5.617653412314547e-19j),(0.25447814820900116+4.554573438752392e-19j),(-0.9147255881878278+3.1947116018259505e-19j),(0.28187721889086365+5.551115123125783e-18j),(0.2548966952761257+0j),(-0.9230993869793093+1.2769524649851072e-17j),0.040790851417006335,0.018246159138184004
Case1,2.7979809571034093,0.6872233929727672,1.7426021750380882,(0.313875724449264+0j),(0.25447814820900116+0j),(-0.9147255881878278+1.9566195350150698e-18j),(0.22004730330247768+0j),(0.25509597728686173+0j),(-0.9415440651830207+1.2047918237423683e-17j),(0.22544976289572052+4.2484941612124834e-19j),(0.26112262960365734+4.920732463776063e-19j),(-0.9386092779847931+2.389425136135116e-19j),(0.271572232959466+4.625929269271485e-18j),(0.2549299089445817+0j),(-0.926173500013261+1.2649256914446507e-17j),0.05420316405081177,0.014363899108266048
Case1,2.748893571891069,4.81056375080937,3.7797286613502195,(0.313875724449264+0j),(0.25447814820900116+0j),(-0.9147255881878278+1.9566195350150698e-18j),(0.28354971986561206+0j),(0.2569944858763692+0j),(-0.9238795325112868-1.7292307972181893e-17j),(0.28516972248665684+5.201240998170259e-19j),(0.25689382860405735+4.685513952396773e-19j),(-0.9234087882417151+2.9097796170638477e-19j),(0.27328330251748684+3.96508223080413e-18j),(0.2552248485062656+0j),(-0.9258457903701218+8.371890502071022e-18j),0.052459324411335606,0.0021914041629283454
Case1,2.748893571891069,4.81056375080937,3.7797286613502195,(0.313875724449264+0j),(0.25447814820900116+0j),(-0.9147255881878278+1.9566195350150698e-18j),(0.28354971986561206+0j),(0.2569944858763692+0j),(-0.9238795325112868-1.7292307972181893e-17j),(0.28516972248665684+5.201240998170259e-19j),(0.25689382860405735+4.685513952396773e-19j),(-0.9234087882417151+2.9097796170638477e-19j),(0.27456660468600247+3.469446951953614e-18j),(0.25544605317752855+0j),(-0.9256000081377675+5.1638656927894075e-18j),0.051151444681728664,0.0021914041629283454
Case1,2.748893571891069,4.81056375080937,3.7797286613502195,(0.313875724449264+0j),(0.25447814820900116+0j),(-0.9147255881878278+1.9566195350150698e-18j),(0.28354971986561206+0j),(0.2569944858763692+0j),(-0.9238795325112868-1.7292307972181893e-17j),(0.28516972248665684+5.201240998170259e-19j),(0.25689382860405735+4.685513952396773e-19j),(-0.9234087882417151+2.9097796170638477e-19j),(0.275564728594848+3.0839528461809902e-18j),(0.2556181012551775+0j),(-0.9254088441792696+2.6687352855703738e-18j),0.05013420489203413,0.0021914041629283454
Case1,2.675262494072558,0.5399612373357456,1.6076118731547324,(0.313875724449264+0j),(0.25447814820900116+0j),(-0.9147255881878278+1.9566195350150698e-18j),(0.3768753225870868+0j),(0.2451842959462592+0j),(-0.893224301195515+4.475877944499431e-18j),(0.36874352208936+6.325465096866816e-19j),(0.24913567524751726+4.2736995330337457e-19j),(-0.8955219875782486+3.793547612188032e-19j),(0.2856957879940719+2.7755575615628915e-18j),(0.25457472072428566+0j),(-0.9221903898808942+2.8494495514632803e-18j),0.03574131066354297,0.014380870816423502
