Al,Ap,N,x,z,fun,xx,yy,zz,fev,10
3.368087862494313,0.6985993770074325,13.0,1.7819561489037297,1.0943098491955652,13.0,0.025449094355821766,0.030556643269081994,0.0865082423291811,0.9952525451755566,1333
3.5621062042015046,1.5078669199130268,9.0,3.815822324666173,1.6356865061891663,13.0,0.008357127726761473,0.030911883721095608,0.08722773097354733,0.9985322680815961,1569
