Al,Ap,N,x,z,fun,xx,yy,zz,fev
1.0122467610435117,1.8041495382663932,13.0,3.354736677796424,0.812339632417541,0.0034126666985242527,0.1373825888198605,0.241871720078666,0.9994637862705118,1139
2.78534599930243,1.2177797989961845,9.0,1.8945251392597846,0.4687245599053148,0.04278525759089973,0.08954903828322139,0.011337288729171724,0.9960849601324656,504
4.177779306946725,1.1200702884797515,13.0,2.9471293422251654,2.341490567586786,0.005075893676110001,0.037242557559892815,0.028967021124882288,0.9997995337372285,554
4.056551813179726,0.9335649730121638,13.0,1.6490206971792336,0.7120299340196573,0.01944991657895617,0.045965850637791,0.12514839565848407,0.9981468352522143,569
3.566888511090106,1.4802766046346887,13.0,3.8351018347087034,1.610843557207547,0.018331902856037294,0.022106989782053034,0.07231249678525367,0.9951237190985243,600
1.1366227803492783,1.3600324509983623,9.0,1.4396620418864492,1.1241815235797945,0.0475305014387359,0.03627329803718139,0.16165440834319147,0.9875107530701749,648
0.9778391714801905,0.6148933927330728,13.0,0.47848416494700385,0.0443892873251143,0.02859428170396882,0.027102919118599855,0.0003702306059927274,0.998553854537997,514
3.831269983851265,1.236657125220812,9.0,1.683110539644898,0.41477835807582225,0.02064054913599708,0.14792874196886457,0.026532014566749633,0.9989536666791289,544
2.8752847871092047,0.8010756597079682,13.0,4.149270925998287,1.7757750883978483,0.023151908146385073,0.02227255166966917,0.009341736104623764,0.9987597101710325,510
4.165732537361123,1.2874905417878761,13.0,2.9305720706932434,0.15771614320334867,0.0062202154546885475,0.07529413743492952,0.03268808914855979,0.9998884829070015,658
3.059609618004364,1.2315692357834906,9.0,1.8328802601673633,0.4550343187991085,0.03461902687912554,0.15343400451579312,0.09232727167369886,0.9965918524678736,454
4.730322481183378,1.5701788810208914,9.0,3.99408666499912,0.21218349694735802,0.014578282004220199,0.05104831009230905,0.25164916672023824,0.9990531805408597,629
2.6194768511648734,0.9200478820697029,13.0,2.737181189077194,0.6389351927809145,0.014111182773667503,0.03491615479346327,0.040248575684344,0.9977157892757125,592
4.592382553509535,1.6209173762571698,9.0,1.5515176401353181,0.3850737564045198,0.006851298300536417,0.08270225124089531,0.042303883990155916,0.9987620288110575,668
4.990484392344446,1.8509281957931634,9.0,1.491752987065962,0.36885041861598017,0.0059216283431442465,0.06419392823644737,0.04928085546532197,0.9992401094815846,704
4.949939810025281,1.007236521883772,13.0,3.926669354770758,1.6737203331425887,0.011988416299771182,0.01315300641518475,0.16589017218973762,0.9997098775337937,507
4.502971706447371,1.3638272784334837,9.0,4.093735428025086,0.980968297852731,0.028997642749054364,0.04086084981606745,0.311692586760171,0.9982015438130831,671
4.430969710255903,1.6975866003161857,9.0,1.5749176681700128,0.3930449111600416,0.01503856152322871,0.11245748335294053,0.06480271851883634,0.9962050865810697,690
3.9660812370752696,0.7335233145778005,13.0,1.6696169413918205,1.0232317417648398,0.02905909573088792,0.016617306355997154,0.021194117352037294,0.9859397889493726,521
0.426812483777446,1.0018097747203467,9.0,3.7172984949529386,0.8939001618272308,0.02346638772147178,0.10280504805752494,0.13573559516673617,0.995555278243426,866
4.109595256705884,1.2408547941846046,13.0,2.948554550672962,2.3568604808412035,0.00912224134895772,0.0795737939782435,0.00966895501360987,0.9997544286188322,632
3.7600996040537464,1.0966029312811207,9.0,1.6998967498022595,0.4145995470576862,0.032273301077699657,0.03882272969276898,0.03061211092418508,0.9962131694098701,612
0.3552516145734778,0.8101740299638621,9.0,3.771893241583332,0.9064020666160286,0.005970351120863758,0.03803618682680027,0.10023084019202168,0.9989940087170377,845
4.42254921231985,1.0801297441380149,13.0,2.8590337743242307,0.150091972708795,0.01849510976602744,0.021574325271028396,0.02775890527472475,0.9993722615948988,561
3.625563949812677,0.9770155197375846,13.0,1.7239484782745862,1.0702918087700286,0.039114108776259766,0.034931855589825714,0.02360246370382042,0.9950271486751917,477
3.633614426491727,0.7803576284610652,13.0,1.7277221270395788,1.064198005824108,0.015733897938642903,0.02348144610602819,0.016825360522133,0.9993311305080276,492
2.030005294726796,1.26024315555633,13.0,3.758522621492285,0.20587100694268254,0.04715912697278718,0.035564495002199784,0.10120774510522287,0.997087521876037,645
4.0423820752221165,0.7445005126829785,13.0,2.983967801260093,1.8295093000355933,0.04857961083198351,0.031088588531711273,0.03101162410674803,0.9697786187493111,555
0.4455768882182327,0.40360117843917104,13.0,0.5299180210179153,0.03738858272366658,0.018599389836346833,0.017847907500255646,0.00012011622906658859,0.9993698649499085,447
4.5315440769457265,1.2646538037714565,9.0,4.0856195068212315,0.9762402529446462,0.0248960489841026,0.039688302852447135,0.2919127161035758,0.9980927545534285,517
1.6056051125592878,0.8983302431831772,9.0,0.4371621606771773,0.19752657357113929,0.03736454985358007,0.03774662862733652,0.000829315349394788,0.9975728200320084,477
0.8756316604508638,0.8475770126595299,9.0,1.498448293039867,1.189190677451748,0.033000741336198396,0.04464535679240651,0.12268776060152284,0.9920663953574443,710
