Nelder-Mead,time,matrix,degree
[1.99099864 3.42886128],0.05224156379699707,"[[2.96027411e-01+3.40996809e-18j 1.25767869e-17+4.56503212e-01j]
 [1.25767869e-17-4.56503212e-01j 7.03972589e-01+4.17823112e-18j]]",(0.26136841244553016+2.5642928288609897e-22j)
[1.43706162 0.79677062],0.050557613372802734,"[[ 5.66668212e-01-7.46092951e-18j -1.69566348e-17+4.95535417e-01j]
 [-1.69566348e-17-4.95535417e-01j  4.33331788e-01+6.96307027e-18j]]",(0.7689222617356504+2.7590414487643833e-22j)
[3.14159265 2.52548136],0.0334165096282959,"[[3.74939946e-33-6.96645799e-50j 1.54565118e-33+6.12323400e-17j]
 [1.54565118e-33-6.12323400e-17j 1.00000000e+00-9.62522970e-18j]]",(0.3136213111721136-1.5335671594204593e-18j)
[1.64900568 2.903647  ],0.03160214424133301,"[[4.60935178e-01-7.94169306e-19j 4.69553327e-18+4.98471604e-01j]
 [4.69553327e-18-4.98471604e-01j 5.39064822e-01-2.00466164e-18j]]",(0.23662685830906807-1.0818186759284869e-21j)
[0.         4.62957463],0.030877113342285156,"[[1.+8.25872418e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.436259632448769+2.0175718633684898e-18j)
[1.25543574 4.85922721],0.035094499588012695,"[[ 6.55079646e-01+3.80877299e-18j -1.01884556e-17+4.75342301e-01j]
 [-1.01884556e-17-4.75342301e-01j  3.44920354e-01-1.89778792e-18j]]",(1.2422494741814518+2.1012593448217932e-17j)
[0.         4.62957463],0.033127546310424805,"[[1.+8.25872418e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.6267799658920906+2.4181304254690087e-18j)
[1.24699667 0.65580418],0.04539752006530762,"[[6.59085526e-01+1.04427394e-17j 2.64464578e-17+4.74016661e-01j]
 [2.64464578e-17-4.74016661e-01j 3.40914474e-01+1.26883726e-18j]]",(0.6106351486592543-1.83085673468446e-23j)
[1.8013795 3.0234315],0.03525567054748535,"[[ 3.85727350e-01-1.71506245e-19j -3.83833125e-18+4.86766640e-01j]
 [-3.83833125e-18-4.86766640e-01j  6.14272650e-01+8.81569503e-19j]]",(1.9436623660770187-1.7501733867828687e-17j)
[2.1083306  3.99967749],0.03869771957397461,"[[2.43990221e-01-6.37236807e-18j 2.76754338e-17+4.29486895e-01j]
 [2.76754338e-17-4.29486895e-01j 7.56009779e-01-1.96008006e-17j]]",(1.5622254684723347+2.0062475244576532e-22j)
