Nelder-Mead,time,matrix,degree
[1.28351187 1.5707754 ],0.050000667572021484,"[[ 6.41674512e-01+1.46034764e-17j -3.47524342e-17+4.79508428e-01j]
 [-3.47524342e-17-4.79508428e-01j  3.58325488e-01-7.56707602e-18j]]",(2.936142304457179e-17-0.4795084274913282j)
[1.16733391 2.77467971],0.0399017333984375,"[[6.96302550e-01-2.78260119e-18j 2.90890553e-18+4.59853573e-01j]
 [2.90890553e-18-4.59853573e-01j 3.03697450e-01-3.06239218e-18j]]",(0.16496304018718178-0.7631912103870223j)
[1.49643143 1.88514223],0.02593064308166504,"[[5.37148186e-01+2.68241684e-17j 9.63947663e-18+4.98618103e-01j]
 [9.63947663e-18-4.98618103e-01j 4.62851814e-01+8.02676621e-18j]]",(0.10300986849968254+0.6527843101278j)
[1.57060884 1.55104255],0.022900104522705078,"[[ 5.00093746e-01+4.27701333e-18j -8.90793873e-18+4.99999991e-01j]
 [-8.90793873e-18-4.99999991e-01j  4.99906254e-01-1.16154605e-17j]]",(0.0013689396127778309-0.49013925902863587j)
[1.34218905 1.57081913],0.02591395378112793,"[[ 6.13310630e-01-2.27316919e-18j -3.02252795e-17+4.86991480e-01j]
 [-3.02252795e-17-4.86991480e-01j  3.86689370e-01+3.62325537e-18j]]",(2.981962770796065e-17-0.48699147752188193j)
[2.57217869 1.34703079],0.033907175064086914,"[[ 7.88914639e-02-2.94614103e-18j -3.23549407e-19+2.69569288e-01j]
 [-3.23549407e-19-2.69569288e-01j  9.21108536e-01+1.67887884e-17j]]",(0.26304808670676116-0.20960070536131542j)
[1.90726997 1.93673567],0.037482261657714844,"[[3.34919731e-01-1.00218202e-17j 3.03254117e-17+4.71962398e-01j]
 [3.03254117e-17-4.71962398e-01j 6.65080269e-01+1.66226224e-17j]]",(0.2864401840984768-0.6408423407585948j)
[1.15908282 0.12898088],0.03490877151489258,"[[ 7.00090117e-01-6.55821767e-19j -1.06232986e-20+4.58218229e-01j]
 [-1.06232986e-20-4.58218229e-01j  2.99909883e-01-3.89744002e-19j]]",(0.058918522043289505-0.11683092104396205j)
[1.77658491 1.57079777],0.02792501449584961,"[[ 3.97830418e-01-1.07251293e-17j -1.39891626e-19+4.89450076e-01j]
 [-1.39891626e-19-4.89450076e-01j  6.02169582e-01-6.76940186e-18j]]",(2.9970173416491645e-17-0.48945007552149805j)
[1.12199878 1.57076557],0.030503273010253906,"[[7.16941238e-01+2.23567325e-17j 3.86148628e-17+4.50484738e-01j]
 [3.86148628e-17-4.50484738e-01j 2.83058762e-01-5.12954831e-18j]]",(2.7584234299882703e-17+0.4504847327260059j)
